
[00:00:00.000 --> 00:00:04.140]  上星期我們提到
[00:00:04.140 --> 00:00:08.340]  由於雅各的偏心
[00:00:08.340 --> 00:00:14.640]  和約瑟的少年無知
[00:00:14.640 --> 00:00:21.440]  約瑟被他的兄長們憎恨
[00:00:21.440 --> 00:00:25.660]  最後被賣到埃及
[00:00:25.660 --> 00:00:30.300]  雖然這件事非常不幸
[00:00:30.300 --> 00:00:35.280]  但是神的心意通過這件事
[00:00:35.280 --> 00:00:42.240]  將雅各家帶到埃及
[00:00:42.240 --> 00:00:44.140]  在埃及這個地方
[00:00:44.140 --> 00:00:52.220]  雅各的家族就變為民族
[00:00:52.220 --> 00:00:54.060]  在整個過程裏面
[00:00:54.060 --> 00:00:56.840]  約瑟扮演著一個相當重要的角色
[00:00:56.840 --> 00:00:58.100]  在這個過程當中
[00:00:58.100 --> 00:01:00.600]  約瑟扮演了一個非常重要的角色
[00:01:00.600 --> 00:01:04.180]  可以說以色列將來的歷史的勝與敗
[00:01:04.180 --> 00:01:06.840]  都是關乎約瑟這個人身上
[00:01:06.840 --> 00:01:10.240]  就是說以色列將來的歷史當中
[00:01:10.240 --> 00:01:14.220]  都決定在約瑟這個角色當中
[00:01:14.220 --> 00:01:16.920]  在約瑟未到埃及之前
[00:01:16.920 --> 00:01:21.720]  大家都知道約瑟穿著一件彩衣
[00:01:21.720 --> 00:01:24.300]  大家都知道約瑟穿著一件彩衣
[00:01:24.300 --> 00:01:27.500]  但是到了埃及之後
[00:01:27.500 --> 00:01:32.360]  他就成為了埃及一個關裏面的奴隸
[00:01:32.360 --> 00:01:35.500]  他就成為了埃及關裏面的一個奴僕
[00:01:35.500 --> 00:01:38.840]  他穿著的就是一件奴隸的衣服
[00:01:38.840 --> 00:01:41.240]  他穿著的就是一件奴隸的衣服
[00:01:41.240 --> 00:01:43.980]  在我們今天未進入一起看這個故事之前
[00:01:43.980 --> 00:01:46.780]  在我們進入看這個故事之前
[00:01:46.780 --> 00:01:48.480]  我想和大家探討一下
[00:01:48.480 --> 00:01:51.520]  約瑟在那段時間的心理狀態
[00:01:51.520 --> 00:01:53.020]  我想和大家探討一下
[00:01:53.020 --> 00:01:55.320]  在那段時間約瑟在那段時間的心理狀態
[00:01:55.320 --> 00:01:58.160]  大家知道約瑟那個時候是十七歲
[00:01:58.160 --> 00:02:00.260]  大家知道約瑟那個時候是十七歲
[00:02:00.260 --> 00:02:02.200]  在他整個十七年的裏面
[00:02:02.200 --> 00:02:03.800]  在他整個十七年當中
[00:02:03.800 --> 00:02:05.660]  他都是活在一個被愛的當中
[00:02:05.660 --> 00:02:07.700]  他生活在一個被愛的當中
[00:02:07.700 --> 00:02:10.740]  當他兄長們忙於牧父親羊的時候
[00:02:10.740 --> 00:02:14.680]  當他的兄長忙於牧養他父親的羊的時候
[00:02:14.680 --> 00:02:16.480]  他們就穿著彩衣
[00:02:16.480 --> 00:02:18.280]  他身著一件彩衣
[00:02:18.280 --> 00:02:20.820]  四處來打小報告
[00:02:20.820 --> 00:02:22.780]  四處來打小報告
[00:02:22.780 --> 00:02:24.920]  可以說
[00:02:24.920 --> 00:02:27.180]  他過著一個無憂無慮
[00:02:27.180 --> 00:02:30.420]  他過著一個無憂無慮的生活
[00:02:30.420 --> 00:02:32.020]  也是被寵愛的生活
[00:02:32.020 --> 00:02:35.120]  在一個毫無心理準備的情況下
[00:02:35.120 --> 00:02:38.400]  在一個毫無心理準備的情況下
[00:02:38.400 --> 00:02:40.100]  被兄長們捉住
[00:02:40.100 --> 00:02:41.840]  被兄長們捉住
[00:02:41.840 --> 00:02:44.640]  拔下他的彩衣
[00:02:44.640 --> 00:02:47.040]  扔到坑裏
[00:02:47.040 --> 00:02:48.840]  坑裏沒有水也沒有食物
[00:02:48.840 --> 00:02:50.180]  坑裏沒有水也沒有食物
[00:02:50.180 --> 00:02:52.380]  我想大家想一想
[00:02:52.380 --> 00:02:54.680]  如果你是約瑟的話
[00:02:54.680 --> 00:02:57.380]  你會怎樣做呢?
[00:02:57.380 --> 00:02:59.620]  聖經沒有告訴我們
[00:02:59.620 --> 00:03:02.960]  不過我們不難想像
[00:03:02.960 --> 00:03:06.120]  他大概在那裏乞求他的兄長們
[00:03:06.120 --> 00:03:08.200]  他大概在那裏乞求他的兄長們
[00:03:08.200 --> 00:03:10.000]  哎呀!乞求呀!你們放過我
[00:03:10.000 --> 00:03:11.500]  哎呀!求求你們放過我
[00:03:11.500 --> 00:03:13.660]  那聖經怎樣來形容呢?
[00:03:13.660 --> 00:03:15.860]  聖經當中是怎樣形容的呢?
[00:03:15.860 --> 00:03:19.480]  聖經沒有講到兄長們的反應
[00:03:19.480 --> 00:03:22.240]  在聖經當中沒有提到兄長們的反應
[00:03:22.240 --> 00:03:23.940]  我想大概在那個時候
[00:03:23.940 --> 00:03:25.480]  我想大概在那個時候
[00:03:25.480 --> 00:03:26.920]  兄長們
[00:03:26.920 --> 00:03:28.080]  谷了那麼多年的氣
[00:03:28.080 --> 00:03:30.580]  就在那個時候爆發來罵約瑟
[00:03:30.580 --> 00:03:33.580]  我想兄長們一定是
[00:03:33.580 --> 00:03:35.680]  憋了那麼長時間的氣
[00:03:35.680 --> 00:03:38.860]  那個時候一定是在罵他
[00:03:38.860 --> 00:03:42.100]  沒有理會約瑟的乞求
[00:03:42.100 --> 00:03:44.000]  沒有理睬約瑟的乞求
[00:03:44.000 --> 00:03:46.560]  整班人就去了吃飯
[00:03:46.560 --> 00:03:48.400]  整班人就去了吃飯
[00:03:48.400 --> 00:03:49.460]  我想大家想一想
[00:03:49.460 --> 00:03:51.000]  如果你是約瑟的時候
[00:03:51.000 --> 00:03:52.040]  我想大家想一想
[00:03:52.040 --> 00:03:53.240]  如果你是約瑟的話
[00:03:53.240 --> 00:03:55.240]  你腦裏面出現的那個景象
[00:03:55.240 --> 00:03:57.480]  在你腦中出現的景象
[00:03:57.480 --> 00:03:58.880]  約瑟看到些什麼呢?
[00:03:58.880 --> 00:04:00.780]  約瑟會看到什麼呢?
[00:04:00.780 --> 00:04:02.780]  約瑟感受到些什麼呢?
[00:04:02.780 --> 00:04:05.780]  約瑟會感受到什麼呢?
[00:04:05.780 --> 00:04:09.680]  那我猜他當時在一個坑裏面
[00:04:09.680 --> 00:04:12.560]  我猜想當時他在那個坑裏
[00:04:12.560 --> 00:04:14.660]  在那個坑底望上去的時候
[00:04:14.660 --> 00:04:16.560]  當他從坑底望上去的時候
[00:04:16.560 --> 00:04:17.600]  你看到些什麼呢?
[00:04:17.600 --> 00:04:18.760]  他能看到什麼呢?
[00:04:18.760 --> 00:04:20.560]  什麼都看不到,只看到天
[00:04:20.560 --> 00:04:22.740]  什麼也看不到,只看到天
[00:04:22.740 --> 00:04:26.140]  那他就是這樣呼求
[00:04:26.140 --> 00:04:27.940]  他就是那麼呼求
[00:04:27.940 --> 00:04:30.280]  無論他怎樣呼叫或者乞求
[00:04:30.280 --> 00:04:33.140]  無論他怎樣呼求,無論他怎樣乞求
[00:04:33.140 --> 00:04:34.780]  沒有任何的反應
[00:04:34.780 --> 00:04:35.940]  無任何反應
[00:04:35.940 --> 00:04:39.320]  所謂中國人說叫天不應,叫地不聞
[00:04:39.320 --> 00:04:40.620]  所謂就是中國人所說的
[00:04:40.620 --> 00:04:42.620]  叫天天不應,叫地地不靈
[00:04:42.620 --> 00:04:45.320]  我問你那個時候你還能夠做些什麼呢?
[00:04:45.320 --> 00:04:48.260]  我想問你在那個時候你還能做些什麼呢?
[00:04:48.260 --> 00:04:50.820]  我想大概只能夠做多一樣東西
[00:04:50.820 --> 00:04:53.200]  我想大概只能做一樣
[00:04:53.200 --> 00:04:54.000]  祈禱
[00:04:54.000 --> 00:04:55.300]  就是祈禱
[00:04:55.300 --> 00:04:57.300]  好了,那我問你
[00:04:57.300 --> 00:04:58.300]  如果你是祈禱的話
[00:04:58.300 --> 00:05:00.700]  在那個時候你會祈什麼禱?
[00:05:00.700 --> 00:05:03.600]  好了,如果你在那個時候只有祈禱的話
[00:05:03.600 --> 00:05:05.640]  你會怎樣祈禱呢?
[00:05:05.640 --> 00:05:09.640]  我想大概當時祈禱只是祈一件事
[00:05:09.640 --> 00:05:12.920]  我想大概當時能祈禱的就是一樣
[00:05:12.920 --> 00:05:14.220]  很明顯,如果我是約瑟的話
[00:05:14.220 --> 00:05:16.080]  我一定會求神,求祢幫我
[00:05:16.080 --> 00:05:19.720]  可以能夠平安回家
[00:05:19.720 --> 00:05:21.560]  很明顯,如果我是約瑟的話
[00:05:21.560 --> 00:05:23.420]  我一定祈求神
[00:05:23.420 --> 00:05:26.000]  求神讓我平安回家
[00:05:26.000 --> 00:05:28.000]  大家知道故事的發展怎樣了
[00:05:28.000 --> 00:05:30.000]  但大家知道故事的發展是怎樣
[00:05:30.000 --> 00:05:31.740]  最後就是他沒有回到家裡
[00:05:31.740 --> 00:05:33.240]  最後被賣了去埃及
[00:05:33.240 --> 00:05:36.840]  最後他並沒有回到家園
[00:05:36.840 --> 00:05:38.940]  他被賣到了埃及
[00:05:38.940 --> 00:05:40.780]  因為如果神聽我禱告的時候
[00:05:40.780 --> 00:05:42.520]  如果神聽了他的禱告
[00:05:42.520 --> 00:05:45.620]  也許今天不會有以色列這個民族與國家存在
[00:05:45.620 --> 00:05:48.120]  那麼今天就不會有以色列這個民族
[00:05:48.120 --> 00:05:50.820]  也不會有以色列這個國家存在
[00:05:50.820 --> 00:05:53.920]  但是對於當時在坑裡面的約瑟來說
[00:05:53.920 --> 00:05:57.100]  但是對於當時在坑裡面的約瑟來說
[00:05:57.100 --> 00:06:00.500]  他所關心的,他所在想的就是可以回家
[00:06:00.500 --> 00:06:03.160]  他所關心的,他所想到的就是回家
[00:06:03.160 --> 00:06:04.900]  對他來說,將來以色列的事情
[00:06:04.900 --> 00:06:06.340]  他從來都沒有想過
[00:06:06.340 --> 00:06:07.900]  對他來說,以色列的事情
[00:06:07.900 --> 00:06:09.240]  他從來沒有想過
[00:06:09.240 --> 00:06:10.800]  好了,雖然約瑟
[00:06:10.800 --> 00:06:12.340]  你可以說是發生在他身上的事情
[00:06:12.340 --> 00:06:13.440]  是一個不幸的事情
[00:06:13.440 --> 00:06:15.620]  雖然發生在約瑟身上的事情
[00:06:15.620 --> 00:06:16.740]  是一個不幸的事情
[00:06:16.740 --> 00:06:18.320]  甚至是一個罪惡的事情
[00:06:18.320 --> 00:06:20.120]  甚至是一個罪惡的事情
[00:06:20.120 --> 00:06:22.680]  大家想一想,殘惡的現實就是告訴我們
[00:06:22.680 --> 00:06:26.420]  但是大家想一想,殘惡的現實能告訴我們
[00:06:26.420 --> 00:06:30.260]  在整個不幸的事件裡面,神沒有干預
[00:06:30.260 --> 00:06:34.000]  在整個不幸的事件當中,神並沒有干預
[00:06:34.000 --> 00:06:37.140]  神在一個不幸的事情裡面,神沒有拯救約瑟
[00:06:37.140 --> 00:06:41.200]  在整個事件當中,神並沒有陳設約瑟
[00:06:41.200 --> 00:06:43.480]  不但沒有拯救,還被賣到了埃及
[00:06:43.480 --> 00:06:46.580]  不但沒有拯救,也被賣到了埃及
[00:06:46.580 --> 00:06:50.820]  大家都知道當時他們的位置是在多坦這個地方
[00:06:50.820 --> 00:06:53.320]  大家都知道當時的位置是在多坦那個地方
[00:06:53.320 --> 00:06:57.120]  從多坦去到埃及要超過十天的行程
[00:06:57.120 --> 00:07:00.400]  從多坦去到埃及要超過十天的行程
[00:07:00.400 --> 00:07:02.200]  由於那一幫是一幫商人
[00:07:02.200 --> 00:07:03.660]  由於那些是商人
[00:07:03.660 --> 00:07:07.540]  我估計他們一路走的時候,一路會停下來做買賣
[00:07:07.540 --> 00:07:09.800]  我估計當時他們行走的時候
[00:07:09.800 --> 00:07:11.400]  在中間還會做一些買賣
[00:07:11.400 --> 00:07:14.300]  所以那個行程不是說幾天的行程
[00:07:14.300 --> 00:07:16.500]  而是說幾個禮拜的行程
[00:07:16.500 --> 00:07:18.840]  所以當時的行程並不是幾日的行程
[00:07:18.840 --> 00:07:20.080]  而是幾個星期的行程
[00:07:20.080 --> 00:07:22.440]  我們就要想一下,究竟那幾個星期的行程裡面
[00:07:22.440 --> 00:07:25.980]  約瑟的心理狀態,他的內心世界是怎樣的呢?
[00:07:25.980 --> 00:07:28.320]  在那幾個星期的行程當中
[00:07:28.320 --> 00:07:30.260]  約瑟的心理狀況又是怎樣的呢?
[00:07:30.260 --> 00:07:33.300]  你想一想,沒多久之前他還穿著一件彩衣
[00:07:33.300 --> 00:07:36.060]  你想一想,還沒有多長時間之前
[00:07:36.060 --> 00:07:38.360]  他還身著一件彩衣
[00:07:38.360 --> 00:07:40.360]  約瑟自己心裡很明白
[00:07:40.360 --> 00:07:41.700]  約瑟心裡很明白
[00:07:41.700 --> 00:07:46.840]  這次被送到這個所謂埃及的地方
[00:07:46.840 --> 00:07:49.780]  今日被送到埃及那個地方
[00:07:49.780 --> 00:07:52.440]  這個對他來說是一個陌生的國家
[00:07:52.440 --> 00:07:54.640]  那個對他來說是一個陌生的國家
[00:07:54.640 --> 00:07:57.520]  對他來說,他所面對的是一個陌生的文化
[00:07:57.520 --> 00:07:58.740]  陌生的語言
[00:07:58.740 --> 00:08:01.320]  對他而言,所面對的是陌生的文化
[00:08:01.320 --> 00:08:02.320]  陌生的語言
[00:08:02.320 --> 00:08:04.620]  不是他繼續做一個被寵愛的兒子
[00:08:04.620 --> 00:08:06.620]  而是他會成為一個奴隸
[00:08:06.620 --> 00:08:09.360]  而不是再作為一個被寵愛的兒子
[00:08:09.360 --> 00:08:12.160]  將成為一個奴僕
[00:08:12.160 --> 00:08:13.260]  你是約瑟的話
[00:08:13.260 --> 00:08:14.260]  如果你是約瑟的話
[00:08:14.260 --> 00:08:15.560]  你當時的感受是怎樣的呢?
[00:08:15.560 --> 00:08:17.860]  你當時的感受是怎樣的呢?
[00:08:17.860 --> 00:08:18.700]  恐懼
[00:08:18.700 --> 00:08:19.300]  恐懼
[00:08:19.300 --> 00:08:20.060]  悲傷
[00:08:20.060 --> 00:08:21.140]  悲傷
[00:08:21.140 --> 00:08:21.900]  苦毒
[00:08:21.900 --> 00:08:22.840]  苦毒
[00:08:22.840 --> 00:08:23.940]  還是絕望
[00:08:23.940 --> 00:08:25.340]  還是絕望呢?
[00:08:25.340 --> 00:08:29.880]  我想大家都聽過一個症狀叫做創傷後遺症
[00:08:29.880 --> 00:08:33.380]  我想大家都聽過一個症狀叫做創傷後遺症
[00:08:33.380 --> 00:08:35.680]  人經過一個創傷之後
[00:08:35.680 --> 00:08:37.380]  人經過一個創傷之後
[00:08:37.380 --> 00:08:41.120]  很多時候都會陷在一個很嚴重的心理障礙裏面
[00:08:41.120 --> 00:08:44.020]  很多時候都會陷在一個很嚴重的心理障礙裏面
[00:08:44.020 --> 00:08:45.060]  會失眠
[00:08:45.060 --> 00:08:45.660]  會失眠
[00:08:45.660 --> 00:08:46.820]  做噩夢
[00:08:46.820 --> 00:08:47.820]  做噩夢
[00:08:47.820 --> 00:08:50.560]  抽離朋友圈子
[00:08:50.560 --> 00:08:51.860]  抽離朋友圈
[00:08:51.860 --> 00:08:53.160]  對人開始失去信心
[00:08:53.160 --> 00:08:54.140]  對人失去信心
[00:08:54.140 --> 00:08:55.060]  會慌張
[00:08:55.060 --> 00:08:55.660]  會慌張
[00:08:55.660 --> 00:08:56.360]  會憂慮
[00:08:56.360 --> 00:08:57.100]  容易憂慮
[00:08:57.100 --> 00:09:00.100]  我的狗就有這個創傷後遺症
[00:09:00.100 --> 00:09:02.100]  我的狗就有這個創傷後遺症
[00:09:02.100 --> 00:09:04.280]  因為他曾經試過一次被其他狗咬
[00:09:04.280 --> 00:09:06.580]  因為他曾經試過一次被其他狗咬
[00:09:06.580 --> 00:09:08.580]  被其他狗咬完之後
[00:09:08.580 --> 00:09:10.780]  被其他狗咬完之後
[00:09:10.780 --> 00:09:12.320]  以後會再見到狗的時候
[00:09:12.320 --> 00:09:13.780]  當他以後再見到狗的時候
[00:09:13.780 --> 00:09:15.980]  他就會攻擊其他狗
[00:09:15.980 --> 00:09:19.760]  他就會首先攻擊其他狗
[00:09:19.760 --> 00:09:20.860]  那大約瑟呢?
[00:09:20.860 --> 00:09:23.300]  那大約瑟呢?
[00:09:23.300 --> 00:09:27.900]  他被賣到埃及成為奴隸
[00:09:27.900 --> 00:09:30.040]  他被賣到埃及成為奴隸
[00:09:30.040 --> 00:09:32.540]  還是被自己親生的兄長收買
[00:09:32.540 --> 00:09:36.200]  還是被自己的親生的兄長收買
[00:09:36.200 --> 00:09:37.800]  你覺得在故事一直看下去的時候
[00:09:37.800 --> 00:09:42.140]  你覺得藥室有沒有表現到創傷後遺症的徵狀
[00:09:42.140 --> 00:09:44.580]  當故事發展的時候
[00:09:44.580 --> 00:09:47.880]  你有沒有看到約瑟有創傷後遺症呢?
