
[00:00:00.000 --> 00:00:03.960]  請大家打開《聖經》撒慕爾記下
[00:00:03.960 --> 00:00:07.360]  我們今年未必能夠講完整個撒慕爾記下
[00:00:07.360 --> 00:00:10.900]  但是撒慕爾記是非常精彩的事情
[00:00:10.900 --> 00:00:15.200]  我們太豐富了 撒慕爾記實在
[00:00:15.200 --> 00:00:19.200]  大衛一生是《聖經》記載很有人性的一生
[00:00:19.200 --> 00:00:23.160]  第六章講他很投入敬拜
[00:00:23.160 --> 00:00:25.900]  敬拜完之後回去罵老婆
[00:00:25.900 --> 00:00:26.800]  你敢不敢相信呢?
[00:00:26.800 --> 00:00:30.400]  一個worship leader 很devoted
[00:00:30.400 --> 00:00:34.600]  很屬靈 很投入地去敬拜主
[00:00:34.600 --> 00:00:36.700]  但是回家罵老婆
[00:00:36.700 --> 00:00:39.200]  這個就是大衛
[00:00:39.200 --> 00:00:41.200]  如果將來有機會講
[00:00:41.200 --> 00:00:43.200]  大衛一生身邊的女人
[00:00:43.200 --> 00:00:45.800]  已經是一個很大的系列
[00:00:45.800 --> 00:00:47.200]  在這裡有沒有突然之間
[00:00:47.200 --> 00:00:52.600]  你是公司裡面做管理階層最top的那個位
[00:00:52.600 --> 00:00:55.800]  算是很top 一個部門的主管之類的
[00:00:55.800 --> 00:00:58.600]  有沒有的請你舉手
[00:00:58.600 --> 00:01:00.600]  很少 有些不敢舉手
[00:01:00.600 --> 00:01:02.600]  不知道自己是誰
[00:01:02.600 --> 00:01:05.800]  第二個是有沒有人在公司裡面做阿姨
[00:01:05.800 --> 00:01:09.500]  做阿姨 有沒有請你舉手
[00:01:09.500 --> 00:01:12.800]  你看看《聖經》裡面的撒慕爾記下
[00:01:12.800 --> 00:01:15.800]  有一個很典型的阿姨 你回去看看
[00:01:15.800 --> 00:01:19.000]  是大衛的助手叫若厄
[00:01:19.000 --> 00:01:20.300]  典型的阿姨
[00:01:20.300 --> 00:01:22.300]  你回去看看他怎麼做事
[00:01:22.300 --> 00:01:24.300]  你會得著智慧
[00:01:24.300 --> 00:01:26.300]  若厄有一件事錯了
[00:01:26.300 --> 00:01:29.300]  就是晚年去推翻大衛王朝
[00:01:29.300 --> 00:01:30.800]  最終失敗了
[00:01:30.800 --> 00:01:32.800]  他一直都很忠心耿耿跟著大衛
[00:01:32.800 --> 00:01:34.800]  他是大衛肚裡面的一條蟲
[00:01:34.800 --> 00:01:36.800]  大衛還沒講的東西
[00:01:36.800 --> 00:01:38.300]  他都知道大衛想做什麼
[00:01:38.300 --> 00:01:39.800]  這些阿姨是一流的
[00:01:39.800 --> 00:01:41.800]  所以大衛一生來說
[00:01:41.800 --> 00:01:44.300]  又愛又恨的人就是若厄
[00:01:44.300 --> 00:01:45.800]  殺又殺不下手
[00:01:45.800 --> 00:01:47.300]  要又要不下口
[00:01:47.300 --> 00:01:48.800]  那些人來的
[00:01:48.800 --> 00:01:50.800]  我們今天看撒慕爾記下第六章
[00:01:50.800 --> 00:01:52.300]  請大家在《聖經》的時候
[00:01:52.300 --> 00:01:53.300]  我們讀這段經文
[00:01:53.300 --> 00:01:54.800]  第六章第一節
[00:02:23.300 --> 00:02:25.300]  家裡面台出台的時候
[00:02:25.300 --> 00:02:28.300]  雅曦若在櫃前行走
[00:02:28.300 --> 00:02:30.300]  兩個人
[00:02:30.300 --> 00:02:32.300]  一個在櫃前
[00:02:32.300 --> 00:02:34.300]  就是若櫃前面行走
[00:02:34.300 --> 00:02:35.300]  那另一個去了哪裡呢
[00:02:35.300 --> 00:02:38.300]  《聖經》這些經文不是多餘的
[00:02:38.300 --> 00:02:40.300]  被讀著一個很清楚的圖畫
[00:02:40.300 --> 00:02:41.300]  跟你旁邊的頂尖說一聲
[00:02:41.300 --> 00:02:43.300]  《聖經》沒有多餘的字
[00:02:43.300 --> 00:02:46.300]  他給你很清楚的圖畫就是
[00:02:46.300 --> 00:02:48.300]  如果你要拍電影或者拍劇集
[00:02:48.300 --> 00:02:50.300]  這一幕拍出來
[00:02:50.300 --> 00:02:53.300]  你編的位置是很清晰的
[00:02:53.300 --> 00:02:54.300]  是很清楚的
[00:02:54.300 --> 00:02:55.300]  為什麼要記得那麼清楚
[00:02:55.300 --> 00:02:56.300]  一會兒你會知道
[00:02:56.300 --> 00:02:57.300]  第五節
[00:02:57.300 --> 00:02:59.300]  大衛和以色列的全家在耶和華面前
[00:02:59.300 --> 00:03:01.300]  用松木製造的各人的惡戲
[00:03:01.300 --> 00:03:04.300]  和琴瑟鼓拔羅作惡跳舞
[00:03:04.300 --> 00:03:06.300]  到了那近的和場
[00:03:06.300 --> 00:03:07.300]  因為牛失前提
[00:03:07.300 --> 00:03:10.300]  烏撒就伸手扶著神的若櫃
[00:03:10.300 --> 00:03:11.300]  神耶和華向烏撒發怒
[00:03:11.300 --> 00:03:14.300]  因者錯誤就擊殺他
[00:03:14.300 --> 00:03:16.300]  他就死在神的若櫃旁
[00:03:16.300 --> 00:03:19.300]  大衛一生裡面害死了兩個姓烏的人
[00:03:19.300 --> 00:03:20.300]  不是姓烏的
[00:03:20.300 --> 00:03:21.300]  兩個都是有烏字的
[00:03:21.300 --> 00:03:22.300]  一個叫烏撒
[00:03:22.300 --> 00:03:24.300]  遲些就說一個另外一個叫烏尼
[00:03:24.300 --> 00:03:26.300]  我們看到在第八節裡面
[00:03:26.300 --> 00:03:29.300]  大衛因為耶和華擊殺了烏撒
[00:03:29.300 --> 00:03:30.300]  心裡愁煩
[00:03:30.300 --> 00:03:32.300]  就稱那地方叫做比列斯烏撒
[00:03:32.300 --> 00:03:33.300]  直到今天
[00:03:33.300 --> 00:03:35.300]  大衛懼怕耶和華
[00:03:35.300 --> 00:03:38.300]  就說耶和華的若櫃怎麼能運到我這裡來呢
[00:03:38.300 --> 00:03:40.300]  於是大衛不肯將耶和華的若櫃運進大衛城
[00:03:40.300 --> 00:03:42.300]  他運到加特人
[00:03:42.300 --> 00:03:44.300]  俄別爾東的家裡面
[00:03:44.300 --> 00:03:45.300]  大衛就是有福同享
[00:03:45.300 --> 00:03:46.300]  有和理當
[00:03:46.300 --> 00:03:48.300]  這種政治人物
[00:03:48.300 --> 00:03:50.300]  很人性的
[00:03:50.300 --> 00:03:52.300]  你在這裡看大衛
[00:03:52.300 --> 00:03:56.300]  不是你兒童主教所說的那麼美麗的人
[00:03:56.300 --> 00:03:57.300]  老實說
[00:03:57.300 --> 00:03:59.300]  當然
[00:03:59.300 --> 00:04:01.300]  我們會有一堂道會說
[00:04:01.300 --> 00:04:03.300]  大衛是一個合神心意的王
[00:04:03.300 --> 00:04:05.300]  合神心意不代表他是完美
[00:04:05.300 --> 00:04:07.300]  在第十一節
[00:04:07.300 --> 00:04:11.300]  耶和華的若櫃在加特人俄別爾東裡面三個月
[00:04:11.300 --> 00:04:15.300]  耶和華似乎吸俄別爾東和他的全家
[00:04:15.300 --> 00:04:16.300]  有人告訴大衛
[00:04:16.300 --> 00:04:20.300]  王雪爺說因為若櫃似乎吸俄別爾東的家和
[00:04:20.300 --> 00:04:21.300]  一切屬他的
[00:04:21.300 --> 00:04:23.300]  大衛就去歡呼起張神的若櫃
[00:04:23.300 --> 00:04:25.300]  從俄別爾東家裡面抬到大衛城裡面去
[00:04:25.300 --> 00:04:29.300]  十三節和剛才前面的第二節
[00:04:29.300 --> 00:04:32.300]  相距了十一節的經文
[00:04:32.300 --> 00:04:34.300]  但時間是三個多月之後
[00:04:34.300 --> 00:04:36.300]  但不要忘記
[00:04:36.300 --> 00:04:38.300]  作者描述的時候
[00:04:38.300 --> 00:04:40.300]  沒有一個評價
[00:04:40.300 --> 00:04:42.300]  讓讀者看的時候
[00:04:42.300 --> 00:04:44.300]  自己應該看得出那個情況
[00:04:44.300 --> 00:04:48.300]  十三節記載第二次台若櫃進入大衛城的時候
[00:04:48.300 --> 00:04:51.300]  你會見到有很大的更動
[00:04:51.300 --> 00:04:52.300]  在細節上
[00:04:52.300 --> 00:04:54.300]  台耶和華若櫃的人走了六步
[00:04:54.300 --> 00:04:57.300]  大衛就以牛與肥羊為祭
[00:04:57.300 --> 00:04:59.300]  大衛穿著細麻布的伊弗德
[00:04:59.300 --> 00:05:01.300]  在耶和華面前激烈地跳舞
[00:05:01.300 --> 00:05:03.300]  這樣大衛和以色列的全家
[00:05:03.300 --> 00:05:05.300]  歡呼摧割張耶和華的若櫃
[00:05:05.300 --> 00:05:06.300]  抬上來
[00:05:06.300 --> 00:05:08.300]  在前段經文里我想用一個題目
[00:05:08.300 --> 00:05:12.300]  用正確的態度去侍奉這位上帝
[00:05:12.300 --> 00:05:14.300]  侍奉神機人
[00:05:14.300 --> 00:05:18.300]  他需要的態度就是一種熱誠
[00:05:18.300 --> 00:05:20.300]  有熱誠的人和沒有熱誠的人
[00:05:20.300 --> 00:05:21.300]  分別是什麼呢?
[00:05:21.300 --> 00:05:24.300]  你有熱誠的去打球
[00:05:24.300 --> 00:05:29.300]  你會超越打球的要求
[00:05:29.300 --> 00:05:32.300]  你有熱誠去拍照攝影
[00:05:32.300 --> 00:05:35.300]  我們俗稱叫發燒友
[00:05:35.300 --> 00:05:38.300]  音響發燒友
[00:05:38.300 --> 00:05:40.300]  攝影發燒友
[00:05:40.300 --> 00:05:45.300]  這些人一定超越了基本人的要求
[00:05:45.300 --> 00:05:46.300]  發燒嘛
[00:05:46.300 --> 00:05:48.300]  那種熱誠很重要
[00:05:48.300 --> 00:05:50.300]  喜歡攝影的人不只是喜歡買相機
[00:05:50.300 --> 00:05:52.300]  只是喜歡買相機不是喜歡攝影的人
[00:05:52.300 --> 00:05:53.300]  不要搞錯
[00:05:53.300 --> 00:05:56.300]  喜歡買相機的人是喜歡消費的人
[00:05:56.300 --> 00:06:00.300]  喜歡攝影的人是會很喜歡看那些景
[00:06:00.300 --> 00:06:01.300]  怎麼拍
[00:06:01.300 --> 00:06:03.300]  還有看人家拍出來的那些照片
[00:06:03.300 --> 00:06:06.300]  是研究人家怎麼拍可以拍得這麼漂亮
[00:06:06.300 --> 00:06:08.300]  這就是真正喜歡攝影的人
[00:06:08.300 --> 00:06:11.300]  這就是真正喜歡攝影的人
[00:06:11.300 --> 00:06:13.300]  如果沒有熱誠的人
[00:06:13.300 --> 00:06:15.300]  就"寫著"做
[00:06:15.300 --> 00:06:17.300]  你明天上班是有熱誠還是沒有熱誠
[00:06:17.300 --> 00:06:19.300]  你自己很清楚
[00:06:19.300 --> 00:06:20.300]  寫著上班
[00:06:20.300 --> 00:06:23.300]  以利是一個寫著沒有熱誠的人
[00:06:23.300 --> 00:06:26.300]  最終以利一生的侍奉
[00:06:26.300 --> 00:06:30.300]  都是臨到尾段的悲劇收場
[00:06:30.300 --> 00:06:33.300]  我們今天侍奉神需要有熱誠
[00:06:33.300 --> 00:06:37.300]  因為熱誠是超越了神的要求
[00:06:37.300 --> 00:06:38.300]  超越的
[00:06:38.300 --> 00:06:41.300]  上次溫州我想象不到
[00:06:41.300 --> 00:06:44.300]  原來當中有一個其中的爭論就是
[00:06:44.300 --> 00:06:46.300]  有人公開跟我爭論就是
[00:06:46.300 --> 00:06:49.300]  十一奉獻為什麼需要做呢
[00:06:49.300 --> 00:06:51.300]  我覺得很稀奇
[00:06:51.300 --> 00:06:52.300]  我只能跟他說
[00:06:52.300 --> 00:06:54.300]  十一奉獻是基本要求
[00:06:54.300 --> 00:06:56.300]  如果新的聖經裡面是你全所有奉獻
[00:06:56.300 --> 00:06:59.300]  你會不會呢
[00:06:59.300 --> 00:07:01.300]  如果你有熱誠的對神的話
[00:07:01.300 --> 00:07:03.300]  你就不會"拗"十一奉獻
[00:07:03.300 --> 00:07:05.300]  你反而是超越十一奉獻
[00:07:05.300 --> 00:07:06.300]  你明白我說嗎
[00:07:06.300 --> 00:07:08.300]  "拗"十一奉獻的人
[00:07:08.300 --> 00:07:10.300]  是根本不想奉獻
[00:07:10.300 --> 00:07:12.300]  問題就在這裡
[00:07:12.300 --> 00:07:14.300]  你"拗"給家用要給多少
[00:07:14.300 --> 00:07:16.300]  跟你哥哥姐姐要怎麼分
[00:07:16.300 --> 00:07:18.300]  就是不想給
[00:07:18.300 --> 00:07:20.300]  如果你想給就不會"拗"
[00:07:20.300 --> 00:07:22.300]  你拿聖經來"拗"的人
[00:07:22.300 --> 00:07:23.300]  根本是不想做的人
[00:07:23.300 --> 00:07:25.300]  "拗"這樣應不應該做
[00:07:25.300 --> 00:07:26.300]  "拗"這樣應該做
[00:07:26.300 --> 00:07:28.300]  "拗"派單張不合聖經
[00:07:28.300 --> 00:07:30.300]  就是不想做
[00:07:30.300 --> 00:07:35.300]  如果有熱誠的人是超越了要求
[00:07:35.300 --> 00:07:37.300]  他只是滿足要求
[00:07:37.300 --> 00:07:39.300]  只是滿足要求那些叫做
[00:07:39.300 --> 00:07:41.300]  "按張工作"
[00:07:41.300 --> 00:07:43.300]  大家都明白了
[00:07:43.300 --> 00:07:47.300]  大部分上班的人都一定不會按張工作
[00:07:47.300 --> 00:07:50.300]  如果按張工作大家都死定了
[00:07:50.300 --> 00:07:52.300]  我們一定是做多過
[00:07:52.300 --> 00:07:56.300]  我們的工作描述的內容
[00:07:56.300 --> 00:07:58.300]  但是有沒有熱誠是一回事
[00:07:58.300 --> 00:08:00.300]  四方人是必須要有熱誠
[00:08:00.300 --> 00:08:02.300]  但是有熱誠不夠
[00:08:02.300 --> 00:08:05.300]  這次是自以利加之後
[00:08:05.300 --> 00:08:06.300]  約會沒有了
[00:08:06.300 --> 00:08:07.300]  記得嗎
[00:08:07.300 --> 00:08:08.300]  以利的兩個兒子
[00:08:08.300 --> 00:08:09.300]  抬了約會出去打仗
[00:08:09.300 --> 00:08:11.300]  被人擄掠了
[00:08:11.300 --> 00:08:13.300]  約會後來去到外邦裡面
[00:08:13.300 --> 00:08:15.300]  去到任何地方
[00:08:15.300 --> 00:08:18.300]  都致和給那個地方
[00:08:18.300 --> 00:08:20.300]  那些民族就是山治瘡
[00:08:20.300 --> 00:08:22.300]  還記得那些經文
[00:08:22.300 --> 00:08:25.300]  現在再經歷了蘇俄王朝
[00:08:25.300 --> 00:08:27.300]  很久的歷史
[00:08:27.300 --> 00:08:30.300]  約會都不在以色列文當中
[00:08:30.300 --> 00:08:31.300]  約會是代表什麼
[00:08:31.300 --> 00:08:33.300]  約會代表上帝的同在
[00:08:33.300 --> 00:08:34.300]  約會不是等於上帝
[00:08:34.300 --> 00:08:36.300]  但約會代表上帝的同在
[00:08:36.300 --> 00:08:38.300]  一件這麼大的事
[00:08:38.300 --> 00:08:39.300]  是很興奮的事
[00:08:39.300 --> 00:08:40.300]  因為約會已經在以色列文當中
[00:08:40.300 --> 00:08:42.300]  不見了很多年
[00:08:42.300 --> 00:08:45.300]  大衛有幸在他做皇帝的初期
[00:08:45.300 --> 00:08:46.300]  初期來的
[00:08:46.300 --> 00:08:48.300]  約會能夠進入大衛城
[00:08:48.300 --> 00:08:49.300]  是何等榮耀的事情
[00:08:49.300 --> 00:08:52.300]  他挑選了三萬人
[00:08:52.300 --> 00:08:56.300]  用新車來載約會
[00:08:56.300 --> 00:08:59.300]  大衛充滿了熱誠
[00:08:59.300 --> 00:09:00.300]  你想想
[00:09:00.300 --> 00:09:01.300]  他是不是對約會不尊重
[00:09:01.300 --> 00:09:03.300]  不是,他非常尊重
[00:09:03.300 --> 00:09:05.300]  用新車
[00:09:05.300 --> 00:09:06.300]  各位姐妹你想想
[00:09:06.300 --> 00:09:07.300]  如果你結婚的時候
[00:09:07.300 --> 00:09:09.300]  你老公特意為了接你過門
[00:09:09.300 --> 00:09:10.300]  買一部新車
[00:09:10.300 --> 00:09:12.300]  我的意思是他能力比得起
[00:09:12.300 --> 00:09:14.300]  你想想多麼尊重你
[00:09:14.300 --> 00:09:16.300]  特意買一間新屋
[00:09:16.300 --> 00:09:18.300]  這間屋是第一手業主
[00:09:18.300 --> 00:09:19.300]  之前沒有人買過
[00:09:19.300 --> 00:09:21.300]  為了你而買的
[00:09:21.300 --> 00:09:23.300]  很尊重你,對不對
[00:09:23.300 --> 00:09:25.300]  想清楚,對不對
[00:09:25.300 --> 00:09:26.300]  大衛都這麼想
[00:09:26.300 --> 00:09:28.300]  他用新車載約會
[00:09:28.300 --> 00:09:29.300]  多麼尊重耶和華
[00:09:29.300 --> 00:09:31.300]  他的出發點是好
[00:09:31.300 --> 00:09:33.300]  他用熱誠是很夠的
[00:09:33.300 --> 00:09:37.300]  而且做多過上帝的要求
[00:09:37.300 --> 00:09:39.300]  但是弊就弊在
[00:09:39.300 --> 00:09:41.300]  熱誠是不夠的
[00:09:41.300 --> 00:09:44.300]  是必須要加上正確的方法
[00:09:44.300 --> 00:09:46.300]  侍奉神是
[00:09:46.300 --> 00:09:50.300]  單有熱誠會做錯事
[00:09:50.300 --> 00:09:52.300]  會亂做事
[00:09:52.300 --> 00:09:54.300]  但是做錯和亂做事之後
[00:09:54.300 --> 00:09:56.300]  結果就是沒有果效
[00:09:56.300 --> 00:09:58.300]  神不會賜福
[00:09:58.300 --> 00:10:00.300]  在《聖經》裡面文述的四章十五節
[00:10:00.300 --> 00:10:02.300]  將要起刑的時候
[00:10:02.300 --> 00:10:08.300]  瓦倫和他兒子把聖鎖和聖鎖一切器具遮蓋完了
[00:10:08.300 --> 00:10:10.300]  哥核的子孫就要來台
[00:10:10.300 --> 00:10:13.300]  此時不可摸聖物免得他們死亡
[00:10:13.300 --> 00:10:18.300]  會摸這些物件是哥核子孫所當台的
[00:10:18.300 --> 00:10:20.300]  究竟在第三節記載的
[00:10:20.300 --> 00:10:22.300]  阿比拿達兩個兒子
[00:10:22.300 --> 00:10:26.300]  一個叫烏撒,一個叫阿希約
[00:10:26.300 --> 00:10:30.300]  阿希約和烏撒的父親是阿比拿達
[00:10:30.300 --> 00:10:31.300]  《聖經》這樣說
[00:10:31.300 --> 00:10:35.300]  但是阿比拿達的家譜是不是來自哥核呢?
[00:10:35.300 --> 00:10:38.300]  我們沒有任何的資料
[00:10:38.300 --> 00:10:40.300]  當我們沒有任何資料的時候
[00:10:40.300 --> 00:10:43.300]  我們就不能夠說大衛現在找錯人台約貴
[00:10:43.300 --> 00:10:45.300]  但是整件事錯在哪裡呢?
[00:10:45.300 --> 00:10:48.300]  錯就錯在用車來坐
[00:10:48.300 --> 00:10:50.300]  為什麼呢?
[00:10:50.300 --> 00:10:54.300]  你看看大衛第二次運約貴回大衛城
[00:10:54.300 --> 00:10:55.300]  十二節下半節
[00:10:55.300 --> 00:10:57.300]  大衛就去歡歡喜喜
[00:10:57.300 --> 00:11:00.300]  將神的約貴從俄別以東家中
[00:11:00.300 --> 00:11:03.300]  抬到大衛的城裡
[00:11:03.300 --> 00:11:05.300]  這次再沒有用新車了
[00:11:05.300 --> 00:11:09.300]  很明顯知道大衛知道用新車是錯的了
[00:11:09.300 --> 00:11:11.300]  有件城是不夠的
[00:11:11.300 --> 00:11:13.300]  有件城必須要加上
[00:11:13.300 --> 00:11:15.300]  我們大衛認為這是最好的方法
[00:11:15.300 --> 00:11:20.300]  不是用車車比用人抬好嗎?
[00:11:20.300 --> 00:11:22.300]  人是這樣想的
[00:11:22.300 --> 00:11:25.300]  如果你要和我辯論我就沒法辯論了
[00:11:25.300 --> 00:11:27.300]  不是這樣好一點嗎?
[00:11:27.300 --> 00:11:28.300]  沒法辯論
[00:11:28.300 --> 00:11:30.300]  問題是標準不在你那裡
[00:11:30.300 --> 00:11:31.300]  不在我那裡
[00:11:31.300 --> 00:11:32.300]  在神那裡
[00:11:32.300 --> 00:11:34.300]  我們在侍奉神的時候
[00:11:34.300 --> 00:11:35.300]  除了有意識之外
[00:11:35.300 --> 00:11:37.300]  必須按照神的方法去侍奉祂
[00:11:37.300 --> 00:11:40.300]  在總結部分我會講多一點
[00:11:40.300 --> 00:11:41.300]  第二
[00:11:41.300 --> 00:11:42.300]  處理危機的問題
[00:11:42.300 --> 00:11:45.300]  這次牛失前提
[00:11:45.300 --> 00:11:46.300]  突然意外發生了
[00:11:46.300 --> 00:11:48.300]  約貴掉下來
[00:11:48.300 --> 00:11:50.300]  很明顯聖經記載
[00:11:50.300 --> 00:11:54.300]  其中一個是走在約貴前面
[00:11:54.300 --> 00:11:57.300]  而烏煞在約貴的旁邊
[00:11:57.300 --> 00:12:00.300]  而約貴傾側的方向
[00:12:00.300 --> 00:12:02.300]  一定是向他那邊掉下來的
[00:12:02.300 --> 00:12:04.300]  如果向相反方向掉下來
[00:12:04.300 --> 00:12:06.300]  聖經就不是說他扶著
[00:12:06.300 --> 00:12:08.300]  他就拉著
[00:12:08.300 --> 00:12:10.300]  扶著就是向他方向掉下來
[00:12:10.300 --> 00:12:12.300]  向他方向掉下來的時候
[00:12:12.300 --> 00:12:14.300]  他就很自然的反應
[00:12:14.300 --> 00:12:17.300]  伸手扶著約貴
[00:12:17.300 --> 00:12:20.300]  一個好人做一件好事
[00:12:20.300 --> 00:12:22.300]  竟然被耶和華擊殺
[00:12:22.300 --> 00:12:25.300]  你看這段經文覺得很不值
[00:12:25.300 --> 00:12:26.300]  有沒有搞錯
[00:12:26.300 --> 00:12:29.300]  上帝滿有憐憫恩典與慈愛
[00:12:29.300 --> 00:12:30.300]  他雖然錯
[00:12:30.300 --> 00:12:34.300]  但是都是出自好心
[00:12:34.300 --> 00:12:35.300]  我想問你
[00:12:35.300 --> 00:12:36.300]  以前我們講的那些
[00:12:36.300 --> 00:12:39.300]  俠盜羅賓漢
[00:12:39.300 --> 00:12:41.300]  怪俠一枝梅
[00:12:41.300 --> 00:12:42.300]  這些全部都是什麼
[00:12:42.300 --> 00:12:44.300]  劫富濟貧
[00:12:44.300 --> 00:12:47.300]  現在還能不能發生
[00:12:47.300 --> 00:12:49.300]  他是一個好人
[00:12:49.300 --> 00:12:51.300]  打劫有錢人的錢
[00:12:51.300 --> 00:12:53.300]  有錢人的錢是值得打劫的
[00:12:53.300 --> 00:12:55.300]  然後去幫助那些窮人
[00:12:55.300 --> 00:12:56.300]  多對呢
[00:12:56.300 --> 00:12:59.300]  法律上抓多了要坐牢
[00:12:59.300 --> 00:13:01.300]  不是因為動機好
[00:13:01.300 --> 00:13:03.300]  觸犯法律就沒有罪
[00:13:03.300 --> 00:13:04.300]  對不起
[00:13:04.300 --> 00:13:05.300]  你和我都明白
[00:13:05.300 --> 00:13:06.300]  對不對
[00:13:06.300 --> 00:13:07.300]  沒可能
[00:13:07.300 --> 00:13:08.300]  你想想
[00:13:08.300 --> 00:13:12.300]  如果有個賊出來搶東西
[00:13:12.300 --> 00:13:14.300]  你開著車
[00:13:14.300 --> 00:13:15.300]  那個人追出去
[00:13:15.300 --> 00:13:18.300]  你開著車撞死那個賊
[00:13:18.300 --> 00:13:20.300]  我出自好心
[00:13:20.300 --> 00:13:21.300]  他是賊
[00:13:21.300 --> 00:13:24.300]  撞死他就算偷笑
[00:13:24.300 --> 00:13:25.300]  你出自好心
[00:13:25.300 --> 00:13:27.300]  好人做好事
[00:13:27.300 --> 00:13:29.300]  但是如果觸犯法律的時候
[00:13:29.300 --> 00:13:30.300]  一樣要坐牢
[00:13:30.300 --> 00:13:31.300]  所以不可以說
