
[00:00:00.000 --> 00:00:02.920]  好,讓我們聽上帝的話,以先讓我們同心禱告。
[00:00:02.920 --> 00:00:05.340]  讓我們聽上帝的話之前,先同心禱告。
[00:00:05.340 --> 00:00:10.240]  持平的父神,多謝祢讓我們能夠再次打開祢的說話,
[00:00:10.240 --> 00:00:17.740]  同心的一起去學習思想,並且按照祢的教訓去活在我們生活的當中。
[00:00:17.740 --> 00:00:21.940]  我們再次將這段時間的恭敬獻在上帝祢的恩手上,
[00:00:21.940 --> 00:00:25.540]  讓祢所賜予的聖靈能夠誘導我們每一個人,
[00:00:25.540 --> 00:00:33.760]  都能夠將主祢所讓我們聽到的道理,成為我們的生命,活在每一天的生活當中。
[00:00:33.760 --> 00:00:38.000]  親愛的父神,感謝祢給我們能夠再次有這個機會,
[00:00:38.000 --> 00:00:43.240]  打開祢的說話,一同來到沿途主祢的教訓。
[00:00:43.240 --> 00:00:46.040]  我們再次把這段時間的恭敬交上,
[00:00:46.040 --> 00:00:52.740]  求祢所賜給我們的聖靈,在我們當中幫助我們把所聽進去的真道,
[00:00:52.740 --> 00:00:58.840]  都能夠化成為我們生命的一部份,活在每一天的生活當中,
[00:00:58.840 --> 00:01:06.640]  讓人見到我們能夠按照祢的說話,活出真正屬於主祢的人應有的生命力。
[00:01:06.640 --> 00:01:10.040]  我們禱告,感恩奉主耶穌的名求。
[00:01:10.040 --> 00:01:12.440]  Amen
[00:01:12.440 --> 00:01:14.840]  西風究竟是什麼呢?
[00:01:14.840 --> 00:01:16.740]  西風到底是什麼呢?
[00:01:16.740 --> 00:01:24.940]  西風是不是告訴我們,藉著一個這樣的機會去做一些事情,能夠獲取一些上帝的榮耀呢?
[00:01:24.940 --> 00:01:29.440]  是不是應該做一些什麼事來獲得上帝的榮耀呢?
[00:01:29.440 --> 00:01:33.540]  用廣東話來講,叫做「偷下神的光」。
[00:01:33.540 --> 00:01:35.140]  是不是能夠偷點神的光呢?
[00:01:35.140 --> 00:01:39.040]  這個觀念在教會裏面廣泛地流傳的。
[00:01:39.040 --> 00:01:41.240]  這個觀念在教會裏面廣泛地流傳?
[00:01:41.240 --> 00:01:50.240]  很多基督徒去侍奉神,都認為我去侍奉上帝,我就可以在上帝撈一些光彩回來。
[00:01:50.240 --> 00:01:54.040]  但是我侍奉上帝,就變成上帝開始吃光彩。
[00:01:54.040 --> 00:02:00.740]  講到一個情況,甚至好像說,如果侍奉神沒有一些上帝的榮耀給我獲得,好像你不是真正的侍奉主。
[00:02:00.740 --> 00:02:03.840]  如果我侍奉神每一次都能夠獲得,那就不是侍奉主。
[00:02:03.840 --> 00:02:06.840]  還記得我年輕的時候,在基督門年輕的時候,
[00:02:06.840 --> 00:02:10.840]  剛剛初初信主的時候,有很多的牧者在講道當中這樣分享的。
[00:02:10.840 --> 00:02:15.440]  剛剛初初信主的時候,有很多的牧者在講道當中這樣分享的。
[00:02:15.440 --> 00:02:18.840]  特別我信了主沒多久,我就奉獻去侍奉主。
[00:02:18.840 --> 00:02:25.840]  只要我信主沒多久,我就奉獻去侍奉主。
[00:02:25.840 --> 00:02:28.840]  當然不是馬上做一個傳道人,不是馬上做一個傳道人。
[00:02:28.840 --> 00:02:39.840]  但是有一個過程當中,很多牧者經常來跟我說,侍奉主真的是一件很能夠得到上帝榮耀的事來的。
[00:02:39.840 --> 00:02:42.840]  但是有一個過程當中,很多牧者經常來跟我說,侍奉主真的是一件很能夠得到上帝榮耀的事來的。
[00:02:42.840 --> 00:02:51.840]  那時候我聽了很多這樣的講道,很多牧者這樣的介紹,很多牧者的介紹,都以為是事實,都以為是事實。
[00:02:51.840 --> 00:02:57.840]  因為後來還有很多基督徒做很多不同的見證,還有很多基督徒做不同的見證,
[00:02:57.840 --> 00:03:02.840]  都分享他們怎樣在侍奉當中,能夠得到一些上帝的榮耀。
[00:03:02.840 --> 00:03:09.840]  就侍奉當中可以怎樣得到上帝的榮耀。
[00:03:09.840 --> 00:03:19.840]  在這裡我要和大家誠正地講清楚,這是我讀了十幾二十年聖經之後得出來的結果。
[00:03:19.840 --> 00:03:24.840]  不是從人的口中,而是從聖經裡面。
[00:03:24.840 --> 00:03:33.840]  如果我們抱著一種心態,以為侍奉就可以和上帝收回一些榮耀的話,
[00:03:33.840 --> 00:03:39.840]  這種想法其實是等同於偷取上帝的榮耀。
[00:03:39.840 --> 00:03:50.840]  我要很嚴肅地講這個信息,如果我們侍奉是為了得到上帝的榮耀的話,
[00:03:50.840 --> 00:03:56.840]  如果侍奉是為了得到上帝的榮耀的話,這是偷上帝的榮耀。
[00:03:56.840 --> 00:04:09.840]  你更嚴重過你去便利店偷杯汽水,偷罐啤酒,因為你是偷上帝的事。
[00:04:09.840 --> 00:04:18.840]  我們要明白一點,當我們侍奉神的時候,上帝的工作在當中去昌顯,
[00:04:18.840 --> 00:04:29.840]  這種叫上帝的榮耀,我們只不過是參與其中的一份事,而我們不是得著這個結果的人。
[00:04:29.840 --> 00:04:38.840]  上帝可以在主權裡面分享和我們得著榮耀的喜樂,
[00:04:38.840 --> 00:04:49.840]  上帝可以在祂的主權範圍內分享得到榮耀的喜樂,這是上帝主權裡的事。
[00:04:49.840 --> 00:04:59.840]  我們絕對不應該帶著一種要得到上帝的榮耀,才去侍奉的心態。
[00:04:59.840 --> 00:05:14.840]  因為如果我們帶著這種心態,就和我們剛才聽過劉弟兄為我們所讀的《司徒行傳》第四章的經文,
[00:05:14.840 --> 00:05:23.840]  裡面有一個集團,讓我這樣稱呼他們為一個「大祭司集團」,
[00:05:23.840 --> 00:05:32.840]  他們的思想侍奉就是這樣的心態,希望在侍奉當中拿上帝的榮耀。
[00:05:32.840 --> 00:05:42.840]  今天我們要透過這段聖經,從一個很不同的角度去看侍奉,
[00:05:42.840 --> 00:05:53.840]  我們在前文《司徒行傳》第一至第三章當中,我們已經看過耶穌基督的門徒,
[00:05:53.840 --> 00:06:05.840]  和祂所傳開講道的一百二十個人,他們怎樣順著聖靈的引導去侍奉主。
[00:06:05.840 --> 00:06:20.840]  今天我們轉過來看看,這一群有聖靈在他們同在的人,怎樣去面對一群沒有聖靈的人。
[00:06:20.840 --> 00:06:27.840]  但是他們有說侍奉神的人,當時稱為「大祭司」,
[00:06:27.840 --> 00:06:37.840]  他們怎樣在這個過程當中去面對這群人呢?而這群侍徒又怎樣去靠賴聖靈?
[00:06:37.840 --> 00:06:46.840]  在這樣的狀態之下,仍然傳訪神的訊息,見證上帝呢?
[00:06:46.840 --> 00:06:55.840]  這是很重要的題目,因為在今天的教會當中,實在有太多的教會,
[00:06:55.840 --> 00:07:04.840]  是利用侍奉這個渠道,去收買人心,從中自己得到利益,
[00:07:04.840 --> 00:07:11.840]  壯大自己的氣勢,並且使自己成名。
[00:07:11.840 --> 00:07:19.840]  他說是上帝的榮耀,即是在過程當中,怎樣去將自己抬舉上來。
[00:07:19.840 --> 00:07:28.840]  在這樣的環境之下,我們做基督,就要怎樣看穿這些局面,
[00:07:28.840 --> 00:07:34.840]  然後學習怎樣除了聖靈,還要使用聖靈去侍奉其他人。
[00:07:34.840 --> 00:07:40.840]  但是我們回顧一下,頭三章所講的那些什麼呢?
[00:07:40.840 --> 00:07:52.840]  頭三章從第一章開始,我們知道耶穌基督離開門徒之後,他們回到耶路撒冷,
[00:07:52.840 --> 00:07:57.840]  按照耶穌的指示,一起聚在耶路撒冷裏面。
[00:07:57.840 --> 00:08:02.840]  在當中,他們一直不知道怎樣做的時候,就去讀聖經。
[00:08:02.840 --> 00:08:08.840]  所以我們知道有彼得的講道,
[00:08:08.840 --> 00:08:12.840]  而他的講道也影響了在屋外的人。
[00:08:12.840 --> 00:08:16.840]  他講的已經影響了屋外的人,為何有些人仍然相信上帝呢?
[00:08:16.840 --> 00:08:19.840]  為何有些人仍然相信上帝呢?
[00:08:19.840 --> 00:08:24.840]  就在這個過程當中,聖靈降臨在門徒的身上。
[00:08:24.840 --> 00:08:28.840]  聖靈降臨在門徒的身上,這班人同時領受聖靈。
[00:08:28.840 --> 00:08:32.840]  這樣同時領受聖靈,開始有很不同的侍奉了。
[00:08:32.840 --> 00:08:34.840]  開始有很不同的侍奉。
[00:08:34.840 --> 00:08:40.840]  在第三章的時候,我們知道耶穌基督有兩個門徒,
[00:08:40.840 --> 00:08:45.840]  彼得和約翰,他們一同去上聖殿。
[00:08:45.840 --> 00:08:51.840]  他們一同去上聖殿,他們上聖殿去祈禱,因為敬拜。
[00:08:51.840 --> 00:08:55.840]  但是在這個時候,他們進入聖殿當中,
[00:08:55.840 --> 00:09:02.840]  經過了一個經常經過的門口,叫美門。
[00:09:02.840 --> 00:09:06.840]  就在那裡見到一個其實已經很多年日子的人。
[00:09:06.840 --> 00:09:08.840]  見了一個很多年日子的人。
[00:09:08.840 --> 00:09:09.840]  這個人有什麼特色呢?
[00:09:09.840 --> 00:09:10.840]  這個人有什麼特色呢?
[00:09:10.840 --> 00:09:12.840]  他生來瘸腿的。
[00:09:12.840 --> 00:09:13.840]  生來瘸腿的。
[00:09:13.840 --> 00:09:14.840]  瘸腿了多少年呢?
[00:09:14.840 --> 00:09:15.840]  瘸腿了多少年呢?
[00:09:15.840 --> 00:09:17.840]  今天我們已經聖經告訴大家了。
[00:09:17.840 --> 00:09:18.840]  聖經後面告訴我們?
[00:09:18.840 --> 00:09:20.840]  第四章第二十二節告訴我們。
[00:09:20.840 --> 00:09:21.840]  四十二節告訴我們。
[00:09:21.840 --> 00:09:23.840]  因為他瘸腿了四十年。
[00:09:23.840 --> 00:09:25.840]  因為他瘸腿了四十年。
[00:09:25.840 --> 00:09:26.840]  在這四十年的當中,
[00:09:26.840 --> 00:09:27.840]  在這四十年的當中。
[00:09:27.840 --> 00:09:31.840]  我們不知道他從何時開始真的去到聖殿的門口,
[00:09:31.840 --> 00:09:32.840]  乞求人的救濟。
[00:09:32.840 --> 00:09:35.840]  我們不知道他從何時開始真的去到聖殿的門口,
[00:09:35.840 --> 00:09:37.840]  乞求人的救濟。
[00:09:37.840 --> 00:09:38.840]  不過我們相信,
[00:09:38.840 --> 00:09:40.840]  不過我們相信,
[00:09:40.840 --> 00:09:42.840]  只要他是獨立的時間,
[00:09:42.840 --> 00:09:43.840]  只要他是獨立的時間,
[00:09:43.840 --> 00:09:45.840]  他就已經是依靠他的朋友,
[00:09:45.840 --> 00:09:48.840]  每一天將他帶到聖殿的門口去乞求人的救濟。
[00:09:48.840 --> 00:09:55.840]  他將每一天依靠朋友將他帶到美門來靠救濟。
[00:09:55.840 --> 00:09:57.840]  我相信耶齋過去這三年多的裡面,
[00:09:57.840 --> 00:09:58.840]  我相信耶齋過去這三年多的裡面,
[00:09:58.840 --> 00:10:00.840]  和門徒經常出入耶路撒冷,
[00:10:00.840 --> 00:10:01.840]  和門徒經常出入耶路撒冷,
[00:10:01.840 --> 00:10:02.840]  應該都經過很多次在這個門口。
[00:10:02.840 --> 00:10:03.840]  我相信耶齋過去這三年多的裡面,
[00:10:03.840 --> 00:10:07.840]  應該都經過很多次在這個門口。
[00:10:07.840 --> 00:10:11.840]  但是就是因為聖靈降臨在門徒的身上,
[00:10:11.840 --> 00:10:12.840]  但是就是因為聖靈降臨在門徒的身上,
[00:10:12.840 --> 00:10:13.840]  就是因為聖靈降臨在門徒的身上,
[00:10:13.840 --> 00:10:14.840]  縱使沒有耶穌與他們同在,
[00:10:14.840 --> 00:10:15.840]  縱使沒有耶穌與他們同在,
[00:10:15.840 --> 00:10:16.840]  縱使沒有耶穌與他們同在,
[00:10:16.840 --> 00:10:17.840]  即使沒有耶穌與他們同在,
[00:10:17.840 --> 00:10:18.840]  即使沒有耶穌與他們同在,
[00:10:18.840 --> 00:10:19.840]  在這個時候,
[00:10:19.840 --> 00:10:20.840]  在這個時候,
[00:10:20.840 --> 00:10:21.840]  在這個時候,
[00:10:21.840 --> 00:10:30.840]  原來是生了騎腿的人,
[00:10:30.840 --> 00:10:32.840]  並且和他一起進入了聖殿,
[00:10:32.840 --> 00:10:33.840]  並且和他一起進入了聖殿,
[00:10:33.840 --> 00:10:34.840]  在這個背景之下,
[00:10:34.840 --> 00:10:35.840]  在這個背景之下,
[00:10:35.840 --> 00:10:36.840]  我們發覺門徒隨著醫好了騎腿的人,
[00:10:36.840 --> 00:10:37.840]  我們發覺門徒隨著醫好了騎腿的人,
