
[00:00:00.000 --> 00:00:02.500]  好,今日呢,有一點我想同大家講嘅,
[00:00:02.500 --> 00:00:06.000]  就係神嘅信述,係終極嘅。
[00:00:06.000 --> 00:00:09.000]  點解講神嘅信述係終極嘅呢?
[00:00:09.000 --> 00:00:13.500]  我哋一齊讀《生命記》七章九節,
[00:00:13.500 --> 00:00:17.000]  所以,你要知道尤華,你的神。
[00:00:17.000 --> 00:00:20.000]  他是神,是信述的神。
[00:00:20.000 --> 00:00:23.000]  向愛他,守他誡命的人。
[00:00:23.000 --> 00:00:27.000]  守若,思慈愛,直到千代。
[00:00:27.000 --> 00:00:29.000]  《生命記》係摩西寫嘅。
[00:00:29.000 --> 00:00:32.000]  呢句說話係摩西喺佢好年老嘅時候,
[00:00:32.000 --> 00:00:35.000]  向以色列民去講嘅,係一個丁族。
[00:00:35.000 --> 00:00:37.000]  摩西喺幾多歲被神呼召,
[00:00:37.000 --> 00:00:39.000]  帶領以色列民出埃及?
[00:00:39.000 --> 00:00:41.000]  八十歲。
[00:00:41.000 --> 00:00:44.000]  佢被呼召嘅時候,佢好忐忑,
[00:00:44.000 --> 00:00:46.000]  覺得自己做唔到。
[00:00:46.000 --> 00:00:49.000]  但係喺之後嘅四十年,我哋見到佢,
[00:00:49.000 --> 00:00:52.000]  神點樣同佢同行,佢點樣依靠神,
[00:00:52.000 --> 00:00:55.000]  然後呢,經歷咗一個,有一個神跡,
[00:00:55.000 --> 00:00:58.000]  喺好艱難,好困難嘅環境底下,
[00:00:58.000 --> 00:01:01.000]  係神遵守佢嘅承諾,帶領佢哋,
[00:01:01.000 --> 00:01:05.000]  將佢哋帶嚟埃及圍爐之地。
[00:01:05.000 --> 00:01:07.000]  其實,摩西講呢句說話,
[00:01:07.000 --> 00:01:10.000]  係出於佢自己,好真實咁樣經歷咗
[00:01:10.000 --> 00:01:12.000]  上帝嘅信實。
[00:01:12.000 --> 00:01:15.000]  佢同以色列民講,佢話,我哋嘅神,
[00:01:15.000 --> 00:01:18.000]  係嗰位獨一嘅神,係信實嘅。
[00:01:18.000 --> 00:01:20.000]  信實呢個字,喺辭典裏面,
[00:01:20.000 --> 00:01:22.000]  我哋睇下佢嗰個定義,
[00:01:22.000 --> 00:01:27.000]  就係講到,係堅定不移地信守諾言,
[00:01:27.000 --> 00:01:29.000]  誓言,或者承諾。
[00:01:29.000 --> 00:01:32.000]  呢度就係講話,神無論喺幾艱難,
[00:01:32.000 --> 00:01:37.000]  咩嘅環境底下,佢都係會遵守佢嘅承諾。
[00:01:37.000 --> 00:01:41.000]  而摩西亦都講,神唔單止係信實,
[00:01:41.000 --> 00:01:46.000]  佢更加係對一啲向佢愛佢守誡命嘅人守約,
[00:01:46.000 --> 00:01:50.000]  並且施慈愛,直到千代。
[00:01:50.000 --> 00:01:53.000]  慈愛嘅意思,當我哋睇返呢個聖經嘅原文,
[00:01:53.000 --> 00:01:58.000]  「慈愛」嘅意思,就係含有納約嘅愛呢個意思。
[00:01:58.000 --> 00:02:02.000]  當喺聖經裏面,我哋睇返有慈愛呢個字嘅時候,
[00:02:02.000 --> 00:02:05.000]  就係同約有關,神同人嘅約有關。
[00:02:05.000 --> 00:02:11.000]  呢度就講到,呢份愛就係神對人嗰份忠心堅持嘅愛。
[00:02:11.000 --> 00:02:13.000]  即係無論點,我都愛你,
[00:02:13.000 --> 00:02:17.000]  係代表就算人對神唔忠信,
[00:02:17.000 --> 00:02:23.000]  但係佢仍然係對佢嘅子民嗰份忠誠不渝嘅愛。
[00:02:23.000 --> 00:02:29.000]  呢度講,所以話,信實就係神慈愛嘅表現。
[00:02:29.000 --> 00:02:33.000]  因為無論點樣都好,神都會遵守佢嘅諾言。
[00:02:33.000 --> 00:02:36.000]  咁所以我哋喺聖經裏面成日見到呢,
[00:02:36.000 --> 00:02:40.000]  慈愛同信實成日「媽必」咁樣出現㗎。
[00:02:40.000 --> 00:02:41.000]  有冇覺得?
[00:02:41.000 --> 00:02:43.000]  如果你有留意你讀聖經,你會發覺,
[00:02:43.000 --> 00:02:47.000]  信實、慈愛、慈愛、信實成日「媽必」咁樣一齊出現。
[00:02:47.000 --> 00:02:48.000]  就係咁樣嘅意思。
[00:02:48.000 --> 00:02:52.000]  除咗我哋今日主要經文生命嘅七章九節,
[00:02:52.000 --> 00:02:54.000]  我今日都揀咗另外一句,其實好多㗎。
[00:02:54.000 --> 00:02:59.000]  呢度只不過其中一句,我哋讀詩篇一百篇嘅第五節,我哋一齊讀。
[00:02:59.000 --> 00:03:01.000]  因為耶和華本為先,
[00:03:01.000 --> 00:03:04.000]  他的慈愛傳到永遠,
[00:03:04.000 --> 00:03:08.000]  他的信實直到萬代。
[00:03:08.000 --> 00:03:11.000]  呢度講,神嘅慈愛到千代,
[00:03:11.000 --> 00:03:13.000]  信實直到萬代。
[00:03:13.000 --> 00:03:16.000]  千代萬代即係咩意思?
[00:03:16.000 --> 00:03:18.000]  永遠。
[00:03:18.000 --> 00:03:19.000]  永遠。
[00:03:19.000 --> 00:03:21.000]  即係話神對人嗰份嘅信實,
[00:03:21.000 --> 00:03:25.000]  對人嘅愛係永遠唔會停止㗎。
[00:03:25.000 --> 00:03:27.000]  亦都唔會改變㗎。
[00:03:27.000 --> 00:03:30.000]  呢個就係神嗰份嘅愛。
[00:03:30.000 --> 00:03:33.000]  丁姐妹,我成日諗一樣嘢㗎,唔知你有冇諗。
[00:03:33.000 --> 00:03:35.000]  我哋喺呢個世界上面,
[00:03:35.000 --> 00:03:37.000]  可唔可以搵到一個人呢?
[00:03:37.000 --> 00:03:40.000]  即係無論呢個世界點變都好啦,
[00:03:40.000 --> 00:03:43.000]  唔好話世界變,我自己變咗,
[00:03:43.000 --> 00:03:47.000]  都仍然對我至死忠心愛我,
[00:03:47.000 --> 00:03:49.000]  至死不渝㗎呢?
[00:03:49.000 --> 00:03:51.000]  大家搵唔搵到呢?
[00:03:51.000 --> 00:03:55.000]  頭先有人拍下佢嘅太太呀,先生呀,
[00:03:55.000 --> 00:03:58.000]  我呢,有幸我都,
[00:03:58.000 --> 00:04:00.000]  即係如果大家認識,
[00:04:00.000 --> 00:04:03.000]  我有pastor Ronald,即係我有個丈夫。
[00:04:03.000 --> 00:04:05.000]  講個笑話畀你聽,
[00:04:05.000 --> 00:04:07.000]  我預備嘅時候諗起一樣嘢就係呢,
[00:04:07.000 --> 00:04:11.000]  我哋嗰陣時,好耐之前喇,結婚好多年喇,
[00:04:11.000 --> 00:04:14.000]  咁就拍拖嗰陣時呢,就帶佢返屋企呀,
[00:04:14.000 --> 00:04:16.000]  就畀我屋企人認識。
[00:04:16.000 --> 00:04:18.000]  咁我二長好錫我㗎,
[00:04:18.000 --> 00:04:20.000]  我二長成日喺我屋企食飯㗎喎。
[00:04:20.000 --> 00:04:22.000]  咁呢就過咗一段時間呢,
[00:04:22.000 --> 00:04:25.000]  我二長呢,就畀咗個花名,
[00:04:25.000 --> 00:04:27.000]  阿Ronald喎,
[00:04:27.000 --> 00:04:29.000]  叫做咩名呢?話佢,
[00:04:29.000 --> 00:04:32.000]  喂,你嗰個信得過單位,
[00:04:32.000 --> 00:04:34.000]  信得過單位,
[00:04:34.000 --> 00:04:37.000]  我直情咁聽完之後,除咗笑之外,真係抹汗。
[00:04:37.000 --> 00:04:39.000]  因為原來我二長呢,
[00:04:39.000 --> 00:04:41.000]  一路喺度觀察緊呢個人呀,
[00:04:41.000 --> 00:04:43.000]  係咪信得過?
[00:04:43.000 --> 00:04:47.000]  佢嘅二生女係咪可以同佢一齊呀?
[00:04:47.000 --> 00:04:49.000]  信得過單位。
[00:04:49.000 --> 00:04:51.000]  今日Ronald都去prove,
[00:04:51.000 --> 00:04:54.000]  即係證實佢都係到呢刻為止,
[00:04:54.000 --> 00:04:58.000]  都係信實可靠嘅,
[00:04:58.000 --> 00:05:00.000]  我對佢都信實可靠,
[00:05:00.000 --> 00:05:03.000]  但係其實我哋都知道,
[00:05:03.000 --> 00:05:05.000]  去到最後有邊一個,
[00:05:05.000 --> 00:05:09.000]  能夠陪我哋去到人生嘅最後一刻,
[00:05:09.000 --> 00:05:11.000]  或者永遠。
[00:05:11.000 --> 00:05:14.000]  因為其實呢一刻,
[00:05:14.000 --> 00:05:16.000]  佢都唔喺度啦,
[00:05:16.000 --> 00:05:18.000]  係咪?
[00:05:18.000 --> 00:05:20.000]  冇一個人能夠每一刻,
[00:05:20.000 --> 00:05:22.000]  唔會每分半秒同我哋一齊,
[00:05:22.000 --> 00:05:24.000]  每個人嘅受數都唔一樣,
[00:05:24.000 --> 00:05:26.000]  係咪呀?
[00:05:26.000 --> 00:05:28.000]  聽日會發生咩事,
[00:05:28.000 --> 00:05:30.000]  有邊個知?
[00:05:30.000 --> 00:05:33.000]  我哋嗰個神嘅信實係終極嘅,
[00:05:33.000 --> 00:05:36.000]  係唯有個位歷世歷代,
[00:05:36.000 --> 00:05:38.000]  經過無數人去證實,
[00:05:38.000 --> 00:05:40.000]  信實不變嘅上帝,
[00:05:40.000 --> 00:05:44.000]  係能夠對我哋終極信實嘅。
[00:05:44.000 --> 00:05:46.000]  所以我哋話終極信實嘅,
[00:05:46.000 --> 00:05:50.000]  只有神一個。
