
[00:00:00.000 --> 00:00:05.000]  我們今天繼續思想誠實作主門徒的真理
[00:00:05.000 --> 00:00:08.000]  也繼續思想登山補佛主耶穌的教導
[00:00:08.000 --> 00:00:11.000]  我們一起再祈禱仰望神
[00:00:11.000 --> 00:00:19.000]  親愛的主我們等候在祢的面前
[00:00:19.000 --> 00:00:26.000]  我們真是體會這個世界人飢餓不是因為沒有食物
[00:00:26.000 --> 00:00:29.000]  是因為沒有祢自己的說話
[00:00:29.000 --> 00:00:34.000]  主啊求祢上上賜下祢天上的糧食
[00:00:34.000 --> 00:00:37.000]  叫我們心靈真正的飽足
[00:00:37.000 --> 00:00:40.000]  主啊我們心知道祢願意賜下祢的道
[00:00:40.000 --> 00:00:45.000]  指引我們行在光明的路上面
[00:00:45.000 --> 00:00:48.000]  主啊同時賜下祢寶貴的聖靈
[00:00:48.000 --> 00:00:51.000]  賜給我們力量能夠行在其中
[00:00:51.000 --> 00:00:54.000]  主啊保守我們的心
[00:00:54.000 --> 00:00:57.000]  知道去聽從知道去馴服
[00:00:57.000 --> 00:00:59.000]  以致我們不會走偏差的路
[00:00:59.000 --> 00:01:04.000]  真正能夠行在了賜給我們的恩典之路上
[00:01:04.000 --> 00:01:06.000]  主啊我們心仰望祢
[00:01:06.000 --> 00:01:10.000]  我們心很渴望單一的倚靠祢
[00:01:10.000 --> 00:01:15.000]  願祢敢在我們人生的路上指教幫助我們
[00:01:15.000 --> 00:01:18.000]  我們等候仰望祈禱
[00:01:18.000 --> 00:01:20.000]  奉耶穌基督成名求
[00:01:20.000 --> 00:01:22.000]  阿門
[00:01:22.000 --> 00:01:25.000]  我們看回《聖經馬蹄科》第五章
[00:01:25.000 --> 00:01:27.000]  來到第27節
[00:01:27.000 --> 00:01:30.000]  主耶穌所教導的有關不可姦淫
[00:01:30.000 --> 00:01:34.000]  和不可背世的教導
[00:01:34.000 --> 00:01:38.000]  我記得早前我曾經和大家分享一件事情
[00:01:38.000 --> 00:01:41.000]  就是有一次看到保安提及
[00:01:41.000 --> 00:01:44.000]  香港一位大學的教授
[00:01:44.000 --> 00:01:46.000]  他的一些言論
[00:01:46.000 --> 00:01:49.000]  在他的文字當中他提及
[00:01:49.000 --> 00:01:52.000]  他想勸告香港很多的太太
[00:01:52.000 --> 00:01:54.000]  很多已婚的女士
[00:01:54.000 --> 00:02:00.000]  是應該放心接受丈夫有婚外情
[00:02:00.000 --> 00:02:02.000]  他的比喻是這樣說
[00:02:02.000 --> 00:02:04.000]  他說很多不同的男士
[00:02:04.000 --> 00:02:07.000]  有些人會吃一碗飯
[00:02:07.000 --> 00:02:09.000]  有些人胃口大一點吃兩碗
[00:02:09.000 --> 00:02:11.000]  有些人吃三碗
[00:02:11.000 --> 00:02:14.000]  你不需要限制他吃多少碗飯
[00:02:14.000 --> 00:02:18.000]  按他所需要的就給他吃飯
[00:02:18.000 --> 00:02:21.000]  然後他說太太應該明白
[00:02:21.000 --> 00:02:23.000]  丈夫有不同的需要
[00:02:23.000 --> 00:02:25.000]  他要有第三者
[00:02:25.000 --> 00:02:27.000]  第四者
[00:02:27.000 --> 00:02:28.000]  第五者
[00:02:28.000 --> 00:02:30.000]  不要限制他
[00:02:30.000 --> 00:02:35.000]  讓他可以得到他所需要的
[00:02:35.000 --> 00:02:39.000]  當我聽到這一段說話的時候
[00:02:39.000 --> 00:02:42.000]  心裡有一種嘔心的感覺
[00:02:42.000 --> 00:02:45.000]  一種很奇怪的比喻
[00:02:45.000 --> 00:02:50.000]  但好像是按著很多人所期望的說出來
[00:02:50.000 --> 00:02:53.000]  很多人很快就會接受這個理念
[00:02:53.000 --> 00:02:55.000]  覺得沒有問題
[00:02:55.000 --> 00:02:58.000]  人有這樣的需要就應該接受
[00:02:58.000 --> 00:03:01.000]  當你看到這些言論的時候
[00:03:01.000 --> 00:03:04.000]  你發覺這些不是獨立的表達
[00:03:04.000 --> 00:03:06.000]  有很多不同的言論
[00:03:06.000 --> 00:03:08.000]  在世界不同的人士
[00:03:08.000 --> 00:03:11.000]  社會不同的層面提出來
[00:03:11.000 --> 00:03:12.000]  你會記得聖經裏面
[00:03:12.000 --> 00:03:15.000]  當主耶穌教導我們的時候
[00:03:15.000 --> 00:03:18.000]  保羅在後期一直延伸
[00:03:18.000 --> 00:03:20.000]  來教導
[00:03:20.000 --> 00:03:22.000]  而福音書第五章就提及
[00:03:22.000 --> 00:03:25.000]  這個世代是一個邪惡的世代
[00:03:25.000 --> 00:03:27.000]  然後就提醒我們
[00:03:27.000 --> 00:03:29.000]  不要做糊塗人
[00:03:29.000 --> 00:03:32.000]  要明白主的旨意如何
[00:03:32.000 --> 00:03:35.000]  要明白神的旨意如何
[00:03:35.000 --> 00:03:41.000]  要留心行在神的旨意當中
[00:03:41.000 --> 00:03:42.000]  但大家都明白
[00:03:42.000 --> 00:03:44.000]  在今天我們所身處的社會
[00:03:44.000 --> 00:03:45.000]  有很多不同的資訊
[00:03:45.000 --> 00:03:48.000]  我們接觸很多不同的論點
[00:03:48.000 --> 00:03:51.000]  說法描寫
[00:03:51.000 --> 00:03:55.000]  但當然當我們有更多資訊的時候
[00:03:55.000 --> 00:03:58.000]  我們好像認識很多事
[00:03:58.000 --> 00:04:01.000]  但不一定因此多了很多智慧
[00:04:01.000 --> 00:04:02.000]  曾經有人分析
[00:04:02.000 --> 00:04:04.000]  我們今天的社會
[00:04:04.000 --> 00:04:06.000]  我們吸收很多資訊
[00:04:06.000 --> 00:04:11.000]  但更少機會去分辨真假
[00:04:11.000 --> 00:04:14.000]  我們說現在我們很聰明於
[00:04:14.000 --> 00:04:17.000]  一個叫做「撥紙工」
[00:04:17.000 --> 00:04:19.000]  不知道大家知不知道我說什麼
[00:04:19.000 --> 00:04:23.000]  拿起智能手機撥下撥下撥下
[00:04:23.000 --> 00:04:25.000]  很多資訊沒錯你接觸了很多
[00:04:25.000 --> 00:04:28.000]  但很快你就會把它撥走
[00:04:28.000 --> 00:04:30.000]  因為你不會有一個忍耐
[00:04:30.000 --> 00:04:33.000]  去仔細去思考一些事情
[00:04:33.000 --> 00:04:35.000]  因此很多世上
[00:04:35.000 --> 00:04:38.000]  或者是社會的一些言論
[00:04:38.000 --> 00:04:41.000]  你有一個印象覺得是對的
[00:04:41.000 --> 00:04:46.000]  未必經過深思細心的分辨就接受了
[00:04:46.000 --> 00:04:50.000]  有時很容易就會受到群眾的觀念影響
[00:04:50.000 --> 00:04:52.000]  或者受到某些激情
[00:04:52.000 --> 00:04:55.000]  來帶動了你的行動
[00:04:55.000 --> 00:04:57.000]  因此保羅的說話
[00:04:57.000 --> 00:04:59.000]  今天更加值得我們留心
[00:04:59.000 --> 00:05:01.000]  不要做糊塗人
[00:05:01.000 --> 00:05:05.000]  要明白主的旨意如何
[00:05:05.000 --> 00:05:07.000]  我們這幾個星期看到登山補訓的時候
[00:05:07.000 --> 00:05:08.000]  主耶穌提醒
[00:05:08.000 --> 00:05:12.000]  你們的義要勝過民事和法理錯人的義
[00:05:12.000 --> 00:05:15.000]  不要單單有一些表面的義
[00:05:15.000 --> 00:05:19.000]  而是從心裏面誠實的聽從主
[00:05:19.000 --> 00:05:22.000]  要真實地去聽從
[00:05:22.000 --> 00:05:24.000]  因為很多的民事他們解釋律法
[00:05:24.000 --> 00:05:29.000]  他們會將神的律法抽取一部份的道理
[00:05:29.000 --> 00:05:31.000]  然後將它規條化了
[00:05:31.000 --> 00:05:35.000]  你遵守這些規條就等於你遵守神的道了
[00:05:35.000 --> 00:05:38.000]  但是當主耶穌來的時候
[00:05:38.000 --> 00:05:39.000]  很清楚地說
[00:05:39.000 --> 00:05:41.000]  這個並不是遵守
[00:05:41.000 --> 00:05:47.000]  主耶穌將神的律法的完整含義解釋出來
[00:05:47.000 --> 00:05:50.000]  然後讓我們知道很明確的方向
[00:05:50.000 --> 00:05:55.000]  去跟隨著神的心意來生活
[00:05:55.000 --> 00:05:57.000]  因此當我們在讀登山補訓的時候
[00:05:57.000 --> 00:05:59.000]  你會發覺主耶穌每一次說的時候
[00:05:59.000 --> 00:06:02.000]  都提及有些人吩咐你這樣做
[00:06:02.000 --> 00:06:05.000]  但是我告訴你
[00:06:05.000 --> 00:06:09.000]  在神的旨意裏面應當如此
[00:06:09.000 --> 00:06:11.000]  因此我們再看到今天所提及的
[00:06:11.000 --> 00:06:14.000]  不可動人亂的事情
[00:06:14.000 --> 00:06:18.000]  大家請看二十七節
[00:06:18.000 --> 00:06:22.000]  你們聽過有者人的吩咐不可姦淫
[00:06:22.000 --> 00:06:26.000]  可是我告訴你們凡是看見婦女就動淫念的
[00:06:26.000 --> 00:06:29.000]  心裡已經煩惱姦淫
[00:06:29.000 --> 00:06:33.000]  主耶穌不是反對聖經裏面的誡明
[00:06:33.000 --> 00:06:37.000]  這裏所說的十誡的第七誡不可姦淫
[00:06:37.000 --> 00:06:43.000]  但是當中的人他們去吩咐這個律例的時候
[00:06:43.000 --> 00:06:49.000]  他們的意思是說不要犯一些姦淫的行動
[00:06:49.000 --> 00:06:52.000]  將注意集中在那個行為上面
[00:06:52.000 --> 00:06:57.000]  但是主將神的心意很完整地表達出來
[00:06:57.000 --> 00:07:02.000]  主耶穌說凡是動了淫念的已經犯了姦淫
[00:07:02.000 --> 00:07:05.000]  已經在心裏面犯了姦淫
[00:07:05.000 --> 00:07:08.000]  而主耶穌在說心裏面的姦淫
[00:07:08.000 --> 00:07:12.000]  是等同於行為的姦淫
[00:07:12.000 --> 00:07:14.000]  然後他會提及你們幾個
[00:07:14.000 --> 00:07:18.000]  何時看見婦女心裏面動了淫念的
[00:07:18.000 --> 00:07:22.000]  已經是得罪上帝
[00:07:22.000 --> 00:07:24.000]  我們很多時候都會明白
[00:07:24.000 --> 00:07:28.000]  有些時候當你遇到一些情慾的試探
[00:07:28.000 --> 00:07:31.000]  看見接觸到一些事情的時候
[00:07:31.000 --> 00:07:34.000]  有些時候心思會出現一些想像
[00:07:34.000 --> 00:07:39.000]  這些想像和異性有些情慾的接觸
[00:07:39.000 --> 00:07:41.000]  聖經就說在那個時候
[00:07:41.000 --> 00:07:44.000]  心裏面出現了淫念
[00:07:44.000 --> 00:07:46.000]  或者我們覺得很艱難
[00:07:46.000 --> 00:07:49.000]  怎樣能夠避免這些事情呢?
[00:07:49.000 --> 00:07:53.000]  很容易接觸到這些試探的事情
[00:07:53.000 --> 00:07:56.000]  很多人都會記得馬丁路德的一句名句
[00:07:56.000 --> 00:07:58.000]  宗教改革家所說
[00:07:58.000 --> 00:08:05.000]  你不可以避免一隻小鳥在你頭上飛過
