
[00:00:00.000 --> 00:00:02.000]  大家好,又一齊讀聖經啦
[00:00:02.000 --> 00:00:06.000]  新衛書宣教網絡為你預備的聖經人、聖經事
[00:00:06.000 --> 00:00:10.000]  今次是看約書亞贈別
[00:00:10.000 --> 00:00:14.000]  贈別是為了我只有這麼短一行字
[00:00:14.000 --> 00:00:16.000]  我要壓縮一點
[00:00:16.000 --> 00:00:18.000]  這是臨別贈言
[00:00:18.000 --> 00:00:20.000]  約書亞年紀大了
[00:00:20.000 --> 00:00:23.000]  臨別贈言跟他的百姓
[00:00:23.000 --> 00:00:25.000]  他所愛的百姓講說話
[00:00:25.000 --> 00:00:29.000]  有1,即是有2,有3,真的有的
[00:00:29.000 --> 00:00:31.000]  約書亞臨別贈言的第一
[00:00:31.000 --> 00:00:33.000]  就是叫他們愛耶和華
[00:00:33.000 --> 00:00:35.000]  愛耶和華
[00:00:35.000 --> 00:00:36.000]  好了,看一下
[00:00:36.000 --> 00:00:38.000]  約西記23章
[00:00:38.000 --> 00:00:41.000]  耶和華使以色列人安靜
[00:00:41.000 --> 00:00:46.000]  不與四圍的一切仇敵爭戰已經多日
[00:00:46.000 --> 00:00:48.000]  約書亞年紀老邁了
[00:00:48.000 --> 00:00:53.000]  就擺以色列眾人的長老、族長、審判官
[00:00:53.000 --> 00:00:55.000]  並官長都召了來
[00:00:55.000 --> 00:00:59.000]  對他們說:我年紀已經老邁了
[00:00:59.000 --> 00:01:01.000]  好了,留意一下
[00:01:01.000 --> 00:01:05.000]  耶和華使以色列人安靜
[00:01:05.000 --> 00:01:06.000]  這個安靜呢
[00:01:06.000 --> 00:01:11.000]  是不與四圍的一切仇敵爭戰已經多日
[00:01:11.000 --> 00:01:12.000]  這個安靜的意思
[00:01:12.000 --> 00:01:15.000]  其實就譯作安靜是不對的
[00:01:15.000 --> 00:01:16.000]  應該譯作休息
[00:01:16.000 --> 00:01:19.000]  Luwak
[00:01:19.000 --> 00:01:21.000]  Luwak這個字呢
[00:01:21.000 --> 00:01:22.000]  希伯來文Luwak呢
[00:01:22.000 --> 00:01:24.000]  是休息的意思
[00:01:24.000 --> 00:01:27.000]  神讓以色列人打了一輪仗
[00:01:27.000 --> 00:01:28.000]  獲得了全地之後
[00:01:28.000 --> 00:01:30.000]  迦南地英雄之地得到了
[00:01:30.000 --> 00:01:32.000]  辛苦到不得了
[00:01:32.000 --> 00:01:33.000]  打了一場仗
[00:01:33.000 --> 00:01:34.000]  現在神呢
[00:01:34.000 --> 00:01:35.000]  是讓他們
[00:01:35.000 --> 00:01:37.000]  不與一切仇敵爭戰
[00:01:37.000 --> 00:01:39.000]  已經是叫他們休息下
[00:01:39.000 --> 00:01:40.000]  讓他們休息
[00:01:40.000 --> 00:01:43.000]  中文就譯作安靜
[00:01:43.000 --> 00:01:45.000]  Luwak呢
[00:01:45.000 --> 00:01:46.000]  是休息
[00:01:46.000 --> 00:01:47.000]  已經多日
[00:01:47.000 --> 00:01:49.000]  即是用多日的日
[00:01:49.000 --> 00:01:52.000]  是很多日
[00:01:52.000 --> 00:01:54.000]  一日一日
[00:01:54.000 --> 00:01:56.000]  很久的意思
[00:01:56.000 --> 00:01:57.000]  而約書客呢
[00:01:57.000 --> 00:01:58.000]  也都年紀老了
[00:01:58.000 --> 00:02:00.000]  就叫了所有人來
[00:02:00.000 --> 00:02:02.000]  就講臨別贈言
[00:02:02.000 --> 00:02:04.000]  臨別贈言第一句是什麼呢
[00:02:04.000 --> 00:02:08.000]  就是我年紀已經老了
[00:02:08.000 --> 00:02:10.000]  要接受自己老的嘛
[00:02:10.000 --> 00:02:11.000]  我都接受自己老的嘛
[00:02:11.000 --> 00:02:12.000]  年紀老了
[00:02:12.000 --> 00:02:13.000]  耶和說
[00:02:13.000 --> 00:02:15.000]  你們的神因你們的緣故
[00:02:15.000 --> 00:02:18.000]  向那些國所行的一切事
[00:02:18.000 --> 00:02:20.000]  你們親眼看到了
[00:02:20.000 --> 00:02:24.000]  以往神帶我們從埃及出來
[00:02:24.000 --> 00:02:26.000]  一切的過程你都看到了
[00:02:26.000 --> 00:02:29.000]  還記不記得耶利哥一叫
[00:02:29.000 --> 00:02:30.000]  那城倒塌了
[00:02:30.000 --> 00:02:31.000]  記得
[00:02:31.000 --> 00:02:32.000]  很厲害
[00:02:32.000 --> 00:02:36.000]  其實為你們征戰的是
[00:02:36.000 --> 00:02:37.000]  耶和說
[00:02:37.000 --> 00:02:38.000]  你們的神
[00:02:38.000 --> 00:02:39.000]  大家要記得
[00:02:39.000 --> 00:02:40.000]  其實呢
[00:02:40.000 --> 00:02:42.000]  現在我們很平安
[00:02:42.000 --> 00:02:43.000]  很久了
[00:02:43.000 --> 00:02:44.000]  佔領了這個地方
[00:02:44.000 --> 00:02:45.000]  在這裡住了
[00:02:45.000 --> 00:02:46.000]  想一想
[00:02:46.000 --> 00:02:47.000]  多厲害
[00:02:47.000 --> 00:02:48.000]  我們多厲害
[00:02:48.000 --> 00:02:50.000]  真的全地都被我們打爛了
[00:02:50.000 --> 00:02:52.000]  被我們進來住了
[00:02:52.000 --> 00:02:53.000]  嘩
[00:02:53.000 --> 00:02:54.000]  很強
[00:02:54.000 --> 00:02:57.000]  不要自以為是
[00:02:57.000 --> 00:02:58.000]  不要自以為很厲害
[00:02:58.000 --> 00:02:59.000]  其實呢
[00:02:59.000 --> 00:03:00.000]  一切你都看到了
[00:03:00.000 --> 00:03:04.000]  是為你們征戰的是耶和說
[00:03:04.000 --> 00:03:05.000]  你們的神
[00:03:05.000 --> 00:03:07.000]  完全是神的工作來的
[00:03:07.000 --> 00:03:09.000]  所以
[00:03:09.000 --> 00:03:10.000]  記得了
[00:03:10.000 --> 00:03:12.000]  對於神
[00:03:12.000 --> 00:03:14.000]  你要大大壯膽相信祂
[00:03:14.000 --> 00:03:15.000]  第二
[00:03:15.000 --> 00:03:20.000]  謹守遵行寫在摩西律法書上的齊華
[00:03:20.000 --> 00:03:21.000]  不過偏離左右
[00:03:21.000 --> 00:03:23.000]  也沒有一來到二
[00:03:23.000 --> 00:03:26.000]  因為牌的經文的時候
[00:03:26.000 --> 00:03:27.000]  最重要
[00:03:27.000 --> 00:03:29.000]  愛耶和華那裡
