
[00:00:00.000 --> 00:00:01.280]  各位電影師妹平安
[00:00:01.280 --> 00:00:02.880]  很開心能夠一起相聚
[00:00:02.880 --> 00:00:05.280]  更加開心能夠聽到師班唱詩歌
[00:00:05.280 --> 00:00:08.360]  我們很多個月沒有師班能夠獻唱詩歌
[00:00:08.360 --> 00:00:12.200]  他們唱的詩歌非常動聽
[00:00:12.200 --> 00:00:15.640]  好像代表我們將興鄉的祭獻在神的面前
[00:00:15.640 --> 00:00:18.000]  剛才聽詩歌的時候
[00:00:18.000 --> 00:00:19.480]  我心裡特別感恩
[00:00:19.480 --> 00:00:24.800]  我們能夠漸漸回復正常的敬拜生活
[00:00:24.800 --> 00:00:26.800]  今天我們看這段經文
[00:00:26.800 --> 00:00:30.000]  我一直看著馬太福音
[00:00:30.000 --> 00:00:32.240]  這段經文講到的重點
[00:00:32.240 --> 00:00:35.800]  其實我今天想講一些懼怕的問題
[00:00:35.800 --> 00:00:37.080]  今天最重要
[00:00:37.080 --> 00:00:38.400]  其實你拿回家的東西是什麼呢?
[00:00:38.400 --> 00:00:39.920]  不要怕他們
[00:00:39.920 --> 00:00:41.080]  第26節
[00:00:41.080 --> 00:00:42.520]  所以不要怕他們
[00:00:42.520 --> 00:00:44.400]  但是其實懼怕一件事
[00:00:44.400 --> 00:00:45.800]  有沒有控制呢?
[00:00:45.800 --> 00:00:46.640]  我想問問你
[00:00:46.640 --> 00:00:48.080]  你覺得有沒有控制呢?
[00:00:48.080 --> 00:00:53.520]  我上個星期跟執事、同工有一個叫team building的活動
[00:00:53.520 --> 00:00:56.880]  其中一個活動就是要爬上很高的
[00:00:56.880 --> 00:00:59.680]  總之要搭建一些東西
[00:00:59.680 --> 00:01:02.000]  爬到上去的時候
[00:01:02.000 --> 00:01:06.240]  其實那個主持人問我們有沒有畏高
[00:01:06.240 --> 00:01:07.920]  畏高不好玩
[00:01:07.920 --> 00:01:10.520]  我不知道我有沒有畏高
[00:01:10.520 --> 00:01:13.520]  但是我爬到上去的時候
[00:01:13.520 --> 00:01:16.560]  腳不由自主地在顫抖
[00:01:16.560 --> 00:01:19.080]  顫抖到下面的人
[00:01:19.080 --> 00:01:20.880]  我下來的時候
[00:01:20.880 --> 00:01:23.040]  我問他們知不知道我顫抖
[00:01:23.040 --> 00:01:24.200]  看都看得到
[00:01:24.200 --> 00:01:25.280]  不用感受到
[00:01:25.280 --> 00:01:29.560]  因為那些東西不斷在顫抖
[00:01:29.560 --> 00:01:30.760]  沒有控制的
[00:01:30.760 --> 00:01:32.000]  我不想害怕
[00:01:32.000 --> 00:01:32.760]  不行的
[00:01:32.760 --> 00:01:33.920]  腳不斷在顫抖
[00:01:33.920 --> 00:01:36.080]  爬到十幾呎那裡
[00:01:36.080 --> 00:01:38.360]  顫抖就害怕
[00:01:38.360 --> 00:01:39.840]  講回一件事
[00:01:39.840 --> 00:01:42.320]  我是兩個孩子的父親
[00:01:42.320 --> 00:01:44.360]  兩個孩子不要說誰
[00:01:44.360 --> 00:01:45.960]  免得你猜到是誰
[00:01:45.960 --> 00:01:51.240]  其中一個其實自小都不害怕
[00:01:51.240 --> 00:01:53.120]  有一個自小都很害怕
[00:01:53.120 --> 00:01:53.880]  什麼意思呢
[00:01:53.880 --> 00:01:56.880]  叫他玩飛行嶺之類的
[00:01:56.880 --> 00:01:59.240]  有一個是不停地玩
[00:01:59.240 --> 00:02:00.800]  我都受不了
[00:02:00.800 --> 00:02:01.520]  你自己玩吧
[00:02:01.520 --> 00:02:02.760]  好吧我自己玩吧
[00:02:02.760 --> 00:02:05.400]  然後他找到
[00:02:05.400 --> 00:02:08.440]  原來排一個人單人的隊伍會比較快
[00:02:08.440 --> 00:02:09.640]  他不停地排單人
[00:02:09.640 --> 00:02:11.280]  不停地玩
[00:02:11.280 --> 00:02:12.360]  不用停的
[00:02:12.360 --> 00:02:17.280]  有一個是看清楚有沒有危險才玩
[00:02:17.280 --> 00:02:19.080]  那個是觀察型的
[00:02:19.080 --> 00:02:22.920]  玩了幾次都沒事
[00:02:22.920 --> 00:02:25.200]  他才去玩第一次
[00:02:25.200 --> 00:02:26.960]  作為爸爸來說
[00:02:26.960 --> 00:02:28.960]  你猜我害不害怕
[00:02:28.960 --> 00:02:31.400]  我害怕的那個不害怕的那個
[00:02:31.400 --> 00:02:33.200]  不害怕的那個很害怕
[00:02:33.200 --> 00:02:35.880]  他不會死
[00:02:35.880 --> 00:02:38.200]  但害怕的那個我沒那麼害怕
[00:02:38.200 --> 00:02:40.760]  因為那個要看清楚才敢玩
[00:02:40.760 --> 00:02:44.160]  所以有時候有巨派有沒有正面作用
[00:02:44.160 --> 00:02:46.160]  巨派當然有正面作用
[00:02:46.160 --> 00:02:48.400]  巨派是一種思考
[00:02:48.400 --> 00:02:49.600]  想清楚
[00:02:49.600 --> 00:02:54.040]  其實是一個自我保護調節的機制
[00:02:54.040 --> 00:02:56.280]  所以你留意聖經怎麼說
[00:02:56.280 --> 00:02:58.040]  主耶穌提醒我們
[00:02:58.040 --> 00:02:58.960]  第26節
[00:02:58.960 --> 00:03:03.080]  所以不要怕他們
[00:03:03.080 --> 00:03:04.600]  不要怕他們
[00:03:04.600 --> 00:03:05.800]  不是不讓你怕
[00:03:05.800 --> 00:03:07.240]  怕也可以
[00:03:07.240 --> 00:03:08.720]  可以怕
[00:03:08.720 --> 00:03:11.080]  事實上有些事情很恐怖很可怕
[00:03:11.080 --> 00:03:15.480]  其實是幫助我們逃避那些危險在當中
[00:03:15.480 --> 00:03:16.640]  我們不要怕什麼?
[00:03:16.640 --> 00:03:17.480]  不要怕他們
[00:03:17.480 --> 00:03:18.680]  為什麼又有他們在這裡?
[00:03:18.680 --> 00:03:20.360]  因為前面有一大段
[00:03:20.360 --> 00:03:22.360]  前面那一大段在說什麼?
[00:03:22.360 --> 00:03:24.360]  耶穌預示了一些門徒
[00:03:24.360 --> 00:03:26.360]  事實上這段經文不是說給一個人聽的
[00:03:26.360 --> 00:03:28.360]  是說給所有門徒聽的
[00:03:28.360 --> 00:03:29.600]  說給門徒聽什麼呢?
[00:03:29.600 --> 00:03:32.760]  接下來日子祂猜派我們走進人群之中
[00:03:32.760 --> 00:03:33.600]  去做見證
[00:03:33.600 --> 00:03:36.160]  如釀進入狼群
[00:03:36.160 --> 00:03:39.240]  在這段經文16節說到之前
[00:03:39.240 --> 00:03:40.400]  你要防備那些人
[00:03:40.400 --> 00:03:42.400]  那些人要將你交給工會
[00:03:42.400 --> 00:03:44.240]  在會堂裡面鞭打你們
[00:03:44.240 --> 00:03:45.840]  你們為我的緣故
[00:03:45.840 --> 00:03:48.080]  被送到諸侯和君王面前
[00:03:48.080 --> 00:03:50.760]  在他們和愛邦人裡面作見證
[00:03:50.760 --> 00:03:52.240]  你們被交的時候
[00:03:52.240 --> 00:03:55.720]  不要思慮怎樣說話或說什麼的話
[00:03:55.720 --> 00:03:57.240]  到時候到了
[00:03:57.240 --> 00:03:59.920]  必似你當說的話
[00:03:59.920 --> 00:04:00.760]  因為你們
[00:04:00.760 --> 00:04:02.040]  不是你們自己說的
[00:04:02.040 --> 00:04:04.680]  但是父的靈在你們裡頭說的
[00:04:04.680 --> 00:04:08.440]  弟兄要把弟兄
[00:04:08.440 --> 00:04:10.960]  父親要把兒子送到死地
[00:04:10.960 --> 00:04:12.920]  兒女要與父母為敵
[00:04:12.920 --> 00:04:14.040]  害死他們
[00:04:14.040 --> 00:04:18.200]  並且你們為我的緣故要被眾人恨惡
[00:04:18.200 --> 00:04:20.120]  唯有忍耐到底的必然得救
[00:04:20.120 --> 00:04:21.640]  他在說不用怕他們
[00:04:21.640 --> 00:04:23.200]  就是有很多惡者
[00:04:23.200 --> 00:04:25.480]  有很多愛邦人或者諸侯和君王
[00:04:25.480 --> 00:04:27.160]  會攻擊神的選民
[00:04:27.160 --> 00:04:28.480]  作為門徒
[00:04:28.480 --> 00:04:31.480]  會被鞭打甚至被逼迫
[00:04:31.480 --> 00:04:34.800]  主耶穌說到其實你不用害怕
[00:04:34.800 --> 00:04:35.200]  為什麼呢?
[00:04:35.200 --> 00:04:36.360]  一定有的
[00:04:36.360 --> 00:04:37.240]  不用害怕
[00:04:37.240 --> 00:04:37.840]  一定有的
[00:04:37.840 --> 00:04:38.560]  不用害怕
[00:04:38.560 --> 00:04:39.040]  一定有的
[00:04:39.040 --> 00:04:40.040]  還有第二件事
[00:04:40.040 --> 00:04:40.880]  為什麼不用害怕
[00:04:40.880 --> 00:04:41.640]  待會再解釋
[00:04:41.640 --> 00:04:42.200]  後面說
[00:04:42.200 --> 00:04:44.040]  不過不要怕他們
[00:04:44.040 --> 00:04:47.080]  他們就是攻擊神僕人
[00:04:47.080 --> 00:04:49.000]  攻擊基督徒的人
[00:04:49.000 --> 00:04:50.240]  不要怕他們
[00:04:50.240 --> 00:04:51.160]  待會再講解
[00:04:51.160 --> 00:04:51.760]  不要怕
[00:04:51.760 --> 00:04:53.640]  這裡說到那群人
[00:04:53.640 --> 00:04:56.120]  其實你不用怕他們
[00:04:56.120 --> 00:04:57.800]  怕這件事是可以的
[00:04:57.800 --> 00:05:00.200]  因為事實上你忍不住會怕
[00:05:00.200 --> 00:05:01.480]  不用怕他們
[00:05:01.480 --> 00:05:02.360]  為什麼呢?
[00:05:02.360 --> 00:05:03.640]  這裡解釋給你聽
[00:05:03.640 --> 00:05:06.440]  因為沒有隱藏的事情
[00:05:06.440 --> 00:05:07.160]  沒有不被
[00:05:07.160 --> 00:05:08.040]  掩蓋的事情
[00:05:08.040 --> 00:05:09.440]  沒有不被露出來的
[00:05:09.440 --> 00:05:10.200]  隱藏的事情
[00:05:10.200 --> 00:05:11.760]  沒有不被人知道
[00:05:11.760 --> 00:05:15.240]  那些惡者以為自己做了的人沒有人知道嗎?
[00:05:15.240 --> 00:05:16.680]  其實是知道的
