
[00:00:00.000 --> 00:00:05.000]  我們很感謝神剛才透過師班帶出一首很好的詩歌
[00:00:05.000 --> 00:00:09.000]  這首詩歌很感謝Jimmy老師我們的指揮
[00:00:09.000 --> 00:00:13.000]  我記得幾年前我們有幾位男同工
[00:00:13.000 --> 00:00:16.000]  我們一起唱出這首詩
[00:00:16.000 --> 00:00:19.000]  這首詩讓我們很清楚明白
[00:00:19.000 --> 00:00:22.000]  我們的人生無論有幾許風浪
[00:00:22.000 --> 00:00:25.000]  或大或小的一些困惑難處
[00:00:25.000 --> 00:00:27.000]  在我們整個人生的路途裡面
[00:00:27.000 --> 00:00:32.000]  總會有時我們會見到、遇到這些事情
[00:00:32.000 --> 00:00:35.000]  忽然就想到我們需要的
[00:00:35.000 --> 00:00:38.000]  就是將我們信心的手伸出來
[00:00:38.000 --> 00:00:41.000]  交託給主耶穌是祂牽引我們
[00:00:41.000 --> 00:00:43.000]  走完這個人生的路到最後
[00:00:43.000 --> 00:00:47.000]  我們還是要將我們的手交給我們的主
[00:00:47.000 --> 00:00:49.000]  帶到我們永恆的天家
[00:00:49.000 --> 00:00:51.000]  所以彼得說
[00:00:51.000 --> 00:00:55.000]  我們這位主耶穌有永生之道可還根從誰呢
[00:00:55.000 --> 00:00:58.000]  領子妹,你今天在這個彎曲半某世代
[00:00:58.000 --> 00:01:01.000]  你更加需要作這個明智的選擇
[00:01:01.000 --> 00:01:04.000]  我們回顧今天的講題的時候
[00:01:04.000 --> 00:01:07.000]  讓我們重溫一下馬可福音
[00:01:07.000 --> 00:01:09.000]  由第六章到第七章
[00:01:09.000 --> 00:01:12.000]  在我們進入第八章之前
[00:01:12.000 --> 00:01:16.000]  很快地讓大家好像回帶一樣了解一下
[00:01:16.000 --> 00:01:18.000]  六章一開始是講到主耶穌
[00:01:18.000 --> 00:01:22.000]  第一次差遣祂的門徒出去傳道
[00:01:22.000 --> 00:01:24.000]  就是在這個猶太的境域裡面
[00:01:24.000 --> 00:01:25.000]  在這個過程中
[00:01:25.000 --> 00:01:29.000]  他們有人信主、有病得醫治、有講鬼
[00:01:29.000 --> 00:01:31.000]  但是在這個過程中
[00:01:31.000 --> 00:01:34.000]  我們知道希律安提法王
[00:01:34.000 --> 00:01:39.000]  殺害了這位忠心的神伏施洗約翰
[00:01:39.000 --> 00:01:43.000]  隨後主耶穌行了五餅二魚的奇蹟
[00:01:43.000 --> 00:01:45.000]  但是法律賽人又來找耶穌
[00:01:45.000 --> 00:01:49.000]  跟祂爭論關於祂的門徒
[00:01:49.000 --> 00:01:53.000]  吃東西之前還沒洗手禮儀的問題
[00:01:53.000 --> 00:01:55.000]  我們在這個大段落裡面
[00:01:55.000 --> 00:01:57.000]  就是講他們在加利利海
[00:01:57.000 --> 00:02:00.000]  猶太人的境域裡面發生的事
[00:02:00.000 --> 00:02:03.000]  接著七章二十四節開始
[00:02:03.000 --> 00:02:06.000]  就是講耶穌離開猶太人的境域
[00:02:06.000 --> 00:02:09.000]  去到外邦人這個地方
[00:02:09.000 --> 00:02:11.000]  去跟他們傳道
[00:02:11.000 --> 00:02:14.000]  也遇到這個菲利基的婦人
[00:02:14.000 --> 00:02:17.000]  那個信心主也在外族人
[00:02:17.000 --> 00:02:21.000]  底加坡尼的地方醫治了一個義隆舍傑的人
[00:02:21.000 --> 00:02:25.000]  上一次大家聽過楊牧師和辛尼傳道
[00:02:25.000 --> 00:02:28.000]  就跟我們講七章二十四節到三十七節
[00:02:28.000 --> 00:02:30.000]  那你預備好了嗎
[00:02:30.000 --> 00:02:32.000]  今天我們進入八章
[00:02:32.000 --> 00:02:34.000]  第一到二十一節
[00:02:34.000 --> 00:02:37.000]  這段經文在貌福音來說
[00:02:37.000 --> 00:02:39.000]  可以說是一個分水嶺
[00:02:39.000 --> 00:02:41.000]  是很重要的一段經文
[00:02:41.000 --> 00:02:43.000]  讓我們明白
[00:02:43.000 --> 00:02:46.000]  又講耶穌叫四千人來吃飽
[00:02:46.000 --> 00:02:49.000]  跟之前五千人吃飽的神蹟
[00:02:49.000 --> 00:02:51.000]  是不是很類似呢
[00:02:51.000 --> 00:02:53.000]  其實有異同的
[00:02:53.000 --> 00:02:55.000]  我等一下會逐一跟大家分享
[00:02:55.000 --> 00:02:57.000]  門徒對這個神蹟
[00:02:57.000 --> 00:03:00.000]  兩次吃飽的奇蹟
[00:03:00.000 --> 00:03:02.000]  他們其實不理解
[00:03:02.000 --> 00:03:04.000]  他們仍然是矇性性的
[00:03:04.000 --> 00:03:07.000]  他們跟隨主已經一段時間
[00:03:07.000 --> 00:03:09.000]  但是他們聽道就聽多了
[00:03:09.000 --> 00:03:12.000]  見到神蹟奇事也見得多了
[00:03:12.000 --> 00:03:15.000]  但是心仍然是剛硬
[00:03:15.000 --> 00:03:18.000]  因為他們不是真正明白
[00:03:18.000 --> 00:03:20.000]  知道耶穌的身份
[00:03:20.000 --> 00:03:22.000]  我們今天要來看
[00:03:22.000 --> 00:03:24.000]  從主的憐憫先來看
[00:03:24.000 --> 00:03:26.000]  讓我們再次有一個祈禱
[00:03:26.000 --> 00:03:29.000]  天父求你親自來帶領我們
[00:03:29.000 --> 00:03:31.000]  進入你的經文
[00:03:31.000 --> 00:03:32.000]  你自己的說話
[00:03:32.000 --> 00:03:34.000]  願真理的聖靈開我們的眼
[00:03:34.000 --> 00:03:36.000]  打開我們的心
[00:03:36.000 --> 00:03:39.000]  讓我們有謙卑受教的耳朵
[00:03:39.000 --> 00:03:42.000]  我們去承載上帝你自己的說話
[00:03:42.000 --> 00:03:44.000]  以致我們聽道行動
[00:03:44.000 --> 00:03:46.000]  我們能夠將你的真理
[00:03:46.000 --> 00:03:48.000]  形容在我們每天的生活裡面
[00:03:48.000 --> 00:03:50.000]  能夠平神益人
[00:03:50.000 --> 00:03:53.000]  願主賜恩讓講的聽的同感一鈴
[00:03:53.000 --> 00:03:55.000]  同得恩典
[00:03:55.000 --> 00:03:56.000]  同被詛咒
[00:03:56.000 --> 00:03:57.000]  奉主名求
[00:03:57.000 --> 00:03:58.000]  阿們
[00:03:58.000 --> 00:04:00.000]  在這段經文我們先看
[00:04:00.000 --> 00:04:02.000]  是馬可福音第八章
[00:04:02.000 --> 00:04:04.000]  一到十節
[00:04:04.000 --> 00:04:06.000]  我們一齊了讀一次
[00:04:06.000 --> 00:04:09.000]  那時有一大群人聚集
[00:04:09.000 --> 00:04:11.000]  沒有什麼吃的
[00:04:11.000 --> 00:04:13.000]  耶穌叫門徒來說
[00:04:13.000 --> 00:04:15.000]  我憐憫這群人
[00:04:15.000 --> 00:04:17.000]  因為他們同我在這裏
[00:04:17.000 --> 00:04:20.000]  已經三天沒有吃的東西了
