
[00:00:00.000 --> 00:00:04.000]  今日他分享到這個題目的時候,
[00:00:04.000 --> 00:00:08.000]  「破平、傾外,耀眼生命」。
[00:00:08.000 --> 00:00:10.000]  不過先講一個背景,
[00:00:10.000 --> 00:00:13.000]  多謝周大興讀本《經文》,
[00:00:13.000 --> 00:00:17.000]  一提到的時候,一個家庭有沒有印象?
[00:00:17.000 --> 00:00:19.000]  馬大、馬利亞,還有誰?
[00:00:19.000 --> 00:00:22.000]  十六、五百生吧?
[00:00:22.000 --> 00:00:24.000]  《若福音》十二章其實是一個,
[00:00:24.000 --> 00:00:26.000]  我想大家可能查經,可能自己讀經,
[00:00:26.000 --> 00:00:29.000]  甚至乎在講道裏面,就是聽道裏面,
[00:00:29.000 --> 00:00:34.000]  可能是一個上上會提到的一個經文。
[00:00:34.000 --> 00:00:39.000]  這個家庭,他們經歷了很多,
[00:00:39.000 --> 00:00:41.000]  經歷了什麼?
[00:00:41.000 --> 00:00:42.000]  拉實路是什麼?
[00:00:42.000 --> 00:00:45.000]  復活是不是?死而復生。
[00:00:45.000 --> 00:00:48.000]  這個家庭裏面有很大的變化,
[00:00:48.000 --> 00:00:53.000]  離離合合,對生命裏面有很多的牽繫。
[00:00:53.000 --> 00:00:57.000]  我想我們這幾年要講離合都不陌生了,
[00:00:57.000 --> 00:01:01.000]  在香港,或者甚至有些親戚、好友,
[00:01:01.000 --> 00:01:03.000]  都選擇在外地生活。
[00:01:03.000 --> 00:01:06.000]  離離合合,對我們帶來很多的變化,
[00:01:06.000 --> 00:01:09.000]  心裏面有很多的牽繫。
[00:01:09.000 --> 00:01:12.000]  當家庭有變化,有經歷的時候,
[00:01:12.000 --> 00:01:17.000]  不單單只是我們個人,整個家庭,
[00:01:17.000 --> 00:01:22.000]  我們對人,對事,看法,都有很多的變化。
[00:01:22.000 --> 00:01:30.000]  所以這個家庭在這個背景下,正正準備一頓飯。
[00:01:30.000 --> 00:01:32.000]  不知道大家這幾年疫情後面,
[00:01:32.000 --> 00:01:35.000]  再能夠一起吃飯有什麼感覺呢?
[00:01:35.000 --> 00:01:37.000]  很多的不一樣。
[00:01:37.000 --> 00:01:41.000]  這個家庭,馬大、瑪利亞、拉實路,
[00:01:41.000 --> 00:01:45.000]  同樣都經歷了一個很不一樣的晚餐。
[00:01:45.000 --> 00:01:50.000]  經文提到他們,約翰,這個寫手,
[00:01:50.000 --> 00:01:54.000]  開始的時候,第一節裏面,都提到拉實路復活這件事。
[00:01:54.000 --> 00:01:57.000]  他好像龐伯一樣,帶著這個背景,
[00:01:57.000 --> 00:02:01.000]  去進入這個寓意節之前的一頓飯。
[00:02:01.000 --> 00:02:07.000]  這個背景也是耶穌準備被捕、受難、受苦的日子,
[00:02:07.000 --> 00:02:10.000]  就好像剛才師哥提到的一樣。
[00:02:10.000 --> 00:02:14.000]  這三姐弟經歷了這個翻天覆地的背景,
[00:02:14.000 --> 00:02:17.000]  進入這個晚餐。
[00:02:17.000 --> 00:02:21.000]  其實大家知道,這個家庭和耶穌都不陌生,對不對?
[00:02:21.000 --> 00:02:23.000]  正常他們有很多接觸。
[00:02:23.000 --> 00:02:27.000]  有沒有印象,我們提到馬大、瑪利亞有什麼背景?
[00:02:27.000 --> 00:02:34.000]  馬大就很忙,預備吃飯,瑪利亞就專注聽到,
[00:02:34.000 --> 00:02:40.000]  讓他們認識一段很長的時間。
[00:02:40.000 --> 00:02:45.000]  今天這個晚餐,其實在拉實路才看到,
[00:02:45.000 --> 00:02:49.000]  死而復活之後發生。
[00:02:49.000 --> 00:02:55.000]  拉實路這個神蹟奇事,如果大家讀到聖經的時候,
[00:02:55.000 --> 00:02:57.000]  在那段經文裏面看到,
[00:02:57.000 --> 00:03:01.000]  拉實路死了多久才復生?
[00:03:01.000 --> 00:03:03.000]  三天,對不對?
[00:03:03.000 --> 00:03:07.000]  三天,如果大家對這個經文背景有印象的時候,
[00:03:07.000 --> 00:03:11.000]  三天在猶太人的文化裏面是什麼意思?
[00:03:11.000 --> 00:03:20.000]  完全的死去,耶穌去進入這個地方之前,
[00:03:20.000 --> 00:03:23.000]  其實祂某程度上是等了幾天,
[00:03:23.000 --> 00:03:28.000]  等到死去,完全的死去,祂來到的時候,
[00:03:28.000 --> 00:03:30.000]  施顯這個神蹟,
[00:03:30.000 --> 00:03:37.000]  叫人認認真身,認得這是上帝的工作。
[00:03:37.000 --> 00:03:41.000]  神蹟更加是一個記號。
[00:03:41.000 --> 00:03:43.000]  《讓福音》裏面有七個記號,
[00:03:43.000 --> 00:03:46.000]  這是其中一個的神蹟記號,
[00:03:46.000 --> 00:03:49.000]  耶穌能夠叫生命復活。
[00:03:49.000 --> 00:03:53.000]  很記得讓當時的人,
[00:03:53.000 --> 00:03:57.000]  看到是上帝介入才能夠發生。
[00:03:57.000 --> 00:03:59.000]  所以當經文祈禱,
[00:03:59.000 --> 00:04:05.000]  拉實路也在和耶穌坐席的人中間,
[00:04:05.000 --> 00:04:07.000]  其實當日吃飯的時候,
[00:04:07.000 --> 00:04:09.000]  有些人某程度上這樣說,
[00:04:09.000 --> 00:04:12.000]  是熱鬧的,什麼意思?
[00:04:12.000 --> 00:04:14.000]  拉實路復活,復活的,
[00:04:14.000 --> 00:04:16.000]  看到一個復活的人,
[00:04:16.000 --> 00:04:20.000]  所以當時有一個這樣的背景。
[00:04:20.000 --> 00:04:23.000]  馬大去預備這個賢職,
[00:04:23.000 --> 00:04:26.000]  這次不要說他了,
[00:04:26.000 --> 00:04:28.000]  馬大很清楚,
[00:04:28.000 --> 00:04:31.000]  他憑著他的心好好的去服侍,
[00:04:31.000 --> 00:04:33.000]  也沒有去埋怨。
[00:04:33.000 --> 00:04:38.000]  這次馬利亞有些不一樣的行動,
[00:04:38.000 --> 00:04:42.000]  之前看到馬利亞坐在耶穌腳前,
[00:04:42.000 --> 00:04:44.000]  聽到嗎?
[00:04:44.000 --> 00:04:47.000]  馬大就說:「嘩!為什麼不幫忙?
[00:04:47.000 --> 00:04:48.000]  耶穌叫他幫忙吧!」
[00:04:48.000 --> 00:04:50.000]  當時這裏有些文化背景,
[00:04:50.000 --> 00:04:52.000]  這次不詳題。
[00:04:52.000 --> 00:04:55.000]  這次馬利亞也不一樣,
[00:04:55.000 --> 00:04:59.000]  他拿著一個極貴的珍拿達香膏,
[00:04:59.000 --> 00:05:03.000]  當時也讀到那些經文。
[00:05:03.000 --> 00:05:05.000]  馬利亞以不計成本的香膏,
[00:05:05.000 --> 00:05:09.000]  完全傾倒在耶穌的身上。
[00:05:09.000 --> 00:05:12.000]  這是今天經文的核心,
[00:05:12.000 --> 00:05:17.000]  讓我們更詳細的看下去。
[00:05:17.000 --> 00:05:19.000]  《一個家庭意外》,
[00:05:19.000 --> 00:05:22.000]  經文裏面提到兩個的器皿,
[00:05:22.000 --> 00:05:23.000]  不要誤會,
[00:05:23.000 --> 00:05:27.000]  這不是當天的倉庫,
[00:05:27.000 --> 00:05:30.000]  網上可以找到一個更漂亮的倉庫,
[00:05:30.000 --> 00:05:31.000]  不要誤會,
[00:05:31.000 --> 00:05:32.000]  這不是那個肉瓶,
[00:05:32.000 --> 00:05:34.000]  我找不到那個肉瓶的樣子,
[00:05:34.000 --> 00:05:36.000]  不過就是那個倉庫。
[00:05:36.000 --> 00:05:41.000]  另外還有一個黑色的器皿,
[00:05:41.000 --> 00:05:43.000]  當然也不是當年的,
[00:05:43.000 --> 00:05:46.000]  不是這個意思。
[00:05:46.000 --> 00:05:50.000]  不過當晚去晚餐的時候,
[00:05:50.000 --> 00:05:53.000]  就出現了兩個器皿。
[00:05:53.000 --> 00:06:00.000]  先說第一個。
[00:06:00.000 --> 00:06:04.000]  這個是裝一個香膏,
[00:06:04.000 --> 00:06:08.000]  極貴的香膏。
[00:06:08.000 --> 00:06:11.000]  大家可能過去聽到,
[00:06:11.000 --> 00:06:12.000]  或者查經也知道,
[00:06:12.000 --> 00:06:14.000]  很貴,一年薪水,
[00:06:14.000 --> 00:06:16.000]  總之就很貴。
[00:06:16.000 --> 00:06:17.000]  問題就是,
[00:06:17.000 --> 00:06:20.000]  為什麼這麼值得這麼貴呢?
[00:06:20.000 --> 00:06:25.000]  我昨天陪家人去到某些商場的店鋪,
[00:06:25.000 --> 00:06:27.000]  其實現在周圍都有些香料,
[00:06:27.000 --> 00:06:30.000]  香薰、香油、香膏,
[00:06:30.000 --> 00:06:31.000]  也不是很貴,
[00:06:31.000 --> 00:06:33.000]  也貴幾十元。
[00:06:33.000 --> 00:06:36.000]  不過為什麼這個值得這麼貴呢?
[00:06:36.000 --> 00:06:37.000]  查過資料,
[00:06:37.000 --> 00:06:41.000]  原來這些香膏很有可能來自很遠的地方,
[00:06:41.000 --> 00:06:44.000]  當時的很遠地方。
[00:06:44.000 --> 00:06:48.000]  大家知道當時在猶太地,
[00:06:48.000 --> 00:06:50.000]  那個香膏是從哪裡來的呢?
[00:06:50.000 --> 00:06:53.000]  他說有可能是從喜馬拉雅山一帶來的。
[00:06:53.000 --> 00:06:54.000]  意思是什麼呢?
[00:06:54.000 --> 00:06:58.000]  是從印度、亞洲西部一帶來的。
[00:06:58.000 --> 00:06:59.000]  需要提煉,
[00:06:59.000 --> 00:07:00.000]  需要儲存,
[00:07:00.000 --> 00:07:01.000]  還要運送。
[00:07:01.000 --> 00:07:04.000]  哇,非常複雜。
[00:07:04.000 --> 00:07:07.000]  當時要這樣運送,
[00:07:07.000 --> 00:07:09.000]  還要送過來的時候,
[00:07:09.000 --> 00:07:13.000]  一定是非常珍貴。
[00:07:13.000 --> 00:07:15.000]  當這麼珍貴的時候,
[00:07:15.000 --> 00:07:17.000]  大家就會很明白,
[00:07:17.000 --> 00:07:19.000]  就算買得起,
[00:07:19.000 --> 00:07:21.000]  你都會怎樣?
[00:07:21.000 --> 00:07:23.000]  好好地儲存。
[00:07:23.000 --> 00:07:25.000]  一定是很重要、
[00:07:25.000 --> 00:07:29.000]  很特別的日子才用。
[00:07:29.000 --> 00:07:30.000]  丙智梅,
[00:07:30.000 --> 00:07:31.000]  如果你用的時候,
[00:07:31.000 --> 00:07:33.000]  你會怎麼用呢?
[00:07:33.000 --> 00:07:35.000]  我家裡也有的。
[00:07:35.000 --> 00:07:37.000]  現在很好的,
[00:07:37.000 --> 00:07:40.000]  那些是有蓋子扭著的。
[00:07:40.000 --> 00:07:41.000]  現在以前那些,
[00:07:41.000 --> 00:07:43.000]  一打開就用了。
[00:07:43.000 --> 00:07:44.000]  現在有蓋子,
[00:07:44.000 --> 00:07:46.000]  我也捨不得扭起來,
[00:07:46.000 --> 00:07:47.000]  太太經常說,
[00:07:47.000 --> 00:07:48.000]  扭起來吧,
[00:07:48.000 --> 00:07:50.000]  扭光了。
[00:07:50.000 --> 00:07:51.000]  珍惜,
[00:07:51.000 --> 00:07:52.000]  這樣用,
[00:07:52.000 --> 00:07:56.000]  非常珍貴。
[00:07:56.000 --> 00:07:57.000]  不過,
[00:07:57.000 --> 00:07:58.000]  經文提到,
[00:07:58.000 --> 00:08:01.000]  瑪利亞一來就把玉瓶…
[00:08:01.000 --> 00:08:02.000]  怎樣呢?
[00:08:02.000 --> 00:08:04.000]  打破。
[00:08:04.000 --> 00:08:06.000]  沒有機會再裝得起,
[00:08:06.000 --> 00:08:09.000]  並且從耶穌的頭上,
[00:08:09.000 --> 00:08:11.000]  一路挑管下來,
[00:08:11.000 --> 00:08:15.000]  全部用盡。
[00:08:15.000 --> 00:08:16.000]  丙智梅,
[00:08:16.000 --> 00:08:18.000]  用這樣的背景,
[00:08:18.000 --> 00:08:20.000]  你就會想,
[00:08:20.000 --> 00:08:22.000]  為什麼當時,
[00:08:22.000 --> 00:08:24.000]  在場一起吃飯,
[00:08:24.000 --> 00:08:25.000]  無論門徒,
[00:08:25.000 --> 00:08:27.000]  或者在場的人,
[00:08:27.000 --> 00:08:30.000]  出現了一個意見就是,
[00:08:30.000 --> 00:08:33.000]  為什麼這麼浪費?
[00:08:33.000 --> 00:08:38.000]  不單止金錢一定是表達價值,
[00:08:38.000 --> 00:08:42.000]  不過背後原來是這麼珍貴。
[00:08:42.000 --> 00:08:44.000]  這麼多的工序,
[00:08:44.000 --> 00:08:47.000]  這麼多花的心思,
[00:08:47.000 --> 00:08:48.000]  但是瑪利亞,
[00:08:48.000 --> 00:08:51.000]  完全毫無保留,
[00:08:51.000 --> 00:08:55.000]  一次用盡。
[00:08:55.000 --> 00:08:57.000]  可能我們都會問,
[00:08:57.000 --> 00:09:00.000]  有這樣的背景的時候,
[00:09:00.000 --> 00:09:03.000]  為什麼要這樣使用呢?
[00:09:03.000 --> 00:09:06.000]  不過剛才我都花了一段篇幅,
[00:09:06.000 --> 00:09:08.000]  提到這個家庭,
[00:09:08.000 --> 00:09:10.000]  和耶穌之間的關係。
[00:09:10.000 --> 00:09:11.000]  當然,
[00:09:11.000 --> 00:09:12.000]  經文亦都會提到,
[00:09:12.000 --> 00:09:14.000]  耶穌會提到,
[00:09:14.000 --> 00:09:18.000]  瑪利亞都是為祂安葬準備等等等等。
