
[00:00:00.000 --> 00:00:02.400]  大家好,早晨
[00:00:02.400 --> 00:00:06.280]  今天我講到的題目呢
[00:00:06.280 --> 00:00:10.640]  就是新約中的情緒三,愛上
[00:00:10.640 --> 00:00:12.760]  我覺得做人要有頭有尾的
[00:00:12.760 --> 00:00:16.880]  我洗濕了頭,開始了新約中的情緒一
[00:00:16.880 --> 00:00:18.560]  那就要講下去的
[00:00:18.560 --> 00:00:21.120]  其實我有些掙扎講不講這個題目的
[00:00:21.120 --> 00:00:23.840]  因為我覺得我自己不太能carry這個題目
[00:00:23.840 --> 00:00:25.560]  第一,我不是讀counseling
[00:00:25.560 --> 00:00:27.400]  第二,我又沒有讀過心理學
[00:00:27.400 --> 00:00:30.560]  即是Bella來說,這篇講到就好像對很多
[00:00:30.560 --> 00:00:33.520]  但我來說就好像令到這個情緒變得很低
[00:00:33.520 --> 00:00:37.160]  很低B,好像即刻變得很沒有深度
[00:00:37.160 --> 00:00:39.000]  但我覺得都沒有辦法了
[00:00:39.000 --> 00:00:41.320]  這篇講到是我幾個月之前已經預備了
[00:00:41.320 --> 00:00:42.920]  因為洗濕了頭
[00:00:42.920 --> 00:00:45.720]  所以今天我覺得都要完成這個系列的
[00:00:45.720 --> 00:00:48.080]  所以今天就會跟大家去講下
[00:00:48.080 --> 00:00:51.920]  究竟在新約裡面是怎樣看愛上的呢
[00:00:51.920 --> 00:00:54.200]  那和之前兩次講到都一樣
[00:00:54.200 --> 00:00:57.280]  我們會首先去看一些現代的定義
[00:00:57.280 --> 00:00:58.200]  怎樣看愛上
[00:00:58.200 --> 00:01:00.080]  然後我們再去比較一下
[00:01:00.080 --> 00:01:02.560]  新約時代的人怎樣看愛上
[00:01:02.560 --> 00:01:05.040]  和新約的作者怎樣看愛上
[00:01:05.040 --> 00:01:06.840]  和對我們有什麼反思
[00:01:06.840 --> 00:01:09.320]  那我想先問一個問題
[00:01:09.320 --> 00:01:13.840]  誰覺得自己是從來都沒有試過愛上的舉手
[00:01:13.840 --> 00:01:15.920]  有沒有人未試過傷心的
[00:01:15.920 --> 00:01:17.080]  應該不會吧
[00:01:17.080 --> 00:01:20.240]  即是這個問題是對我們每一個人都識切的
[00:01:20.240 --> 00:01:21.800]  那我再問一個問題
[00:01:21.800 --> 00:01:23.200]  哪個人你覺得呢
[00:01:23.200 --> 00:01:24.960]  這裡有哪個人你覺得
[00:01:24.960 --> 00:01:27.680]  你是不喜歡愛上的舉手
[00:01:27.680 --> 00:01:28.880]  你是不喜歡愛上
[00:01:28.880 --> 00:01:30.080]  應該多一點吧
[00:01:30.080 --> 00:01:30.640]  是的
[00:01:30.640 --> 00:01:32.040]  即是開始多一些人會講
[00:01:32.040 --> 00:01:34.000]  你覺得不喜歡愛上
[00:01:34.000 --> 00:01:36.840]  其實愛上是對於我們人類來講
[00:01:36.840 --> 00:01:39.800]  是一個很大的難題
[00:01:39.800 --> 00:01:42.640]  即是我們每一個人都會經歷愛上
[00:01:42.640 --> 00:01:45.640]  但是很多時其實我們不是很喜歡愛上
[00:01:45.640 --> 00:01:47.160]  因為愛上是一樣
[00:01:47.160 --> 00:01:49.280]  我們都覺得是一樣負面的東西
[00:01:49.280 --> 00:01:51.800]  或者是一樣很難去處理
[00:01:51.800 --> 00:01:53.640]  很難去面對的東西
[00:01:53.640 --> 00:01:55.400]  那我們首先去看看
[00:01:55.400 --> 00:01:59.040]  究竟現代的心理學是怎樣看愛上
[00:01:59.040 --> 00:02:01.080]  究竟愛上是什麼來的呢
[00:02:01.080 --> 00:02:04.200]  那又是這個APA美國心理學會了
[00:02:04.200 --> 00:02:06.600]  那它怎樣定義愛上呢
[00:02:06.600 --> 00:02:10.800]  愛上就是當人失去了一些很重要的人
[00:02:10.800 --> 00:02:11.960]  事或者物的時候
[00:02:11.960 --> 00:02:13.800]  例如親人
[00:02:13.800 --> 00:02:16.560]  之後所經歷的那種痛苦
[00:02:16.560 --> 00:02:19.240]  那種pain就是愛上了
[00:02:19.240 --> 00:02:21.880]  這個就是APA的定義
[00:02:21.880 --> 00:02:24.920]  那我們又看這個每一次講到都出場的人
[00:02:24.920 --> 00:02:25.880]  Paul Edmund
[00:02:25.880 --> 00:02:28.280]  那他就認為這個心理學家
[00:02:28.280 --> 00:02:29.280]  我之前講過了
[00:02:29.280 --> 00:02:31.360]  就是他是研究情緒的
[00:02:31.360 --> 00:02:35.720]  那他就定義愛上是七種的基本情緒之一
[00:02:35.720 --> 00:02:39.280]  和我之前講過的憤怒和恐懼都是一樣
[00:02:39.280 --> 00:02:40.960]  都是基本情緒來的
[00:02:40.960 --> 00:02:43.200]  是因為失去重要的人
[00:02:43.200 --> 00:02:45.240]  或者事物而產生的
[00:02:45.240 --> 00:02:47.080]  那導致我們愛上的原因
[00:02:47.080 --> 00:02:49.320]  因為個人和文化
[00:02:49.320 --> 00:02:51.600]  對於什麼是失去的看法
[00:02:51.600 --> 00:02:53.640]  而有所不同的
[00:02:53.640 --> 00:02:56.320]  雖然哀傷是一種負面的情緒
[00:02:56.320 --> 00:02:58.000]  但是它是很有作用的
[00:02:58.000 --> 00:02:59.000]  Paul Edmund覺得
[00:02:59.000 --> 00:03:00.480]  因為它發出了一種
[00:03:00.480 --> 00:03:04.160]  人需要接受幫助或者安慰的信息
[00:03:04.160 --> 00:03:05.320]  簡單來講是什麼呢
[00:03:05.320 --> 00:03:06.480]  就是這樣
[00:03:06.480 --> 00:03:08.120]  假設我是一個人
[00:03:08.120 --> 00:03:11.480]  我經歷了一些很創傷的事情
[00:03:11.480 --> 00:03:13.960]  例如可能我死了一個親人
[00:03:13.960 --> 00:03:16.240]  但如果我不懂得哀傷的話會怎樣
[00:03:16.240 --> 00:03:17.200]  那些人不知道
[00:03:17.200 --> 00:03:19.440]  原來我經歷了一件很慘的事
[00:03:19.440 --> 00:03:20.840]  他就不會幫我了
[00:03:20.840 --> 00:03:24.040]  所以哀傷在一個人類的社會裡面
[00:03:24.040 --> 00:03:26.080]  是一個很重要的功用
[00:03:26.080 --> 00:03:27.200]  在一個社群裡面
[00:03:27.200 --> 00:03:29.800]  其實是發揮了一種信號的功用
[00:03:29.800 --> 00:03:31.760]  就是當一個人哀傷的時候
[00:03:31.760 --> 00:03:34.520]  其實他是在告訴別人他受到傷害
[00:03:34.520 --> 00:03:36.720]  他是在告訴身邊的人
[00:03:36.720 --> 00:03:39.400]  告訴社群他需要幫助
[00:03:39.400 --> 00:03:41.320]  所以如果一個人不懂得哀傷
[00:03:41.320 --> 00:03:44.240]  在社群裡面是有一個危機的
[00:03:44.240 --> 00:03:46.640]  就是他受了傷
[00:03:46.640 --> 00:03:47.760]  他死了
[00:03:47.760 --> 00:03:49.480]  都沒有人會知道關心他
[00:03:49.480 --> 00:03:52.520]  因為他發出不了哀傷這種信號
[00:03:52.520 --> 00:03:54.520]  所以這就是Paul Edmund在說
[00:03:54.520 --> 00:03:58.520]  哀傷在社群裡面的那種作用是什麼
[00:03:58.520 --> 00:04:00.240]  我們又看看
[00:04:00.240 --> 00:04:01.440]  回到古代
[00:04:01.440 --> 00:04:02.560]  耶穌的時代
[00:04:02.560 --> 00:04:03.440]  新約的時代
[00:04:03.440 --> 00:04:05.720]  究竟人們是怎麼看哀傷的呢
[00:04:05.720 --> 00:04:08.120]  我們回到一個很出名的哲學流派
[00:04:08.120 --> 00:04:11.000]  叫做Stoicism 斯多亞主義
[00:04:11.000 --> 00:04:12.280]  我上次也有說過
[00:04:12.280 --> 00:04:13.880]  說恐懼的時候也有說過
[00:04:13.880 --> 00:04:17.120]  他們是將情緒分成四種
[00:04:17.120 --> 00:04:18.160]  四大類
[00:04:18.160 --> 00:04:21.800]  他們認為在現在經歷好的事情的時候
[00:04:21.800 --> 00:04:24.480]  那種就是Pressure 就是歡樂
[00:04:24.480 --> 00:04:27.040]  當你期望未來經歷一些好的事情
[00:04:27.040 --> 00:04:29.600]  那種情緒就是Desire 渴望
[00:04:29.600 --> 00:04:33.160]  當你現在經歷一些壞的事情
[00:04:33.160 --> 00:04:35.760]  那種感受就叫做哀傷
[00:04:35.760 --> 00:04:38.600]  而當你預期你未來會經歷一些差的事情
[00:04:38.600 --> 00:04:39.520]  我上次說過
[00:04:39.520 --> 00:04:41.760]  那種情緒就是恐懼
[00:04:41.760 --> 00:04:45.560]  所以哀傷對於斯多亞主義的哲學家來說是怎樣
[00:04:45.560 --> 00:04:48.720]  就是當人在經歷一些差的事情
[00:04:48.720 --> 00:04:52.760]  那一刻的感受就叫做哀傷
[00:04:52.760 --> 00:04:54.120]  我上次也有提過
[00:04:54.120 --> 00:04:56.760]  對於這些斯多亞哲學家來說
[00:04:56.760 --> 00:05:00.520]  他們認為人生只有一樣東西是好事物
[00:05:00.520 --> 00:05:01.760]  就是美德
[00:05:01.760 --> 00:05:05.280]  才是人生最重要值得追求唯一的好事物
[00:05:05.280 --> 00:05:06.800]  簡單來說是什麼呢
[00:05:06.800 --> 00:05:09.480]  你的朋友 親人 愛人 情人
[00:05:09.480 --> 00:05:10.560]  對了 為什麼愛人和情人
[00:05:10.560 --> 00:05:11.640]  對了 無論如何
[00:05:11.640 --> 00:05:14.760]  總之你的朋友 親人和所有的東西都不重要
[00:05:14.760 --> 00:05:16.360]  你的財產都不重要
[00:05:16.360 --> 00:05:17.360]  沒有了也不重要
[00:05:17.360 --> 00:05:20.600]  因為最重要的是人是需要有美德
[00:05:20.600 --> 00:05:23.920]  所以其他東西失去了其實也沒有關係
[00:05:23.920 --> 00:05:25.360]  都是不一樣的
[00:05:25.360 --> 00:05:27.640]  簡單來說推論出來是什麼
[00:05:27.640 --> 00:05:31.880]  人是不應該因為失去任何東西而哀傷
[00:05:31.880 --> 00:05:34.880]  這件事對於我們現代人來說很難接受
[00:05:34.880 --> 00:05:37.640]  但是那時候是一個很流行的哲學流派
[00:05:37.640 --> 00:05:39.120]  斯多亞主義
[00:05:39.120 --> 00:05:40.840]  他們真的覺得
[00:05:40.840 --> 00:05:44.120]  人是不應該失去任何東西而哀傷
[00:05:44.120 --> 00:05:46.920]  所以哀傷對於斯多亞哲學來說是什麼
[00:05:46.920 --> 00:05:50.080]  哀傷是一件道德上不好的事情
[00:05:50.080 --> 00:05:52.080]  就是你道德差才會哀傷
[00:05:52.080 --> 00:05:53.480]  為什麼 因為如果你道德好
[00:05:53.480 --> 00:05:56.600]  就會覺得只有德行才是我應該追求
[00:05:56.600 --> 00:05:57.880]  所以就算我死了親人
[00:05:57.880 --> 00:05:59.480]  我也不應該哀傷
[00:05:59.480 --> 00:06:01.200]  但是你因為死了親人而哀傷
[00:06:01.200 --> 00:06:02.280]  就是說什麼
[00:06:02.280 --> 00:06:03.520]  你道德差
[00:06:03.520 --> 00:06:05.640]  是的 他們真的是這樣想的
[00:06:05.640 --> 00:06:07.720]  這是跟道德有關
[00:06:07.720 --> 00:06:11.320]  哀傷是一種道德不好的表現
[00:06:11.320 --> 00:06:13.360]  為了讓大家更深理解
[00:06:13.360 --> 00:06:16.480]  究竟這群斯多亞哲學家是怎樣安慰人
[00:06:16.480 --> 00:06:18.160]  或者他們怎樣看哀傷
[00:06:18.160 --> 00:06:20.600]  我引用了一些他們的文獻
[00:06:20.600 --> 00:06:23.200]  這個是很出名的斯多亞哲學家
[00:06:23.200 --> 00:06:24.560]  耶穌時代的
[00:06:24.560 --> 00:06:26.080]  叫做Epictetus
[00:06:26.080 --> 00:06:27.680]  愛彼赫泰德
[00:06:27.680 --> 00:06:29.040]  是的 很難讀
[00:06:29.040 --> 00:06:30.280]  愛彼赫泰德
[00:06:30.280 --> 00:06:31.400]  他是這麼說的
[00:06:31.400 --> 00:06:35.840]  他說永遠不要因為失去任何東西而說
[00:06:35.840 --> 00:06:37.000]  我失去了他
[00:06:37.000 --> 00:06:39.800]  而是要說我已經歸還了他
[00:06:39.800 --> 00:06:41.520]  如果你兒子死了的話
[00:06:41.520 --> 00:06:42.920]  他已經歸還了
[00:06:42.920 --> 00:06:44.080]  你的老婆死了的話
[00:06:44.080 --> 00:06:45.200]  他已經歸還了
[00:06:45.200 --> 00:06:46.520]  你的財產被沒收的話
[00:06:46.520 --> 00:06:47.640]  也是被歸還了
[00:06:47.640 --> 00:06:49.080]  所以你不要因為這些東西而不開心
[00:06:49.080 --> 00:06:50.640]  因為那些東西不是你的
[00:06:50.640 --> 00:06:51.960]  就算你老婆死了
[00:06:51.960 --> 00:06:52.720]  也不要不開心
[00:06:52.720 --> 00:06:53.720]  因為他不是你的
[00:06:53.720 --> 00:06:55.080]  你還了他而已 是不是
[00:06:55.080 --> 00:06:56.480]  所以不用不開心
[00:06:56.480 --> 00:06:57.800]  這個還不夠厲害
[00:06:57.800 --> 00:06:59.800]  我們再看看他怎樣安慰人
[00:06:59.800 --> 00:07:01.040]  是這麼說的
[00:07:01.040 --> 00:07:03.320]  這個也是Epictetus說的
[00:07:03.320 --> 00:07:04.960]  就是他教人怎樣面對哀傷
[00:07:04.960 --> 00:07:05.920]  他是這麼說的
[00:07:05.920 --> 00:07:07.080]  從現在開始
[00:07:07.080 --> 00:07:09.840]  每當你對任何東西感到高興的時候
[00:07:09.840 --> 00:07:11.440]  記住想相反的方向
[00:07:11.440 --> 00:07:12.720]  相反的畫面
[00:07:12.720 --> 00:07:14.920]  當你在臨睡之前疼愛你的兒子的時候
[00:07:14.920 --> 00:07:16.520]  就要低聲跟他說
[00:07:16.520 --> 00:07:18.240]  你明天就會死了
[00:07:18.240 --> 00:07:20.000]  那有什麼壞處呢
[00:07:20.000 --> 00:07:21.800]  或者你跟你的朋友說
[00:07:21.800 --> 00:07:23.240]  你明天就會走
[00:07:23.240 --> 00:07:24.320]  或者我會走
[00:07:24.320 --> 00:07:26.560]  我們以後都不會見到對方
[00:07:26.560 --> 00:07:27.880]  他真的這麼說的
[00:07:27.880 --> 00:07:28.840]  這是真的
[00:07:28.840 --> 00:07:30.240]  我是引用文獻
[00:07:30.240 --> 00:07:33.200]  當時的斯多哈哲學家真的這麼說的
[00:07:33.200 --> 00:07:34.840]  他在預備人的心
[00:07:34.840 --> 00:07:36.440]  就是你不要看你的朋友很重要
[00:07:36.440 --> 00:07:38.120]  你不要看你的兒子很重要
[00:07:38.120 --> 00:07:39.760]  你不時都跟他們說
[00:07:39.760 --> 00:07:40.440]  或者跟自己說
[00:07:40.440 --> 00:07:41.680]  他們是不重要的
[00:07:41.680 --> 00:07:43.000]  他們真的不在的時候
[00:07:43.000 --> 00:07:44.800]  你就不會哀傷了
[00:07:44.800 --> 00:07:48.280]  但是人始終是會哀傷的
[00:07:48.280 --> 00:07:50.760]  當你面對一些哀傷的人
[00:07:50.760 --> 00:07:52.280]  應該怎麼處理呢
[00:07:52.280 --> 00:07:54.480]  Epictetus就這麼說的
[00:07:54.480 --> 00:07:57.520]  當你見到有人傷心哭泣的時候
[00:07:57.520 --> 00:07:58.920]  或是因為失去孩子
[00:07:58.920 --> 00:08:00.520]  或是因為失去財產
[00:08:00.520 --> 00:08:02.200]  你要留心
[00:08:02.200 --> 00:08:05.920]  千萬不要以為這個人真的在受苦
[00:08:05.920 --> 00:08:06.960]  他不是在受苦
[00:08:06.960 --> 00:08:08.240]  那些東西是假的
[00:08:08.240 --> 00:08:10.000]  你要保持警惕
[00:08:10.000 --> 00:08:12.160]  要警惕 哀傷這件事很危險
[00:08:12.160 --> 00:08:13.440]  要警惕
[00:08:13.440 --> 00:08:18.640]  因為這個人真實地是不會感到痛苦的
