
[00:00:00.000 --> 00:00:02.000]  我們要討論一個題目
[00:00:02.000 --> 00:00:04.000]  那麼我們常常
[00:00:04.000 --> 00:00:06.000]  很多時候我們常常會問
[00:00:06.000 --> 00:00:08.000]  或者是我今天問你
[00:00:08.000 --> 00:00:10.000]  一個問題
[00:00:10.000 --> 00:00:12.000]  人生到底像什麼
[00:00:12.000 --> 00:00:14.000]  人生像什麼
[00:00:14.000 --> 00:00:16.000]  我們人的一生像什麼
[00:00:16.000 --> 00:00:18.000]  OK
[00:00:18.000 --> 00:00:20.000]  說實在話我們每個人都有答案的
[00:00:20.000 --> 00:00:22.000]  對不對
[00:00:22.000 --> 00:00:24.000]  It depends on你自己看的是什麼書
[00:00:24.000 --> 00:00:26.000]  第二件事情那個作者是誰
[00:00:26.000 --> 00:00:28.000]  然後呢
[00:00:28.000 --> 00:00:30.000]  或者是說
[00:00:30.000 --> 00:00:32.000]  誰寫的詩
[00:00:32.000 --> 00:00:34.000]  所以我們過去有很多的想法
[00:00:34.000 --> 00:00:36.000]  我們想說人生
[00:00:36.000 --> 00:00:38.000]  那有的人說人生像一個
[00:00:38.000 --> 00:00:40.000]  像一片雲霧
[00:00:40.000 --> 00:00:42.000]  對不對
[00:00:42.000 --> 00:00:44.000]  出現哨石就不見了
[00:00:44.000 --> 00:00:46.000]  那麼兩片雲碰在一起
[00:00:46.000 --> 00:00:48.000]  然後他們就結婚了
[00:00:48.000 --> 00:00:50.000]  結了婚之後呢
[00:00:50.000 --> 00:00:52.000]  後來就雲又不見了
[00:00:52.000 --> 00:00:54.000]  下雨
[00:00:54.000 --> 00:00:56.000]  所以人生真的是
[00:00:56.000 --> 00:00:58.000]  我們常常會聽到我們也會討論
[00:00:58.000 --> 00:01:00.000]  在我們當中
[00:01:00.000 --> 00:01:02.000]  有人已經過了
[00:01:02.000 --> 00:01:04.000]  五分之一了
[00:01:04.000 --> 00:01:06.000]  那麼有的人呢已經過了
[00:01:06.000 --> 00:01:08.000]  二分之一
[00:01:08.000 --> 00:01:10.000]  三分之一二分之一
[00:01:10.000 --> 00:01:12.000]  有的人過了四分之一
[00:01:12.000 --> 00:01:14.000]  有的人過了四分之三
[00:01:14.000 --> 00:01:16.000]  有的人過了五分之四像我一樣
[00:01:16.000 --> 00:01:18.000]  那麼
[00:01:18.000 --> 00:01:20.000]  不管你過了多少
[00:01:20.000 --> 00:01:22.000]  你是怎麼看人生
[00:01:22.000 --> 00:01:24.000]  人生到底像什麼
[00:01:24.000 --> 00:01:26.000]  我們要怎麼樣來
[00:01:26.000 --> 00:01:28.000]  比較
[00:01:28.000 --> 00:01:30.000]  那今天借著菲律賓書第三章
[00:01:30.000 --> 00:01:32.000]  第九節到十一節
[00:01:32.000 --> 00:01:34.000]  還有十二節到十六節
[00:01:34.000 --> 00:01:36.000]  讓我們來思想這個問題
[00:01:36.000 --> 00:01:38.000]  我們一起翻開聖經
[00:01:38.000 --> 00:01:40.000]  菲律賓書第三章第九節
[00:01:40.000 --> 00:01:42.000]  我們一直念到第十六節
[00:01:42.000 --> 00:01:44.000]  我們先從第九節念到十一節
[00:01:44.000 --> 00:01:46.000]  好不好
[00:01:46.000 --> 00:01:48.000]  菲律賓書第三章第九節到十一節
[00:01:48.000 --> 00:01:50.000]  我們一起來
[00:01:54.000 --> 00:01:58.000]  我乃是有信基督的義
[00:01:58.000 --> 00:02:00.000]  就是因信神而來的義
[00:02:00.000 --> 00:02:02.000]  使我認識基督
[00:02:02.000 --> 00:02:04.000]  曉得祂復活的大名
[00:02:04.000 --> 00:02:08.000]  並且曉得和祂一同受苦
[00:02:08.000 --> 00:02:10.000]  效法祂的死
[00:02:10.000 --> 00:02:12.000]  或者我也得以從死裡復活
[00:02:12.000 --> 00:02:14.000]  這不是
[00:02:14.000 --> 00:02:16.000]  好我們再從十二節開始念
[00:02:16.000 --> 00:02:18.000]  到十六節
[00:02:18.000 --> 00:02:20.000]  這不是說我已經得著了
[00:02:20.000 --> 00:02:22.000]  已經完全了
[00:02:22.000 --> 00:02:24.000]  我乃是接力追求
[00:02:24.000 --> 00:02:26.000]  或者可以得著基督耶穌
[00:02:26.000 --> 00:02:30.000]  所以得著我的弟兄們
[00:02:30.000 --> 00:02:34.000]  我不是以為自己已經
[00:02:34.000 --> 00:02:36.000]  對不起
[00:02:36.000 --> 00:02:38.000]  背後努力
[00:02:38.000 --> 00:02:42.000]  面前的向著標竿直跑
[00:02:42.000 --> 00:02:44.000]  要得神在基督耶穌裡
[00:02:44.000 --> 00:02:48.000]  從上面召我來得的獎賞
[00:02:48.000 --> 00:02:50.000]  所以我們中間凡是完全人
[00:02:50.000 --> 00:02:52.000]  總要存這樣的心
[00:02:52.000 --> 00:02:56.000]  若在什麼世上存別樣的心
[00:02:56.000 --> 00:03:00.000]  神也必以此指示你們
[00:03:00.000 --> 00:03:02.000]  然而我們好奇基督
[00:03:02.000 --> 00:03:06.000]  讓我們好奇基督心
[00:03:06.000 --> 00:03:14.000]  這一段聖經聖靈接著保羅
[00:03:14.000 --> 00:03:16.000]  使徒保羅
[00:03:16.000 --> 00:03:18.000]  他啟示給我們
[00:03:18.000 --> 00:03:20.000]  人生到底像什麼
[00:03:20.000 --> 00:03:22.000]  我們在從聖經上面
[00:03:22.000 --> 00:03:24.000]  我們常常看見保羅
[00:03:24.000 --> 00:03:26.000]  他常常用運動
[00:03:26.000 --> 00:03:28.000]  或者是比賽
[00:03:28.000 --> 00:03:30.000]  來形容人生
[00:03:30.000 --> 00:03:32.000]  所以從聖經裡面我們看見
[00:03:32.000 --> 00:03:34.000]  保羅講他說奔跑
[00:03:34.000 --> 00:03:36.000]  他說我奔跑
[00:03:36.000 --> 00:03:38.000]  是用跑的不是用走的
[00:03:38.000 --> 00:03:40.000]  我奔跑不是無定向
[00:03:40.000 --> 00:03:42.000]  他有一個方向
[00:03:42.000 --> 00:03:44.000]  然後他也說我鬥拳
[00:03:44.000 --> 00:03:46.000]  不是打空氣的
[00:03:46.000 --> 00:03:48.000]  然後他又告訴我們說
[00:03:48.000 --> 00:03:52.000]  人在場上比賽一定要按規矩
[00:03:52.000 --> 00:03:54.000]  然後他說教力增盛
[00:03:54.000 --> 00:03:58.000]  凡教力增盛必須要有節制
[00:03:58.000 --> 00:04:00.000]  在場上賽跑大家都跑
[00:04:00.000 --> 00:04:04.000]  得獎的得獎賞的只有一個人
[00:04:04.000 --> 00:04:08.000]  我在想保羅真的是sport fan
[00:04:08.000 --> 00:04:10.000]  他真的很喜歡看sport
[00:04:10.000 --> 00:04:12.000]  我不曉得那個時候是怎麼樣
[00:04:12.000 --> 00:04:14.000]  但是保羅在這裡他告訴我們說
[00:04:14.000 --> 00:04:16.000]  在場上賽跑大家都跑
[00:04:16.000 --> 00:04:18.000]  但是得獎的只有一個人
[00:04:18.000 --> 00:04:20.000]  所以我在想那個時候
[00:04:20.000 --> 00:04:22.000]  他們可能沒有什麼所謂的亞軍
[00:04:22.000 --> 00:04:24.000]  季軍只有金牌
[00:04:24.000 --> 00:04:26.000]  沒有銀牌也沒有銅牌的
[00:04:26.000 --> 00:04:30.000]  這是保羅他讓我們看見
[00:04:30.000 --> 00:04:32.000]  特別是在以夫所述第六章那邊
[00:04:32.000 --> 00:04:34.000]  保羅他告訴我們
[00:04:34.000 --> 00:04:36.000]  他說我們在這個世界上
[00:04:36.000 --> 00:04:38.000]  我們走這一條天路
[00:04:38.000 --> 00:04:40.000]  我們不是與屬血氣的征戰
[00:04:40.000 --> 00:04:42.000]  所以我們不是與有血肉的人征戰
[00:04:42.000 --> 00:04:44.000]  我們不是與人在那裡征戰
[00:04:44.000 --> 00:04:46.000]  或者是從外面看的
[00:04:46.000 --> 00:04:48.000]  我們是跟人在那裡搏鬥
[00:04:48.000 --> 00:04:50.000]  不是的我們乃是與那些在空中
[00:04:50.000 --> 00:04:54.000]  屬靈氣的還有掌權的那些惡魔征戰
[00:04:54.000 --> 00:04:56.000]  這是保羅他讓我們看見
[00:04:56.000 --> 00:04:58.000]  那麼我們信了主之後
[00:04:58.000 --> 00:05:00.000]  我們一個人一生到底
[00:05:00.000 --> 00:05:02.000]  人生到底是什麼意思
[00:05:02.000 --> 00:05:04.000]  其實我告訴你
[00:05:04.000 --> 00:05:06.000]  如果說你從身心上面看
[00:05:06.000 --> 00:05:08.000]  我們也可以看到一個不信主的人
[00:05:08.000 --> 00:05:10.000]  他也是一樣
[00:05:10.000 --> 00:05:12.000]  他說征戰是什麼
[00:05:12.000 --> 00:05:14.000]  他說征戰是沒有
[00:05:14.000 --> 00:05:16.000]  不像我們信了主之後
[00:05:16.000 --> 00:05:18.000]  我們已經從黑暗裡面被牽到愛子的國度裡面
[00:05:18.000 --> 00:05:20.000]  被牽到光明的國度裡面
[00:05:20.000 --> 00:05:22.000]  所以我們開始有征戰
[00:05:22.000 --> 00:05:24.000]  這也是為什麼我們信了主之後
[00:05:24.000 --> 00:05:26.000]  弟兄姊妹有的時候會做見證
[00:05:26.000 --> 00:05:28.000]  過去偷偷拿人家一支筆
