
[00:00:00.000 --> 00:00:05.000]  我不知道你知不知道的情況底下
[00:00:05.000 --> 00:00:07.800]  在你知道還是不知道的情況下
[00:00:07.800 --> 00:00:10.800]  其實我們今天在都市的社會里面
[00:00:10.800 --> 00:00:16.680]  每一個角落被一些天眼監察系統監視着
[00:00:16.680 --> 00:00:20.800]  在都市的生活裏不同的角落都有天眼監察系統
[00:00:20.800 --> 00:00:21.840]  我們都被監視
[00:00:21.840 --> 00:00:24.320]  很多錄影在進行着
[00:00:24.320 --> 00:00:26.520]  很多不同的錄像都在進行
[00:00:26.520 --> 00:00:28.680]  在超級市場你買東西的時候
[00:00:28.680 --> 00:00:32.400]  那些行爲完全是緝錄在那裏的
[00:00:32.400 --> 00:00:33.480]  你沒得逃跑的
[00:00:33.480 --> 00:00:34.520]  如果你犯罪
[00:00:34.520 --> 00:00:37.600]  在超級市場裏頭的購物行爲
[00:00:37.600 --> 00:00:39.520]  都被射進這些錄像當中
[00:00:39.520 --> 00:00:42.320]  你從銀行裏面去兌換銀錢
[00:00:42.320 --> 00:00:44.320]  做交易等等
[00:00:44.320 --> 00:00:46.040]  一切都被錄影的
[00:00:46.040 --> 00:00:49.040]  到銀行裏頭各種的交易都被錄下來
[00:00:49.040 --> 00:00:52.920]  在道路上其實很多的天眼監察着
[00:00:52.920 --> 00:00:56.320]  那些車輛的行走的速度等等
[00:00:56.320 --> 00:00:58.320]  很容易就收牛肉乾的了
[00:00:58.320 --> 00:01:00.600]  道路上也有不同的監察系統
[00:01:00.600 --> 00:01:02.600]  看着駕駛者他們的情況
[00:01:02.600 --> 00:01:04.720]  有問題的時候你就會收到告票
[00:01:04.720 --> 00:01:06.720]  在你的大廈所住的地方
[00:01:06.720 --> 00:01:09.640]  你的電梯裏面是在錄影着你的
[00:01:09.640 --> 00:01:13.800]  在你住的大廈的升降機裏頭也給錄像了
[00:01:13.800 --> 00:01:15.400]  其實是爲了你的安全
[00:01:15.400 --> 00:01:18.600]  如果有真的盜賊來暴蝕你
[00:01:18.600 --> 00:01:22.200]  他都可以有證據來拘捕那個人
[00:01:22.200 --> 00:01:26.160]  有什麼盜賊的行爲都有證據可以追控
[00:01:26.160 --> 00:01:30.240]  但是有些少數的家庭
[00:01:30.240 --> 00:01:34.240]  他們設了一些錄影的祕密
[00:01:34.240 --> 00:01:38.480]  去監察他們的菲傭姐姐和印傭姐姐
[00:01:38.480 --> 00:01:42.200]  有些家庭也祕密地放了一些監控的儀器
[00:01:42.200 --> 00:01:44.160]  去看着他們家的外傭
[00:01:44.160 --> 00:01:46.160]  在他們一天所運作的地方
[00:01:46.160 --> 00:01:47.680]  看得一清二楚
[00:01:47.680 --> 00:01:50.320]  如果對他們的小主人不對
[00:01:50.320 --> 00:01:52.680]  BB不對就回來抽診他們了
[00:01:52.680 --> 00:01:54.200]  對外傭的一舉一動
[00:01:54.200 --> 00:01:56.200]  看得清清楚楚做的不好的事情
[00:01:56.200 --> 00:01:58.120]  對小主人不好的回來
[00:01:58.120 --> 00:02:00.040]  就會拿這些證據報復他們
[00:02:00.040 --> 00:02:02.080]  但這些是不道德的
[00:02:02.080 --> 00:02:03.360]  但這些都是不道德的
[00:02:03.360 --> 00:02:05.040]  但是就是這樣了
[00:02:05.040 --> 00:02:09.160]  我們就已經在所有的錄影之中來生活了
[00:02:09.160 --> 00:02:10.280]  但事情就是這樣
[00:02:10.280 --> 00:02:12.160]  我們活在不同的錄像下
[00:02:12.160 --> 00:02:15.840]  更恐怖的是我們進入中國大陸的時候
[00:02:15.840 --> 00:02:22.040]  很多賓館酒店有針孔機監察我們房裏面的活動
[00:02:22.040 --> 00:02:23.280]  真的是恐怖
[00:02:23.280 --> 00:02:25.920]  可以沒有私隱
[00:02:25.920 --> 00:02:29.040]  更恐怖的就是在內地不同的酒店 賓館
[00:02:29.040 --> 00:02:30.960]  都有一些針孔的攝錄儀器
[00:02:30.960 --> 00:02:32.120]  令人完全沒有意思
[00:02:32.120 --> 00:02:33.960]  你夫婦裏面做些什麼
[00:02:33.960 --> 00:02:39.000]  可以變成他們出賣色情的盒帶
[00:02:39.000 --> 00:02:40.960]  是不是很恐怖
[00:02:40.960 --> 00:02:44.160]  夫婦的一些隱祕行爲都可能被攝錄下來
[00:02:44.160 --> 00:02:45.720]  被賣出去作爲錄像
[00:02:45.720 --> 00:02:46.560]  相當恐怖
[00:02:46.560 --> 00:02:48.760]  爲什麼會有這種情況呢
[00:02:48.760 --> 00:02:54.000]  我回去看我第一講的錄影的時候
[00:02:54.000 --> 00:02:55.840]  我都發覺我很少動作
[00:02:55.840 --> 00:02:57.520]  我搖過鼻子
[00:02:57.520 --> 00:02:59.320]  我撕過這一樣
[00:02:59.320 --> 00:03:01.920]  每一樣東西你都走不掉的
[00:03:01.920 --> 00:03:04.160]  我回看我第一講的錄像的時候
[00:03:04.160 --> 00:03:06.560]  發覺自己有很多的小動作
[00:03:06.560 --> 00:03:08.160]  都一一地放在人前
[00:03:08.160 --> 00:03:12.640]  因爲我們拜太空衛星之幫助
[00:03:12.640 --> 00:03:15.320]  全球的系統的設備
[00:03:15.320 --> 00:03:17.600]  而得到今天的這種情況
[00:03:17.600 --> 00:03:19.720]  因爲現在有太空衛星的幫助
[00:03:19.720 --> 00:03:25.080]  全球有不同的定位系統帶來很多的方便
[00:03:25.080 --> 00:03:28.320]  我們打開我們的手機裏面
[00:03:28.320 --> 00:03:29.440]  找地圖找到
[00:03:29.440 --> 00:03:30.560]  找教會找到
[00:03:30.560 --> 00:03:31.720]  找餐廳找到
[00:03:31.720 --> 00:03:32.840]  什麼都找到的
[00:03:32.840 --> 00:03:37.440]  打開手機找地圖找教會找實踐全都可以找到
[00:03:37.440 --> 00:03:41.920]  這個就是我們多謝科技幫助我們
[00:03:41.920 --> 00:03:46.240]  他們設立了一個所謂全球的指引系統
[00:03:46.240 --> 00:03:48.520]  The Global Position System
[00:03:48.520 --> 00:03:53.200]  我們要謝謝科技帶來了這樣好的全球定位系統
[00:03:53.200 --> 00:03:54.680]  它幫助了我們不少
[00:03:54.680 --> 00:03:56.600]  特別是那些駕車人士
[00:03:56.600 --> 00:03:59.640]  很多時候去外國駕車你不熟路
[00:03:59.640 --> 00:04:00.760]  你靠這個
[00:04:00.760 --> 00:04:05.080]  你向前 向南 轉左轉右
[00:04:05.080 --> 00:04:06.760]  300米就到你了
[00:04:06.760 --> 00:04:08.240]  如果你走錯了
[00:04:08.240 --> 00:04:10.640]  拜託你轉彎再走過
[00:04:10.640 --> 00:04:13.000]  很方便你絕對不會走錯路
[00:04:13.000 --> 00:04:14.720]  這樣帶給現代人很多的方便
[00:04:14.720 --> 00:04:16.800]  特別是在外國去屆史的時候
[00:04:16.800 --> 00:04:18.600]  那個方向 那個距離
[00:04:18.600 --> 00:04:20.160]  錯了它又將你走回
[00:04:20.160 --> 00:04:23.040]  最終會帶你安全的都帶你到目的地
[00:04:23.040 --> 00:04:25.040]  最終安全的把你帶到目的地
[00:04:25.040 --> 00:04:27.720]  如果我說我們的神
[00:04:27.720 --> 00:04:29.000]  祂偉大
[00:04:29.000 --> 00:04:33.600]  但是祂不會對祂所創造的東西不負責任的
[00:04:33.600 --> 00:04:35.040]  我們說神是偉大的
[00:04:35.040 --> 00:04:38.000]  對自己創造的東西不會不負責任
[00:04:38.000 --> 00:04:39.440]  祂監控全球
[00:04:39.440 --> 00:04:46.080]  全宇宙裏面的各個千萬億的星球的運作的安全的系統
[00:04:46.080 --> 00:04:51.080]  祂監控着世界宇宙星球億萬兆的另一種星球
[00:04:51.080 --> 00:04:55.640]  也監察着民族國家和個人生命的旅程
[00:04:55.640 --> 00:04:59.160]  祂也監視着民族國家甚至個人的生命旅程
[00:04:59.160 --> 00:05:00.640]  相信你會認同的
[00:05:00.640 --> 00:05:01.520]  大家都會認同
[00:05:01.520 --> 00:05:03.440]  因爲我們的公義的主
[00:05:03.440 --> 00:05:04.240]  祂這麼說
[00:05:04.240 --> 00:05:10.680]  你們一切的言行將來在審判臺前是會一句句供出來的
[00:05:10.680 --> 00:05:12.960]  你說的那些東西都是負責任的
[00:05:12.960 --> 00:05:14.200]  公義的主這樣說
[00:05:14.200 --> 00:05:17.800]  我的言行將來都要在主審判臺前顯露出來
[00:05:17.800 --> 00:05:18.760]  句句都供出來
[00:05:18.760 --> 00:05:21.080]  所以先知第六節好像很清楚
[00:05:21.080 --> 00:05:22.720]  你已經聽見
[00:05:22.720 --> 00:05:25.320]  現在要察看這一切
[00:05:25.320 --> 00:05:26.440]  第六節先知說
[00:05:26.440 --> 00:05:27.400]  你既然聽見
[00:05:27.400 --> 00:05:28.760]  現在就要查看這一切
[00:05:28.760 --> 00:05:31.000]  就是說我們聽了神的話
