
[00:00:00.000 --> 00:00:01.480]  願你們平安
[00:00:01.480 --> 00:00:03.480]  大家早晨,願你們平安
[00:00:03.480 --> 00:00:09.000]  你們今天看這個題目說是教會的見證
[00:00:09.000 --> 00:00:14.040]  我們今天看這個題目是講教會的見證
[00:00:14.040 --> 00:00:17.920]  但是為什麼讀經會讀八福?
[00:00:17.920 --> 00:00:20.400]  那為什麼讀經又讀八福呢?
[00:00:20.400 --> 00:00:21.400]  有點奇怪
[00:00:21.400 --> 00:00:23.000]  是不是有點奇怪呢?
[00:00:23.000 --> 00:00:25.600]  你聽我講完之後,你就會覺得不奇怪
[00:00:25.600 --> 00:00:29.000]  如果你聽我講完之後,你就不會覺得奇怪了
[00:00:30.800 --> 00:00:35.400]  我們平常想起登山寶訓
[00:00:35.400 --> 00:00:38.480]  我們平常想起登山寶訓的時候
[00:00:38.480 --> 00:00:43.480]  可以說是耶穌基督的教導中最重要的一個單元
[00:00:43.480 --> 00:00:47.280]  可以說是耶穌基督教導當中最重要的其中一個單元
[00:00:47.280 --> 00:00:49.280]  而一開篇就是這個八福
[00:00:49.280 --> 00:00:52.480]  一開始就是這個八福
[00:00:52.480 --> 00:01:03.880]  我看過一些其他文本的,其他語言的,像英文的,還有其他語言的一些詩經
[00:01:03.880 --> 00:01:09.080]  我看過一些其他語言的,比如英文的色經書
[00:01:09.080 --> 00:01:17.480]  只有咱們中文的華人教會,華人基督徒
[00:01:17.480 --> 00:01:24.480]  只有華人的基督徒,華人的教會
[00:01:24.480 --> 00:01:27.080]  才會將這個地方叫做八福
[00:01:27.080 --> 00:01:30.080]  我都不知道是不是華人喜歡八這個數
[00:01:30.080 --> 00:01:35.080]  我都不知道是不是中國人特別喜歡八這個數字
[00:01:35.080 --> 00:01:41.680]  我們可以看,他其實要說他講有福了,他講了九次
[00:01:41.680 --> 00:01:45.680]  其實這裡講的有福,其實講了九次
[00:01:45.680 --> 00:01:49.280]  第九句當然是跟第八句是有關聯的
[00:01:49.280 --> 00:01:52.480]  第九句其實就是跟第八句有關聯的
[00:01:52.480 --> 00:01:55.280]  它相當於第八福的補充
[00:01:55.280 --> 00:01:57.680]  相當於是第八福的補充
[00:01:57.680 --> 00:02:00.680]  我們看這個八福的時候
[00:02:00.680 --> 00:02:02.680]  我們看這一段八福的時候
[00:02:02.680 --> 00:02:06.280]  我們經常會有一個很正常的第一反應
[00:02:06.280 --> 00:02:08.680]  我們很多時候有一個很正常的第一反應
[00:02:08.680 --> 00:02:14.080]  就是說,耶穌好像是坐在山坡上跟眾人們說話
[00:02:14.080 --> 00:02:19.480]  好像是耶穌坐在山坡上跟眾人們說話
[00:02:19.480 --> 00:02:23.680]  他一開始好像是在誇獎他們一樣
[00:02:23.680 --> 00:02:26.480]  一開始好像是在稱讚他們
[00:02:26.480 --> 00:02:28.680]  你們這些虛心的人
[00:02:28.680 --> 00:02:30.480]  你們這些虛心的人
[00:02:30.480 --> 00:02:31.480]  你們有福了
[00:02:31.480 --> 00:02:32.680]  你們有福了
[00:02:32.680 --> 00:02:37.480]  尤其是咱們1919年聖經翻成有福這個字
[00:02:37.480 --> 00:02:43.280]  特別是我們這本聖經是1919年翻譯的時候這個福字
[00:02:43.280 --> 00:02:47.280]  特別讓我們華人覺得好像我們是這樣的人
[00:02:47.280 --> 00:02:49.080]  我們就很有福氣
[00:02:49.080 --> 00:02:52.280]  特別是讓中國人覺得我們是這樣的人
[00:02:52.280 --> 00:02:53.480]  我們就很有福氣
[00:02:53.480 --> 00:02:55.080]  那到底是不是這個意思
[00:02:55.080 --> 00:02:56.680]  那究竟是不是這個意思呢
[00:02:56.680 --> 00:03:00.480]  我們先來看剛才讀的這段聖經的後一半
[00:03:00.480 --> 00:03:05.080]  我們先來看一下剛才讀的這段聖經的後半段
[00:03:05.080 --> 00:03:07.080]  十三、十四、十五、十六
[00:03:07.080 --> 00:03:09.280]  十三、十四、十五、十六
[00:03:09.280 --> 00:03:10.280]  這四節
[00:03:10.280 --> 00:03:12.880]  四節經文
[00:03:12.880 --> 00:03:15.080]  他是巴夫說完之後
[00:03:15.080 --> 00:03:19.080]  他直接就馬上說你們是
[00:03:19.080 --> 00:03:20.680]  巴夫說完之後
[00:03:20.680 --> 00:03:23.280]  他馬上就接著說你們是
[00:03:23.280 --> 00:03:24.680]  是言
[00:03:24.680 --> 00:03:25.480]  是言
[00:03:25.480 --> 00:03:27.680]  是誠
[00:03:27.680 --> 00:03:28.480]  是誠
[00:03:28.480 --> 00:03:29.080]  是光
[00:03:29.080 --> 00:03:29.880]  是光
[00:03:29.880 --> 00:03:33.280]  然後最後說你們要有好的行為
[00:03:33.280 --> 00:03:37.880]  最後他就說你們要有好的行為
[00:03:37.880 --> 00:03:40.680]  這樣才能榮耀我們在天上的福
[00:03:40.680 --> 00:03:44.080]  這樣才能榮耀我們在天上的福
[00:03:44.080 --> 00:03:46.480]  你看跟今天的題目合適吧
[00:03:46.480 --> 00:03:50.280]  你覺得跟今天的題目是不是很相襯呢
[00:03:50.280 --> 00:03:52.480]  就是信徒的見證
[00:03:52.480 --> 00:03:54.280]  就是信徒的見證
[00:03:54.280 --> 00:03:56.680]  讓世人看見我們的好行為
[00:03:56.680 --> 00:03:58.280]  歸榮耀給我們的父
[00:03:58.280 --> 00:04:00.680]  是讓世人看見我們的好行為
[00:04:00.680 --> 00:04:03.880]  將榮耀歸給我們天上的福
[00:04:03.880 --> 00:04:07.480]  他一上來先說我們信徒們是言
[00:04:07.480 --> 00:04:10.680]  一開始他就說到我們信徒是言
[00:04:10.680 --> 00:04:13.480]  兩千年前在近東那個地方
[00:04:13.480 --> 00:04:16.880]  兩千年前在近東的地方
[00:04:16.880 --> 00:04:22.080]  言不是我們日常現在吃的那個言
[00:04:22.080 --> 00:04:26.080]  那個時候的言不是我們現在日常用的言
[00:04:26.080 --> 00:04:29.480]  不是這種很細膩的粉狀的言
[00:04:29.480 --> 00:04:33.280]  不是這種很細的好像粉狀的言
[00:04:33.280 --> 00:04:35.480]  那個地區的人吃的那個言
[00:04:35.480 --> 00:04:38.280]  當時那個地區的人所吃的言
[00:04:38.280 --> 00:04:39.680]  如果歸類的話
[00:04:39.680 --> 00:04:40.680]  如果歸類的話
[00:04:40.680 --> 00:04:43.480]  屬於言言
[00:04:43.480 --> 00:04:45.280]  屬於是岩言
[00:04:45.280 --> 00:04:47.080]  就是岩石
[00:04:47.080 --> 00:04:48.280]  是岩石
[00:04:48.280 --> 00:04:49.480]  然後有言
[00:04:49.480 --> 00:04:51.080]  然後才會有言
[00:04:51.080 --> 00:04:55.880]  它是有大量的石頭沙子這樣的東西
[00:04:55.880 --> 00:04:58.480]  是大量的石頭和沙這樣的言
[00:04:58.480 --> 00:05:00.280]  它裡面富含著言粉
[00:05:00.280 --> 00:05:03.080]  它裡面含有言的成分
[00:05:03.080 --> 00:05:06.480]  他們可不是隨隨便便能有那麼細的言吃
[00:05:06.480 --> 00:05:10.680]  他們當時不可能隨便就有那麼細的言
[00:05:10.680 --> 00:05:13.080]  但是你說他們煮東西
[00:05:13.080 --> 00:05:15.080]  你說他們煮東西的時候
[00:05:15.080 --> 00:05:17.680]  他總不能有石頭沙子在裡面
[00:05:17.680 --> 00:05:19.880]  不可以放石頭和沙在裡面
[00:05:19.880 --> 00:05:20.880]  那怎麼辦
[00:05:20.880 --> 00:05:21.880]  那怎麼辦
[00:05:21.880 --> 00:05:26.680]  他們就用布包住這些沙石
[00:05:26.680 --> 00:05:29.680]  他們就用布包住這些沙和石
[00:05:29.680 --> 00:05:30.680]  捆好
[00:05:30.680 --> 00:05:31.880]  紮好
[00:05:31.880 --> 00:05:33.480]  然後丟進鍋裡
[00:05:33.480 --> 00:05:34.880]  放進鍋裡
