
[00:00:00.000 --> 00:00:01.800]  頂智慧 平安
[00:00:01.800 --> 00:00:06.200]  有時都會留意新聞
[00:00:06.200 --> 00:00:09.680]  或者在網上有很多人的討論
[00:00:09.680 --> 00:00:12.840]  早在五月的時候
[00:00:12.840 --> 00:00:15.500]  有一個短文
[00:00:15.500 --> 00:00:18.380]  在網上或者新聞上都很多被人用
[00:00:18.380 --> 00:00:19.680]  去傳閱
[00:00:19.680 --> 00:00:21.900]  去關注
[00:00:21.900 --> 00:00:24.400]  去反省究竟有關於人生的
[00:00:24.400 --> 00:00:26.800]  在五月尾
[00:00:26.800 --> 00:00:31.420]  有一位曾經出任立法會議員的醫生
[00:00:31.420 --> 00:00:32.300]  安息了
[00:00:32.300 --> 00:00:35.220]  他分享了
[00:00:35.220 --> 00:00:40.220]  在安息禮拜裡面或者他之前都分享了一段簡短的感言
[00:00:40.220 --> 00:00:42.220]  稱為《最後感謝》
[00:00:42.220 --> 00:00:43.720]  他說
[00:00:43.720 --> 00:00:48.120]  我從幼稚園至裕科都在教會、學校裡面讀書
[00:00:48.120 --> 00:00:50.120]  自己已有機會認識神
[00:00:50.120 --> 00:00:51.920]  至少已有機會認識神
[00:00:51.920 --> 00:00:54.220]  對《聖經》課本裡面
[00:00:54.220 --> 00:00:56.120]  耶穌慈愛的臉孔
[00:00:56.120 --> 00:00:57.320]  尤其深刻
[00:00:57.320 --> 00:00:59.920]  主禱文也是我最喜愛的
[00:00:59.920 --> 00:01:02.220]  每當困惑、受煩時
[00:01:02.220 --> 00:01:04.420]  禱文的一字一句
[00:01:04.420 --> 00:01:06.720]  都成為了我最大的安慰
[00:01:06.720 --> 00:01:10.720]  這可能是我們過去很多同樣的經驗
[00:01:10.720 --> 00:01:14.320]  我們在教育學校成長都有這樣的體會
[00:01:14.320 --> 00:01:15.320]  他繼續說
[00:01:15.320 --> 00:01:17.520]  可惜在往後的歲月
[00:01:17.520 --> 00:01:19.320]  我的自以為是
[00:01:19.320 --> 00:01:20.720]  心驕氣傲
[00:01:20.720 --> 00:01:23.120]  總令我與神擦身而過
[00:01:23.120 --> 00:01:25.420]  直至突然罹患重病
[00:01:25.420 --> 00:01:27.120]  終日臥在病榻
[00:01:27.120 --> 00:01:31.920]  才有真正安靜、思考、反省的時刻
[00:01:31.920 --> 00:01:34.120]  思考到人算甚麼
[00:01:34.120 --> 00:01:35.320]  你竟顧念他
[00:01:35.320 --> 00:01:38.820]  因此我希望在自己人生最後一章
[00:01:38.820 --> 00:01:40.320]  學懂謙卑
[00:01:40.320 --> 00:01:41.820]  不要歌功頌德
[00:01:41.820 --> 00:01:43.920]  只要聆聽上帝的話
[00:01:43.920 --> 00:01:46.920]  讓我們想一想
[00:01:46.920 --> 00:01:48.820]  究竟這個情況
[00:01:48.820 --> 00:01:50.620]  會不會很普遍呢
[00:01:50.620 --> 00:01:53.720]  普遍就是說很多人一生
[00:01:53.720 --> 00:01:56.520]  其實很有機會可以早早地認識神
[00:01:56.520 --> 00:01:59.120]  神話已經在那個環境底下
[00:01:59.120 --> 00:02:01.620]  但卻因為我們自己
[00:02:01.620 --> 00:02:03.620]  好像按照這位醫生所說的
[00:02:03.620 --> 00:02:05.920]  心驕氣傲
[00:02:05.920 --> 00:02:08.920]  總令神與自己擦身而過
[00:02:08.920 --> 00:02:12.420]  因為忙到根本沒有時刻安靜
[00:02:12.420 --> 00:02:14.620]  可以思考人生的反省
[00:02:14.620 --> 00:02:17.920]  在這裡我絕對不是批評
[00:02:17.920 --> 00:02:20.020]  因為作為醫生他付出了很多
[00:02:20.020 --> 00:02:21.320]  貢獻了很多
[00:02:21.420 --> 00:02:23.720]  也領導過這個醫學會
[00:02:23.720 --> 00:02:27.120]  但就好像他自己所說的
[00:02:27.120 --> 00:02:29.720]  去到罹患重病
[00:02:29.720 --> 00:02:31.720]  終日餓病在床的時候
[00:02:31.720 --> 00:02:36.020]  才有真正去安靜思考反省的時刻
[00:02:36.020 --> 00:02:39.720]  這會不會是現代人的寫照
[00:02:39.720 --> 00:02:41.920]  是我們今天要面對的
[00:02:41.920 --> 00:02:44.220]  到底何時我們才會去思考
[00:02:44.220 --> 00:02:46.220]  人生其實是為了甚麼
[00:02:46.220 --> 00:02:48.620]  這個問題
[00:02:48.620 --> 00:02:50.020]  可能我們都會問過
[00:02:50.220 --> 00:02:52.020]  我記得自己十幾歲的時候
[00:02:52.020 --> 00:02:53.420]  去發問這個問題
[00:02:53.420 --> 00:02:54.920]  因為十幾歲的時候
[00:02:54.920 --> 00:02:56.920]  我們就會去思考哲理
[00:02:56.920 --> 00:02:59.620]  究竟人是為了甚麼被造的
[00:02:59.620 --> 00:03:01.120]  人在世上有甚麼意義
[00:03:01.120 --> 00:03:03.320]  人與動物有甚麼分別
[00:03:03.320 --> 00:03:06.520]  但有少少為父生慈強說愁
[00:03:06.520 --> 00:03:09.020]  自己去想一想
[00:03:09.020 --> 00:03:12.020]  但除了在我們年少的時候
[00:03:12.020 --> 00:03:13.520]  可能還有很多不同的
[00:03:13.520 --> 00:03:15.420]  在困難的時候我們會問
[00:03:15.420 --> 00:03:16.920]  在沮喪的時候我們會問
[00:03:16.920 --> 00:03:18.220]  或者覺得很困擾
[00:03:18.220 --> 00:03:19.620]  覺得不知如何是好
[00:03:19.920 --> 00:03:20.920]  很想放棄的時候
[00:03:20.920 --> 00:03:22.920]  我們都會問其實是為了甚麼
[00:03:22.920 --> 00:03:26.120]  因為為何我們會這樣問
[00:03:26.120 --> 00:03:27.320]  因為我們以為
[00:03:27.320 --> 00:03:31.920]  這個人生其實應該是快而通
[00:03:31.920 --> 00:03:34.020]  應該是快快樂樂
[00:03:34.020 --> 00:03:35.520]  庸庸碌碌
[00:03:35.520 --> 00:03:37.520]  坑坑通通就過了一生
[00:03:37.520 --> 00:03:38.620]  是不是
[00:03:38.620 --> 00:03:39.520]  我們都期望
[00:03:39.520 --> 00:03:41.720]  我們的人生就是這麼容易
[00:03:41.720 --> 00:03:42.620]  這個快而通
[00:03:42.620 --> 00:03:45.020]  就是我們人生一個這樣的上往
[00:03:45.020 --> 00:03:47.320]  一個這樣的以為
[00:03:47.320 --> 00:03:48.520]  一個這樣的傾向
[00:03:48.920 --> 00:03:50.720]  特別當中如果有開車的話
[00:03:50.720 --> 00:03:53.720]  不知大家有沒有申請這個快而通
[00:03:53.720 --> 00:03:56.920]  就是在你的車上安裝一個感應器
[00:03:56.920 --> 00:04:00.120]  去到每一個隧道口
[00:04:00.120 --> 00:04:01.720]  要付錢的關卡的時候
[00:04:01.720 --> 00:04:03.520]  我們見到快而通的地方
[00:04:03.520 --> 00:04:05.520]  我們就走去那條link那裡
[00:04:05.520 --> 00:04:07.020]  就不用停下來付錢
[00:04:07.020 --> 00:04:07.820]  就可以過去了
[00:04:07.820 --> 00:04:10.520]  我們認為快而通就是人生的捷徑
[00:04:10.520 --> 00:04:12.520]  就可以這樣直行直過
[00:04:12.520 --> 00:04:14.320]  走上人生的快度
[00:04:14.320 --> 00:04:17.020]  當我們真的走去快而通
[00:04:17.020 --> 00:04:18.020]  那裡沒有塞的時候
[00:04:18.020 --> 00:04:19.520]  其他要停下來付錢
[00:04:19.520 --> 00:04:20.820]  我們過了就覺得
[00:04:20.820 --> 00:04:22.120]  哇 我被人優勝
[00:04:22.120 --> 00:04:23.320]  覺得很開心
[00:04:23.320 --> 00:04:24.120]  是不是
[00:04:24.120 --> 00:04:26.920]  這個就是人生的一個這樣的寫照
[00:04:26.920 --> 00:04:27.820]  是不是這樣
[00:04:27.820 --> 00:04:29.320]  人生的快而通
[00:04:29.320 --> 00:04:35.520]  很多時候
[00:04:35.520 --> 00:04:37.120]  當我們初初信主
[00:04:37.120 --> 00:04:38.620]  我們都以為我們信了耶穌
[00:04:38.620 --> 00:04:41.620]  我們應該就走上人生快而通的上面
[00:04:41.620 --> 00:04:44.220]  因為信仰就是一個這樣的意思
[00:04:44.220 --> 00:04:46.920]  但誰不知我們信了久了
[00:04:47.220 --> 00:04:48.220]  當我們面對
[00:04:48.220 --> 00:04:51.220]  人生裡面的一些營救的困難的時候
[00:04:51.220 --> 00:04:53.020]  我們或者個性上面
[00:04:53.020 --> 00:04:54.520]  我們要被主無助
[00:04:54.520 --> 00:04:57.220]  或者我們面對一些人生的框架
[00:04:57.220 --> 00:04:59.320]  我們要有信心要跨過的時候
[00:04:59.320 --> 00:05:00.020]  這一切一切
[00:05:00.020 --> 00:05:02.720]  我們都要面對我們自己
[00:05:02.720 --> 00:05:05.120]  我們就會感覺到
[00:05:05.120 --> 00:05:07.020]  人生再不是快快樂樂
[00:05:07.020 --> 00:05:10.120]  庸庸容容而輕輕鬆鬆的日子
[00:05:10.120 --> 00:05:12.020]  在那一刻我們又會問
[00:05:12.020 --> 00:05:13.820]  其實人是為了什麼
[00:05:14.820 --> 00:05:18.220]  那我們看看保羅 保羅他的人生本身都是快而通的
[00:05:18.220 --> 00:05:20.920]  他在他出生
[00:05:20.920 --> 00:05:22.820]  他在名聲出生
[00:05:22.820 --> 00:05:24.820]  他在一個很好的教養底下
[00:05:24.820 --> 00:05:26.920]  他在一個將來化理賽人的盼望
[00:05:26.920 --> 00:05:29.420]  但是
[00:05:29.420 --> 00:05:31.720]  他選擇了跟從神
[00:05:31.720 --> 00:05:33.920]  選擇了成為愛邦人的使徒
[00:05:33.920 --> 00:05:36.820]  他再不是走上一條快而通的路
[00:05:36.820 --> 00:05:40.420]  他走上一條艱難困苦的路
[00:05:40.420 --> 00:05:41.520]  但是他
[00:05:41.520 --> 00:05:42.320]  他是
[00:05:42.720 --> 00:05:44.820]  跟著對人生的理念
[00:05:44.820 --> 00:05:46.520]  他能夠有能力去面對
[00:05:46.520 --> 00:05:47.220]  我們今天看看
[00:05:47.220 --> 00:05:48.020]  保羅
[00:05:48.020 --> 00:05:51.320]  給我們一些對人生裡面一些理念的啟發
[00:05:51.320 --> 00:05:51.820]  我們
[00:05:51.820 --> 00:05:53.620]  今天有經文在
[00:05:53.620 --> 00:05:55.120]  哥倫多後書第四章
[00:05:55.120 --> 00:05:56.720]  然後這裡打開聖經
[00:05:56.720 --> 00:06:00.320]  主要是在第四章的第七節
[00:06:00.320 --> 00:06:02.020]  和第十至十八節的
[00:06:02.020 --> 00:06:06.820]  如果有聖經的
[00:06:06.820 --> 00:06:07.920]  或者我們看一看這裡
[00:06:07.920 --> 00:06:08.720]  我們一起讀好嗎
[00:06:08.720 --> 00:06:10.620]  第七節和第十至十二節
[00:06:10.620 --> 00:06:11.820]  準備我們一起讀
[00:06:11.820 --> 00:06:12.420]  一二三
[00:06:12.920 --> 00:06:14.220]  我們有者寶貝
