
[00:00:00.000 --> 00:00:04.360]  和大家分享教會是一個另類社群
[00:00:04.360 --> 00:00:05.320]  很另類的
[00:00:05.320 --> 00:00:07.320]  這個另類要怎樣解釋呢
[00:00:07.320 --> 00:00:09.520]  每個人有不同的解讀
[00:00:09.520 --> 00:00:13.080]  過去幾個星期我跟大家說教會是怎樣的另類
[00:00:13.080 --> 00:00:15.080]  今天其實是最後一講
[00:00:15.080 --> 00:00:17.280]  其中一個另類的地方就是
[00:00:17.280 --> 00:00:18.960]  在今天這個diversified
[00:00:18.960 --> 00:00:21.200]  很divided的世界當中
[00:00:21.200 --> 00:00:25.560]  教會是一個合一的群體
[00:00:25.560 --> 00:00:30.440]  我在youtube裡面找到一個短片跟大家分享
[00:00:30.440 --> 00:00:34.520]  幫助我們了解合一團隊的重要性
[00:00:34.520 --> 00:00:40.080]  這個短片很明顯說到團隊合作的重要性
[00:00:40.080 --> 00:00:42.080]  剛才我說的叫什麼名字
[00:00:42.080 --> 00:00:45.080]  The Wisdom of Geese
[00:00:45.080 --> 00:00:48.680]  其實那些鵝是不是這麼有智慧的呢
[00:00:48.680 --> 00:00:52.880]  我不覺得鵝是這麼有智慧的
[00:00:52.880 --> 00:00:56.840]  不過很明顯他們能夠這樣做
[00:00:56.840 --> 00:01:01.440]  其實是做物主賦予他們一種特別的本能
[00:01:01.440 --> 00:01:04.880]  他們不單是懂得V字形的飛
[00:01:04.880 --> 00:01:06.880]  提高承托力
[00:01:06.880 --> 00:01:09.160]  增加他們飛行的距離
[00:01:09.160 --> 00:01:10.960]  而且是按時按後的
[00:01:10.960 --> 00:01:12.800]  不需要別人去講不需要別人去教
[00:01:12.800 --> 00:01:17.880]  他們竟然可以知道向哪個方向往返飛行
[00:01:17.880 --> 00:01:21.040]  純粹是做物主給他們特別的恩典
[00:01:21.040 --> 00:01:23.040]  現在透過他們有這樣的特性
[00:01:23.040 --> 00:01:27.440]  幫助到我們人去了解什麼叫團隊和合作
[00:01:27.440 --> 00:01:30.120]  我剛才開始跟大家分享的教會
[00:01:30.120 --> 00:01:31.120]  也是一個群體
[00:01:31.120 --> 00:01:33.120]  也是一個團隊
[00:01:33.120 --> 00:01:37.120]  從我們信耶穌決志的時間開始
[00:01:37.120 --> 00:01:39.120]  聖經告訴我們
[00:01:39.120 --> 00:01:43.120]  每個基督徒都從天父上帝領受了一種特別的能力
[00:01:43.120 --> 00:01:45.120]  以致我們能夠服侍他
[00:01:45.120 --> 00:01:46.120]  不單單這樣
[00:01:46.120 --> 00:01:48.120]  在我們信耶穌的時候開始
[00:01:48.120 --> 00:01:53.120]  天父上帝與此同時也賜給我們一個人生的方向
[00:01:53.120 --> 00:01:54.120]  不過
[00:01:54.120 --> 00:01:56.120]  如果我們不懂得合作
[00:01:56.120 --> 00:01:58.120]  如果我們不懂得合作的話
[00:01:58.120 --> 00:02:01.120]  我們是沒有辦法有效地將神賜給我們
[00:02:01.120 --> 00:02:03.120]  那種能力發揮出來
[00:02:03.120 --> 00:02:08.120]  以及將福音傳給全世界
[00:02:08.120 --> 00:02:10.120]  今天我們看這個菲律賓書的時候
[00:02:10.120 --> 00:02:12.120]  其實保羅就是告訴我們
[00:02:12.120 --> 00:02:14.120]  因為他見到菲律賓的基督徒
[00:02:14.120 --> 00:02:16.120]  一信耶穌開始
[00:02:16.120 --> 00:02:19.120]  能夠得到聖經所啟示的真理
[00:02:19.120 --> 00:02:21.120]  他們要為他感謝神
[00:02:21.120 --> 00:02:22.120]  我們看看
[00:02:22.120 --> 00:02:24.120]  菲律賓書第一章第五第六節
[00:02:24.120 --> 00:02:28.120]  這裡說保羅為了他們從頭一天
[00:02:28.120 --> 00:02:32.120]  直到現在都在福音的事工上有份
[00:02:32.120 --> 00:02:34.120]  感謝讚美神
[00:02:34.120 --> 00:02:39.120]  保羅說:我深信在你們中間開始了這個美好工作
[00:02:39.120 --> 00:02:41.120]  到了基督耶穌的日子
[00:02:41.120 --> 00:02:44.120]  必定會成全這個工作
[00:02:44.120 --> 00:02:46.120]  我相信我們教會都一樣
[00:02:46.120 --> 00:02:49.120]  特別我們說三穀會怎樣
[00:02:49.120 --> 00:02:51.120]  大家記得我們什麼時候開始的嗎?
[00:02:51.120 --> 00:02:54.120]  公元2020
[00:02:54.120 --> 00:02:56.120]  先數數手指
[00:02:56.120 --> 00:02:58.120]  沒有多少隻可以數
[00:02:58.120 --> 00:03:01.120]  2012年4月22日
[00:03:01.120 --> 00:03:04.120]  我們第一次開始我們的敬拜
[00:03:04.120 --> 00:03:07.120]  接著29日就經常聚會
[00:03:07.120 --> 00:03:09.120]  從那開始
[00:03:09.120 --> 00:03:11.120]  為什麼我們會在這裡開始教會呢?
[00:03:11.120 --> 00:03:13.120]  很簡單的原因
[00:03:13.120 --> 00:03:14.120]  就是為了全服入
[00:03:14.120 --> 00:03:16.120]  將神的愛帶到這個社區裡面
[00:03:16.120 --> 00:03:18.120]  從那個時間開始
[00:03:18.120 --> 00:03:20.120]  我深信神也在我們當中
[00:03:20.120 --> 00:03:22.120]  做了很多奇妙的工作
[00:03:22.120 --> 00:03:24.120]  為什麼我這樣說呢?
[00:03:24.120 --> 00:03:26.120]  因為我們親眼見證到
[00:03:26.120 --> 00:03:29.120]  神在我們當中有很多我們沒想過的作為
[00:03:29.120 --> 00:03:31.120]  過去兩年多來說
[00:03:31.120 --> 00:03:33.120]  我們帶了14個人信耶穌
[00:03:33.120 --> 00:03:35.120]  不是很多
[00:03:35.120 --> 00:03:37.120]  但也不是很少
[00:03:37.120 --> 00:03:40.120]  從那個時間開始到現在
[00:03:40.120 --> 00:03:44.120]  我們一共有30個人正在接受
[00:03:44.120 --> 00:03:46.120]  或者已經接受了
[00:03:46.120 --> 00:03:48.120]  我們的門徒訓練
[00:03:48.120 --> 00:03:50.120]  其實這些就是我們要做的每一個工作
[00:03:50.120 --> 00:03:52.120]  不過我想大家記住
[00:03:52.120 --> 00:03:53.120]  是很多嗎?
[00:03:53.120 --> 00:03:54.120]  也不是很多
[00:03:54.120 --> 00:03:55.120]  少呢?也不算少
[00:03:55.120 --> 00:03:57.120]  我們要記住一件事
[00:03:57.120 --> 00:03:59.120]  這是正好提醒我們
[00:03:59.120 --> 00:04:01.120]  其實我們來這裡開始教會的工作
[00:04:01.120 --> 00:04:03.120]  是還沒完成的
[00:04:03.120 --> 00:04:05.120]  Our job is not yet done
[00:04:05.120 --> 00:04:07.120]  Our work is not yet done
[00:04:07.120 --> 00:04:09.120]  就好像剛才聖經所說一樣
[00:04:09.120 --> 00:04:11.120]  我們的工作不斷要延續
[00:04:11.120 --> 00:04:12.120]  直到什麼時間呢?
[00:04:12.120 --> 00:04:14.120]  耶穌再回來的時間
[00:04:14.120 --> 00:04:15.120]  所以對我們來說
[00:04:15.120 --> 00:04:16.120]  一個鼓勵
[00:04:16.120 --> 00:04:17.120]  也一個提醒
[00:04:17.120 --> 00:04:19.120]  不要想著感謝主
[00:04:19.120 --> 00:04:21.120]  我們成立了一個教會
[00:04:21.120 --> 00:04:23.120]  現在有二百多人聚會
[00:04:23.120 --> 00:04:24.120]  感謝讚美神
[00:04:24.120 --> 00:04:25.120]  Yes!要感謝
[00:04:25.120 --> 00:04:27.120]  但與此同時我們不要忘記
[00:04:27.120 --> 00:04:29.120]  我們的工作還沒完成
[00:04:29.120 --> 00:04:32.120]  我們必須要繼續努力去傳福音
[00:04:32.120 --> 00:04:35.120]  將整個愛帶給周圍的人
[00:04:35.120 --> 00:04:38.120]  我相信過去兩年多來說
[00:04:38.120 --> 00:04:39.120]  最大的感受就是
[00:04:39.120 --> 00:04:41.120]  因為我們同心
[00:04:41.120 --> 00:04:43.120]  所以神祝福我們
[00:04:43.120 --> 00:04:45.120]  因為我們同心的緣故
[00:04:45.120 --> 00:04:48.120]  上帝為我們預備了一個地方
[00:04:48.120 --> 00:04:50.120]  因為我們同心的緣故
[00:04:50.120 --> 00:04:52.120]  神不單單要我們建立一個教會
[00:04:52.120 --> 00:04:53.120]  這麼簡單
[00:04:53.120 --> 00:04:54.120]  一直以來
[00:04:54.120 --> 00:04:55.120]  我和大家分享
[00:04:55.120 --> 00:04:58.120]  神不斷地改變給我們一個
[00:04:58.120 --> 00:05:00.120]  全新的意象
[00:05:00.120 --> 00:05:02.120]  我們不單單要建立一個教會
[00:05:02.120 --> 00:05:04.120]  我們要在這裡建立什麼呢?
[00:05:04.120 --> 00:05:06.120]  一個福音的基地
[00:05:06.120 --> 00:05:09.120]  讓福音能夠透過這個教會
[00:05:09.120 --> 00:05:10.120]  透過這個地方
[00:05:10.120 --> 00:05:12.120]  能夠向四方發明
[00:05:12.120 --> 00:05:13.120]  擴展去
[00:05:13.120 --> 00:05:15.120]  因為我們合一的緣故
[00:05:15.120 --> 00:05:17.120]  在過去兩年多裡
[00:05:17.120 --> 00:05:20.120]  我們克服了許許多多的難題
[00:05:20.120 --> 00:05:22.120]  我們並不一帆風順
[00:05:22.120 --> 00:05:23.120]  有很多的難題
[00:05:23.120 --> 00:05:24.120]  跟很多其他教會一樣
[00:05:24.120 --> 00:05:25.120]  但因為我們同心
[00:05:25.120 --> 00:05:27.120]  因為我們合一的緣故
[00:05:27.120 --> 00:05:29.120]  我們克服了許多的難題
[00:05:29.120 --> 00:05:31.120]  因為我們同心的緣故
[00:05:31.120 --> 00:05:35.120]  我們渡過了許多危機
[00:05:35.120 --> 00:05:38.120]  我說的危機
[00:05:38.120 --> 00:05:43.120]  神幫助我們一個一個去克服和渡過
[00:05:43.120 --> 00:05:45.120]  所以今天說到合一的時候
[00:05:45.120 --> 00:05:47.120]  這個合一的精神
[00:05:47.120 --> 00:05:49.120]  可以怎樣幫助我們呢?
[00:05:49.120 --> 00:05:51.120]  有幾方面我和大家分享
[00:05:51.120 --> 00:05:52.120]  第一我相信
[00:05:52.120 --> 00:05:54.120]  這個合一的精神可以幫助我們
[00:05:54.120 --> 00:05:59.120]  在生活上能夠有一個明確的目標
[00:05:59.120 --> 00:06:02.120]  更加在我們能夠一起去服事主的時候
[00:06:02.120 --> 00:06:04.120]  可以力上加力
[00:06:04.120 --> 00:06:06.120]  最後可以促使我們
[00:06:06.120 --> 00:06:08.120]  不斷去學習
[00:06:08.120 --> 00:06:09.120]  跟人合作
[00:06:09.120 --> 00:06:12.120]  跟人同工的那種藝術
[00:06:12.120 --> 00:06:14.120]  保羅怎樣說呢?
[00:06:14.120 --> 00:06:15.120]  保羅說
[00:06:15.120 --> 00:06:16.120]  菲律賓的基督徒
[00:06:16.120 --> 00:06:19.120]  從頭一天直到現在
[00:06:19.120 --> 00:06:21.120]  都在福音上有佛
[00:06:21.120 --> 00:06:23.120]  在第一章第27節
[00:06:23.120 --> 00:06:25.120]  他特別提醒他們一件很重要的事情
[00:06:25.120 --> 00:06:26.120]  是什麼呢?
[00:06:26.120 --> 00:06:28.120]  他說最重要的
[00:06:28.120 --> 00:06:32.120]  你們的生活應該符合基督的要求
[00:06:32.120 --> 00:06:35.120]  這樣無論我能不能親自來看你們
[00:06:35.120 --> 00:06:40.120]  我都會知道你們抱著共同的目標
[00:06:40.120 --> 00:06:41.120]  所以我說
[00:06:41.120 --> 00:06:42.120]  第一件事
[00:06:42.120 --> 00:06:44.120]  合一能夠幫助我們
[00:06:44.120 --> 00:06:46.120]  有一個生活的目標
[00:06:46.120 --> 00:06:49.120]  很多人不知道自己為何而活的人
[00:06:49.120 --> 00:06:50.120]  怎樣活我就怎樣活
[00:06:50.120 --> 00:06:52.120]  家裡希望我怎樣活我就怎樣活
[00:06:52.120 --> 00:06:56.120]  但基督徒神賜給我們一個生活的方向
[00:06:56.120 --> 00:06:57.120]  意思就是說
[00:06:57.120 --> 00:06:58.120]  信耶穌之後
[00:06:58.120 --> 00:06:59.120]  保羅說
[00:06:59.120 --> 00:07:00.120]  最重要的
[00:07:00.120 --> 00:07:03.120]  首先在我們朝著這個方向走之前
[00:07:03.120 --> 00:07:07.120]  你的生活要符合基督福音的要求
[00:07:07.120 --> 00:07:09.120]  就是說我們行事為人
[00:07:09.120 --> 00:07:10.120]  當人不知物的時候
[00:07:10.120 --> 00:07:13.120]  要和所領受的福音相稱
[00:07:13.120 --> 00:07:14.120]  我們要好像耶穌
[00:07:14.120 --> 00:07:17.120]  在世界上生活的時候一樣
[00:07:17.120 --> 00:07:20.120]  過一個聖潔的生活
[00:07:20.120 --> 00:07:22.120]  我們靠著耶穌的幫助
[00:07:22.120 --> 00:07:25.120]  其實我們每個人都有我們的弱點
[00:07:25.120 --> 00:07:26.120]  都有我們的問題
[00:07:26.120 --> 00:07:27.120]  雖然信耶穌
[00:07:27.120 --> 00:07:29.120]  但魔鬼不斷地攻擊我們
[00:07:29.120 --> 00:07:31.120]  每天仍然有很多邪惡的思想
[00:07:31.120 --> 00:07:34.120]  不好的念頭會進入我們腦海當中
[00:07:34.120 --> 00:07:36.120]  但靠著耶穌基督的恩典
[00:07:36.120 --> 00:07:38.120]  我們能夠驅趕這些異念
[00:07:38.120 --> 00:07:41.120]  將這些思想完全排除
[00:07:41.120 --> 00:07:44.120]  讓我們不會繼續生活在罪裡面
[00:07:44.120 --> 00:07:45.120]  保羅說
[00:07:45.120 --> 00:07:48.120]  在我們能夠為神做一些事之前
[00:07:48.120 --> 00:07:49.120]  這是最重要的
[00:07:49.120 --> 00:07:50.120]  第一件事
[00:07:50.120 --> 00:07:54.120]  首先我們要和所領受的福音相稱
[00:07:54.120 --> 00:07:56.120]  我們的生命要活出這個福音
[00:07:56.120 --> 00:08:00.120]  帶來那種果孝和聖潔的好處
[00:08:00.120 --> 00:08:02.120]  譬如說我們的生活
[00:08:02.120 --> 00:08:04.120]  然後我們看到
[00:08:04.120 --> 00:08:05.120]  保羅說
[00:08:05.120 --> 00:08:07.120]  如果這樣的話
[00:08:07.120 --> 00:08:11.120]  我們就能夠為福音齊心努力去做工作
[00:08:11.120 --> 00:08:15.120]  這就是神賜給我們的意象和方向
[00:08:15.120 --> 00:08:17.120]  哥倫多前書第十五章
[00:08:17.120 --> 00:08:19.120]  曾經告訴我們什麼叫做福音
[00:08:19.120 --> 00:08:21.120]  福音能夠怎樣去改變我們
[00:08:21.120 --> 00:08:23.120]  接著在第五十八節
[00:08:23.120 --> 00:08:24.120]  告訴我們
[00:08:24.120 --> 00:08:28.120]  我親愛的弟兄你們要堅固不可搖動
[00:08:28.120 --> 00:08:30.120]  上上竭力多作主攻
[00:08:30.120 --> 00:08:31.120]  這個沒有的
[00:08:31.120 --> 00:08:32.120]  不過我想告訴大家
[00:08:32.120 --> 00:08:33.120]  保羅說
[00:08:33.120 --> 00:08:34.120]  當我們領受了福音
[00:08:34.120 --> 00:08:36.120]  得到生命之後
[00:08:36.120 --> 00:08:39.120]  我們要堅固不可搖動
[00:08:39.120 --> 00:08:42.120]  上上竭力多作主攻
[00:08:42.120 --> 00:08:46.120]  因為知道你們的奴婦在主裡面不會徒然
[00:08:46.120 --> 00:08:50.120]  所以保羅對哥倫多的信徒這樣鼓勵
[00:08:50.120 --> 00:08:53.120]  對菲律賓的信徒作出同樣的鼓勵
[00:08:53.120 --> 00:08:56.120]  我們要了解到這兩個教會裡面的基督徒
