
[00:00:00.000 --> 00:00:03.000]  好,那我第一次
[00:00:03.000 --> 00:00:04.640]  也不是第一次
[00:00:04.640 --> 00:00:09.320]  幫大家去溫一溫這個
[00:00:09.320 --> 00:00:11.000]  主題好不好
[00:00:11.000 --> 00:00:14.240]  你打完出來不用溫的了
[00:00:14.240 --> 00:00:17.820]  OK,那這個主題是什麼
[00:00:17.820 --> 00:00:21.140]  謙卑彼此尊重
[00:00:21.140 --> 00:00:24.140]  是不是,因為英文是反過來的
[00:00:24.140 --> 00:00:25.620]  honour each other
[00:00:25.620 --> 00:00:28.580]  所以我們將彼此的道理放在後面
[00:00:28.580 --> 00:00:30.740]  中文應該是彼此在中間的
[00:00:30.740 --> 00:00:33.240]  不過不要緊,當大家溫一溫一下
[00:00:33.240 --> 00:00:36.780]  彼此謙卑尊重
[00:00:36.780 --> 00:00:40.000]  那就看看你過往的三個月
[00:00:40.000 --> 00:00:41.860]  聽到這裡還記不記得了
[00:00:41.860 --> 00:00:44.940]  那如果你不記得其他的不要緊
[00:00:44.940 --> 00:00:46.120]  我講的那篇你記得就行了
[00:00:46.120 --> 00:00:48.640]  因為我講的那些都是故事來的
[00:00:48.640 --> 00:00:51.140]  剛剛通常我講第一篇都是關於故事
[00:00:51.140 --> 00:00:52.220]  謙卑
[00:00:52.220 --> 00:00:54.660]  還記不記得謙卑那個故事是什麼
[00:00:54.660 --> 00:00:57.160]  是有一個人被人害的,是不是
[00:00:57.160 --> 00:00:59.860]  他覺得很難尊重這個老闆
[00:00:59.860 --> 00:01:02.660]  這個上司,這個皇帝
[00:01:02.660 --> 00:01:06.000]  但是他都選擇去尊重他
[00:01:06.000 --> 00:01:07.000]  是誰啊
[00:01:07.000 --> 00:01:09.120]  大衛,是不是
[00:01:09.120 --> 00:01:11.320]  一個很不值得你尊重的人
[00:01:11.320 --> 00:01:14.080]  但是呢,因為你尊重神
[00:01:14.080 --> 00:01:17.380]  神安納他的時候,他仍然願意去尊重
[00:01:17.380 --> 00:01:19.780]  這個就是大衛尊重蘇羅,是不是
[00:01:19.780 --> 00:01:22.500]  好,第二篇就講到關於
[00:01:22.500 --> 00:01:25.900]  我搞錯了,那篇是尊重來的
[00:01:26.440 --> 00:01:29.440]  謙卑,謙卑是另外一個人來的
[00:01:29.440 --> 00:01:32.120]  謙卑是講到那個人害他
[00:01:32.120 --> 00:01:34.780]  那幫人害他
[00:01:34.780 --> 00:01:38.340]  但是到後來他還高過那幫人
[00:01:38.340 --> 00:01:40.500]  就是他爬了他的頭,是不是
[00:01:40.500 --> 00:01:42.980]  那幫人來求他
[00:01:42.980 --> 00:01:44.480]  那是誰啊
[00:01:44.480 --> 00:01:46.500]  弱勢,是不是
[00:01:46.500 --> 00:01:49.260]  就是一幫人,他曾經害過你
[00:01:49.260 --> 00:01:50.720]  踩過你,看不起你
[00:01:50.720 --> 00:01:53.860]  到有一天你已經飛黃騰達,高過他了
[00:01:53.860 --> 00:01:55.500]  你可以踩回他的
[00:01:56.120 --> 00:01:59.140]  但是弱勢,他考慮到在神面前
[00:01:59.140 --> 00:02:02.780]  也是神令到我,可以做到今天的位置
[00:02:02.780 --> 00:02:05.740]  他謙卑下來,就不去踩他的頭
[00:02:05.740 --> 00:02:07.800]  重新原諒,接納他
[00:02:07.800 --> 00:02:10.800]  好,都是一些人與人之間的關係
[00:02:10.800 --> 00:02:14.740]  那今天呢,就是再深入一點講一下人與人之間的關係
[00:02:14.740 --> 00:02:16.740]  怎樣能夠做得更好
[00:02:16.740 --> 00:02:18.380]  講到彼此
[00:02:18.380 --> 00:02:22.480]  那很好啊,因為有霍夫牧師呢
[00:02:22.480 --> 00:02:25.660]  很多個月前已經選了這一篇給我說的
[00:02:25.660 --> 00:02:26.980]  不是我選的
[00:02:26.980 --> 00:02:29.380]  一個彼此的關係
[00:02:29.380 --> 00:02:34.520]  我們看看彼此的關係,通常會是怎樣的呢
[00:02:34.520 --> 00:02:38.980]  是不是,如果嬰兒能夠見到隻大狗也不怕
[00:02:38.980 --> 00:02:40.640]  大家都可以做到朋友的
[00:02:40.640 --> 00:02:43.460]  父母有信任,隻大狗不會叼走他的
[00:02:43.460 --> 00:02:47.340]  那就是最好的關係了,是不是
[00:02:47.340 --> 00:02:52.140]  但是通常我們人呢,都會選擇另外一種關係,是不是
[00:02:52.140 --> 00:02:54.780]  大家在同一間房,在同一間屋
[00:02:54.780 --> 00:02:56.560]  都可以免礙了
[00:02:56.560 --> 00:02:59.360]  大家在黑暗裏面不需要溝通
[00:02:59.360 --> 00:03:01.000]  好像看不到對方的
[00:03:01.000 --> 00:03:04.540]  那也有些彼此的關係呢,就是
[00:03:04.540 --> 00:03:07.680]  一群人的,有時候不是一定one on one的
[00:03:07.680 --> 00:03:09.180]  three on one的
[00:03:09.180 --> 00:03:13.320]  那這些是一些彼此的關係
[00:03:13.320 --> 00:03:16.060]  那我想問一個問題了
[00:03:16.060 --> 00:03:19.380]  因為呢,通常如果講的道與你沒有關係呢
[00:03:19.380 --> 00:03:22.100]  那你聽來都浪費了你的時間,是不是
[00:03:22.100 --> 00:03:25.380]  那我有兩條的問題,跟大家談一下
[00:03:25.380 --> 00:03:29.880]  你現在先去想一想,給十大廟去想一想
[00:03:29.880 --> 00:03:32.260]  有沒有一些人,或者一群人
[00:03:32.260 --> 00:03:35.320]  你覺得大家彼此差異很大的
[00:03:35.320 --> 00:03:38.240]  但是呢,又要彼此合作的
[00:03:38.240 --> 00:03:43.060]  有沒有這樣的群體,有沒有這樣的人類
[00:03:43.060 --> 00:03:47.000]  有沒有在你家裏面,在同事當中
[00:03:47.000 --> 00:03:51.200]  或者是呢,有些彼此的關係已經很困難了
[00:03:52.100 --> 00:03:55.620]  那就最好彈開了,但是又不能彈開
[00:03:55.620 --> 00:03:59.000]  那大家可能是姻親也好,或者是
[00:03:59.000 --> 00:04:02.000]  同屋也好,roommate也好
[00:04:02.000 --> 00:04:03.660]  簽了租約又不可以
[00:04:03.660 --> 00:04:05.400]  撻租那些呢
[00:04:05.400 --> 00:04:10.960]  又要保持很密切,你日見到的這些關係
[00:04:10.960 --> 00:04:13.300]  大家有沒有試過這些關係
[00:04:13.300 --> 00:04:16.480]  或者是正在其中
[00:04:16.480 --> 00:04:19.520]  OK
[00:04:19.880 --> 00:04:23.200]  如果你說,我沒有的,我和全人類都是很好的
[00:04:23.200 --> 00:04:26.440]  那我都需要向你學習
[00:04:26.440 --> 00:04:31.900]  好,那霍夫牧師就選了這個題目
[00:04:31.900 --> 00:04:34.080]  說到婆媳關係
[00:04:34.080 --> 00:04:36.880]  那你會想一想
[00:04:36.880 --> 00:04:41.400]  通常我們說,啊,有婆媳關係,這樣
[00:04:41.400 --> 00:04:45.280]  那通常你會想到,他是想說正面還是反面
[00:04:46.560 --> 00:04:50.240]  是不是啊?我想99%婆媳關係都是
[00:04:50.240 --> 00:04:52.500]  通常說到這四個字都是
[00:04:52.500 --> 00:04:55.420]  這樣吧,是不是
[00:04:55.420 --> 00:04:57.420]  那但是呢
[00:04:57.420 --> 00:05:00.300]  在今天我們讀的經文當中
[00:05:00.300 --> 00:05:04.680]  你會發覺,他剛剛想說的是相反的
[00:05:04.680 --> 00:05:08.260]  居然是最困難的,最困難的關係當中
[00:05:08.260 --> 00:05:11.960]  是可以有這麼何等美,何等奇妙的關係
[00:05:11.960 --> 00:05:14.560]  那我都覺得
[00:05:15.280 --> 00:05:18.640]  通常我們說,有時候婆媳都可以大家
[00:05:18.640 --> 00:05:22.120]  相處得好的呢,就是今天很多
[00:05:22.120 --> 00:05:23.560]  那些
[00:05:23.560 --> 00:05:28.080]  青年人來到這裡,是不是,結了婚生子
[00:05:28.080 --> 00:05:31.120]  兩個都想工作,因為要供摩技出發,是不是
[00:05:31.120 --> 00:05:35.560]  那就會申請老人家來這裡和我們一起住,是不是
[00:05:35.560 --> 00:05:38.960]  那因為大家可以互利互助,是不是
[00:05:38.960 --> 00:05:41.320]  我們都需要他們幫我們照顧小朋友
[00:05:41.320 --> 00:05:44.300]  那他們都很想和我們一起生活
[00:05:44.680 --> 00:05:47.900]  那但是我們都知道這個不是一件容易的事
[00:05:47.900 --> 00:05:52.220]  那但是都是起碼大家有些互利
[00:05:52.220 --> 00:05:54.820]  互助的關係,或者有時候有些
[00:05:54.820 --> 00:05:57.100]  是經濟的關係
[00:05:57.100 --> 00:06:00.240]  在香港,在中國就更加多
[00:06:00.240 --> 00:06:02.840]  因為根本沒有人可以afford到兩間屋,是不是
[00:06:02.840 --> 00:06:05.960]  結了婚,不是因為大家很想和我們一起住
[00:06:05.960 --> 00:06:07.400]  是因為那間屋
[00:06:07.400 --> 00:06:11.220]  沒辦法可以供到另外一間屋
[00:06:11.220 --> 00:06:13.760]  所以這些關係我們時常都會遇到
[00:06:13.760 --> 00:06:16.800]  但是今天我們不是,大家一定要說婆媳的關係
[00:06:16.800 --> 00:06:18.780]  剛才兩條題目是講到
[00:06:18.780 --> 00:06:22.260]  是一些你覺得似乎是困難的關係
