
[00:00:00.000 --> 00:00:08.660]  大家有無留意新約書信最後幾節
[00:00:08.660 --> 00:00:11.820]  作者會加了一首頌歌
[00:00:11.820 --> 00:00:16.320]  頌歌的英文是Doxology
[00:00:16.320 --> 00:00:18.680]  頌歌是甚麼呢
[00:00:18.680 --> 00:00:22.900]  頌歌的原文是兩個字組成
[00:00:22.900 --> 00:00:24.560]  一個是榮耀
[00:00:24.560 --> 00:00:26.540]  榮耀神的榮耀
[00:00:26.540 --> 00:00:27.560]  Glorify
[00:00:27.560 --> 00:00:30.240]  另一個是華語
[00:00:30.240 --> 00:00:34.400]  即是說這首頌歌是榮耀神的說話
[00:00:34.400 --> 00:00:37.480]  我們看看一些頌歌
[00:00:37.480 --> 00:00:40.460]  菲勒比斯的頌歌很短
[00:00:40.460 --> 00:00:43.560]  保羅說:願榮耀歸給我們的父神
[00:00:43.560 --> 00:00:44.360]  直到永遠
[00:00:44.360 --> 00:00:45.160]  阿們
[00:00:45.160 --> 00:00:47.360]  那裏是說榮耀又是說神
[00:00:47.360 --> 00:00:48.560]  榮耀神
[00:00:48.560 --> 00:00:51.600]  如果我們看彼得寫頌歌是怎樣的呢
[00:00:51.600 --> 00:00:53.700]  彼得寫頌歌他就說
[00:00:53.700 --> 00:00:55.920]  彼得前書四章十一句
[00:00:55.920 --> 00:00:58.280]  榮耀權能都是他的
[00:00:58.280 --> 00:00:59.920]  直到永遠
[00:00:59.920 --> 00:01:01.440]  阿們
[00:01:01.440 --> 00:01:04.120]  差不多加了權能的字
[00:01:04.120 --> 00:01:06.440]  尤大書是最短的只有一章
[00:01:06.440 --> 00:01:08.440]  但是他的頌歌是頗長的
[00:01:08.440 --> 00:01:09.320]  而且很出名
[00:01:09.320 --> 00:01:10.560]  大家可能都記得
[00:01:10.560 --> 00:01:12.560]  甚至小時候有沒有唸過
[00:01:12.560 --> 00:01:14.020]  如果你參加阿灣
[00:01:14.020 --> 00:01:15.400]  你應該有機會唸
[00:01:15.400 --> 00:01:17.240]  你沒有參加阿灣就吃虧了
[00:01:17.240 --> 00:01:18.320]  沒有辦法
[00:01:18.320 --> 00:01:19.840]  頌歌是說
[00:01:19.840 --> 00:01:21.360]  願榮耀威嚴能力
[00:01:21.360 --> 00:01:23.840]  權並直著我們的主耶穌基督
[00:01:23.840 --> 00:01:26.960]  從萬世以前及現代直到永遠
[00:01:26.960 --> 00:01:29.560]  歸給獨一的神我們的救主
[00:01:29.560 --> 00:01:31.920]  他能保守你們不至跌倒
[00:01:31.920 --> 00:01:33.520]  使你們毫無瑕疵
[00:01:33.520 --> 00:01:35.800]  歡迎站在他榮光之前
[00:01:35.800 --> 00:01:36.800]  阿們
[00:01:36.800 --> 00:01:37.680]  有沒有搞錯?
[00:01:37.680 --> 00:01:38.840]  牧師唸了這麼長
[00:01:38.840 --> 00:01:40.160]  小時候唸到的
[00:01:40.160 --> 00:01:42.160]  現在都唸到難一點
[00:01:42.160 --> 00:01:44.440]  這個頌歌很厲害
[00:01:44.440 --> 00:01:48.360]  今天羅馬書剛才主席跟我們讀的
[00:01:48.360 --> 00:01:49.800]  那個都是頌歌
[00:01:49.800 --> 00:01:51.080]  三節
[00:01:51.080 --> 00:01:54.200]  原文這三節其實是一句話
[00:01:54.200 --> 00:01:55.040]  一句話
[00:01:55.040 --> 00:01:57.920]  我們再看看這三節的頌歌
[00:01:57.920 --> 00:02:01.360]  神能依照我所傳的福音
[00:02:01.360 --> 00:02:03.360]  和耶穌基督所傳的信息
[00:02:03.360 --> 00:02:06.240]  照著他奧秘的啟示堅定你們
[00:02:06.240 --> 00:02:10.160]  這奧秘自古以來秘而不宣
[00:02:10.160 --> 00:02:13.040]  但現在直著眾先知所寫的
[00:02:13.040 --> 00:02:16.720]  照著永恆的神的預旨
[00:02:16.720 --> 00:02:18.520]  已經向萬國顯明出來
[00:02:18.520 --> 00:02:21.480]  使他們相信而信服
[00:02:21.480 --> 00:02:23.480]  信服
[00:02:23.480 --> 00:02:26.000]  願榮耀直著耶穌基督
[00:02:26.000 --> 00:02:28.320]  歸給獨一全知的神
[00:02:28.320 --> 00:02:29.520]  直到永遠
[00:02:29.520 --> 00:02:31.520]  阿們
[00:02:31.520 --> 00:02:36.440]  今天我們的講道主題就是這個頌歌
[00:02:36.440 --> 00:02:39.080]  原文一句很長的頌歌
[00:02:39.080 --> 00:02:42.640]  這個頌歌裡面我只講三個詞句
[00:02:42.640 --> 00:02:46.280]  一個就是奧秘
[00:02:46.280 --> 00:02:47.280]  Mystery
[00:02:47.280 --> 00:02:48.760]  一個就是堅定
[00:02:48.760 --> 00:02:49.760]  Establish
[00:02:49.760 --> 00:02:51.760]  或者英文是Strengthen
[00:02:51.760 --> 00:02:53.760]  一個就是榮耀
[00:02:53.760 --> 00:02:55.400]  講三個詞句
[00:02:55.400 --> 00:02:58.680]  第一我們看奧秘這個詞句
[00:02:58.680 --> 00:03:02.600]  這個自古以來隱藏的奧秘是什麼呢?
[00:03:02.600 --> 00:03:04.360]  福音的奧秘
[00:03:04.360 --> 00:03:05.560]  今天我們的主題
[00:03:05.560 --> 00:03:07.040]  福音有個奧秘
[00:03:07.040 --> 00:03:09.160]  是自古以來沒有隱藏的
[00:03:09.160 --> 00:03:14.120]  是耶穌基督救贖事公完成之後
[00:03:14.120 --> 00:03:16.600]  才顯明是什麼
[00:03:16.600 --> 00:03:20.920]  以弗所書講得很清楚
[00:03:20.920 --> 00:03:23.400]  以弗所書第三章五至六節
[00:03:23.400 --> 00:03:26.040]  這個奧秘在以前的世代
[00:03:26.040 --> 00:03:28.200]  沒有人知道
[00:03:28.200 --> 00:03:33.080]  不是現在可以藉著聖靈啟示給聖徒和先知
[00:03:33.080 --> 00:03:35.760]  這個奧秘原來就是外族人
[00:03:35.760 --> 00:03:37.280]  在耶穌基督裡面
[00:03:37.280 --> 00:03:39.480]  藉著福音可以同作後至
[00:03:39.480 --> 00:03:40.320]  同為一體
[00:03:40.320 --> 00:03:41.360]  同蒙應許
[00:03:41.360 --> 00:03:44.360]  原來這個奧秘就是
[00:03:44.360 --> 00:03:45.560]  耶穌基督的福音
[00:03:45.560 --> 00:03:47.240]  不是只給猶太人
[00:03:47.240 --> 00:03:48.680]  是給全世界的人
[00:03:48.680 --> 00:03:51.640]  所以清朝我們的人說
[00:03:51.640 --> 00:03:52.880]  這個是洋教
[00:03:52.880 --> 00:03:53.880]  其實不是洋教
[00:03:53.880 --> 00:03:55.080]  這個是大公教
[00:03:55.080 --> 00:03:56.680]  大家都有份的
[00:03:56.680 --> 00:03:59.360]  是上帝這個奧秘
[00:03:59.360 --> 00:04:01.480]  現在耶穌基督來了之後就講得很清楚
[00:04:01.480 --> 00:04:03.440]  全世界的人是關乎
[00:04:03.440 --> 00:04:07.680]  哥羅西書第一章二十五至二十七節也這樣講
[00:04:07.680 --> 00:04:11.960]  他說現在這個奧秘已經向他的眾聖徒顯明了
[00:04:11.960 --> 00:04:13.720]  神願意使他們知道
[00:04:13.720 --> 00:04:16.240]  這個奧秘在外族人當中
[00:04:16.240 --> 00:04:18.040]  有多麼榮耀的豐盛
[00:04:18.040 --> 00:04:22.040]  這個奧秘就是基督在裡面成為了榮耀的盼望
[00:04:22.040 --> 00:04:24.800]  我們看到神的心意
[00:04:24.800 --> 00:04:27.520]  神愛世人不願一人沉淪
[00:04:27.520 --> 00:04:29.240]  但願每個人都悔改
[00:04:29.240 --> 00:04:32.240]  這個奧秘現在清楚顯明
[00:04:32.240 --> 00:04:36.840]  講完奧秘
[00:04:36.840 --> 00:04:37.960]  講堅定
[00:04:37.960 --> 00:04:40.200]  堅定就是堅立
[00:04:40.200 --> 00:04:41.440]  就是加能力
[00:04:41.440 --> 00:04:42.760]  strengthen
[00:04:42.760 --> 00:04:45.080]  耶穌基督的福音
[00:04:45.080 --> 00:04:46.760]  是能夠堅定信徒
[00:04:46.760 --> 00:04:49.760]  很多人以為福音就叫我們信耶穌
[00:04:49.760 --> 00:04:51.440]  信了耶穌之後就不需要福音
[00:04:51.440 --> 00:04:53.520]  因為我已經上了臥行洗禮
[00:04:53.520 --> 00:04:55.120]  福音就放在一邊
[00:04:55.120 --> 00:04:56.160]  是給那些未信的
[00:04:56.160 --> 00:04:57.160]  其實這個是錯的
[00:04:57.160 --> 00:04:59.200]  福音不單叫我們信耶穌
[00:04:59.200 --> 00:05:01.040]  而且能夠堅立我們
[00:05:01.040 --> 00:05:02.200]  我告訴大家
[00:05:02.200 --> 00:05:06.440]  你和我都永遠不會成長到一個地步
[00:05:06.440 --> 00:05:08.440]  不需要福音
[00:05:08.440 --> 00:05:11.600]  福音不單帶我們信耶穌
[00:05:11.600 --> 00:05:13.440]  而且能夠幫助我們成性
[00:05:13.440 --> 00:05:18.240]  這裡奇妙的地方
[00:05:18.240 --> 00:05:20.560]  就是上帝堅定我們
[00:05:20.560 --> 00:05:22.480]  是為了叫他得榮耀
[00:05:22.480 --> 00:05:29.520]  上帝叫自己得榮耀的方法就是堅定我們
[00:05:29.520 --> 00:05:31.520]  和我們人就很不同
[00:05:31.520 --> 00:05:36.040]  人為了得榮耀就用武力鎮壓
[00:05:36.040 --> 00:05:39.400]  以致有威權出來
[00:05:39.400 --> 00:05:40.840]  譬如幾個例子
[00:05:40.840 --> 00:05:45.560]  漢朝有個將軍叫陳湯
[00:05:45.560 --> 00:05:47.240]  他打贏了匈奴
[00:05:47.240 --> 00:05:49.240]  寫封信給漢元帝
[00:05:49.240 --> 00:05:50.360]  很厲害
[00:05:50.360 --> 00:05:53.960]  他說「明犯強漢者,雖怨必誅」
[00:05:53.960 --> 00:05:59.040]  如果你明明明知觸犯我們強大的漢朝
[00:05:59.040 --> 00:06:01.040]  你在很遠的地方我都殺你
[00:06:01.040 --> 00:06:02.920]  文言文有時不懂
[00:06:02.920 --> 00:06:04.920]  「誅」就是殺的意思
