
[00:00:00.000 --> 00:00:03.720]  今天題目是「小心返唔到轉頭」
[00:00:03.720 --> 00:00:05.640]  不知道大家有沒有試過
[00:00:05.640 --> 00:00:08.840]  是有一些事情或者處理裡面
[00:00:08.840 --> 00:00:11.240]  你返唔到轉頭的呢?
[00:00:11.240 --> 00:00:16.040]  最近跟一位朋友在車房碰到
[00:00:16.040 --> 00:00:18.560]  我就問你來做什麼?
[00:00:18.560 --> 00:00:19.720]  其實也有點傻的
[00:00:19.720 --> 00:00:21.080]  去車房做什麼呢?
[00:00:21.080 --> 00:00:22.840]  要麼檢查要麼修車而已
[00:00:22.840 --> 00:00:25.040]  他說我的車要拿來修
[00:00:25.040 --> 00:00:27.680]  我說你的車有什麼事要拿來修?
[00:00:27.680 --> 00:00:32.000]  他說原來其實你的車一早就應該要換引擎油
[00:00:32.000 --> 00:00:33.560]  以及來檢查的了
[00:00:33.560 --> 00:00:35.960]  他說他的車其實有警告燈
[00:00:35.960 --> 00:00:39.120]  會彈出警告燈說要換引擎油
[00:00:39.120 --> 00:00:40.760]  但是他又沒有理會
[00:00:40.760 --> 00:00:43.560]  到了再彈另一個警告燈出來跟他說
[00:00:43.560 --> 00:00:45.320]  你要拿車去檢查了
[00:00:45.320 --> 00:00:46.720]  他也沒有搞
[00:00:46.720 --> 00:00:49.040]  到了有一天他一開的時候
[00:00:49.040 --> 00:00:51.640]  突然聽到引擎砰
[00:00:51.640 --> 00:00:55.080]  然後就要拿回車回去修
[00:00:55.080 --> 00:00:59.480]  到了車房就說你一早就應該拿回來換引擎油了
[00:00:59.480 --> 00:01:02.120]  你應該一早就拿回來檢查了
[00:01:02.120 --> 00:01:04.720]  但是因為他沒有理會警告燈
[00:01:04.720 --> 00:01:08.480]  最後就是車壞了才拿去修
[00:01:08.480 --> 00:01:10.480]  車壞了拿去修
[00:01:10.480 --> 00:01:12.440]  雖然也回不了頭
[00:01:12.440 --> 00:01:15.120]  但是後果也不是很嚴重
[00:01:15.120 --> 00:01:18.680]  但是有時候有一些事情如果我們不聽警告的話
[00:01:18.680 --> 00:01:21.200]  後果也很嚴重的
[00:01:21.200 --> 00:01:24.280]  我不知道有沒有人記得1986年
[00:01:24.280 --> 00:01:29.080]  1986年穿梭機挑戰者號起飛不久
[00:01:29.080 --> 00:01:30.480]  就在空中爆炸
[00:01:30.480 --> 00:01:34.080]  不知道有沒有人記得這件事
[00:01:34.080 --> 00:01:37.520]  好你舉手你承認你同我同一個年代了
[00:01:37.520 --> 00:01:40.320]  有些在頭三堂有些明明應該記得的
[00:01:40.320 --> 00:01:42.160]  他說他不記得
[00:01:42.160 --> 00:01:47.240]  但是如果當時你有看在新聞上的片段
[00:01:47.240 --> 00:01:48.200]  是真的很震撼
[00:01:48.200 --> 00:01:51.120]  尤其是我們小時候男孩子很喜歡穿梭機
[00:01:51.120 --> 00:01:54.000]  所以看到那個穿梭機起飛的時候
[00:01:54.000 --> 00:01:56.280]  怎麼突然間在空中爆炸
[00:01:56.280 --> 00:02:01.320]  這件事到今天仍然在我腦中是一個很深刻的片段
[00:02:01.320 --> 00:02:03.040]  我看過一本書
[00:02:03.040 --> 00:02:05.760]  他提到裡面空難的原因
[00:02:05.760 --> 00:02:11.280]  他說原來是因為穿梭機裡面有一個機件出現了故障
[00:02:11.280 --> 00:02:14.760]  這個機件在特定的溫度以下
[00:02:14.760 --> 00:02:19.920]  會釋放一些易燃的氣體而引致爆炸
[00:02:19.920 --> 00:02:21.800]  但是原來裡面說到
[00:02:21.800 --> 00:02:24.480]  其實早在1977年
[00:02:24.480 --> 00:02:28.760]  這個零件的製造商已經知道了這個問題
[00:02:28.760 --> 00:02:34.000]  而他們也將這個報告寄去了太空總署
[00:02:34.000 --> 00:02:38.560]  就是說其實太空總署已經早知道這個零件有問題
[00:02:38.560 --> 00:02:41.480]  但是當時太空總署的工程師覺得
[00:02:41.480 --> 00:02:47.560]  這個故障會不會真的直至引接穿梭機爆炸呢?
[00:02:47.560 --> 00:02:51.840]  他們就沒有真的去聽這個警告
[00:02:51.840 --> 00:02:54.240]  而最後起飛的時候
[00:02:54.240 --> 00:02:57.920]  也因為那個溫度是低過那個特定的溫度
[00:02:57.920 --> 00:03:03.120]  就引致到這個機件故障引起爆炸
[00:03:03.120 --> 00:03:07.880]  而發生了當時震驚世界的空難
[00:03:07.880 --> 00:03:11.600]  今天我們會一起去到烈王紀下第17章
[00:03:11.600 --> 00:03:15.640]  我們會一起去看北國以色列的結局
[00:03:15.640 --> 00:03:20.920]  北國以色列的結局對於我們的信仰生命有什麼提醒呢?
[00:03:20.920 --> 00:03:26.080]  我們怎麼小心我們的信仰生命有時候會不會回不了頭呢?
[00:03:26.080 --> 00:03:30.200]  今天我們一起在中間學三個功課
[00:03:30.200 --> 00:03:36.720]  今天第一個功課是我們要認定神是唯一拯救的神
[00:03:36.720 --> 00:03:40.040]  我們首先一起讀17章的第六節
[00:03:40.040 --> 00:03:41.240]  我們一起讀好不好?
[00:03:41.240 --> 00:03:42.520]  1、2、3
[00:03:42.520 --> 00:03:48.000]  河西亞第九年 亞述王攻取了撒馬尼亞
[00:03:48.000 --> 00:03:50.920]  將以色列人擄到亞述
[00:03:50.920 --> 00:03:56.360]  把他們安置在哈立與哥散的哈博河邊
[00:03:56.360 --> 00:03:59.280]  並米底亞人的城邑
[00:03:59.280 --> 00:04:01.160]  聖經告訴我們
[00:04:01.160 --> 00:04:04.080]  北國最後滅亡了
[00:04:04.080 --> 00:04:06.760]  亞述攻取了撒馬尼亞
[00:04:06.760 --> 00:04:09.400]  將以色列人擄去亞述
[00:04:09.400 --> 00:04:12.760]  將他們安置在哈博河邊
[00:04:12.760 --> 00:04:15.480]  以及米底亞人的城邑
[00:04:15.480 --> 00:04:18.400]  我們知道在主前722年
[00:04:18.400 --> 00:04:20.840]  北國以色列亡國了
[00:04:20.840 --> 00:04:23.280]  但是為什麼會這樣呢?
[00:04:23.280 --> 00:04:26.280]  我們從第七節讀到第十二節
[00:04:26.280 --> 00:04:26.960]  我們一起讀
[00:04:26.960 --> 00:04:27.960]  1、2、3
[00:04:27.960 --> 00:04:33.200]  這是因以色列人得罪那領他們出埃及地
[00:04:33.200 --> 00:04:36.800]  脫離埃及王法老首的耶和華
[00:04:36.800 --> 00:04:40.000]  他們的臣 去敬畏別臣
[00:04:40.000 --> 00:04:43.000]  隨從耶和華在他們面前
[00:04:43.000 --> 00:04:45.880]  所趕出外邦人的風俗
[00:04:45.880 --> 00:04:49.400]  和以色列諸王所立的條規
[00:04:49.400 --> 00:04:52.640]  以色列人暗中行不正的事
[00:04:52.640 --> 00:04:55.360]  違背耶和華他們的臣
[00:04:55.360 --> 00:04:58.000]  在他們所有的城邑
[00:04:58.000 --> 00:05:01.040]  從遼望樓直到堅固城
[00:05:01.040 --> 00:05:02.800]  建築幽壇
[00:05:02.800 --> 00:05:04.760]  在各高崗上
[00:05:04.760 --> 00:05:06.480]  各青草住下
[00:05:06.480 --> 00:05:08.880]  立柱杖和木偶
[00:05:08.880 --> 00:05:11.080]  在幽壇上燒香
[00:05:11.080 --> 00:05:14.160]  效法耶和華在他們面前
[00:05:14.160 --> 00:05:16.880]  趕出的外邦人所行的
[00:05:16.880 --> 00:05:20.720]  有行惡事惹動耶和華的怒氣
[00:05:20.720 --> 00:05:22.720]  且侍奉偶像
[00:05:22.720 --> 00:05:27.000]  就是耶和華警誡他們不可行的
[00:05:27.000 --> 00:05:27.960]  這是第七節
[00:05:27.960 --> 00:05:31.800]  告訴我們很清楚以色列國亡國的原因
[00:05:31.800 --> 00:05:34.360]  亡國的原因不是他們沒有經歷過神
[00:05:34.360 --> 00:05:37.360]  亡國的原因不是他們沒有經歷過神的拯救
[00:05:37.360 --> 00:05:40.880]  事實上他們知道拯救的源頭在哪裡
[00:05:40.880 --> 00:05:43.080]  但是他們經歷了拯救
[00:05:43.080 --> 00:05:45.560]  知道拯救的源頭的時候
[00:05:45.560 --> 00:05:48.920]  他們卻去敬畏其他的神
[00:05:48.920 --> 00:05:50.960]  如果我們看回出《埃及記》
[00:05:50.960 --> 00:05:53.360]  出《埃及記》第十九章四節六節
[00:05:53.360 --> 00:05:55.080]  其實說得很清楚
[00:05:55.080 --> 00:05:56.040]  我們一起讀好不好
[00:05:56.040 --> 00:05:57.080]  一二三
[00:05:57.080 --> 00:06:00.040]  我向埃及人所行的事
[00:06:00.040 --> 00:06:02.280]  你們都看見了
[00:06:02.280 --> 00:06:06.920]  請看見我如應將你們背在翅膀上
[00:06:06.920 --> 00:06:08.720]  帶來歸我
[00:06:08.720 --> 00:06:12.320]  如今你們若實在聽從我的話
[00:06:12.320 --> 00:06:13.960]  遵守我的約
[00:06:13.960 --> 00:06:17.800]  就要在萬民中作屬我的子民
[00:06:17.800 --> 00:06:20.400]  因為全地都是我的
[00:06:20.400 --> 00:06:23.720]  你們要歸我作祭司的國度
[00:06:23.720 --> 00:06:25.600]  為聖潔的國民
[00:06:25.600 --> 00:06:29.320]  者些說你要告訴以色列人
[00:06:29.320 --> 00:06:31.200]  以色列人經歷了神的拯救
[00:06:31.200 --> 00:06:34.680]  經歷了神從埃及地帶他們出來
[00:06:34.680 --> 00:06:37.280]  經歷了神怎樣去幫助他們
[00:06:37.280 --> 00:06:40.600]  但是他們不是不知道救恩的源頭
[00:06:40.600 --> 00:06:44.480]  但是他們沒有去跟隨神
[00:06:44.480 --> 00:06:45.960]  所以到了第八節
[00:06:45.960 --> 00:06:47.240]  這裡告訴我們
[00:06:47.240 --> 00:06:52.600]  他們就隨從那些所講出外邦人的風俗
[00:06:52.600 --> 00:06:55.000]  這裡其實他們的宗教意識
[00:06:55.000 --> 00:06:56.760]  被外族同化了
[00:06:56.760 --> 00:07:00.080]  他們接納了那些異地的文化
[00:07:00.080 --> 00:07:04.160]  加南地的風俗變為以色列豬王的風俗
[00:07:04.160 --> 00:07:06.760]  我們讀過是阿哈王
[00:07:06.760 --> 00:07:09.520]  將巴力敬拜帶入了以色列國
[00:07:09.520 --> 00:07:12.280]  阿哈王自己很熱心去敬拜巴力
[00:07:12.280 --> 00:07:15.360]  將以色列帶離開了神
[00:07:15.360 --> 00:07:17.400]  而後果是怎樣呢
[00:07:17.400 --> 00:07:21.760]  這裡九字十字告訴我們一個很恐怖的圖畫
[00:07:21.760 --> 00:07:24.000]  他說所有的城邑
[00:07:24.000 --> 00:07:26.680]  從遼望樓到堅固城
[00:07:26.680 --> 00:07:28.680]  他們都會建築幽壇
[00:07:28.680 --> 00:07:30.840]  無論在山上
[00:07:30.840 --> 00:07:32.800]  在每一個樹下
[00:07:32.800 --> 00:07:35.720]  他們都會立柱象和木偶
[00:07:35.720 --> 00:07:38.120]  這是一個很恐怖的圖畫
[00:07:38.120 --> 00:07:40.440]  而當他們這樣去敬拜外邦神的時候
[00:07:40.440 --> 00:07:42.320]  他們的行為是怎樣呢
