
[00:00:00.000 --> 00:00:02.940]  多謝主給我機會再次和大家分享神的說話
[00:00:02.940 --> 00:00:04.800]  今天我想帶給大家一個訊息
[00:00:04.800 --> 00:00:07.800]  就是很想我們每一個基督徒
[00:00:07.800 --> 00:00:10.600]  成為一個禱告的人
[00:00:10.600 --> 00:00:12.160]  我希望如果你的家庭裡
[00:00:12.160 --> 00:00:14.760]  也有其他成員信了主
[00:00:14.760 --> 00:00:18.080]  你的家庭也可以成為禱告的家庭
[00:00:18.080 --> 00:00:19.520]  更加是教會
[00:00:19.520 --> 00:00:22.020]  雅庚堂成為一間禱告的教會
[00:00:22.020 --> 00:00:23.780]  我選用一段經文
[00:00:23.780 --> 00:00:28.480]  在《馬福音》十一章十二到十六節記載
[00:00:28.480 --> 00:00:30.600]  耶穌就了一棵無花果樹
[00:00:30.600 --> 00:00:32.860]  和潔淨聖殿的事蹟
[00:00:32.860 --> 00:00:34.220]  所以我叫的題目是
[00:00:34.220 --> 00:00:37.000]  無花果樹與聖殿競拜
[00:00:37.000 --> 00:00:40.020]  大家看到這段影片中間的一張相片
[00:00:40.020 --> 00:00:42.900]  就是波魯神學院這兩年搬到美孚之後
[00:00:42.900 --> 00:00:45.760]  在花園裡種的一棵無花果樹
[00:00:45.760 --> 00:00:48.240]  是真的無花果樹 香港比較少
[00:00:48.240 --> 00:00:50.880]  歡迎你有機會來美孚
[00:00:50.880 --> 00:00:53.180]  未開美孚的時候來參觀一下這棵
[00:00:53.180 --> 00:00:55.600]  現在也長得不錯
[00:00:55.600 --> 00:00:58.000]  香港很難種 我們試過種一棵就死了
[00:00:58.000 --> 00:01:01.780]  希望這棵能夠長命一點
[00:01:01.780 --> 00:01:03.020]  這段聖經
[00:01:03.020 --> 00:01:05.020]  如果你翻開聖經看的時候
[00:01:05.020 --> 00:01:06.380]  很自然地
[00:01:06.380 --> 00:01:10.260]  這段經文毫無疑問分開三個段落
[00:01:10.260 --> 00:01:14.360]  第一個段落是第十二到十四節
[00:01:14.360 --> 00:01:17.520]  《馬福音》十一章十二到十四節
[00:01:17.520 --> 00:01:20.700]  就是耶穌就了一棵無花果樹
[00:01:20.700 --> 00:01:24.880]  第二個段落是十五到十九節
[00:01:24.880 --> 00:01:26.580]  耶穌潔淨聖殿
[00:01:26.580 --> 00:01:29.780]  這次潔淨聖殿大概在聖經記載裡面
[00:01:29.780 --> 00:01:31.780]  是第二次潔淨聖殿
[00:01:31.780 --> 00:01:33.780]  第一次是耶穌剛剛出來傳道
[00:01:33.780 --> 00:01:36.100]  記載在《約翰福音》第二章
[00:01:36.100 --> 00:01:38.420]  大概是耶穌第一次潔淨聖殿
[00:01:38.420 --> 00:01:39.180]  這個是第二次
[00:01:39.180 --> 00:01:41.380]  換言之 三年過去
[00:01:41.380 --> 00:01:46.380]  聖殿的烏煙瘴氣問題其實沒有解決
[00:01:46.380 --> 00:01:48.780]  所以是第二次潔淨聖殿
[00:01:48.780 --> 00:01:53.200]  第三個段落是二十節到二十六節
[00:01:53.200 --> 00:01:57.180]  就是耶穌解釋為何要就坐無花果樹
[00:01:57.180 --> 00:01:59.180]  有三個段落
[00:01:59.180 --> 00:02:04.780]  這三個段落是三文治式的結構
[00:02:04.780 --> 00:02:08.180]  一個文學寫作的方法
[00:02:08.180 --> 00:02:13.460]  第一段是就坐不潔果子的無花果樹
[00:02:13.460 --> 00:02:18.300]  第二個段落是潔淨好像賊鵝一般的聖殿
[00:02:18.300 --> 00:02:22.740]  第三段是解讀被就坐的無花果樹的行動
[00:02:22.740 --> 00:02:26.740]  然後帶出信心祈禱的果核
[00:02:26.740 --> 00:02:30.460]  你看到第一個段落和第三個段落
[00:02:30.460 --> 00:02:32.260]  都是和無花果樹有關係的
[00:02:32.260 --> 00:02:33.300]  第一是行動
[00:02:33.300 --> 00:02:35.300]  第三是解釋這個行動
[00:02:35.300 --> 00:02:40.380]  換言之 一、三都是無花果樹這個主題之下寫的
[00:02:40.380 --> 00:02:45.140]  中間就放了另一個好像很不同的事蹟
[00:02:45.140 --> 00:02:46.340]  就是潔淨聖殿
[00:02:46.340 --> 00:02:49.340]  這樣的結構我們叫三文治
[00:02:49.340 --> 00:02:53.540]  因為一、三是相同的 第二是不相同的
[00:02:53.540 --> 00:02:55.940]  大家一定吃過三文治
[00:02:55.940 --> 00:02:59.940]  最重要是哪一部分呢
[00:02:59.940 --> 00:03:00.940]  中間那一塊吧
[00:03:00.940 --> 00:03:03.340]  我想大家不會說最重要是頭尾那些吧
[00:03:03.340 --> 00:03:05.340]  如果是頭尾那些不如吃白包吧
[00:03:05.340 --> 00:03:07.700]  最重要是中間那一塊
[00:03:07.700 --> 00:03:09.700]  但原來在文學記載手法裏面
[00:03:09.700 --> 00:03:13.700]  要凸顯中間那一部分是最重要的
[00:03:13.700 --> 00:03:16.980]  一會兒我會解釋一下這件事情
[00:03:16.980 --> 00:03:20.140]  還有 如果是這樣的分析
[00:03:20.140 --> 00:03:22.140]  三文治記載的話
[00:03:22.140 --> 00:03:25.540]  這是帶出一個信息
[00:03:25.540 --> 00:03:28.540]  三文治不是說三個不同的事蹟
[00:03:28.540 --> 00:03:30.540]  三個獨立的事件
[00:03:30.540 --> 00:03:32.140]  三個不同的教訓
[00:03:32.140 --> 00:03:36.540]  而是說這三個分段裏面
[00:03:36.540 --> 00:03:39.740]  最終帶出一個中心思想
[00:03:39.740 --> 00:03:43.740]  我想和大家今天一起來分享這個中心思想
[00:03:43.740 --> 00:03:45.540]  我們先看看經文的內容
[00:03:45.540 --> 00:03:50.540]  就是《馬可福音》十一章十二到十四節
[00:03:50.540 --> 00:03:54.540]  我們先請弟兄姊妹讀一次經文
[00:04:15.540 --> 00:04:25.540]  《馬可福音》十二到十四節
[00:04:25.540 --> 00:04:27.540]  經文開始第一句就說
[00:04:27.540 --> 00:04:28.540]  「第二天」
[00:04:28.540 --> 00:04:31.540]  即是說跟上文、下理很有關係
[00:04:31.540 --> 00:04:34.540]  這個第二天是記載耶穌三十三年
[00:04:34.540 --> 00:04:37.540]  作為人的時候在世界上生活
[00:04:37.540 --> 00:04:39.540]  最後一個星期
[00:04:39.540 --> 00:04:42.540]  祂入到當時的聖殿之所在
[00:04:42.540 --> 00:04:44.540]  聖城耶路撒冷
[00:04:44.540 --> 00:04:47.540]  大家記得上文一到十節
[00:04:47.540 --> 00:04:50.540]  是說耶穌榮耀地入耶路撒冷
[00:04:50.540 --> 00:04:52.540]  民眾夾道歡迎
[00:04:52.540 --> 00:04:55.540]  然後聖經沒有記載什麼原因
[00:04:55.540 --> 00:04:57.540]  祂沒有住在耶路撒冷
[00:04:57.540 --> 00:04:59.540]  祂離開耶路撒冷
[00:04:59.540 --> 00:05:03.540]  幾里外東南面一個鎮叫伯大利
[00:05:03.540 --> 00:05:06.540]  現在相對回看《約翰福音》的記載
[00:05:06.540 --> 00:05:10.540]  祂大概住在馬利亞和拉撒路的家中作客
[00:05:10.540 --> 00:05:14.540]  然後第二天祂從伯大利步行回到耶路撒冷
[00:05:14.540 --> 00:05:16.540]  第二天就說
[00:05:16.540 --> 00:05:20.540]  祂從伯大利回到耶路撒冷的路途中
[00:05:20.540 --> 00:05:22.540]  發生了這件事
[00:05:22.540 --> 00:05:25.540]  在路途中見到無花果這棵樹
[00:05:25.540 --> 00:05:27.540]  如果去過耶路撒冷就知道
[00:05:27.540 --> 00:05:29.540]  去過聖城就知道無花果到處都是
[00:05:29.540 --> 00:05:30.540]  在以色列
[00:05:30.540 --> 00:05:33.540]  在我們最熟悉的土耳其
[00:05:33.540 --> 00:05:35.540]  都有很多無花果樹
[00:05:35.540 --> 00:05:37.540]  在氣候比較適宜種植
[00:05:37.540 --> 00:05:41.540]  見到這棵樹可能很旺盛
[00:05:41.540 --> 00:05:42.540]  可能很茂盛
[00:05:42.540 --> 00:05:43.540]  很多葉
[00:05:43.540 --> 00:05:49.540]  走到去的時間卻找不到任何的果子
[00:05:49.540 --> 00:05:50.540]  耶穌本來肚餓
[00:05:50.540 --> 00:05:51.540]  所以找些東西吃
[00:05:51.540 --> 00:05:53.540]  找些無花果的果實吃
[00:05:53.540 --> 00:05:55.540]  不過找不到
[00:05:55.540 --> 00:05:58.540]  結果祂就坐這棵樹
[00:05:58.540 --> 00:06:00.540]  這棵樹就死了
[00:06:00.540 --> 00:06:04.540]  這段經文是很難解釋的經文
[00:06:04.540 --> 00:06:08.540]  有人甚至形容是《新教聖經》其中一段最難解釋的聖經
[00:06:08.540 --> 00:06:12.540]  英國的哲學家和數學家叫羅素
[00:06:12.540 --> 00:06:14.540]  我相信大家一定聽過他的名字
[00:06:14.540 --> 00:06:15.540]  他寫過一本書
[00:06:15.540 --> 00:06:19.540]  《我為什麼不願意成為基督徒?Why am I not a Christian?》
[00:06:19.540 --> 00:06:21.540]  不知道大家有沒有看過這本書
[00:06:21.540 --> 00:06:24.540]  他稱自己為不可知論者
[00:06:24.540 --> 00:06:26.540]  這個世界上有沒有神我不知道
[00:06:26.540 --> 00:06:29.540]  而且對基督教相當不友善
[00:06:29.540 --> 00:06:31.540]  提出一些問題
[00:06:31.540 --> 00:06:35.540]  覺得基督教所說的不太合理
[00:06:35.540 --> 00:06:38.540]  其中一個挑戰就是這段聖經
[00:06:38.540 --> 00:06:44.540]  為什麼耶穌這麼不合理地找不到果子
[00:06:44.540 --> 00:06:48.540]  要就坐無花果樹死去呢?
[00:06:48.540 --> 00:06:49.540]  特別這段經文說
[00:06:49.540 --> 00:06:53.540]  因為那時候不是收無花果的時候
[00:06:53.540 --> 00:06:57.540]  當然不是當灶沒有果子吃
[00:06:57.540 --> 00:06:58.540]  是很自然的事
[00:06:58.540 --> 00:07:01.540]  但為什麼耶穌的反應好像發脾氣一樣
[00:07:01.540 --> 00:07:03.540]  結果那棵樹死了?
[00:07:03.540 --> 00:07:09.540]  如果你在一二月的時候去荔枝莊
[00:07:09.540 --> 00:07:12.540]  去見到那棵荔枝樹
[00:07:12.540 --> 00:07:14.540]  那當然有沒有荔枝呢?
[00:07:14.540 --> 00:07:15.540]  當然沒有
[00:07:15.540 --> 00:07:17.540]  一二月的時候不是那個時間
[00:07:17.540 --> 00:07:19.540]  是到六七月才有的
[00:07:19.540 --> 00:07:22.540]  然後你死了
[00:07:22.540 --> 00:07:23.540]  因為耶穌教的
[00:07:23.540 --> 00:07:24.540]  我叫你死了
[00:07:24.540 --> 00:07:26.540]  行不行呢?
[00:07:26.540 --> 00:07:28.540]  覺得很野蠻
