
[00:00:00.000 --> 00:00:05.940]  各位弟兄姊妹,早晨,願你們平安
[00:00:05.940 --> 00:00:10.180]  今天是張林奇第三主日
[00:00:10.180 --> 00:00:11.840]  講到的主題是
[00:00:11.840 --> 00:00:19.380]  「一個大喜的信息揀選、跨代、承傳」
[00:00:19.380 --> 00:00:23.560]  耶穌基督的誕生是一個關乎萬民
[00:00:23.560 --> 00:00:30.020]  關乎所有人一個超級大喜的信息
[00:00:30.020 --> 00:00:35.320]  所以我們在聖誕節都很喜歡說有關聖誕的故事
[00:00:35.320 --> 00:00:37.700]  包括瑪利亞和約瑟的故事
[00:00:37.700 --> 00:00:40.900]  天使向木人人類報佳音的故事
[00:00:40.900 --> 00:00:44.320]  東方三博士帶備禮物
[00:00:44.320 --> 00:00:47.900]  朝見聖嬰的故事等等
[00:00:47.900 --> 00:00:55.960]  不過就比較少講主耶穌基督的家譜
[00:00:55.960 --> 00:00:58.860]  假如大家心水清的話
[00:00:58.860 --> 00:01:01.720]  你就會留意到路加醫生
[00:01:01.720 --> 00:01:03.540]  把耶穌基督的家譜
[00:01:03.540 --> 00:01:07.580]  記載在第三章結尾的部分
[00:01:07.580 --> 00:01:10.020]  是在耶穌受洗之後
[00:01:10.020 --> 00:01:15.460]  在祂三十歲開始出來傳道之前
[00:01:15.460 --> 00:01:18.620]  不過瑞利瑪太很特別
[00:01:18.620 --> 00:01:22.700]  他選擇把主耶穌基督的家譜
[00:01:22.700 --> 00:01:28.220]  首先在第一章的開頭記載
[00:01:28.220 --> 00:01:30.700]  然後到第十八節才指出
[00:01:30.700 --> 00:01:35.900]  耶穌基督降生的事記載在下面
[00:01:35.900 --> 00:01:38.660]  接著又在二十二、二十三節指出
[00:01:38.660 --> 00:01:41.380]  這整件事的發生
[00:01:41.380 --> 00:01:47.060]  是要應驗主席主先知所說的話
[00:01:47.060 --> 00:01:49.580]  我們就要問為什麼
[00:01:49.580 --> 00:01:55.500]  為什麼聖經作者瑪太要這樣鋪排呢?
[00:01:55.500 --> 00:01:57.640]  她這樣的鋪排
[00:01:57.640 --> 00:02:02.780]  要傳達的是一個什麼樣的訊息呢?
[00:02:02.780 --> 00:02:06.980]  我們今天就一起去思考一下
[00:02:06.980 --> 00:02:09.100]  瑪太指出主耶穌基督的降生
[00:02:09.100 --> 00:02:10.980]  這整件事的發生
[00:02:10.980 --> 00:02:15.420]  是要應驗主祂自己的說話
[00:02:15.420 --> 00:02:17.220]  換而言之
[00:02:17.220 --> 00:02:19.540]  神祂自己的應許
[00:02:19.540 --> 00:02:23.060]  祂的整個救贖計劃
[00:02:23.060 --> 00:02:27.460]  人類整個救恩歷史的開展
[00:02:27.460 --> 00:02:33.500]  和實現原來都不僅是樂起一個人
[00:02:33.500 --> 00:02:36.860]  透過一個人去完成
[00:02:36.860 --> 00:02:41.260]  也不僅僅是透過一個世代
[00:02:41.260 --> 00:02:47.820]  而是要透過跨世代的成全
[00:02:47.820 --> 00:02:48.820]  換言之
[00:02:48.820 --> 00:02:52.300]  每一個有份成全的人
[00:02:52.300 --> 00:02:55.980]  都同樣重要
[00:02:55.980 --> 00:02:58.220]  剛才四十二代的裡面
[00:02:58.220 --> 00:03:00.340]  有些是君王
[00:03:00.340 --> 00:03:03.460]  有些是平民百姓
[00:03:03.460 --> 00:03:07.100]  有些是出名你和我都很認識
[00:03:07.100 --> 00:03:10.540]  有些都不見面
[00:03:10.540 --> 00:03:12.540]  我們都不知道他是誰
[00:03:12.540 --> 00:03:14.500]  有些是父
[00:03:14.500 --> 00:03:18.180]  但也有些是母
[00:03:18.180 --> 00:03:20.300]  母親裡面有提名的
[00:03:20.300 --> 00:03:24.820]  也有很多母親沒有被提名
[00:03:24.820 --> 00:03:26.660]  不過我們知道
[00:03:26.660 --> 00:03:31.620]  在整個跨代成全的每一個
[00:03:31.620 --> 00:03:34.300]  都是缺一不可
[00:03:34.300 --> 00:03:36.260]  不知道你會不會問
[00:03:36.260 --> 00:03:37.980]  這個跨代成全的設計
[00:03:37.980 --> 00:03:40.380]  為什麼是這麼特別的呢?
[00:03:40.380 --> 00:03:42.980]  因為馬太指出
[00:03:42.980 --> 00:03:46.500]  由阿巴拉罕數到大衛是十四代
[00:03:46.500 --> 00:03:49.700]  由大衛數到巴比倫的時期
[00:03:49.700 --> 00:03:51.260]  也是十四代
[00:03:51.260 --> 00:03:53.700]  然後由巴比倫時期數到
[00:03:53.700 --> 00:03:57.780]  耶穌基督也是十四代
[00:03:57.780 --> 00:04:00.380]  這麼巧?
[00:04:00.380 --> 00:04:03.180]  是不是這麼巧?
[00:04:03.180 --> 00:04:05.300]  還是是經過作者的
[00:04:05.300 --> 00:04:09.380]  刻意的設計和安排呢?
[00:04:09.380 --> 00:04:11.860]  我們為了要找出答案
[00:04:11.860 --> 00:04:14.020]  不如我們一起核對一下
[00:04:14.020 --> 00:04:16.740]  這三組十四代的數目
[00:04:16.740 --> 00:04:19.260]  其實正不正確呢?
[00:04:19.260 --> 00:04:20.780]  不知道在座的弟兄姊妹
[00:04:20.780 --> 00:04:23.140]  在你靈修的時候
[00:04:23.140 --> 00:04:25.900]  之前已經有沒有很認真地坐下
[00:04:25.900 --> 00:04:28.220]  數過手指?
[00:04:28.220 --> 00:04:30.460]  還是你會說:Pastor Daniel
[00:04:30.460 --> 00:04:32.980]  不用了!怎麼搞的?
[00:04:32.980 --> 00:04:36.780]  馬太!她是個衰利
[00:04:36.780 --> 00:04:40.100]  她對數目字是最敏感的
[00:04:40.100 --> 00:04:41.020]  是不是?
[00:04:41.020 --> 00:04:43.700]  她一定是很精準的
[00:04:43.700 --> 00:04:45.380]  怎麼會數錯呢?
[00:04:45.380 --> 00:04:51.020]  還有聖經!是正確無誤的
[00:04:51.020 --> 00:04:53.900]  不會搞錯的
[00:04:53.900 --> 00:04:56.380]  不如我們真的花一點時間
[00:04:56.380 --> 00:04:59.060]  來一起核對一下
[00:04:59.060 --> 00:05:02.780]  我們一起數一下
[00:05:02.780 --> 00:05:04.820]  第一個十四代
[00:05:04.820 --> 00:05:10.740]  這裡是一、二、三、四、五、六
[00:05:10.740 --> 00:05:16.340]  七、八、九、十、十一、十二
[00:05:16.340 --> 00:05:19.300]  十三、十四
[00:05:19.300 --> 00:05:20.660]  真的是十四代
[00:05:20.660 --> 00:05:22.980]  都說不用數了
[00:05:22.980 --> 00:05:25.740]  不過我們來看看第二個十四代
[00:05:25.740 --> 00:05:27.420]  第二個十四代
[00:05:27.420 --> 00:05:32.820]  一、二、三、四、五、六
[00:05:32.820 --> 00:05:37.020]  七、八、九、十、十一
[00:05:37.020 --> 00:05:40.860]  十二、十三、十四
[00:05:40.860 --> 00:05:44.580]  十五?
[00:05:44.580 --> 00:05:47.020]  為什麼弄了個十五出來?
[00:05:47.020 --> 00:05:49.340]  有沒有人留意到?
[00:05:49.340 --> 00:05:51.260]  大衛嘛!
[00:05:51.260 --> 00:05:53.060]  大家真的心水清了
[00:05:53.060 --> 00:05:55.260]  上面說過大衛重複了
[00:05:55.260 --> 00:05:56.740]  不就減少了他?
[00:05:56.740 --> 00:05:58.860]  剛剛好!十四!
[00:05:58.860 --> 00:06:00.340]  沒問題!
[00:06:00.340 --> 00:06:03.420]  不過如果我們真的很認真讀聖經
[00:06:03.420 --> 00:06:05.860]  我們有時候會對一下舊約
[00:06:05.860 --> 00:06:08.940]  看看歷代至上三章十一、十二節
[00:06:08.940 --> 00:06:11.860]  那裡有說大衛的家譜
[00:06:11.860 --> 00:06:15.860]  提到大衛的兒子所羅門的後裔
[00:06:15.860 --> 00:06:20.740]  那跟第一章馬太的八至九節
[00:06:20.740 --> 00:06:22.300]  有出入
[00:06:22.300 --> 00:06:27.940]  因為當馬太記載若蘭去到烏西瓦
[00:06:27.940 --> 00:06:31.900]  烏西瓦還有另一個名字叫做阿薩利瓦
[00:06:31.900 --> 00:06:33.340]  我們就發現
[00:06:33.340 --> 00:06:36.140]  哇!他省略了
[00:06:36.140 --> 00:06:40.420]  他跳過了三代君王那麼多
[00:06:40.420 --> 00:06:41.780]  跳過了哪幾個?
