
[00:00:00.000 --> 00:00:02.180]  首先講講我自己本身
[00:00:02.180 --> 00:00:06.160]  對中國的改變
[00:00:06.160 --> 00:00:08.240]  是由一種恐懼
[00:00:08.240 --> 00:00:10.020]  惡夢
[00:00:10.020 --> 00:00:12.480]  來改變過來
[00:00:12.480 --> 00:00:17.840]  我偷渡來香港之前
[00:00:17.840 --> 00:00:23.600]  對裡面的經歷都是一些恐懼和惡夢
[00:00:23.600 --> 00:00:28.340]  原因就是因為我媽媽土匪的時候被盜
[00:00:28.860 --> 00:00:30.640]  我們的親戚當中
[00:00:30.640 --> 00:00:33.060]  很多都是被盜
[00:00:33.060 --> 00:00:35.940]  是因為有地叫做地主
[00:00:35.940 --> 00:00:38.200]  有些錢就叫做富農
[00:00:38.200 --> 00:00:41.800]  有人在外面,那些叫做反革命
[00:00:41.800 --> 00:00:45.680]  爸爸以前做過官,那些叫做官僚
[00:00:45.680 --> 00:00:47.420]  是右派
[00:00:47.420 --> 00:00:52.420]  所以因為這樣,自小我們一家在裡面
[00:00:52.420 --> 00:00:55.700]  我們的成分是非常差的
[00:00:57.000 --> 00:00:59.300]  媽媽吊頸死了之後
[00:00:59.300 --> 00:01:03.680]  我有十幾年的時間在上面
[00:01:03.680 --> 00:01:07.340]  都是掛著一個叫做黑五類的罪名
[00:01:07.340 --> 00:01:13.140]  我感恩有機會偷渡來到香港
[00:01:13.140 --> 00:01:16.040]  跟我爸爸、哥哥、姐姐一起相聚
[00:01:16.040 --> 00:01:19.000]  來到的時候,因為我未信
[00:01:19.000 --> 00:01:22.880]  我對裡面仍然是存著很多的恐懼
[00:01:22.880 --> 00:01:26.540]  我不敢告訴別人,我是偷渡的
[00:01:27.040 --> 00:01:29.000]  我甚至將我的童年
[00:01:29.000 --> 00:01:31.820]  好像完全埋藏
[00:01:31.820 --> 00:01:33.820]  不敢告訴別人
[00:01:33.820 --> 00:01:37.180]  所以我出來的時間
[00:01:37.180 --> 00:01:42.420]  在我讀書、學校的同學裡面
[00:01:42.420 --> 00:01:46.840]  極少人知道我過去的身世是怎樣
[00:01:46.840 --> 00:01:51.700]  直到我自己完全清楚信了耶穌之後
[00:01:51.700 --> 00:01:53.700]  經過七年的辯論
[00:01:53.700 --> 00:01:55.540]  我信了耶穌之後
[00:01:55.740 --> 00:01:59.740]  我開始慢慢經歷神的釋放
[00:01:59.740 --> 00:02:01.740]  經歷神的改變
[00:02:01.740 --> 00:02:04.760]  我的恐懼可以離開
[00:02:04.760 --> 00:02:07.960]  我的恨可以離我而去
[00:02:07.960 --> 00:02:10.840]  我很感恩的就是因為這個恨離開
[00:02:10.840 --> 00:02:12.840]  我經歷了饒恕
[00:02:12.840 --> 00:02:16.440]  我經歷了什麼叫做放過
[00:02:16.440 --> 00:02:18.440]  是因為這樣
[00:02:18.440 --> 00:02:22.780]  我逐步逐步開始對中國
[00:02:22.780 --> 00:02:26.240]  不再是驚,不再是惡夢
[00:02:26.240 --> 00:02:28.240]  不再是恨
[00:02:28.240 --> 00:02:34.160]  而是開始有一種更加感覺到自己都有責任
[00:02:34.160 --> 00:02:37.180]  中國越不可愛
[00:02:37.180 --> 00:02:39.680]  其實我們是更加有責任
[00:02:39.680 --> 00:02:43.680]  去愛它,令它變得可愛
[00:02:43.680 --> 00:02:49.680]  當我後來決定去讀神學之後
[00:02:49.680 --> 00:02:51.680]  我有機會在美國
[00:02:52.600 --> 00:02:55.880]  其實差不多九年多的時間在美國
[00:02:55.880 --> 00:02:59.880]  我們是可以留在那個地方
[00:02:59.880 --> 00:03:01.880]  我們不需要回來
[00:03:01.880 --> 00:03:05.880]  實際上我們的牧會也是非常開心
[00:03:05.880 --> 00:03:08.880]  我和執事和同工和弟兄姊妹
[00:03:08.880 --> 00:03:10.880]  我們的關係非常密切
[00:03:10.880 --> 00:03:12.880]  教會二三百人
[00:03:12.880 --> 00:03:16.880]  下陪牧師都是我的執事
[00:03:16.880 --> 00:03:22.880]  還有很多包括鄭延德牧師
[00:03:22.880 --> 00:03:24.880]  都是我的會友
[00:03:24.880 --> 00:03:28.880]  我有相當多很愛我們的弟兄姊妹
[00:03:28.880 --> 00:03:34.880]  但是在一九九五年
[00:03:34.880 --> 00:03:39.880]  是透過一次的聚會
[00:03:39.880 --> 00:03:44.880]  我比較清楚認識大少曾牧師
[00:03:44.880 --> 00:03:46.880]  和他的一家
[00:03:46.880 --> 00:03:52.880]  然後在我的腦海裡繼續不斷出現他的樣子
[00:03:52.880 --> 00:03:56.880]  對我印象最深刻的
[00:03:56.880 --> 00:03:58.880]  不單止是他講到
[00:03:58.880 --> 00:04:02.880]  他的曾祖父在中國大陸傳教的經歷
[00:04:02.880 --> 00:04:05.880]  倘若我有一千英鎊
[00:04:05.880 --> 00:04:08.880]  中國可以全數的取去
[00:04:08.880 --> 00:04:10.880]  假若我有一千條的生命
[00:04:10.880 --> 00:04:12.880]  我不會留下一條
[00:04:12.880 --> 00:04:14.880]  不被阻礙
[00:04:14.880 --> 00:04:26.880]  我曾經講過
[00:04:26.880 --> 00:04:29.880]  在我靈修裡面
[00:04:29.880 --> 00:04:33.880]  我是極少隨意翻成經
[00:04:33.880 --> 00:04:38.880]  我是有系統讀成經
[00:04:40.880 --> 00:04:43.880]  按次序去認識
[00:04:43.880 --> 00:04:44.880]  瞭解
[00:04:44.880 --> 00:04:47.880]  深入去探索性的話
[00:04:47.880 --> 00:04:52.880]  但是有一朝
[00:04:52.880 --> 00:04:54.880]  我不知道為什麼
[00:04:54.880 --> 00:04:57.880]  祈禱完了的時候
