
[00:00:00.000 --> 00:00:05.040]  很高興再一次在港台上和大家見面
[00:00:05.040 --> 00:00:07.540]  在《約翰福音》大家都知道
[00:00:07.540 --> 00:00:11.800]  是有耶穌基督講了七個「我」時
[00:00:11.800 --> 00:00:16.760]  約翰在聖經裏面特別強調所謂「基督論」
[00:00:16.760 --> 00:00:21.600]  他講到關於究竟基督是一個甚麼人
[00:00:21.600 --> 00:00:23.600]  亦是一個甚麼神
[00:00:23.600 --> 00:00:25.600]  我們知道我們的基督是全神
[00:00:25.600 --> 00:00:27.600]  亦都是全人
[00:00:27.600 --> 00:00:31.100]  耶穌在《約翰福音》講了七個「我」時
[00:00:31.100 --> 00:00:33.100]  我先後已經講了五個
[00:00:33.100 --> 00:00:35.100]  今天是第六個
[00:00:35.100 --> 00:00:38.100]  亦都是一個非常豐富的話題
[00:00:38.100 --> 00:00:42.100]  就是耶穌說我是一個葡萄樹
[00:00:42.100 --> 00:00:45.100]  葡萄樹這個比喻
[00:00:45.100 --> 00:00:49.100]  是講到關於我們屬靈的生命
[00:00:49.100 --> 00:00:53.100]  和團契的生活
[00:00:53.100 --> 00:00:55.100]  你要問為甚麼是葡萄樹
[00:00:55.100 --> 00:00:57.100]  不可以其他的樹
[00:00:57.100 --> 00:00:59.100]  葡萄樹是一個果樹
[00:00:59.100 --> 00:01:01.100]  是結果的樹
[00:01:01.100 --> 00:01:03.100]  果子是可以吃的
[00:01:03.100 --> 00:01:05.100]  而且在第一世紀巴勒斯坦
[00:01:05.100 --> 00:01:07.100]  亦都不是第一世紀
[00:01:07.100 --> 00:01:09.100]  今日都是
[00:01:09.100 --> 00:01:11.100]  葡萄樹可以說是一個很廣泛
[00:01:11.100 --> 00:01:13.100]  地方都找到的樹
[00:01:13.100 --> 00:01:15.100]  亦都很多人種
[00:01:15.100 --> 00:01:17.100]  因為那裏的天氣很適宜
[00:01:17.100 --> 00:01:19.100]  種一些葡萄樹
[00:01:19.100 --> 00:01:21.100]  大家知道近地中海的地方
[00:01:21.100 --> 00:01:23.100]  那些葡萄樹
[00:01:23.100 --> 00:01:25.100]  因為天氣和暖
[00:01:25.100 --> 00:01:27.100]  又不是太凍
[00:01:27.100 --> 00:01:29.100]  亦都有那些氣候
[00:01:29.100 --> 00:01:31.100]  亦都有帶少少潮濕
[00:01:31.100 --> 00:01:33.100]  就很適宜種這些葡萄樹
[00:01:33.100 --> 00:01:35.100]  所以我知道
[00:01:35.100 --> 00:01:37.100]  法國的紅酒
[00:01:37.100 --> 00:01:39.100]  都是法國南部那裏最出名
[00:01:39.100 --> 00:01:41.100]  意大利又在地中海
[00:01:41.100 --> 00:01:43.100]  原來以色列
[00:01:43.100 --> 00:01:45.100]  都在地中海另外一邊
[00:01:45.100 --> 00:01:47.100]  當時就叫大海
[00:01:47.100 --> 00:01:49.100]  保羅幾次的旅程
[00:01:49.100 --> 00:01:51.100]  都是要坐船
[00:01:51.100 --> 00:01:53.100]  就在這個大海
[00:01:53.100 --> 00:01:55.100]  去到中海那裏
[00:01:55.100 --> 00:01:57.100]  去到不同的地方
[00:01:57.100 --> 00:01:59.100]  那裏都是盛產葡萄
[00:01:59.100 --> 00:02:01.100]  首先一棵樹是活的
[00:02:01.100 --> 00:02:03.100]  不是死的
[00:02:03.100 --> 00:02:05.100]  就正如我們屬靈生命
[00:02:05.100 --> 00:02:07.100]  一定要是活的
[00:02:07.100 --> 00:02:09.100]  很多時候我們信了主很多年
[00:02:09.100 --> 00:02:11.100]  信主初時的時候
[00:02:11.100 --> 00:02:13.100]  我們可能真的很熱心
[00:02:13.100 --> 00:02:15.100]  很灼熱的
[00:02:15.100 --> 00:02:17.100]  成為一個新做的人
[00:02:17.100 --> 00:02:19.100]  不是說笑
[00:02:19.100 --> 00:02:21.100]  等於你買一件新的衣服
[00:02:21.100 --> 00:02:23.100]  就開始厭倦
[00:02:23.100 --> 00:02:25.100]  當然就可以買一些更加新的衣服
[00:02:25.100 --> 00:02:27.100]  開車也是
[00:02:27.100 --> 00:02:29.100]  買一輛新車又怎樣
[00:02:29.100 --> 00:02:31.100]  天天拿出來用布擦一擦
[00:02:31.100 --> 00:02:33.100]  又經常洗車
[00:02:33.100 --> 00:02:35.100]  有少許污糟
[00:02:35.100 --> 00:02:37.100]  看不過眼
[00:02:37.100 --> 00:02:39.100]  但久了又怎樣
[00:02:39.100 --> 00:02:41.100]  習慣成自然
[00:02:41.100 --> 00:02:43.100]  由得它污糟
[00:02:43.100 --> 00:02:45.100]  反正都天天上班用
[00:02:45.100 --> 00:02:47.100]  將來拿去賣之前才洗乾淨
[00:02:47.100 --> 00:02:49.100]  我們的心靈
[00:02:49.100 --> 00:02:51.100]  開始時是很新的
[00:02:51.100 --> 00:02:53.100]  很有熱心
[00:02:53.100 --> 00:02:55.100]  很有灼熱
[00:02:55.100 --> 00:02:57.100]  心是興奮的
