
[00:00:00.000 --> 00:00:04.200]  我們同心禱告
[00:00:04.200 --> 00:00:05.600]  親愛的主,我們感謝祢
[00:00:05.600 --> 00:00:08.200]  讓我們能夠在今早
[00:00:08.200 --> 00:00:10.000]  我們在祢面前
[00:00:10.000 --> 00:00:12.500]  是很熱情的去歌唱
[00:00:12.500 --> 00:00:15.900]  我們也相信祢聽到我們的歌聲
[00:00:15.900 --> 00:00:19.000]  親愛的主,如今我們眾弟兄姊妹們
[00:00:19.000 --> 00:00:22.200]  我們一同的跪拜在祢面前
[00:00:22.200 --> 00:00:25.300]  我們是要聽祢的話語
[00:00:25.300 --> 00:00:28.900]  因為祢的話語是我們生命的糧
[00:00:28.900 --> 00:00:31.000]  是我們的活水
[00:00:31.000 --> 00:00:33.800]  親愛的主,求祢憐憫我們
[00:00:33.800 --> 00:00:35.500]  憐憫我們的不信
[00:00:35.500 --> 00:00:37.400]  讓我們聽到祢的話
[00:00:37.400 --> 00:00:39.400]  在祢的榮光底下
[00:00:39.400 --> 00:00:41.400]  聽到祢的話語的時候
[00:00:41.400 --> 00:00:43.700]  我們就能夠相信
[00:00:43.700 --> 00:00:47.200]  所以親愛的主,求祢讓我們眾弟兄姊妹們
[00:00:47.200 --> 00:00:49.900]  都能夠有聽教的耳朵
[00:00:49.900 --> 00:00:53.200]  聽得見就相信
[00:00:53.200 --> 00:00:54.400]  我們這樣的禱告
[00:00:54.400 --> 00:00:56.800]  是奉主耶穌基督的名字
[00:00:56.800 --> 00:00:59.400]  我們就要聽到祢的話語
[00:00:59.400 --> 00:01:01.400]  我們就要聽到祢的話語
[00:01:01.400 --> 00:01:03.400]  我們就要聽到祢的話語
[00:01:03.400 --> 00:01:05.400]  我們就要聽到祢的話語
[00:01:05.400 --> 00:01:07.400]  我們就要聽到祢的話語
[00:01:07.400 --> 00:01:09.400]  我們就要聽到祢的話語
[00:01:09.400 --> 00:01:11.400]  我們就要聽到祢的話語
[00:01:11.400 --> 00:01:13.400]  我們就要聽到祢的話語
[00:01:13.400 --> 00:01:15.400]  我們就要聽到祢的話語
[00:01:15.400 --> 00:01:17.400]  我們就要聽到祢的話語
[00:01:17.400 --> 00:01:19.400]  我們就要聽到祢的話語
[00:01:19.400 --> 00:01:21.400]  我們就要聽到祢的話語
[00:01:21.400 --> 00:01:23.400]  我們就要聽到祢的話語
[00:01:23.400 --> 00:01:25.400]  我們就要聽到祢的話語
[00:01:25.400 --> 00:01:27.400]  我們就要聽到祢的話語
[00:01:55.400 --> 00:01:57.400]  我們就要聽到祢的話語
[00:01:57.400 --> 00:01:59.400]  我們就要聽到祢的話語
[00:01:59.400 --> 00:02:01.400]  我們就要聽到祢的話語
[00:02:01.400 --> 00:02:03.400]  我們就要聽到祢的話語
[00:02:03.400 --> 00:02:05.400]  我們就要聽到祢的話語
[00:02:05.400 --> 00:02:07.400]  我們就要聽到祢的話語
[00:02:07.400 --> 00:02:09.400]  我們就要聽到祢的話語
[00:02:09.400 --> 00:02:11.400]  我們就要聽到祢的話語
[00:02:11.400 --> 00:02:13.400]  我們就要聽到祢的話語
[00:02:13.400 --> 00:02:15.400]  我們就要聽到祢的話語
[00:02:15.400 --> 00:02:17.400]  我們就要聽到祢的話語
