
[00:00:00.000 --> 00:00:02.000]  主內平安
[00:00:02.000 --> 00:00:04.000]  今天我們有機會
[00:00:04.000 --> 00:00:06.000]  再一同來到
[00:00:06.000 --> 00:00:08.000]  神的話語面前
[00:00:08.000 --> 00:00:11.000]  一同來學習神的話
[00:00:11.000 --> 00:00:13.000]  我們感謝主
[00:00:13.000 --> 00:00:15.000]  給我們有這樣的機會
[00:00:15.000 --> 00:00:20.000]  能夠在一起來讀聖經
[00:00:20.000 --> 00:00:22.000]  來明白聖經所說的
[00:00:22.000 --> 00:00:25.000]  我們現在先有一個禱告
[00:00:25.000 --> 00:00:29.000]  愛我們的神
[00:00:29.000 --> 00:00:31.000]  愛我們的主耶穌
[00:00:31.000 --> 00:00:33.000]  我們感謝祢
[00:00:33.000 --> 00:00:35.000]  祢給我們有機會
[00:00:35.000 --> 00:00:38.000]  在這裡一同來學習祢的話
[00:00:38.000 --> 00:00:40.000]  願祢的話一打開
[00:00:40.000 --> 00:00:42.000]  就發出亮光
[00:00:42.000 --> 00:00:45.000]  照亮我們心裡頭的黑暗
[00:00:45.000 --> 00:00:47.000]  叫我們在祢面前
[00:00:47.000 --> 00:00:49.000]  更認識祢
[00:00:49.000 --> 00:00:51.000]  更能夠來跟隨祢
[00:00:51.000 --> 00:00:54.000]  走這條十字架的道路
[00:00:54.000 --> 00:00:57.000]  願祢與我們眾人同在
[00:00:57.000 --> 00:00:59.000]  道交托
[00:00:59.000 --> 00:01:01.000]  感謝是奉耶穌基督的名
[00:01:01.000 --> 00:01:03.000]  阿們
[00:01:03.000 --> 00:01:05.000]  弟兄姊妹主內平安
[00:01:05.000 --> 00:01:07.000]  我們一起今天
[00:01:07.000 --> 00:01:10.000]  要來分享的信息
[00:01:10.000 --> 00:01:12.000]  是約翰福音
[00:01:12.000 --> 00:01:15.000]  七個神蹟裡頭的第六個
[00:01:15.000 --> 00:01:20.000]  是一號生來是瞎言的
[00:01:20.000 --> 00:01:22.000]  在約翰福音
[00:01:22.000 --> 00:01:24.000]  一共記載了
[00:01:24.000 --> 00:01:26.000]  七個神蹟
[00:01:26.000 --> 00:01:29.000]  從七個方面來看
[00:01:29.000 --> 00:01:30.000]  主耶穌
[00:01:30.000 --> 00:01:34.000]  祂是我們的救主
[00:01:34.000 --> 00:01:36.000]  是彌賽亞
[00:01:36.000 --> 00:01:39.000]  是我們的神
[00:01:39.000 --> 00:01:41.000]  祂來到地上
[00:01:41.000 --> 00:01:44.000]  祂用祂的話語
[00:01:44.000 --> 00:01:48.000]  和祂做的事情
[00:01:48.000 --> 00:01:52.000]  來顯明祂是人的救主
[00:01:52.000 --> 00:01:54.000]  我們今天要來看的
[00:01:54.000 --> 00:01:56.000]  第六個神蹟
[00:01:56.000 --> 00:01:58.000]  就是一號
[00:01:58.000 --> 00:02:01.000]  一個生來就是瞎言的
[00:02:01.000 --> 00:02:03.000]  我們要跟弟兄姊妹
[00:02:03.000 --> 00:02:07.000]  先讀這一段的聖經
[00:02:07.000 --> 00:02:10.000]  這個神蹟記載的是
[00:02:10.000 --> 00:02:14.000]  在約翰福音第九章
[00:02:14.000 --> 00:02:17.000]  一節到四十一節
[00:02:17.000 --> 00:02:22.000]  約翰福音九章一節到四十一節
[00:02:22.000 --> 00:02:26.000]  現在把一節到九節
[00:02:26.000 --> 00:02:30.000]  讀給弟兄姊妹聽
[00:02:30.000 --> 00:02:33.000]  約翰福音第九章第一節開始說
[00:02:33.000 --> 00:02:35.000]  耶穌過去的時候
[00:02:35.000 --> 00:02:39.000]  看見一個人生來是瞎言的
[00:02:39.000 --> 00:02:42.000]  門徒問耶穌說
[00:02:42.000 --> 00:02:45.000]  拉底這人生來是瞎言的
[00:02:45.000 --> 00:02:47.000]  是誰犯了罪
[00:02:47.000 --> 00:02:48.000]  是這人呢
[00:02:48.000 --> 00:02:50.000]  是他父母呢
[00:02:50.000 --> 00:02:52.000]  耶穌回答說
[00:02:52.000 --> 00:02:55.000]  也不是這人犯了罪
[00:02:55.000 --> 00:02:58.000]  也不是他父母犯了罪
[00:02:58.000 --> 00:03:03.000]  是要在他身上顯出神的作為來
[00:03:03.000 --> 00:03:05.000]  趁著白日
[00:03:05.000 --> 00:03:08.000]  我們必須做那差我來之工
[00:03:08.000 --> 00:03:10.000]  黑夜將到
[00:03:10.000 --> 00:03:13.000]  就沒有人能做工了
[00:03:13.000 --> 00:03:16.000]  我在世上的時候
[00:03:16.000 --> 00:03:18.000]  是世上的光
[00:03:18.000 --> 00:03:20.000]  耶穌說了這話
[00:03:20.000 --> 00:03:23.000]  就吐沫在地上
[00:03:23.000 --> 00:03:25.000]  用吐沫和泥
[00:03:25.000 --> 00:03:28.000]  抹在瞎子的眼睛上
[00:03:28.000 --> 00:03:29.000]  對他說
[00:03:29.000 --> 00:03:33.000]  你往西羅牙池子裡去洗
