
[00:00:00.000 --> 00:00:02.600]  我今天和大家分享一個仙子
[00:00:02.600 --> 00:00:04.800]  我覺得她是還了抑鬱的仙子
[00:00:04.800 --> 00:00:06.800]  她是以利雅
[00:00:06.800 --> 00:00:09.900]  其實這一段經文
[00:00:09.900 --> 00:00:13.900]  我在不同的堂點講了好幾次
[00:00:13.900 --> 00:00:15.900]  由六月開始講
[00:00:15.900 --> 00:00:19.600]  當時我的題目叫「幽谷中的盼望」
[00:00:19.600 --> 00:00:21.300]  但經過這麼多月
[00:00:21.300 --> 00:00:22.400]  可能很多事情發生
[00:00:22.400 --> 00:00:24.600]  每一天我們的組員就問我
[00:00:24.600 --> 00:00:25.600]  究竟是怎樣
[00:00:25.600 --> 00:00:27.300]  為何看不到出路
[00:00:27.300 --> 00:00:28.800]  好像還是看不到盼望
[00:00:28.800 --> 00:00:30.800]  很多不明白的時候
[00:00:30.800 --> 00:00:34.100]  但今天我仍然很想用這段經文
[00:00:34.100 --> 00:00:35.300]  不過上帝感動我
[00:00:35.300 --> 00:00:37.300]  就是用另一個向度
[00:00:37.300 --> 00:00:40.300]  去講當我們無力的時候
[00:00:40.300 --> 00:00:43.800]  究竟怎樣繼續向前走呢?
[00:00:43.800 --> 00:00:45.200]  講以利雅之前
[00:00:45.200 --> 00:00:48.200]  我要講她當時做仙姿的時候
[00:00:48.200 --> 00:00:50.200]  她經歷的王朝是怎樣
[00:00:50.200 --> 00:00:54.200]  她的王朝是一個阿哈王執政的時候
[00:00:54.200 --> 00:00:55.700]  阿哈是一個怎樣的王呢?
[00:00:55.700 --> 00:00:57.200]  如果大家看王紀上下
[00:00:57.200 --> 00:01:00.200]  你會留意每一個王都有一個評語
[00:01:00.200 --> 00:01:04.700]  就是他行耶和華眼中看為正的事
[00:01:04.700 --> 00:01:06.700]  還是惡的事
[00:01:06.700 --> 00:01:09.700]  這個阿哈你見到兩次講
[00:01:09.700 --> 00:01:13.200]  是阿哈行耶和華眼中看為惡的事
[00:01:13.200 --> 00:01:16.700]  比他以前所有的王更嚴重
[00:01:16.700 --> 00:01:19.200]  你會留意不單是惡
[00:01:19.200 --> 00:01:20.700]  還要是更嚴重
[00:01:20.700 --> 00:01:22.700]  講了兩次
[00:01:22.700 --> 00:01:26.200]  他說他犯了彌拜的兒子耶羅伯安所犯的罪
[00:01:26.200 --> 00:01:27.700]  還當作小事
[00:01:27.700 --> 00:01:28.700]  甚麼意思呢?
[00:01:28.700 --> 00:01:31.200]  當時耶羅伯安是拜金牛毒
[00:01:31.200 --> 00:01:32.700]  他覺得還是小事
[00:01:32.700 --> 00:01:33.700]  太小了
[00:01:33.700 --> 00:01:37.200]  所以他娶了一個太太叫耶洗別
[00:01:37.200 --> 00:01:39.200]  去拜巴力
[00:01:39.200 --> 00:01:41.700]  耶洗別是西頓王
[00:01:41.700 --> 00:01:44.200]  揭巴力的女兒
[00:01:44.200 --> 00:01:46.200]  意思就是巴力活著
[00:01:46.200 --> 00:01:51.700]  而耶洗別成為敬拜巴力侍奉的中心
[00:01:51.700 --> 00:01:55.700]  象徵和權力的核心
[00:01:55.700 --> 00:02:00.200]  亦是以利亞最大的威脅
[00:02:00.200 --> 00:02:02.200]  阿哈第二件事是甚麼呢?
[00:02:02.200 --> 00:02:04.700]  他是公然藐視神的奏助
[00:02:04.700 --> 00:02:07.200]  阿哈准一個伯特利人希爾勒
[00:02:07.200 --> 00:02:09.200]  去重修耶利哥城
[00:02:09.200 --> 00:02:12.200]  耶利哥我想大家不陌生
[00:02:12.200 --> 00:02:13.700]  以色列人過約旦河
[00:02:13.700 --> 00:02:14.700]  進入迦南地
[00:02:14.700 --> 00:02:16.700]  第一個攻取的就是耶利哥城
[00:02:16.700 --> 00:02:19.700]  當時神叫他們圍住城
[00:02:19.700 --> 00:02:21.700]  每日一次
[00:02:21.700 --> 00:02:23.200]  第七日七次
[00:02:23.200 --> 00:02:25.200]  然後呼喊城牆倒塌
[00:02:25.200 --> 00:02:27.200]  這個我們是熟悉的
[00:02:27.200 --> 00:02:28.200]  但是
[00:02:28.200 --> 00:02:31.200]  原來上帝是奏助了耶利哥城
[00:02:31.200 --> 00:02:33.200]  摩西吩咐以色列人
[00:02:33.200 --> 00:02:37.200]  用火將城和其中所有財物都要在神面前燒盡
[00:02:37.200 --> 00:02:39.200]  這個城要永為荒堆
[00:02:39.200 --> 00:02:41.200]  不可以再建造
[00:02:41.200 --> 00:02:43.200]  目的就是要防止以色列人
[00:02:43.200 --> 00:02:47.200]  在這些地方再拜那些假神
[00:02:47.200 --> 00:02:49.200]  或其他的外邦神
[00:02:49.200 --> 00:02:52.200]  這個毀了的城要永遠獻給神
[00:02:52.200 --> 00:02:55.200]  歸給耶和華
[00:02:55.200 --> 00:02:58.200]  阿哈王藐視神的奏助
[00:02:58.200 --> 00:03:01.200]  所以當時約書亞曾經說
[00:03:01.200 --> 00:03:04.200]  凡興建重修耶利哥城的
[00:03:04.200 --> 00:03:06.200]  當在耶和華面前受奏助
[00:03:06.200 --> 00:03:08.200]  他立根基的時候要送長子
[00:03:08.200 --> 00:03:10.200]  安城門的時候要送幼子
[00:03:10.200 --> 00:03:15.200]  所以當阿哈真的要收耶利哥的時候
[00:03:15.200 --> 00:03:17.200]  這個奏助應驗了
[00:03:17.200 --> 00:03:20.200]  他的長子在立根基的時候死了
[00:03:20.200 --> 00:03:23.200]  他的幼子在安城門的時候死了
[00:03:23.200 --> 00:03:25.200]  但是你會發現
[00:03:25.200 --> 00:03:27.200]  以色列沒有理由不知道
[00:03:27.200 --> 00:03:29.200]  但是阿哈公然藐視
[00:03:29.200 --> 00:03:33.200]  這是藐視上帝的一個政權
[00:03:33.200 --> 00:03:35.200]  一個王朝
[00:03:35.200 --> 00:03:37.200]  他沒有將神放在眼裡
[00:03:37.200 --> 00:03:39.200]  耶利亞經歷了什麼呢?
[00:03:39.200 --> 00:03:42.200]  第一 他是預言旱災
[00:03:42.200 --> 00:03:45.200]  而神是藉烏鴉去供養他
[00:03:45.200 --> 00:03:47.200]  耶利亞對阿哈說
[00:03:47.200 --> 00:03:49.200]  我要指著神起誓
[00:03:49.200 --> 00:03:51.200]  我祈禱這幾年就不下雨
[00:03:51.200 --> 00:03:53.200]  當然真的沒有下雨
[00:03:53.200 --> 00:03:58.200]  神就叫耶利亞去約旦河東邊的基南溪旁
[00:03:58.200 --> 00:04:00.200]  祂說你去那裡喝溪水
[00:04:00.200 --> 00:04:02.200]  我會叫烏鴉供應你吃
[00:04:02.200 --> 00:04:04.200]  所以不會缺的
[00:04:04.200 --> 00:04:06.200]  不知道大家有沒有聽過白烏鴉
[00:04:06.200 --> 00:04:08.200]  以前的神學院
[00:04:08.200 --> 00:04:11.200]  特別是幾十年前的年代
[00:04:11.200 --> 00:04:13.200]  很多都是學生
[00:04:13.200 --> 00:04:15.200]  或者讀書不久 很年幼就去讀神學
[00:04:15.200 --> 00:04:17.200]  所以沒有錢
[00:04:17.200 --> 00:04:20.200]  但是他們經歷神的供應就是白烏鴉
[00:04:20.200 --> 00:04:22.200]  有些人知道他需要
[00:04:22.200 --> 00:04:24.200]  就將錢放在白色信封
[00:04:24.200 --> 00:04:26.200]  放在信格
[00:04:26.200 --> 00:04:28.200]  這個就是白烏鴉
[00:04:28.200 --> 00:04:30.200]  代表上帝的供應
[00:04:30.200 --> 00:04:34.200]  第二個就是神藉寡婦去供養耶利亞
[00:04:34.200 --> 00:04:36.200]  神對耶利亞說
[00:04:36.200 --> 00:04:38.200]  你去到西頓一個叫薩納法的地方
[00:04:38.200 --> 00:04:40.200]  你住在那裡
[00:04:40.200 --> 00:04:42.200]  我吩咐了寡婦去供應你
[00:04:42.200 --> 00:04:44.200]  耶利亞見到婦人就對她說
[00:04:44.200 --> 00:04:47.200]  麻煩你給我餅吃 麻煩你給我飲料
[00:04:47.200 --> 00:04:49.200]  那個婦人就說
[00:04:49.200 --> 00:04:51.200]  我沒有餅 缸裡只有麵
[00:04:51.200 --> 00:04:53.200]  很少油
[00:04:53.200 --> 00:04:55.200]  不過現在我拿兩斤柴去煮
[00:04:55.200 --> 00:04:57.200]  做了個餅就沒有了
[00:04:57.200 --> 00:04:59.200]  但是她說我們吃了
[00:04:59.200 --> 00:05:01.200]  死就死吧
[00:05:01.200 --> 00:05:03.200]  到最後果然
[00:05:03.200 --> 00:05:05.200]  上帝供應就是
[00:05:05.200 --> 00:05:07.200]  耶利亞和這個婦人和她家中
[00:05:07.200 --> 00:05:09.200]  都沒有缺過糧食
[00:05:09.200 --> 00:05:12.200]  其實我們同福的同工都一樣
[00:05:12.200 --> 00:05:14.200]  因為我們打開雪櫃
[00:05:14.200 --> 00:05:16.200]  可樂永遠不會缺的
[00:05:16.200 --> 00:05:18.200]  因為有很好的供應
[00:05:18.200 --> 00:05:23.200]  第三 她經歷的是什麼呢
[00:05:23.200 --> 00:05:25.200]  她令到這個寡婦的兒子
[00:05:25.200 --> 00:05:27.200]  死而復活
[00:05:27.200 --> 00:05:29.200]  這個婦人的兒子病了
[00:05:29.200 --> 00:05:31.200]  病得很嚴重 沒了氣息
[00:05:31.200 --> 00:05:33.200]  這個婦人就埋怨
[00:05:33.200 --> 00:05:35.200]  跟耶利亞說
[00:05:35.200 --> 00:05:37.200]  我跟你有什麼關係 你為什麼來到這裡
[00:05:37.200 --> 00:05:39.200]  令到神想起我的罪
[00:05:39.200 --> 00:05:41.200]  然後我兒子就死了
[00:05:41.200 --> 00:05:43.200]  神就說你來到了
[00:05:43.200 --> 00:05:45.200]  神就有空來坐坐
[00:05:45.200 --> 00:05:47.200]  看到原來這個家人
[00:05:47.200 --> 00:05:49.200]  也有很多罪 想起那些罪
[00:05:49.200 --> 00:05:51.200]  於是就殺了兒子
[00:05:51.200 --> 00:05:53.200]  她覺得是耶利亞帶來這個災禍
[00:05:53.200 --> 00:05:55.200]  耶利亞跟她說
[00:05:55.200 --> 00:05:57.200]  你將兒子給我
[00:05:57.200 --> 00:05:59.200]  耶利亞將這個孩子帶到樓房
[00:05:59.200 --> 00:06:01.200]  然後放在床上
[00:06:01.200 --> 00:06:03.200]  她去祈禱 她跟神說
[00:06:03.200 --> 00:06:05.200]  神啊 我寄居在這個寡婦那裡
[00:06:05.200 --> 00:06:07.200]  祢就降禍於她
[00:06:07.200 --> 00:06:09.200]  令她的兒子死了
[00:06:09.200 --> 00:06:11.200]  神說我吃她的 住她的
[00:06:11.200 --> 00:06:13.200]  然後她就死了
[00:06:13.200 --> 00:06:15.200]  情何以堪
[00:06:15.200 --> 00:06:17.200]  耶利亞三次
[00:06:17.200 --> 00:06:19.200]  伏在這個孩子的身上求告耶和華
[00:06:19.200 --> 00:06:21.200]  神啊 神啊
[00:06:21.200 --> 00:06:23.200]  求你將這個孩子的生命
[00:06:23.200 --> 00:06:25.200]  還給她
[00:06:25.200 --> 00:06:27.200]  神應運了 這個孩子復活
[00:06:27.200 --> 00:06:29.200]  有人說為什麼三次呢
[00:06:29.200 --> 00:06:31.200]  這麼有趣 還要伏在那裡
[00:06:31.200 --> 00:06:33.200]  Healing Room
[00:06:33.200 --> 00:06:35.200]  都覺得很奇怪
[00:06:35.200 --> 00:06:37.200]  原來有很多色經學者說
[00:06:37.200 --> 00:06:39.200]  耶利亞那種迫切
[00:06:39.200 --> 00:06:41.200]  對孩子生命的迫切
[00:06:41.200 --> 00:06:43.200]  迫切到一個地步
[00:06:43.200 --> 00:06:45.200]  她三次伏在那裡 三次去祈禱
[00:06:45.200 --> 00:06:47.200]  耶利亞是一個仙子
[00:06:47.200 --> 00:06:49.200]  一個什麼樣的仙子
[00:06:49.200 --> 00:06:51.200]  一個很信靠神的仙子
[00:06:51.200 --> 00:06:53.200]  你會發現
[00:06:53.200 --> 00:06:55.200]  要供應 她要等候供應
[00:06:55.200 --> 00:06:57.200]  她是一個很能力的仙子
[00:06:57.200 --> 00:06:59.200]  她經歷神很多
[00:06:59.200 --> 00:07:01.200]  甚至使死人復活
[00:07:01.200 --> 00:07:03.200]  很有能力 很有信心的仙子
[00:07:03.200 --> 00:07:05.200]  過了三年
[00:07:05.200 --> 00:07:07.200]  神和耶利亞說
[00:07:07.200 --> 00:07:09.200]  你去見阿蝦
[00:07:09.200 --> 00:07:11.200]  你要讓他見到
[00:07:11.200 --> 00:07:13.200]  我要降雨在這個地上
[00:07:13.200 --> 00:07:15.200]  你想想
[00:07:15.200 --> 00:07:17.200]  經過幾年的旱災
[00:07:17.200 --> 00:07:19.200]  去告訴王 現在下雨了
[00:07:19.200 --> 00:07:21.200]  不用祭水了
[00:07:21.200 --> 00:07:23.200]  應該是一個好的消息
[00:07:23.200 --> 00:07:25.200]  但其實
[00:07:25.200 --> 00:07:27.200]  是一個冒險
[00:07:27.200 --> 00:07:29.200]  當時阿蝦找了
[00:07:29.200 --> 00:07:31.200]  他的管家
[00:07:31.200 --> 00:07:33.200]  阿蝦的管家 俄巴底
[00:07:33.200 --> 00:07:35.200]  是一個敬畏神的人
[00:07:35.200 --> 00:07:37.200]  當耶洗別去殺神的仙子的時候
[00:07:37.200 --> 00:07:39.200]  他收起了八個
[00:07:39.200 --> 00:07:41.200]  供養他們
[00:07:41.200 --> 00:07:43.200]  俄巴底就說
[00:07:43.200 --> 00:07:45.200]  不是吧 你叫我去見阿蝦 我死定了
