
[00:00:00.000 --> 00:00:04.140]  弟兄姊妹好,讓我們先聽道義,讓我們先同心圖告
[00:00:04.140 --> 00:00:08.000]  我們親愛的天父,多謝祢給我們能夠再一次
[00:00:08.000 --> 00:00:11.900]  回到祢,在上帝祢的說話的面前,一同的研讀
[00:00:11.900 --> 00:00:16.200]  求上帝在祢的靈在我們當中,打開我們心思意念
[00:00:16.200 --> 00:00:19.600]  讓我們的耳朵能夠聽到主祢的教訓
[00:00:19.600 --> 00:00:23.900]  讓我們的心能夠將祢的道理刻在我們的心板上
[00:00:23.900 --> 00:00:25.800]  求主祢的幫助
[00:00:25.800 --> 00:00:29.400]  讓我們能夠真正活學主祢的說話
[00:00:29.400 --> 00:00:31.000]  並且付諸於實行
[00:00:31.000 --> 00:00:33.000]  求天父祢與我們同在
[00:00:33.000 --> 00:00:37.800]  我們同心圖告,奉靠主耶穌基督,出聖的名字而求,阿們
[00:00:37.800 --> 00:00:41.200]  教會到底是一個什麼地方來的呢?
[00:00:41.200 --> 00:00:44.800]  很多時候,很多弟兄姊妹都會覺得
[00:00:44.800 --> 00:00:49.000]  教會是一個由一連串的活動所組成的一個團體
[00:00:49.000 --> 00:00:54.600]  甚至有些人會認為教會是一個要讓人的心很快樂的地方
[00:00:55.200 --> 00:01:00.000]  於是乎有很多人將教會塑造為一個像是一個禪堂一樣
[00:01:00.000 --> 00:01:05.600]  為所有來到教會當中的人提供無盡的一些享受
[00:01:05.600 --> 00:01:10.400]  讓他們能夠有很多的活動能夠使他們覺得是歡喜快樂
[00:01:10.400 --> 00:01:15.200]  於是乎久而久之,教會就變成好像只是一個社團一樣
[00:01:15.200 --> 00:01:18.400]  失卻了原本教會存在在這個地上
[00:01:18.400 --> 00:01:22.000]  上帝要我們應該扮演的角色
[00:01:22.000 --> 00:01:24.800]  恕我大膽地說
[00:01:25.200 --> 00:01:26.800]  多的教會的從業員
[00:01:26.800 --> 00:01:31.600]  大部分的都只不過是為了去教會裏面找一份工作
[00:01:31.600 --> 00:01:37.800]  從而可以去為自己找一些就業的機會
[00:01:37.800 --> 00:01:43.200]  這些教會的從業員通常都很懂得去掌握人的心
[00:01:43.200 --> 00:01:46.600]  知道人心中他究竟喜歡些什麼
[00:01:46.600 --> 00:01:52.600]  並且就著你的喜歡來塑造一些你喜歡做的事情
[00:01:53.200 --> 00:01:57.200]  至於原本教會應該去談論到人的罪
[00:01:57.200 --> 00:02:00.200]  怎樣去認罪悔改等等這些題目
[00:02:00.200 --> 00:02:03.600]  都被視之為很掃興的題目
[00:02:03.600 --> 00:02:06.600]  甚至將這些題目埋沒
[00:02:06.600 --> 00:02:09.400]  希望大家能夠都只是開開心心
[00:02:09.400 --> 00:02:13.200]  來得快樂,教會就可以長做長有
[00:02:13.200 --> 00:02:15.800]  但是在這樣的狀態之下
[00:02:15.800 --> 00:02:18.800]  可能只是可以塑造到一班的教徒
[00:02:18.800 --> 00:02:22.400]  讓他們很樂意的來開心、買歡樂
[00:02:22.800 --> 00:02:24.400]  賺取他們的捐獻
[00:02:24.400 --> 00:02:27.200]  為這些從業員去提供他們的生活
[00:02:27.200 --> 00:02:28.400]  就是這麼簡單
[00:02:28.400 --> 00:02:34.000]  但是上帝原本要教會扮演的角色卻是達不到
[00:02:34.000 --> 00:02:38.200]  今天當我們去讀到聖經的時候
[00:02:38.200 --> 00:02:41.800]  我們更加是需要重新回到教會
[00:02:41.800 --> 00:02:45.200]  原本上帝要我們所存在的目的
[00:02:45.200 --> 00:02:48.200]  教會當然在裏面可以有很多的活動
[00:02:48.200 --> 00:02:52.800]  但教會絕對不應該是建基於只是一連串的活動
[00:02:52.800 --> 00:02:57.000]  所以傳道人的角色不是只是為了教會當中
[00:02:57.000 --> 00:03:00.800]  去安排活動而使大家覺得很淑寧
[00:03:00.800 --> 00:03:05.600]  相反教會是應該要竭力去叫一個人
[00:03:05.600 --> 00:03:07.600]  從罪惡當中走出來
[00:03:07.600 --> 00:03:12.200]  並且能夠彼此在這條淑寧的道路上
[00:03:12.200 --> 00:03:13.800]  彼此的守望
[00:03:13.800 --> 00:03:17.000]  竭力的活在主耶穌基督的教訓
[00:03:17.400 --> 00:03:19.400]  這個才是我們所談論到的
[00:03:19.400 --> 00:03:22.200]  這個教會彼此建立的目的
[00:03:22.200 --> 00:03:25.200]  但是如果這樣做的時候
[00:03:25.200 --> 00:03:28.000]  是不是真的沒有困難呢?
[00:03:28.000 --> 00:03:29.600]  而在這樣做的時候
[00:03:29.600 --> 00:03:32.600]  是不是真的很多的人都願意做呢?
[00:03:32.600 --> 00:03:35.800]  我在教會的模樣這麼多年的裏面
[00:03:35.800 --> 00:03:37.400]  卻是發現到很多時候
[00:03:37.400 --> 00:03:42.000]  當我在教會去不斷重複強調
[00:03:42.000 --> 00:03:44.000]  教會要以認罪悔改
[00:03:44.000 --> 00:03:47.200]  行在主的道路的標準的時候
[00:03:47.600 --> 00:03:50.200]  很多在教會當中的人都望而生畏
[00:03:50.200 --> 00:03:51.600]  甚至避之則吉
[00:03:51.600 --> 00:03:55.600]  以腳去投票離開教會當中
[00:03:55.600 --> 00:03:59.600]  大家好,今天我們會再次回來亞國書
[00:03:59.600 --> 00:04:03.400]  去談論到教會最重要的一個題目
[00:04:03.400 --> 00:04:06.000]  就是我們怎樣真正最終成為一個
[00:04:06.000 --> 00:04:07.800]  合主心意的義人
[00:04:07.800 --> 00:04:10.000]  在前文我們已經看過
[00:04:10.000 --> 00:04:13.200]  原來在教會在亞國書的群體裏面
[00:04:13.200 --> 00:04:14.400]  有一些的義人
[00:04:14.600 --> 00:04:17.800]  竟然是被自己主內的人去迫害
[00:04:17.800 --> 00:04:19.800]  譬如我們先前已經看見
[00:04:19.800 --> 00:04:23.800]  他們為這些有錢的基督徒去打工
[00:04:23.800 --> 00:04:25.800]  但是卻是黑扣工資
[00:04:25.800 --> 00:04:27.600]  甚至要去告他們
[00:04:27.600 --> 00:04:29.200]  這樣的情況
[00:04:29.200 --> 00:04:31.800]  我們反而可以真真正正
[00:04:31.800 --> 00:04:33.400]  今天在教會都還見得到
[00:04:33.400 --> 00:04:37.200]  作者亞國究竟他是想在這裏
[00:04:37.200 --> 00:04:39.200]  怎樣教導我們
[00:04:39.200 --> 00:04:43.000]  去到實踐到上帝他的心意
[00:04:43.000 --> 00:04:45.800]  成為一間合上帝心意的教會
[00:04:45.800 --> 00:04:48.400]  而不是仍然存留在一個
[00:04:48.400 --> 00:04:50.200]  這樣混亂的狀態
[00:04:50.200 --> 00:04:52.600]  好像只是被欺負的狀態
[00:04:52.600 --> 00:04:55.000]  今天我們來到最後一部份
[00:04:55.000 --> 00:04:58.000]  第五章的第十三節至到第二十節
[00:04:58.000 --> 00:05:00.400]  我們就是要去看到
[00:05:00.400 --> 00:05:04.400]  上帝怎樣將這班真正屬他的人
[00:05:04.400 --> 00:05:05.800]  稱之為義人的
[00:05:05.800 --> 00:05:09.600]  怎樣重新擺在一個有信心
[00:05:09.800 --> 00:05:13.800]  所建立為根基的一個使命的生命當中
[00:05:13.800 --> 00:05:16.600]  不如我們先一起打開這段聖經
[00:05:16.600 --> 00:05:18.800]  我們一起去研讀一下
[00:05:18.800 --> 00:05:20.600]  讀一下熟悉這段經文
[00:05:20.600 --> 00:05:22.400]  我會為大家讀出
[00:05:22.400 --> 00:05:25.000]  請大家亦都留意了
[00:05:25.000 --> 00:05:28.000]  亞國書第五章第十三節
[00:05:28.000 --> 00:05:31.400]  你們中間有受苦的
[00:05:31.400 --> 00:05:33.200]  他就該禱告
[00:05:33.200 --> 00:05:34.600]  有喜樂的
[00:05:34.600 --> 00:05:36.200]  他就該歌頌
[00:05:36.200 --> 00:05:38.400]  你們中間有病了的
[00:05:38.600 --> 00:05:41.000]  他就該請教會的長老來
[00:05:41.000 --> 00:05:44.200]  他們可以奉主的名用油抹他
[00:05:44.200 --> 00:05:45.600]  為他禱告
[00:05:45.600 --> 00:05:48.000]  出於信心的祈禱
[00:05:48.000 --> 00:05:49.600]  要救那病人
[00:05:49.600 --> 00:05:51.600]  主必叫他起來
[00:05:51.600 --> 00:05:53.200]  他若犯了罪
[00:05:53.200 --> 00:05:55.000]  也必蒙赦免
[00:05:55.000 --> 00:05:57.400]  所以你們要彼此認罪
[00:05:57.400 --> 00:05:59.000]  互相代求
[00:05:59.000 --> 00:06:01.200]  使你們可以得醫治
[00:06:01.200 --> 00:06:03.400]  義人祈禱所發的力量
[00:06:03.400 --> 00:06:05.400]  是大有功效的
[00:06:05.400 --> 00:06:06.600]  第十七節
[00:06:06.600 --> 00:06:10.000]  以利亞與我們是一樣性情的人
[00:06:10.000 --> 00:06:11.800]  他懇切禱告
[00:06:11.800 --> 00:06:13.600]  求不要下雨
[00:06:13.600 --> 00:06:17.400]  雨就三年零六個月不下在地上
[00:06:17.400 --> 00:06:19.200]  他又禱告
[00:06:19.200 --> 00:06:21.000]  天就降下雨來
[00:06:21.000 --> 00:06:23.200]  地也生出土產
[00:06:23.200 --> 00:06:24.600]  第十九節
[00:06:24.600 --> 00:06:26.000]  我的大兄們
[00:06:26.000 --> 00:06:29.200]  你們中間若有失迷真道的
[00:06:29.200 --> 00:06:31.000]  有人使他迴轉
[00:06:31.000 --> 00:06:32.600]  這人該知道
[00:06:32.600 --> 00:06:36.000]  叫一個罪人從迷路上轉回
[00:06:36.200 --> 00:06:38.400]  便是叫一個靈魂不死
[00:06:38.400 --> 00:06:41.400]  並且遮蓋許多的罪
[00:06:41.400 --> 00:06:45.400]  第一部分我們先來看看第十三節
[00:06:45.400 --> 00:06:46.800]  第十三節我再讀一次
[00:06:46.800 --> 00:06:49.200]  他說你們中間有受苦的
[00:06:49.200 --> 00:06:50.800]  他就該禱告
[00:06:50.800 --> 00:06:52.400]  有喜樂的
[00:06:52.400 --> 00:06:54.400]  他就該過重
[00:06:54.400 --> 00:06:57.200]  第一節是要告訴我們知道
[00:06:57.200 --> 00:06:58.800]  原來一個義人
[00:06:58.800 --> 00:07:01.200]  他有一個使命在他裡面
[00:07:01.200 --> 00:07:04.000]  是要讓他去測驗人生
[00:07:04.200 --> 00:07:06.200]  每一個片段其中
[00:07:06.200 --> 00:07:08.200]  他應有的意義
[00:07:08.200 --> 00:07:10.800]  義人其實有一個很大的特色
[00:07:10.800 --> 00:07:12.800]  他是能夠洞悉到
[00:07:12.800 --> 00:07:15.400]  上帝在他人生的當中
[00:07:15.400 --> 00:07:17.600]  不同的片段裡面
[00:07:17.600 --> 00:07:19.800]  有些什麼意思
[00:07:19.800 --> 00:07:23.200]  是上帝要將他放在裡面
[00:07:23.200 --> 00:07:26.000]  當一個有神給予使命的人
[00:07:26.000 --> 00:07:27.400]  或者我們稱之為一個
[00:07:27.400 --> 00:07:29.000]  已經蒙恩得救
[00:07:29.000 --> 00:07:31.000]  認罪悔改的人
[00:07:31.200 --> 00:07:34.800]  他不單止是可以經歷到
[00:07:34.800 --> 00:07:37.200]  容許上帝給他生命當中
[00:07:37.200 --> 00:07:39.800]  不同的經驗
[00:07:39.800 --> 00:07:41.600]  可能是快樂的
[00:07:41.600 --> 00:07:43.200]  可能是不快樂的
[00:07:43.200 --> 00:07:46.200]  他不單止可以有能力
[00:07:46.200 --> 00:07:47.800]  面對這些經驗
[00:07:47.800 --> 00:07:51.800]  並且他還能夠掌握到
[00:07:51.800 --> 00:07:54.200]  上帝在這些事情
[00:07:54.200 --> 00:07:57.200]  所賦予他的經驗裡面
[00:07:57.200 --> 00:07:58.800]  可能在過程當中
[00:07:58.800 --> 00:08:00.200]  或者是過後
[00:08:00.400 --> 00:08:01.800]  都能夠明白
[00:08:01.800 --> 00:08:03.600]  上帝原來最終
[00:08:03.600 --> 00:08:05.600]  祢是想我經歷這些事情
[00:08:05.600 --> 00:08:07.400]  是有一個原因的
[00:08:07.400 --> 00:08:09.400]  《雅各書》的作者明白到
[00:08:09.400 --> 00:08:11.800]  教會當時有些人是受苦
[00:08:11.800 --> 00:08:13.600]  有些人是喜樂
[00:08:13.600 --> 00:08:15.200]  但是重點的不是
[00:08:15.200 --> 00:08:18.200]  你和我是屬於哪一個組別的人
[00:08:18.200 --> 00:08:19.800]  重點的就是
[00:08:19.800 --> 00:08:21.400]  你能不能夠向神
[00:08:21.400 --> 00:08:23.200]  作出恰當的回應
[00:08:23.200 --> 00:08:25.200]  正正當你在受苦的時候
[00:08:25.200 --> 00:08:26.800]  你怎樣去回應
[00:08:26.800 --> 00:08:28.600]  但是在喜樂的時候
[00:08:28.600 --> 00:08:30.200]  你又怎樣回應呢
[00:08:30.400 --> 00:08:31.800]  喜樂的時候
[00:08:31.800 --> 00:08:34.600]  一個義人明白上帝心意的人
[00:08:34.600 --> 00:08:37.200]  他會去不住仰望神
[00:08:37.200 --> 00:08:38.800]  並且作出禱告
[00:08:38.800 --> 00:08:42.200]  而當一個人如果同樣是屬於神的
[00:08:42.200 --> 00:08:44.600]  是一個義人明白主心意的人
[00:08:44.600 --> 00:08:45.800]  在喜樂的時候
[00:08:45.800 --> 00:08:48.000]  他會曉得作出歌頌
[00:08:48.000 --> 00:08:50.000]  以上這兩項
[00:08:50.000 --> 00:08:52.800]  在這裡《雅各書》的作者寫得這麼清楚
[00:08:52.800 --> 00:08:55.600]  似乎只不過是一些人之常情
[00:08:55.600 --> 00:08:58.200]  但事實上很多時候我們都會
