
[00:00:00.000 --> 00:00:03.680]  上星期我已經說了第一講是基督的抉擇
[00:00:03.680 --> 00:00:05.980]  第一講我想重溫就是
[00:00:05.980 --> 00:00:09.560]  耶穌基督來是一個很顛覆性的行動
[00:00:09.560 --> 00:00:14.000]  因為當時是在宗教界裏面強調的律法主義
[00:00:14.000 --> 00:00:16.940]  是窒息了整個的宗教
[00:00:16.940 --> 00:00:20.660]  特別是上帝為人類設立的恩典和救恩
[00:00:20.660 --> 00:00:24.580]  耶穌基督來的救恩是要打破了律法主義
[00:00:24.580 --> 00:00:28.100]  他要提倡的是恩典和真理
[00:00:28.100 --> 00:00:32.400]  我們在旁邊聽聽音響聲 恩典和真理
[00:00:32.400 --> 00:00:34.220]  第二我們知道耶穌基督的來
[00:00:34.220 --> 00:00:39.660]  是帶來了一個革命性的一個很顛覆性的宗教的行動
[00:00:39.660 --> 00:00:42.780]  就是聖靈要住在人的心靈裏面
[00:00:42.780 --> 00:00:44.220]  將能力給予人
[00:00:44.220 --> 00:00:46.540]  有讓人的生命可以改變
[00:00:46.540 --> 00:00:48.100]  去活出聖靈的果子
[00:00:48.100 --> 00:00:52.660]  有讓人能夠常常的去存著感恩和讚美的心
[00:00:52.660 --> 00:00:54.980]  有彼此的信服
[00:00:54.980 --> 00:00:57.220]  但第三方面我們今天要提到的
[00:00:57.220 --> 00:01:01.060]  耶穌基督的革命性和顛覆性的行動
[00:01:01.060 --> 00:01:06.180]  帶來了當時整個宗教界的不安和不滿
[00:01:06.180 --> 00:01:08.180]  為什麼會不安和不滿呢
[00:01:08.180 --> 00:01:14.020]  因為當時的猶太人在會堂裏面只做兩件事
[00:01:14.020 --> 00:01:17.180]  一就是讀經和敬拜
[00:01:17.180 --> 00:01:22.020]  最近我剛好有機會和師母去到羅便神道的
[00:01:22.020 --> 00:01:24.100]  香港的猶太會堂參觀
[00:01:24.100 --> 00:01:27.380]  那個地方是必須要會員才能進去的
[00:01:27.380 --> 00:01:30.900]  在那裏我們仍然看到的猶太會堂整個設定
[00:01:30.900 --> 00:01:33.140]  都是只是將一個Torah
[00:01:33.140 --> 00:01:35.540]  即是摩西五經的律法
[00:01:35.540 --> 00:01:37.620]  是抬出來然後宣讀
[00:01:37.620 --> 00:01:41.140]  就好像我們在哭場見到的景況一樣
[00:01:41.140 --> 00:01:44.260]  在會堂裏面宣讀神的說話
[00:01:44.260 --> 00:01:47.380]  所以耶穌基督在路加福第四章進入到會堂裏面
[00:01:47.380 --> 00:01:48.900]  祂打了耳塞書
[00:01:48.900 --> 00:01:51.940]  就讀出那段經文就是祂的使命的宣言
[00:01:51.940 --> 00:01:54.100]  祂說聖靈的高滿我
[00:01:54.100 --> 00:01:57.860]  我要能夠和貧窮人講好的福音
[00:01:57.860 --> 00:01:59.860]  受壓制得自由
[00:01:59.860 --> 00:02:03.780]  又要宣佈神的閱立人的欺憐
[00:02:03.780 --> 00:02:05.540]  祂讀完之後就蓋上聖經
[00:02:05.540 --> 00:02:08.820]  另一個當時猶太人會堂裏面的習慣
[00:02:08.820 --> 00:02:11.620]  只有讀經沒有宣講的
[00:02:11.620 --> 00:02:14.820]  後來我們見到猶太人有宣講
[00:02:14.820 --> 00:02:17.060]  是他們教導聖經
[00:02:17.060 --> 00:02:19.380]  但是教導聖經是根據一本
[00:02:19.380 --> 00:02:21.940]  他們的著色書叫塔那穆
[00:02:21.940 --> 00:02:24.580]  就是說以前我們的老師這樣說
[00:02:24.580 --> 00:02:28.100]  誰的拉比這樣說
[00:02:28.100 --> 00:02:30.340]  他沒有自己的主見
[00:02:30.340 --> 00:02:33.540]  所以你要知道耶穌出來在登山補訓裏面
[00:02:33.540 --> 00:02:35.460]  一個革命性的教導
[00:02:35.460 --> 00:02:37.780]  祂說古人這樣說
[00:02:37.780 --> 00:02:39.620]  我這樣說
[00:02:39.620 --> 00:02:42.580]  沒有人那麼有權並說我這樣說
[00:02:42.580 --> 00:02:44.820]  所以當時法利塞人就批評祂
[00:02:44.820 --> 00:02:45.940]  說這個是誰來的
[00:02:45.940 --> 00:02:46.900]  這個人來自哪裏
[00:02:46.900 --> 00:02:49.780]  來自拿撒勒 拿撒勒有什麼好東西
[00:02:49.780 --> 00:02:50.900]  這個人有沒有讀過書
[00:02:50.900 --> 00:02:51.860]  沒有讀過書
[00:02:51.860 --> 00:02:53.860]  他沒有讀過書的意思不是耶穌沒有讀過書
[00:02:53.860 --> 00:02:54.740]  耶穌一定有讀過書
[00:02:54.740 --> 00:02:55.780]  他的意思是說
[00:02:55.780 --> 00:03:00.260]  是耶穌沒有受過正統的宗教的神學訓練
[00:03:00.260 --> 00:03:03.060]  就是說現在一個人出來說到
[00:03:03.060 --> 00:03:04.820]  他沒有受過神學院的訓練
[00:03:04.820 --> 00:03:06.180]  沒有受過神學院的學位
[00:03:06.180 --> 00:03:07.860]  是這樣的意思
[00:03:07.860 --> 00:03:10.260]  但是耶穌的宣講是大有能力的
[00:03:10.260 --> 00:03:11.940]  而且他的宣講是什麼
[00:03:11.940 --> 00:03:14.660]  回寫馬克思第一章三十九節
[00:03:14.660 --> 00:03:17.220]  弟兄姊妹這個給你很大的衝擊
[00:03:17.220 --> 00:03:18.180]  這個衝擊是什麼
[00:03:18.180 --> 00:03:21.060]  耶穌你看到四方書裏面
[00:03:21.060 --> 00:03:22.980]  宣講趕鬼
[00:03:22.980 --> 00:03:24.740]  宣講醫病
[00:03:24.740 --> 00:03:28.260]  宣講醫病趕鬼
[00:03:28.260 --> 00:03:32.660]  這三件事幾乎差不多任何時間都發生
[00:03:32.660 --> 00:03:36.340]  如果你說一間教會或一個人
[00:03:36.340 --> 00:03:37.620]  他又趕鬼又醫病
[00:03:37.620 --> 00:03:40.100]  你說他是靈因的話
[00:03:40.100 --> 00:03:41.620]  那跟你隔壁弟兄講一聲
[00:03:41.620 --> 00:03:43.060]  跟你隔壁弟兄姐妹講一聲
[00:03:43.060 --> 00:03:46.900]  耶穌也是靈因
[00:03:46.900 --> 00:03:47.620]  為什麼不是
[00:03:47.620 --> 00:03:49.060]  如果你告訴我
[00:03:49.060 --> 00:03:52.500]  現在有人來到你面前去宣講神的話
[00:03:52.500 --> 00:03:55.140]  他又醫病又趕鬼是靈因的話
[00:03:55.140 --> 00:03:57.060]  耶穌就是這樣做的
[00:03:57.060 --> 00:03:59.460]  當時的法利昌是沒有權並趕鬼
[00:03:59.460 --> 00:04:01.300]  也不敢為病人祈禱
[00:04:01.300 --> 00:04:01.780]  為什麼
[00:04:01.780 --> 00:04:04.020]  因為祈禱都不會好
[00:04:04.020 --> 00:04:06.180]  但是耶穌是要麼宣講
[00:04:06.180 --> 00:04:07.700]  然後就醫病
[00:04:07.700 --> 00:04:09.380]  要麼宣講就趕鬼
[00:04:09.380 --> 00:04:11.380]  要麼就宣講醫病和趕鬼
[00:04:11.380 --> 00:04:11.940]  聖經怎麼說
[00:04:11.940 --> 00:04:14.340]  他說「於是耶穌走遍了加里尼全境
[00:04:14.340 --> 00:04:16.820]  在各會堂裡面傳道並且趕鬼」
[00:04:16.820 --> 00:04:18.500]  在《路加福音》第九章裡面
[00:04:18.500 --> 00:04:19.460]  耶穌歡迎他們
[00:04:19.460 --> 00:04:22.260]  向他們講解有關上帝的主權的事
[00:04:22.260 --> 00:04:24.740]  由治好要醫治的人
[00:04:24.740 --> 00:04:26.900]  上帝的主權怎樣彰顯出來
[00:04:26.900 --> 00:04:30.100]  人的病得罪醫治
[00:04:30.100 --> 00:04:31.780]  這個很明顯放在一起
[00:04:31.780 --> 00:04:33.860]  為什麼路加要這樣寫
[00:04:33.860 --> 00:04:36.020]  路加想讓讀者知道
[00:04:36.020 --> 00:04:38.500]  上帝的主權的出現
[00:04:38.500 --> 00:04:39.940]  是讓人看得到的
[00:04:39.940 --> 00:04:41.380]  憑著什麼看得到
[00:04:41.380 --> 00:04:42.980]  是病得罪醫治
[00:04:42.980 --> 00:04:44.580]  我們剛剛看到的經文裡面
[00:04:44.580 --> 00:04:45.940]  在《馬太福音》第四章
[00:04:45.940 --> 00:04:47.380]  耶穌走遍了加里尼全境
[00:04:47.380 --> 00:04:50.020]  在各地方會堂裡面教導人
[00:04:50.020 --> 00:04:51.460]  宣講天國的福音
[00:04:51.460 --> 00:04:53.620]  治好民間各樣疾病
[00:04:53.620 --> 00:04:55.780]  這個福音是怎樣看到的
[00:04:55.780 --> 00:05:00.580]  是治好民間各樣疾病
[00:05:00.580 --> 00:05:03.620]  這個福音不是只說不做事
[00:05:03.620 --> 00:05:07.540]  這個福音不是只查經沒有行動
[00:05:07.540 --> 00:05:11.460]  這個福音不是只聽聖經沒有能力
[00:05:11.460 --> 00:05:15.860]  這個福音是帶著醫治的能力證明這個福音
[00:05:15.860 --> 00:05:17.460]  經文繼續怎樣說
[00:05:17.460 --> 00:05:19.460]  祂的明星就傳遍了敘利亞
[00:05:19.460 --> 00:05:23.300]  因此那裡的居民把患各樣的疾病
[00:05:23.300 --> 00:05:25.060]  受各樣痛苦的人
[00:05:25.060 --> 00:05:28.260]  例如被鬼扶的、癲癇的、癱瘓的
[00:05:28.260 --> 00:05:29.940]  都帶到祂跟前來
[00:05:29.940 --> 00:05:31.700]  耶穌的明星傳開了去
[00:05:31.700 --> 00:05:33.860]  不是因為祂講得厲害
[00:05:33.860 --> 00:05:36.820]  我明白耶穌講得一定厲害
[00:05:36.820 --> 00:05:40.180]  我們深信耶穌講得一定比任何人好
[00:05:40.180 --> 00:05:42.260]  也不是因為祂講得吸引
[00:05:42.260 --> 00:05:44.980]  我們明白耶穌講得一定吸引
[00:05:44.980 --> 00:05:46.980]  但是現在祂的明星傳開去
[00:05:46.980 --> 00:05:49.380]  不是那些人追著來聽道
[00:05:49.380 --> 00:05:52.020]  那些人追著來做什麼
[00:05:52.020 --> 00:05:53.300]  不是自己追著來
[00:05:53.300 --> 00:05:55.300]  還帶了所有病人來
[00:05:55.300 --> 00:05:57.700]  大家在節目上想像一下
[00:05:57.700 --> 00:05:59.860]  如果整個葵青區的病人
[00:05:59.860 --> 00:06:01.380]  全塞在這裡的話
[00:06:01.380 --> 00:06:05.220]  我們會怎樣呢
[00:06:05.220 --> 00:06:06.260]  我們沒有想像過
[00:06:06.260 --> 00:06:10.420]  我們沒有想像過教會會成為醫院
[00:06:10.420 --> 00:06:14.340]  我們想像的是教會是一個聽道的地方
[00:06:14.340 --> 00:06:16.500]  是一個禱告的地方
[00:06:16.500 --> 00:06:20.100]  但從來沒有想過教會會為病人祈禱
[00:06:20.100 --> 00:06:24.740]  而那些病人未信耶穌都會走來教會
[00:06:24.740 --> 00:06:28.500]  我在菲律賓和印度都認識一些教會
[00:06:28.500 --> 00:06:31.700]  當附近的醫院認為斷定為絕症的時候
[00:06:31.700 --> 00:06:33.140]  就推病人來教會
[00:06:33.140 --> 00:06:35.060]  叫牧師為他祈禱
[00:06:35.060 --> 00:06:38.100]  為什麼呢?他們認為這是最後一個生機
[00:06:38.100 --> 00:06:39.540]  但你們現在看我們
[00:06:39.540 --> 00:06:41.300]  如果牧師去看病人
[00:06:41.300 --> 00:06:45.620]  那個病人就以為自己是最後一次見人的機會
[00:06:45.620 --> 00:06:48.340]  反過來看是很奇怪的
[00:06:48.340 --> 00:06:50.180]  我們看到聖經裡面說什麼
[00:06:50.180 --> 00:06:52.100]  這些是癱瘓的
[00:06:52.100 --> 00:06:53.540]  被鬼扶的
[00:06:53.540 --> 00:06:54.500]  癲癇的
[00:06:54.500 --> 00:06:55.220]  基本上是絕症
[00:06:55.220 --> 00:06:56.980]  癱瘓可能是中風
[00:06:56.980 --> 00:06:58.180]  好像要半身不遂
[00:06:58.180 --> 00:07:00.420]  或者全身癱瘓
[00:07:00.420 --> 00:07:03.220]  這些病是治不了的
[00:07:03.220 --> 00:07:07.300]  我想問這裡有多少人有鼻敏感的舉手
[00:07:07.300 --> 00:07:08.500]  相當多
[00:07:08.500 --> 00:07:10.580]  現在冬天會更加多
[00:07:10.580 --> 00:07:16.020]  有沒有人是有脊骨有事的舉手
[00:07:16.020 --> 00:07:21.460]  我們今天不是身體檢查
[00:07:21.460 --> 00:07:23.220]  有多少人不需要舉手
[00:07:23.220 --> 00:07:25.540]  你是有血壓高的
[00:07:25.540 --> 00:07:27.540]  有多少人是糖尿病的
[00:07:27.540 --> 00:07:28.740]  我想告訴你
[00:07:28.740 --> 00:07:32.100]  這些病全部都是絕症
[00:07:32.100 --> 00:07:34.340]  我們從來不會這樣形容
[00:07:34.340 --> 00:07:37.060]  但是我們只會說癌症才是絕症
[00:07:37.060 --> 00:07:38.260]  愛滋病才是絕症
[00:07:38.260 --> 00:07:39.060]  對不起
[00:07:39.060 --> 00:07:40.260]  這些都是絕症
[00:07:40.260 --> 00:07:41.060]  為什麼不是絕症
[00:07:41.060 --> 00:07:43.380]  是治不了的
[00:07:43.380 --> 00:07:44.100]  哪有治
[00:07:44.100 --> 00:07:45.540]  不是啊 我正在吃藥
[00:07:45.540 --> 00:07:48.660]  那些藥是令你暫時好一點
[00:07:48.660 --> 00:07:49.940]  沒有根治到的
[00:07:49.940 --> 00:07:50.900]  對不起
[00:07:50.900 --> 00:07:54.020]  想清楚了是不是
[00:07:54.020 --> 00:07:56.980]  沒有根治到的
[00:07:56.980 --> 00:07:57.860]  我血壓高
[00:07:57.860 --> 00:07:59.940]  我也不知道什麼原因血壓高
[00:07:59.940 --> 00:08:00.740]  醫生告訴你
[00:08:00.740 --> 00:08:03.140]  因為是原發性的 因為遺傳的
[00:08:03.140 --> 00:08:05.700]  查不到你遺傳就說你是原發性的
[00:08:05.700 --> 00:08:08.500]  原發性就是你是第一代
[00:08:08.500 --> 00:08:11.300]  我女兒有血壓高就是遺傳
[00:08:11.300 --> 00:08:13.860]  原發性的原因來自什麼
[00:08:13.860 --> 00:08:14.820]  有幾個可能的
[00:08:14.820 --> 00:08:17.460]  這幾個可能是哪個可能 還不知道
[00:08:17.460 --> 00:08:19.220]  不過先吃了藥
[00:08:19.220 --> 00:08:20.980]  吃了藥血壓可以壓下去
[00:08:20.980 --> 00:08:23.060]  就不用理會是什麼原因
[00:08:23.060 --> 00:08:26.980]  這是違反西方科學的原理
[00:08:26.980 --> 00:08:30.740]  因為西方科學是先找到原因才治病的
[00:08:30.740 --> 00:08:32.660]  找不到就不治
[00:08:32.660 --> 00:08:33.540]  但現在不理了
[00:08:33.540 --> 00:08:34.420]  找不到原因
[00:08:34.420 --> 00:08:36.100]  總之壓得低就壓下去
[00:08:36.100 --> 00:08:37.300]  是這樣的
[00:08:37.300 --> 00:08:38.900]  是不是真的治好了你的病
[00:08:38.900 --> 00:08:40.660]  沒有的 對不起
[00:08:40.660 --> 00:08:42.500]  完全沒有治好
[00:08:42.500 --> 00:08:44.900]  他只是壓著
[00:08:44.900 --> 00:08:46.340]  我們開始問
[00:08:46.340 --> 00:08:47.460]  很奇怪
[00:08:47.460 --> 00:08:50.420]  在這個世代裡面有病的人會做什麼
[00:08:50.420 --> 00:08:51.460]  有病的人
[00:08:51.460 --> 00:08:53.620]  請你記清楚我們教會的立場
[00:08:53.620 --> 00:08:54.660]  我們教會的立場是
[00:08:54.660 --> 00:08:58.420]  不主張只祈禱不看醫生
[00:08:58.420 --> 00:09:02.740]  也不主張只看醫生不祈禱
[00:09:02.740 --> 00:09:04.980]  兩種都是極端
[00:09:04.980 --> 00:09:06.100]  但問題是
[00:09:06.100 --> 00:09:07.540]  我們起碼會為病人祈禱
[00:09:07.540 --> 00:09:09.540]  你看聖經怎麼說
[00:09:09.540 --> 00:09:12.180]  這一群人來找醫治的時候
[00:09:12.180 --> 00:09:14.900]  他一一治好了他們
[00:09:14.900 --> 00:09:16.580]  從來沒有一個落空
