
[00:00:00.000 --> 00:00:02.000]  多謝各位平安
[00:00:02.000 --> 00:00:06.000]  在開始之前我們先一齊祈禱
[00:00:06.000 --> 00:00:09.000]  我們感謝祢的恩典
[00:00:09.000 --> 00:00:13.000]  給我們有機會一同來敬拜祢
[00:00:13.000 --> 00:00:16.000]  我們思想祢自己的話語的時候
[00:00:16.000 --> 00:00:19.000]  求祢幫助我們有一個願意信服的心
[00:00:19.000 --> 00:00:23.000]  來按照主耶穌基督的教導
[00:00:23.000 --> 00:00:26.000]  做你自己忠實的門徒
[00:00:26.000 --> 00:00:29.000]  我們這樣禱告 祈禱 奉教耶穌基督的聖名
[00:00:29.000 --> 00:00:35.000]  當我們傳呼音的時候
[00:00:35.000 --> 00:00:38.000]  很多時候我們大概會強調
[00:00:38.000 --> 00:00:43.000]  信耶穌的好處和信耶穌是免費的
[00:00:43.000 --> 00:00:48.000]  因為信是不需要用錢買的
[00:00:48.000 --> 00:00:54.000]  不過真正的信是不是不必付代價的呢?
[00:00:54.000 --> 00:00:58.000]  答案是否定的
[00:00:58.000 --> 00:01:04.000]  信耶穌其實是要付出生命的代價的
[00:01:04.000 --> 00:01:11.000]  我們從聖經裡面看看耶穌對門徒的要求
[00:01:11.000 --> 00:01:14.000]  聖經中最著名的一段經文
[00:01:14.000 --> 00:01:17.000]  八福一開始的時候
[00:01:17.000 --> 00:01:20.000]  真的好像說福音是免費的
[00:01:20.000 --> 00:01:25.000]  只要我們願意虛己就不可以了
[00:01:25.000 --> 00:01:29.000]  但是我們看最後一個福音說什麼呢?
[00:01:29.000 --> 00:01:34.000]  「人若因我辱罵你們、迫害你們、
[00:01:34.000 --> 00:01:42.000]  捏造各樣壞話毀謗你們,你們就有福了。」
[00:01:42.000 --> 00:01:44.000]  馬太福音五章十一節
[00:01:44.000 --> 00:01:47.000]  主耶穌還有在其他地方說的
[00:01:47.000 --> 00:01:53.000]  比如說在馬太福音十六章二十四節至二十五節
[00:01:53.000 --> 00:01:55.000]  祂怎麼說呢?
[00:01:55.000 --> 00:02:00.000]  「若有人要跟從我,就當捨己,
[00:02:00.000 --> 00:02:04.000]  背起自己的十字架來跟從我。
[00:02:04.000 --> 00:02:10.000]  因為凡要救自己生命的,要喪失生命;
[00:02:10.000 --> 00:02:16.000]  凡為我喪失生命的,要得著生命。」
[00:02:16.000 --> 00:02:22.000]  在路加福音十四章三十三節又有這樣的說法
[00:02:22.000 --> 00:02:29.000]  「這樣你們無論什麼人,若不撇下一切所有的,
[00:02:29.000 --> 00:02:34.000]  就不能作我的門徒。」
[00:02:34.000 --> 00:02:38.000]  如果我們已經跟隨了耶穌一段日子
[00:02:38.000 --> 00:02:41.000]  我們要想一想
[00:02:41.000 --> 00:02:49.000]  我們有沒有背起自己的十字架跟隨主耶穌呢?
[00:02:49.000 --> 00:02:53.000]  我留意到在馬太福音十六章二十四節
[00:02:53.000 --> 00:02:59.000]  形容十字架是有「自己的」這三個字
[00:02:59.000 --> 00:03:04.000]  耶穌不是說背起我的十字架來跟從我
[00:03:04.000 --> 00:03:11.000]  耶穌的十字架只有耶穌才配得去背
[00:03:11.000 --> 00:03:16.000]  上帝給每一個人的十字架是不同的
[00:03:16.000 --> 00:03:20.000]  每個人都有自己的十字架去背
[00:03:20.000 --> 00:03:25.000]  你預備好要背起自己的十字架了嗎?
[00:03:25.000 --> 00:03:33.000]  讓我們先一齊思想馬太福音第十章所記載的一件事
[00:03:33.000 --> 00:03:37.000]  在馬太福音十章十七節一開始就記載說
[00:03:37.000 --> 00:03:40.000]  有一個人跑來見耶穌
[00:03:40.000 --> 00:03:46.000]  好像有很緊急的問題要找耶穌
[00:03:46.000 --> 00:03:54.000]  在其他福音書的記載就提到這個人是年輕人
[00:03:54.000 --> 00:03:56.000]  並且他是做官的
[00:03:56.000 --> 00:03:59.000]  而且他又有很多錢
[00:03:59.000 --> 00:04:04.000]  他來到耶穌面前的時候還跪在耶穌面前
[00:04:04.000 --> 00:04:10.000]  我們有時看到福音書裡面記載過很多人來找耶穌醫病
[00:04:10.000 --> 00:04:14.000]  都沒有說跪在耶穌面前
[00:04:14.000 --> 00:04:19.000]  但這個人又跑來又跪在耶穌面前
[00:04:19.000 --> 00:04:24.000]  可以看到他的態度是很誠懇的
[00:04:24.000 --> 00:04:27.000]  他為什麼來找耶穌呢?
[00:04:27.000 --> 00:04:31.000]  因為他有一個用錢解決不了的問題
[00:04:31.000 --> 00:04:34.000]  在第十七節他說
[00:04:34.000 --> 00:04:43.000]  「良善的老師,我該做什麼才能得到永恆的生命呢?」
