
[00:00:00.000 --> 00:00:02.000]  (主席)第二節我們一起聽聽祈禱
[00:00:30.000 --> 00:00:34.000]  (主席)都是「你」、「他」
[00:00:34.000 --> 00:00:36.000]  (主席)in his time
[00:00:36.000 --> 00:00:39.000]  (主席)耶穌基督的時間,神的時間
[00:00:39.000 --> 00:00:42.000]  (主席)your time,你的時間
[00:00:42.000 --> 00:00:46.000]  (主席)若然我們今天每一個做神的兒女的人
[00:00:46.000 --> 00:00:50.000]  (主席)在我們的禱告核心裏面
[00:00:50.000 --> 00:00:54.000]  (主席)或者說在我們的祈禱模式
[00:00:54.000 --> 00:00:56.000]  (主席)model of prayer 裏面
[00:00:56.000 --> 00:00:58.000]  (主席)改一改它
[00:00:58.000 --> 00:01:00.000]  (主席)我們的禱告一定會垂停
[00:01:00.000 --> 00:01:02.000]  (主席)甚麼模式呢?
[00:01:02.000 --> 00:01:04.000]  (主席)一種模式是叫做
[00:01:04.000 --> 00:01:08.000]  (主席)right now,現在,我
[00:01:08.000 --> 00:01:10.000]  (主席)這個模式
[00:01:10.000 --> 00:01:12.000]  (主席)即是我祈禱
[00:01:12.000 --> 00:01:14.000]  (主席)是這個時候,我的需要
[00:01:14.000 --> 00:01:16.000]  (主席)求你垂停
[00:01:16.000 --> 00:01:18.000]  (主席)另一個禱告模式
[00:01:18.000 --> 00:01:21.000]  (主席)是耶穌教導門徒們的禱告
[00:01:21.000 --> 00:01:23.000]  (主席)就是forever you
[00:01:23.000 --> 00:01:25.000]  (主席)永恆的你
[00:01:25.000 --> 00:01:27.000]  (主席)forever you
[00:01:27.000 --> 00:01:30.000]  (主席)願你的國降臨
[00:01:30.000 --> 00:01:33.000]  (主席)願你的旨意成就在地上
[00:01:33.000 --> 00:01:35.000]  (主席)如同在天上
[00:01:35.000 --> 00:01:38.000]  (主席)小朋友如果從小
[00:01:38.000 --> 00:01:41.000]  (主席)讓他認識到你
[00:01:41.000 --> 00:01:43.000]  (主席)和這位耶穌
[00:01:43.000 --> 00:01:45.000]  (主席)不要單單看到我
[00:01:45.000 --> 00:01:47.000]  (主席)我的需要
[00:01:47.000 --> 00:01:49.000]  (主席)我認為他長大的時候
[00:01:49.000 --> 00:01:51.000]  (主席)他在真理上的認識
[00:01:51.000 --> 00:01:53.000]  (主席)會更加清楚知道
[00:01:53.000 --> 00:01:55.000]  (主席)他的信仰是甚麼
[00:01:55.000 --> 00:01:57.000]  (主席)若然我的信仰只是看
[00:01:57.000 --> 00:01:59.000]  (主席)我現在
[00:01:59.000 --> 00:02:02.000]  (主席)請問信耶穌是得甚麼
[00:02:02.000 --> 00:02:04.000]  (主席)永生
[00:02:04.000 --> 00:02:06.000]  (主席)forever 永遠的東西
[00:02:06.000 --> 00:02:08.000]  (主席)所以耶穌是說甚麼
[00:02:08.000 --> 00:02:10.000]  (主席)是信祂
[00:02:10.000 --> 00:02:12.000]  (主席)不是信祂賜給你的福這麼簡單
[00:02:12.000 --> 00:02:14.000]  (主席)弟子妹
[00:02:14.000 --> 00:02:17.000]  (主席)在今年的年頭
[00:02:17.000 --> 00:02:20.000]  (主席)我跟大家提了關於在耶穌
[00:02:20.000 --> 00:02:22.000]  (主席)在恩典裏面
[00:02:22.000 --> 00:02:24.000]  (主席)我們有了新的生命
[00:02:24.000 --> 00:02:27.000]  (主席)哥林多後書第五章十七節
[00:02:27.000 --> 00:02:29.000]  (主席)若有人在基督裏
[00:02:29.000 --> 00:02:31.000]  (主席)他是一個新造的人
[00:02:31.000 --> 00:02:34.000]  (主席)舊事已過都變成新的了
[00:02:34.000 --> 00:02:36.000]  (主席)如果你還記得
[00:02:36.000 --> 00:02:39.000]  (主席)這個新不是一次過新這麼簡單
[00:02:39.000 --> 00:02:42.000]  (主席)是不斷更新
[00:02:42.000 --> 00:02:47.000]  (主席)那不斷的更新
[00:02:47.000 --> 00:02:49.000]  (主席)其實對這個身體來說
[00:02:49.000 --> 00:02:52.000]  (主席)是有些作用的新陳代謝
[00:02:52.000 --> 00:02:54.000]  (主席)不過怎樣新陳代謝都好
[00:02:54.000 --> 00:02:55.000]  (主席)到有一天
[00:02:55.000 --> 00:02:57.000]  (主席)就沒得代
[00:02:57.000 --> 00:02:59.000]  (主席)只有謝
[00:02:59.000 --> 00:03:00.000]  (主席)對這個身體來說
[00:03:00.000 --> 00:03:02.000]  (主席)沒得代只有謝
[00:03:02.000 --> 00:03:06.000]  (主席)那甚麼才可以永遠更新呢
[00:03:06.000 --> 00:03:10.000]  (主席)外體雖然一日比一日衰紐壞
[00:03:10.000 --> 00:03:14.000]  (主席)但內心卻一天新似那一天
[00:03:14.000 --> 00:03:16.000]  (主席)這個是講新的生命
[00:03:16.000 --> 00:03:18.000]  (主席)今早那十五分鐘
[00:03:18.000 --> 00:03:20.000]  (主席)大家唱詩的時間裏面
[00:03:20.000 --> 00:03:22.000]  (主席)我相信是透過詩歌
[00:03:22.000 --> 00:03:26.000]  (主席)已經帶你進入到去向神的敬拜
[00:03:26.000 --> 00:03:27.000]  (主席)在詩歌裏面
[00:03:27.000 --> 00:03:30.000]  (主席)講到我們對神的賢慧是何等的蒙福
[00:03:30.000 --> 00:03:31.000]  (主席)在詩歌裏面告訴我們
[00:03:31.000 --> 00:03:33.000]  (主席)我們的更新
[00:03:33.000 --> 00:03:36.000]  (主席)是一個永遠的新
[00:03:36.000 --> 00:03:38.000]  (主席)不但如此
[00:03:38.000 --> 00:03:41.000]  (主席)神給我們的更新
[00:03:41.000 --> 00:03:43.000]  (主席)給我們一點活著
[00:03:43.000 --> 00:03:46.000]  (主席)那個福不是單單那五福
[00:03:46.000 --> 00:03:47.000]  (主席)是不是
[00:03:47.000 --> 00:03:50.000]  (主席)那個五福最後都要善終
[00:03:50.000 --> 00:03:52.000]  (主席)是不是
[00:03:52.000 --> 00:03:54.000]  (主席)中國人的五福最後要善終
[00:03:54.000 --> 00:03:57.000]  (主席)但是耶穌基督所應許給我們的八福
[00:03:57.000 --> 00:03:59.000]  (主席)在這裏永恆
[00:03:59.000 --> 00:04:01.000]  (主席)得稱為神的兒子
[00:04:01.000 --> 00:04:03.000]  (主席)成為神的兒女
[00:04:03.000 --> 00:04:05.000]  (主席)所以感謝神
[00:04:05.000 --> 00:04:07.000]  (主席)今天讓我們能夠
[00:04:07.000 --> 00:04:10.000]  (主席)在基督耶穌裏面成為新造的人
[00:04:10.000 --> 00:04:11.000]  (主席)但問題
[00:04:11.000 --> 00:04:12.000]  (主席)這個新造的人
[00:04:12.000 --> 00:04:16.000]  (主席)在恩典裏面我們怎樣生活呢
[00:04:16.000 --> 00:04:20.000]  (主席)這個恩典純粹是神所給的
[00:04:20.000 --> 00:04:23.000]  (主席)這個恩典是我們得到的救恩
[00:04:23.000 --> 00:04:27.000]  (主席)這個恩典是聚德饒恕
[00:04:27.000 --> 00:04:30.000]  (主席)這個恩典是人的重生
[00:04:30.000 --> 00:04:33.000]  (主席)這些字大家都聽過很多次
[00:04:33.000 --> 00:04:35.000]  (主席)但如果你仔細想一想
[00:04:35.000 --> 00:04:37.000]  (主席)如果我的聚德赦免
[00:04:37.000 --> 00:04:39.000]  (主席)我能夠重生
[00:04:39.000 --> 00:04:41.000]  (主席)我悔改得到神的愛
[00:04:41.000 --> 00:04:44.000]  (主席)這個是不是你最大的恩典呢
[00:04:44.000 --> 00:04:46.000]  (主席)值得你反思
[00:04:46.000 --> 00:04:48.000]  (主席)否則一會兒你會搞錯了
[00:04:48.000 --> 00:04:49.000]  (主席)是不是呀
[00:04:49.000 --> 00:04:51.000]  (主席)講一下這些就是了嗎
[00:04:51.000 --> 00:04:53.000]  (主席)而這個恩典很奇妙
[00:04:53.000 --> 00:04:57.000]  (主席)不是你千方百計去尋求到的
[00:04:57.000 --> 00:05:00.000]  (主席)也不是你用盡一生的能力
[00:05:00.000 --> 00:05:01.000]  (主席)可以換取到的
[00:05:01.000 --> 00:05:04.000]  (主席)這個恩典百分之一百
[00:05:04.000 --> 00:05:10.000]  (主席)是這位神主動給那些不配得的人
[00:05:10.000 --> 00:05:13.000]  (主席)我不知道你聽不聽得懂我這樣說
[00:05:13.000 --> 00:05:15.000]  (主席)如果給那些配得的人
[00:05:15.000 --> 00:05:17.000]  (主席)即是我值得給的你不給我
[00:05:17.000 --> 00:05:19.000]  (主席)但不配得就是說
[00:05:19.000 --> 00:05:22.000]  (主席)這些我真的不敢要
[00:05:22.000 --> 00:05:24.000]  (主席)不過給到你了
[00:05:24.000 --> 00:05:26.000]  (主席)這就是恩典
[00:05:26.000 --> 00:05:27.000]  (主席)是不是
[00:05:27.000 --> 00:05:28.000]  (主席)如果不是
