
[00:00:00.000 --> 00:00:02.000]  今日我的題目就是
[00:00:02.000 --> 00:00:06.000]  愛是完全了或成全了律法
[00:00:06.000 --> 00:00:08.000]  這就是我的題目
[00:00:08.000 --> 00:00:10.000]  以致我們希望今天這篇講章
[00:00:10.000 --> 00:00:12.000]  我們會多看一點聖經
[00:00:12.000 --> 00:00:14.000]  不過也希望我們能夠
[00:00:14.000 --> 00:00:16.000]  按照上帝的話語
[00:00:16.000 --> 00:00:18.000]  能夠幫助我們更深的
[00:00:18.000 --> 00:00:22.000]  去明白十誡的真正意思
[00:00:22.000 --> 00:00:24.000]  律法真正的意思是甚麼
[00:00:24.000 --> 00:00:28.000]  其實我不知道突然之間
[00:00:28.000 --> 00:00:30.000]  講完十誡之後
[00:00:30.000 --> 00:00:32.000]  我們自己的反應是怎樣
[00:00:32.000 --> 00:00:34.000]  但當我自己看回
[00:00:34.000 --> 00:00:36.000]  看回聖經那邊的反應的時候
[00:00:36.000 --> 00:00:38.000]  看回當摩西
[00:00:38.000 --> 00:00:40.000]  講完十誡之後
[00:00:40.000 --> 00:00:42.000]  忽然之間他就講了這幾節聖經
[00:00:42.000 --> 00:00:44.000]  我們讀一讀二十章
[00:00:44.000 --> 00:00:46.000]  十八節到二十一節
[00:00:46.000 --> 00:00:48.000]  我們讀一讀這幾節聖經,準備
[00:00:48.000 --> 00:00:50.000]  一二三
[00:00:50.000 --> 00:00:52.000]  選點覺醒
[00:00:52.000 --> 00:00:54.000]  (聖經)
[00:00:54.000 --> 00:01:22.000]  (聖經)
[00:01:22.000 --> 00:01:24.000]  我們看到當摩西
[00:01:24.000 --> 00:01:26.000]  講完十誡之後
[00:01:26.000 --> 00:01:28.000]  我們發覺一班百姓
[00:01:28.000 --> 00:01:30.000]  仍然望著西那山
[00:01:30.000 --> 00:01:32.000]  他望著西那山的時候
[00:01:32.000 --> 00:01:34.000]  望著同一個景象
[00:01:34.000 --> 00:01:36.000]  這個景象就說
[00:01:36.000 --> 00:01:38.000]  他們見到有雷聲
[00:01:38.000 --> 00:01:40.000]  有閃電,有覺醒
[00:01:40.000 --> 00:01:42.000]  山上無煙
[00:01:42.000 --> 00:01:44.000]  於是就發抖
[00:01:44.000 --> 00:01:46.000]  然後就說遠遠的
[00:01:46.000 --> 00:01:48.000]  站立
[00:01:48.000 --> 00:01:50.000]  當我自己去想這段聖經的時候
[00:01:50.000 --> 00:01:52.000]  再回到前面
[00:01:52.000 --> 00:01:54.000]  我們說解經一定要看上文
[00:01:54.000 --> 00:01:56.000]  下理,再看十九章
[00:01:56.000 --> 00:01:58.000]  十九章因為時間問題
[00:01:58.000 --> 00:02:00.000]  我們不會讀一大段聖經
[00:02:00.000 --> 00:02:02.000]  看十九章由十七節
[00:02:02.000 --> 00:02:04.000]  到二十五節,亦都是二十節前
[00:02:04.000 --> 00:02:06.000]  的上文裏面
[00:02:06.000 --> 00:02:08.000]  我們發覺當時
[00:02:08.000 --> 00:02:10.000]  摩西正在準備上山之前
[00:02:10.000 --> 00:02:12.000]  一班百姓
[00:02:12.000 --> 00:02:14.000]  去到西那山下面
[00:02:14.000 --> 00:02:16.000]  仍然望著這個西那山
[00:02:16.000 --> 00:02:18.000]  聖經說西那山全山無煙
[00:02:18.000 --> 00:02:20.000]  因為耶和華在火中降於山上
[00:02:20.000 --> 00:02:22.000]  山的煙氣常騰
[00:02:22.000 --> 00:02:24.000]  山的煙氣常騰
[00:02:24.000 --> 00:02:26.000]  山的煙氣常騰
[00:02:26.000 --> 00:02:28.000]  又是火,又是煙
[00:02:28.000 --> 00:02:30.000]  以致到無論是摩西上山之前
[00:02:30.000 --> 00:02:32.000]  或者他聽完上帝
[00:02:32.000 --> 00:02:34.000]  跟他說十誡之後
[00:02:34.000 --> 00:02:36.000]  他的學生頒佈完十誡之後
[00:02:36.000 --> 00:02:38.000]  他們仍然見到
[00:02:38.000 --> 00:02:40.000]  相近的一個景象
[00:02:40.000 --> 00:02:42.000]  相近的一個景象
[00:02:42.000 --> 00:02:44.000]  當時我都在想,為什麼呢?
[00:02:44.000 --> 00:02:46.000]  為什麼會是這樣?
[00:02:46.000 --> 00:02:48.000]  為什麼當以色列百姓聽完摩西
[00:02:48.000 --> 00:02:50.000]  講完十誡之後
[00:02:50.000 --> 00:02:52.000]  他們仍然是害怕
[00:02:52.000 --> 00:02:54.000]  仍然都是害怕
[00:02:54.000 --> 00:02:56.000]  有時我都會這樣想,究竟今天你跟我
[00:02:56.000 --> 00:02:58.000]  聽完十誡之後,我們會不會發抖?
[00:02:58.000 --> 00:03:00.000]  會不會發抖,不害怕?
[00:03:00.000 --> 00:03:02.000]  我相信我們不會,因為
[00:03:02.000 --> 00:03:04.000]  我們都忘記了
[00:03:04.000 --> 00:03:06.000]  但是他們真的害怕
[00:03:06.000 --> 00:03:08.000]  聖經是告訴我們,他們
[00:03:08.000 --> 00:03:10.000]  真的發抖,甚至說
[00:03:10.000 --> 00:03:12.000]  神呀,你不要跟我說話
[00:03:12.000 --> 00:03:14.000]  我寧願要
[00:03:14.000 --> 00:03:16.000]  人跟我說話
[00:03:16.000 --> 00:03:18.000]  我寧願摩西跟我說話
[00:03:18.000 --> 00:03:20.000]  神你都不要說話
[00:03:20.000 --> 00:03:22.000]  但是我自己回想這段聖經的時候
[00:03:22.000 --> 00:03:24.000]  我就想起一本很舊的書
[00:03:24.000 --> 00:03:26.000]  這本書是
[00:03:26.000 --> 00:03:28.000]  差不多二百多年的書
[00:03:28.000 --> 00:03:30.000]  到今天仍然是
[00:03:30.000 --> 00:03:32.000]  很多人會看的
[00:03:32.000 --> 00:03:34.000]  一本書,很多人都會
[00:03:34.000 --> 00:03:36.000]  回頭看一本舊的書
[00:03:36.000 --> 00:03:38.000]  這本書叫做天路歷程
[00:03:38.000 --> 00:03:40.000]  我們
[00:03:40.000 --> 00:03:42.000]  以前信耶穌的人
[00:03:42.000 --> 00:03:44.000]  無論如何都會看這本書
[00:03:44.000 --> 00:03:46.000]  這本書是說
[00:03:46.000 --> 00:03:48.000]  基督徒的信仰
[00:03:48.000 --> 00:03:50.000]  的歷程
[00:03:50.000 --> 00:03:52.000]  而歷程裡面是說
[00:03:52.000 --> 00:03:54.000]  一個基督徒,做了基督徒之後
[00:03:54.000 --> 00:03:56.000]  等到神回來之前
[00:03:56.000 --> 00:03:58.000]  整個基督徒的人生
[00:03:58.000 --> 00:04:00.000]  當中
[00:04:00.000 --> 00:04:02.000]  是提到有一個基督徒
[00:04:02.000 --> 00:04:04.000]  當他做了基督徒之後
[00:04:04.000 --> 00:04:06.000]  他仍然背負著
[00:04:06.000 --> 00:04:08.000]  很多罪的
[00:04:08.000 --> 00:04:10.000]  重擔
[00:04:10.000 --> 00:04:12.000]  他仍然很害怕
[00:04:12.000 --> 00:04:14.000]  有一天他要去面對審判
[00:04:14.000 --> 00:04:16.000]  那種重擔
[00:04:16.000 --> 00:04:18.000]  這些很多時候,你和我
[00:04:18.000 --> 00:04:20.000]  都不多不少
[00:04:20.000 --> 00:04:22.000]  有時候都會的
[00:04:22.000 --> 00:04:24.000]  以致這個基督徒
[00:04:24.000 --> 00:04:26.000]  在他走這條人生的路上
[00:04:26.000 --> 00:04:28.000]  的時候,他就發覺
[00:04:28.000 --> 00:04:30.000]  有一天,他去到一個漩渦
[00:04:30.000 --> 00:04:32.000]  這個漩渦就是
[00:04:32.000 --> 00:04:34.000]  他發覺
[00:04:34.000 --> 00:04:36.000]  為什麼永遠出不到這個漩渦
[00:04:36.000 --> 00:04:38.000]  正如今天你和我很多時候一樣
[00:04:38.000 --> 00:04:40.000]  我們很多時候犯了罪
[00:04:40.000 --> 00:04:42.000]  犯了那個罪
[00:04:42.000 --> 00:04:44.000]  第二天又犯同一個罪
[00:04:44.000 --> 00:04:46.000]  第三天又犯那個罪
[00:04:46.000 --> 00:04:48.000]  為什麼我們好像沒有一個能力
[00:04:48.000 --> 00:04:50.000]  可以脫離罪
[00:04:50.000 --> 00:04:52.000]  那種大危的挑戰
[00:04:52.000 --> 00:04:54.000]  好像我們為什麼沒有辦法
[00:04:54.000 --> 00:04:56.000]  可以過一個聖潔的生活
[00:04:56.000 --> 00:04:58.000]  弟兄姊妹,今天如果你和我
[00:04:58.000 --> 00:05:00.000]  是很坦白
[00:05:00.000 --> 00:05:02.000]  面對自己的人生的時候
[00:05:02.000 --> 00:05:04.000]  今天可能你和我
[00:05:04.000 --> 00:05:06.000]  都會類似這個主角
[00:05:06.000 --> 00:05:08.000]  這個基督徒,就覺得
[00:05:08.000 --> 00:05:10.000]  我相信耶穌,耶穌的補血
[00:05:10.000 --> 00:05:12.000]  已經結成了我的罪
[00:05:12.000 --> 00:05:14.000]  為什麼我仍然都好像
[00:05:14.000 --> 00:05:16.000]  沒有辦法去脫離
[00:05:16.000 --> 00:05:18.000]  犯罪的這個情況
[00:05:18.000 --> 00:05:20.000]  於是他就
[00:05:20.000 --> 00:05:22.000]  很辛苦,走得很辛苦
[00:05:22.000 --> 00:05:24.000]  這條窄路
[00:05:24.000 --> 00:05:26.000]  真的很辛苦
[00:05:26.000 --> 00:05:28.000]  有一天,他遇到一個
[00:05:28.000 --> 00:05:30.000]  一個人,一個人叫Mr.Wally
[00:05:30.000 --> 00:05:32.000]  一個老細顧先生
[00:05:32.000 --> 00:05:34.000]  這個Mr.Wally
[00:05:34.000 --> 00:05:36.000]  就望著這個基督徒
[00:05:36.000 --> 00:05:38.000]  為什麼這麼辛苦
[00:05:38.000 --> 00:05:40.000]  他說真的很辛苦,因為很多罪
[00:05:40.000 --> 00:05:42.000]  我仍然有犯罪,仍然有
[00:05:42.000 --> 00:05:44.000]  害怕,我怕將來見到耶穌的時候
[00:05:44.000 --> 00:05:46.000]  我會面對很大的一個審判
[00:05:46.000 --> 00:05:48.000]  於是呢
[00:05:48.000 --> 00:05:50.000]  這個Mr.Wally就和他說
[00:05:50.000 --> 00:05:52.000]  你是不是想將
[00:05:52.000 --> 00:05:54.000]  這些重擔放下
[00:05:54.000 --> 00:05:56.000]  他說,是的,我真的不想要這些重擔
[00:05:56.000 --> 00:05:58.000]  他說,很簡單,你看看前面
[00:05:58.000 --> 00:06:00.000]  看前面有一座山
[00:06:00.000 --> 00:06:02.000]  這座山的後面呢
[00:06:02.000 --> 00:06:04.000]  有一條村,這條村叫
[00:06:04.000 --> 00:06:06.000]  道德村
[00:06:06.000 --> 00:06:08.000]  他說你去這條道德村
[00:06:08.000 --> 00:06:10.000]  找一個合法先生
[00:06:10.000 --> 00:06:12.000]  就可以了
[00:06:12.000 --> 00:06:14.000]  這個合法先生
[00:06:14.000 --> 00:06:16.000]  他一聽,他說有什麼幫助
[00:06:16.000 --> 00:06:18.000]  他說,可以了,你去到那個
[00:06:18.000 --> 00:06:20.000]  道德村,道學村
[00:06:20.000 --> 00:06:22.000]  去找這個合法先生
[00:06:22.000 --> 00:06:24.000]  他就會幫你將這些重擔
[00:06:24.000 --> 00:06:26.000]  完全放下
[00:06:26.000 --> 00:06:28.000]  你不需要再在漩渦裡
[00:06:28.000 --> 00:06:30.000]  轉來轉去
[00:06:30.000 --> 00:06:32.000]  他很開心
[00:06:32.000 --> 00:06:34.000]  於是他就說,好
[00:06:34.000 --> 00:06:36.000]  我就不再走這條窄路
