
[00:00:00.000 --> 00:00:03.360]  在開始之前我們請大家一起做一個禱告
[00:00:03.360 --> 00:00:08.880]  我們的神願祢引領我們以下信息的時間
[00:00:08.880 --> 00:00:11.520]  願聖靈幫助我們明白祢的華語
[00:00:11.520 --> 00:00:15.000]  也幫助我能夠清楚講出今天的信息
[00:00:15.000 --> 00:00:16.880]  願這個信息對弟兄姊妹有幫助
[00:00:16.880 --> 00:00:19.280]  也都更加的信靠聖靈
[00:00:19.280 --> 00:00:21.520]  以上的禱告是奉主的名祈求
[00:00:21.520 --> 00:00:22.600]  Amen
[00:00:22.600 --> 00:00:28.320]  我今天信息的題目是「尋找人間之希望」
[00:00:28.320 --> 00:00:32.720]  英文可以說是「Finding Hope」
[00:00:32.720 --> 00:00:35.000]  在我們當中的弟兄姊妹朋友
[00:00:35.000 --> 00:00:38.560]  可能你們都是在不同的時候來到美國
[00:00:38.560 --> 00:00:40.880]  或者來到明州這裡
[00:00:40.880 --> 00:00:44.800]  我相信有一些可能是在七十年代來到這裡
[00:00:44.800 --> 00:00:46.800]  或者可能是八十年代
[00:00:46.800 --> 00:00:49.440]  或者可能是九十年代
[00:00:49.440 --> 00:00:53.000]  我自己是在一九九零年的時候來到美國
[00:00:53.000 --> 00:00:55.800]  可以說是九十年代來到
[00:00:55.800 --> 00:01:00.200]  如果你是在七十年代來的弟兄姊妹或者朋友
[00:01:00.200 --> 00:01:03.960]  如果你回想起現在這個社會這個世界
[00:01:03.960 --> 00:01:06.960]  和你當日可能已經有五十年前
[00:01:06.960 --> 00:01:09.920]  或者可能可以說是半個世紀之前
[00:01:09.920 --> 00:01:11.960]  如果你比較的時候
[00:01:11.960 --> 00:01:16.120]  你覺得現在這個世界是不是比以前更加好
[00:01:16.120 --> 00:01:20.080]  還是更加糟糕呢?
[00:01:20.080 --> 00:01:23.960]  我們知道我們社會的科技日新月異
[00:01:23.960 --> 00:01:27.480]  我們經常都聽到現在說AI這樣AI那樣
[00:01:27.480 --> 00:01:30.240]  我們AI做了很多東西很進步
[00:01:30.240 --> 00:01:31.840]  如果在其他的生活
[00:01:31.840 --> 00:01:34.680]  其他的不同的方面又是怎樣呢?
[00:01:34.680 --> 00:01:40.400]  我們現在這個社會是不是更加安全
[00:01:40.400 --> 00:01:42.760]  更加健康
[00:01:42.760 --> 00:01:44.440]  在你身邊的人
[00:01:44.440 --> 00:01:48.320]  他們的思想是不是比以前更加文明
[00:01:48.320 --> 00:01:50.960]  更加友善
[00:01:50.960 --> 00:01:54.280]  我們社會我們身邊的人他們的家庭
[00:01:54.280 --> 00:01:57.480]  他們是不是比以前更加喜樂
[00:01:57.480 --> 00:02:01.200]  幸福滿足呢?
[00:02:01.200 --> 00:02:05.280]  可能不同的人他們會有不同的回應
[00:02:05.280 --> 00:02:10.240]  我們的人生可以說不是每一天都是十全十美
[00:02:10.240 --> 00:02:13.920]  每一天都是一帆風順
[00:02:13.920 --> 00:02:19.520]  我們最終都會遇到我們生活上各樣的困難
[00:02:19.520 --> 00:02:25.640]  有些人說我們人生不如意的事十全十上百九
[00:02:25.640 --> 00:02:31.400]  我們每個人心裏面都會有一些讓我們感到困擾感到憂傷的事
[00:02:31.400 --> 00:02:39.120]  在過去一年有沒有什麼令你經常都會覺得憂傷擔心困難的事
[00:02:39.120 --> 00:02:46.240]  在你的工作裏面有沒有什麼令你徹夜難眠的
[00:02:46.240 --> 00:02:49.120]  什麼事令你覺得擔憂
[00:02:49.120 --> 00:02:53.360]  我們每個人生活裏面都有各樣的煩惱的事
[00:02:53.360 --> 00:02:56.520]  他們的程度可能都會有不同的程度
[00:02:56.520 --> 00:03:02.640]  有些比較簡單很快就會過去很快我們就會康復
[00:03:02.640 --> 00:03:05.760]  但另一些經常在我們心裏面
[00:03:05.760 --> 00:03:13.320]  讓我們感到經常的痛苦失望傷心
[00:03:13.320 --> 00:03:17.800]  有時逆境會摧毀我們的夢想
[00:03:17.800 --> 00:03:21.280]  有時逆境亦都可以讓我們變得謙卑
[00:03:21.280 --> 00:03:25.520]  有時逆境亦都會讓我們失去我們人生的希望
[00:03:25.520 --> 00:03:27.360]  在過去幾年裏面
[00:03:27.360 --> 00:03:33.160]  我們世界發生了不少的逆境的事
[00:03:33.160 --> 00:03:36.360]  相信大家還記得新冠肺炎疫情
[00:03:36.360 --> 00:03:39.920]  COVID-19這個新冠病
[00:03:39.920 --> 00:03:45.040]  可以說是我們近年歷史一個最嚴重的傳染病
[00:03:45.040 --> 00:03:48.040]  在2019年的時候出現
[00:03:48.040 --> 00:03:52.880]  在全球已經令數百萬人死亡
[00:03:52.880 --> 00:03:57.240]  擾亂了經濟令我們的醫療系統不堪重負
[00:03:57.240 --> 00:04:01.480]  改變了數十億人的日常生活
[00:04:01.480 --> 00:04:04.080]  社會經濟不平等
[00:04:04.080 --> 00:04:07.160]  在美國收入最高的20%的人
[00:04:07.160 --> 00:04:11.760]  他們擁有超過美國一半以上的收入
[00:04:11.760 --> 00:04:16.080]  一項調查說在美國有65%的人
[00:04:16.080 --> 00:04:20.800]  他們每個月都是靠他們每個月的薪金去過活
[00:04:20.800 --> 00:04:24.160]  我們叫他們做Paycheck to Paycheck
[00:04:24.160 --> 00:04:28.280]  通貨膨脹一直都是一個存在持續的問題
[00:04:28.280 --> 00:04:32.760]  生活成本的上升影響到我們很多的美國人
[00:04:32.760 --> 00:04:35.040]  衝突與戰爭
[00:04:35.040 --> 00:04:38.600]  蘇聯和烏克蘭他們之間的戰爭
[00:04:38.600 --> 00:04:40.960]  繼續是未有停息
[00:04:40.960 --> 00:04:43.480]  戰爭在2014年的時候開始
[00:04:43.480 --> 00:04:46.160]  在2022年的時候升級
[00:04:46.160 --> 00:04:48.600]  造成超過100萬人的傷亡
[00:04:48.600 --> 00:04:50.640]  大規模的破壞
[00:04:50.640 --> 00:04:53.640]  在美國這裡雖然我們沒有戰爭
[00:04:53.640 --> 00:04:58.080]  但是手槍的暴力仍然是一個嚴重的問題
[00:04:58.080 --> 00:05:00.520]  有關手槍的控制
[00:05:00.520 --> 00:05:04.240]  和公共安全的爭論
[00:05:04.240 --> 00:05:07.120]  仍然是存在分歧
[00:05:07.120 --> 00:05:09.720]  心理健康問題
[00:05:09.720 --> 00:05:12.040]  青少年心理健康繼續惡化
[00:05:12.040 --> 00:05:15.160]  在美國2009年至2017年
[00:05:15.160 --> 00:05:19.960]  患有嚴重憂鬱症的年輕人的比例增加了63%
[00:05:19.960 --> 00:05:22.320]  社交媒體數位通訊
[00:05:22.320 --> 00:05:26.000]  可以說加速了這個問題的增長
[00:05:26.000 --> 00:05:28.120]  COVID這個傳染病
[00:05:28.120 --> 00:05:33.240]  也加劇了全球人類的心理健康問題
[00:05:33.240 --> 00:05:38.000]  焦慮、憂鬱、自殺率上升
[00:05:38.000 --> 00:05:40.000]  訊息兩極化
[00:05:40.000 --> 00:05:46.160]  圍繞著2020年美國政府大選的錯誤訊息
[00:05:46.160 --> 00:05:50.280]  導致加深了我們共和黨、民主黨
[00:05:50.280 --> 00:05:52.880]  政治兩極化的分歧
[00:05:52.880 --> 00:05:55.040]  2020年我們明尼蘇達州
[00:05:55.040 --> 00:05:57.760]  在逮捕George Floyd這個人的時候
[00:05:57.760 --> 00:06:00.440]  引起全國的抗議行動
[00:06:00.440 --> 00:06:04.080]  種族分離的局勢更加的緊張
[00:06:04.080 --> 00:06:06.600]  最近這幾年我們都聽到
[00:06:06.600 --> 00:06:10.040]  DEI或同性戀
[00:06:10.040 --> 00:06:13.480]  LGBTQIA+
[00:06:13.480 --> 00:06:16.320]  他們影響著我們社會的道德觀
[00:06:16.320 --> 00:06:18.800]  取消文化、取消文化
[00:06:18.800 --> 00:06:20.960]  衝擊著我們基督教
[00:06:20.960 --> 00:06:22.800]  我們身為基督徒
[00:06:22.800 --> 00:06:25.680]  我們應該根據包容性
[00:06:25.680 --> 00:06:29.360]  或根據排斥性
[00:06:29.360 --> 00:06:30.960]  弟兄姊妹
[00:06:30.960 --> 00:06:36.720]  你或者你的家人有沒有曾經被這些事情影響過?
[00:06:36.720 --> 00:06:41.480]  他們有沒有曾經為你帶來困擾、傷痛?
[00:06:41.480 --> 00:06:44.520]  當你或者你身邊的人經歷這些事的時候
[00:06:44.520 --> 00:06:48.240]  你有沒有曾經感到心痛呢?
[00:06:48.240 --> 00:06:49.920]  有時我們會問一個問題
[00:06:49.920 --> 00:06:53.400]  或者我們聽到身邊的人會問一個問題
[00:06:53.400 --> 00:06:55.640]  我們的神在哪裡?
[00:06:55.640 --> 00:07:01.000]  為什麼神會容許痛苦、容許這些事情發生?
[00:07:01.000 --> 00:07:03.720]  我們有沒有觀察過我們身邊的人
[00:07:03.720 --> 00:07:07.240]  他們受到傷害或者遇到困難的時候
[00:07:07.240 --> 00:07:11.080]  他們會在哪裡找到解決的方法?
[00:07:11.080 --> 00:07:12.720]  在困難的時候
[00:07:12.720 --> 00:07:16.600]  世上的人他們在哪裡找到真理?
[00:07:16.600 --> 00:07:19.360]  他們怎麼知道什麼是真理?
[00:07:19.360 --> 00:07:21.960]  什麼是真?什麼是假?
[00:07:21.960 --> 00:07:25.000]  他們可以依靠哪一個?
[00:07:25.000 --> 00:07:26.520]  在你身邊的人
[00:07:26.520 --> 00:07:28.600]  世上的人
[00:07:28.600 --> 00:07:35.800]  他們又在哪裡找到人間的希望?
[00:07:35.800 --> 00:07:39.520]  我們今天看幾個聖經的故事
[00:07:39.520 --> 00:07:42.000]  在聖經裡面有一個字
[00:07:42.000 --> 00:07:44.560]  英文就是「Trouble」這個字
[00:07:44.560 --> 00:07:48.280]  簡單翻譯就是問題、困難
[00:07:48.280 --> 00:07:50.960]  「Trouble」這個字在英文的聖經
[00:07:50.960 --> 00:07:56.720]  King James這個英文翻譯出現過超過110次
[00:07:56.720 --> 00:07:59.600]  在我們的中文聖經裡面
[00:07:59.600 --> 00:08:03.600]  在不同的故事、不同的經文有不同的翻譯
[00:08:03.600 --> 00:08:08.240]  譬如說「患難」、「苦難」、「急難」
[00:08:08.240 --> 00:08:12.440]  「難處」、「憂愁」、「試煉」等等
[00:08:12.440 --> 00:08:15.640]  我今天簡單地用我們生活的困難
[00:08:15.640 --> 00:08:21.080]  我們生活上所遇到的困難來形容這個字
[00:08:21.080 --> 00:08:23.040]  在《撰文福音》十四章第一節
[00:08:23.040 --> 00:08:25.960]  主耶穌對門徒說了這句話
[00:08:25.960 --> 00:08:28.960]  「你們心裡不要憂愁」
[00:08:28.960 --> 00:08:31.840]  在英文的聖經我們看到
[00:08:31.840 --> 00:08:35.600]  「Let not your heart be troubled」
[00:08:35.600 --> 00:08:37.840]  當時主耶穌對門徒說
[00:08:37.840 --> 00:08:40.440]  「你們心裡不要憂愁」
[00:08:40.440 --> 00:08:44.000]  當時主耶穌對門徒想曉悅他們
[00:08:44.000 --> 00:08:46.920]  祂自己很快就會被捉拿、被釘
[00:08:46.920 --> 00:08:49.000]  也會離開他們
[00:08:49.000 --> 00:08:50.120]  當時門徒聽到
[00:08:50.120 --> 00:08:53.520]  自然心裡就感到憂愁
[00:08:53.520 --> 00:08:55.120]  在現實生活裡
[00:08:55.120 --> 00:08:58.680]  當我們遇到困難的時候
[00:08:58.680 --> 00:09:03.440]  我們心裡也很自然會有憂愁的感覺
