
[00:00:00.000 --> 00:00:04.360]  我們知道傳統猶太人家裏很注重教育
[00:00:04.360 --> 00:00:07.640]  教育很多層面都包括 包括音樂
[00:00:07.640 --> 00:00:11.320]  其實有很多猶太家庭的小朋友都學樂器
[00:00:11.320 --> 00:00:17.160]  我又給大家猜猜他們最多人學的一種樂器是什麼樂器
[00:00:17.160 --> 00:00:20.120]  不需要理會
[00:00:20.120 --> 00:00:21.960]  爲什麼你知道
[00:00:21.960 --> 00:00:25.160]  他肯定看過一些東西
[00:00:25.160 --> 00:00:26.960]  沒錯 是小提琴
[00:00:26.960 --> 00:00:30.040]  他答對了 他背後肯定知道某些原因
[00:00:30.040 --> 00:00:32.720]  其實是和苦難有關的
[00:00:32.720 --> 00:00:35.400]  原來猶太人對苦難很敏感
[00:00:35.400 --> 00:00:37.160]  他們教小朋友的時候
[00:00:37.160 --> 00:00:41.840]  必須教他們爲每一件可能發生的事情
[00:00:41.840 --> 00:00:43.960]  特別是苦難做好預備
[00:00:43.960 --> 00:00:47.160]  他們做每一件事情
[00:00:47.160 --> 00:00:50.000]  做好決定的時候都會思考一個問題
[00:00:50.000 --> 00:00:52.600]  就是萬一如果出現什麼情況的時候
[00:00:52.600 --> 00:00:54.800]  他怎麼辦 接着怎麼做
[00:00:55.840 --> 00:00:59.200]  所以他們叫小朋友學樂器
[00:00:59.200 --> 00:01:01.560]  都推薦他們學一種叫小提琴
[00:01:01.560 --> 00:01:04.720]  我們想如果有苦難或者災難來到的時候
[00:01:04.720 --> 00:01:06.960]  這個鋼琴是拿不走的
[00:01:06.960 --> 00:01:09.400]  但是小提琴背在身上就可以走了
[00:01:09.400 --> 00:01:11.360]  是不是很實在
[00:01:11.360 --> 00:01:14.040]  猶太人爲什麼這麼重視苦難教育
[00:01:14.040 --> 00:01:17.360]  都和他們苦難的歷史和在聖經裏面
[00:01:17.360 --> 00:01:21.320]  舊的聖經裏面對他們的教導有很重要的關係
[00:01:21.320 --> 00:01:27.440]  但是苦難教育如果離開了耶穌基督的受苦
[00:01:27.440 --> 00:01:30.480]  離開了十字架的話
[00:01:30.480 --> 00:01:33.400]  其實就失去了它最精華的部分
[00:01:33.400 --> 00:01:37.360]  所以我們今天看回經文裏面的一些教導的時候
[00:01:37.360 --> 00:01:43.280]  我們再次思想聖經給我們在苦難方面的一些指引
[00:01:43.280 --> 00:01:46.000]  讓我們學習裏面的一些情況
[00:01:46.000 --> 00:01:47.960]  我都忘記了這些powerpoint
[00:01:47.960 --> 00:01:52.880]  剛纔經文裏面分三個部分
[00:01:52.880 --> 00:01:56.400]  第一部分就和患難的當中
[00:01:56.400 --> 00:01:59.560]  我們怎麼和弟兄姊妹相處呢?
[00:01:59.560 --> 00:02:03.880]  第二部分是說和一些不信的世人怎麼相處呢?
[00:02:03.880 --> 00:02:08.440]  裏面甚至是強調到逼迫自己的人
[00:02:08.440 --> 00:02:10.200]  怎麼面對他呢?
[00:02:10.200 --> 00:02:13.280]  第三方面就是說到一個很重要的榜樣
[00:02:13.280 --> 00:02:15.520]  當然就是基督受苦的榜樣
[00:02:15.520 --> 00:02:17.240]  首先我們看第一部分
[00:02:17.240 --> 00:02:21.680]  第一部分的經文裏面很明顯講到
[00:02:21.680 --> 00:02:24.320]  「總而言之,你們……」
[00:02:24.320 --> 00:02:27.080]  其實我們知道彼得舍信比教會
[00:02:27.080 --> 00:02:29.120]  「你們……」當然是指弟兄姊妹
[00:02:29.120 --> 00:02:33.920]  所以很明顯第一部分的時候是講主裏的弟兄姊妹的情況
[00:02:33.920 --> 00:02:37.680]  但是爲什麼後面十三到十七節裏面
[00:02:37.680 --> 00:02:40.360]  我認爲是另一個範疇呢?
[00:02:40.360 --> 00:02:44.280]  因爲那裏如果用一個比較符合
[00:02:44.280 --> 00:02:48.480]  舊約聖經語文的翻譯的時候是用了幾次「他們」
[00:02:48.480 --> 00:02:52.720]  「他們」我們看回上下文的意思就是指一些不信主的人
[00:02:52.720 --> 00:02:59.160]  所以比較明顯分到八到十二節是講主內弟兄姊妹的情況
[00:02:59.160 --> 00:03:02.560]  接着是講面對外人的情況
[00:03:02.560 --> 00:03:03.960]  在苦難裏面
[00:03:03.960 --> 00:03:08.600]  彼得教導門徒弟兄姊妹之間要謙卑的態度彼此相待
[00:03:08.600 --> 00:03:11.200]  竭力地追求和睦同心
[00:03:11.200 --> 00:03:15.800]  在十到十二節還引用了《詩篇》三十四篇
[00:03:15.800 --> 00:03:19.720]  這些是舊約經文來做一個論述這個觀點
[00:03:19.720 --> 00:03:25.560]  爲什麼彼得要在這裏講要同心呢?
[00:03:25.560 --> 00:03:28.640]  因爲整本彼得前書包括後書都是這樣
[00:03:28.640 --> 00:03:34.520]  其實是在講他寫信給一羣只是遇到患難的弟兄姊妹
[00:03:34.520 --> 00:03:37.280]  要他們怎樣靠着神去經歷這個患難
[00:03:37.280 --> 00:03:38.680]  他們遇到的患難
[00:03:38.680 --> 00:03:45.240]  或者他們將要遇到的患難比起我們今天大部分人所受的嚴重得多
[00:03:45.240 --> 00:03:47.160]  他們受到逼迫
[00:03:47.160 --> 00:03:50.920]  甚至生命都受到很大的威脅
[00:03:50.920 --> 00:03:54.000]  有人說基督徒在末世要面對患難和逼迫的時候
[00:03:54.000 --> 00:03:57.200]  是面對一個極不友善的世界
[00:03:57.200 --> 00:04:01.600]  彼得在書信當中描述原因是什麼呢?
[00:04:01.600 --> 00:04:04.560]  在五章八節是講撒旦的作爲
[00:04:04.560 --> 00:04:10.280]  撒旦在末世的時候就好像一個敲橋的獅子遍地遊行
[00:04:10.280 --> 00:04:13.920]  尋找可吞喫的人
[00:04:13.920 --> 00:04:18.600]  這個撒旦是很強大去做這件事情
[00:04:18.600 --> 00:04:20.480]  但是我想問大家一個問題
[00:04:20.480 --> 00:04:21.840]  當這個情況來到的時候
[00:04:21.840 --> 00:04:26.000]  教會面對這麼多的艱難逼迫的時候
[00:04:26.000 --> 00:04:28.320]  在這麼大的壓力之下
[00:04:28.320 --> 00:04:33.040]  教會里面的弟兄姊妹之間會出現什麼難處呢?
[00:04:33.040 --> 00:04:37.120]  而這些難處又會體現在什麼層面
[00:04:37.120 --> 00:04:42.360]  什麼表現裏面呢?
[00:04:42.360 --> 00:04:47.880]  會不會出現一些互相猜忌埋怨辱罵甚至是攻擊
[00:04:47.880 --> 00:04:51.360]  慢慢帶來一些更嚴重的紛爭分裂呢?
[00:04:51.360 --> 00:04:54.120]  彼得在這裏勸弟兄姊妹不要以惡報惡
[00:04:54.120 --> 00:04:55.920]  以辱罵還辱罵
[00:04:55.920 --> 00:04:58.280]  其實表明了當時的情況
[00:04:58.280 --> 00:05:01.240]  已經至少湧現着這些跡象
[00:05:01.240 --> 00:05:02.680]  否則彼得不需要講這些東西
[00:05:02.680 --> 00:05:05.800]  或者彼得見到可能將來會有這些情況發生
[00:05:05.800 --> 00:05:08.960]  所以叫弟兄姊妹要小心留意
[00:05:08.960 --> 00:05:11.040]  靠主勝過這一切
[00:05:11.040 --> 00:05:12.960]  在初期教會歷史裏面
[00:05:12.960 --> 00:05:16.920]  我們非常清楚地見到這些情況是真的發生了
[00:05:16.920 --> 00:05:19.920]  我們知道羅馬政府對初期教會的逼迫
[00:05:19.920 --> 00:05:23.120]  帶給教會有分裂的危機
[00:05:23.120 --> 00:05:25.160]  甚至最後真的分裂了
[00:05:25.160 --> 00:05:27.160]  當逼迫來到的時候
[00:05:27.160 --> 00:05:30.520]  其實都分在兩班的弟兄姊妹
[00:05:30.520 --> 00:05:32.840]  一班是怎樣都堅守信仰
[00:05:32.840 --> 00:05:34.520]  甘願信道的
[00:05:34.520 --> 00:05:36.640]  被稱爲一個認信者
[00:05:36.640 --> 00:05:39.160]  當然他們有可能面對信道的危險
[00:05:39.160 --> 00:05:41.160]  有可能被告等等
[00:05:41.160 --> 00:05:44.920]  但另一班就在這個很大的逼迫裏面
[00:05:44.920 --> 00:05:47.480]  他們爲了保存性命
[00:05:47.480 --> 00:05:52.360]  宣告放棄基督教信仰
[00:05:52.360 --> 00:05:55.440]  被稱爲一個叛教者
[00:05:55.440 --> 00:05:57.120]  我們認真地想的時候
[00:05:57.120 --> 00:05:59.080]  其實這些叛教者未必內心當中
[00:05:59.080 --> 00:06:02.640]  真的去懷疑或者否定基督教信仰
[00:06:02.640 --> 00:06:05.640]  不過他們在生死抉擇裏面
[00:06:05.640 --> 00:06:09.280]  他們那一刻選擇了偷生
[00:06:09.280 --> 00:06:11.080]  有趣的是
[00:06:11.080 --> 00:06:11.760]  我們看回歷史
[00:06:11.760 --> 00:06:15.880]  羅馬帝國不是每一個皇帝都很熱心
[00:06:15.880 --> 00:06:18.200]  去逼迫基督教
[00:06:18.200 --> 00:06:21.040]  問題出來了
[00:06:21.040 --> 00:06:23.760]  有些很強硬地去逼迫
[00:06:23.760 --> 00:06:26.560]  但有些就很寬鬆地去面對
[00:06:26.560 --> 00:06:28.880]  所以教會遭受的逼迫
[00:06:28.880 --> 00:06:31.320]  不是一次過很長的時間
[00:06:31.320 --> 00:06:32.320]  而是一輪一輪
[00:06:32.320 --> 00:06:33.520]  一輪很厲害
[00:06:33.520 --> 00:06:34.440]  然後很鬆
[00:06:34.440 --> 00:06:35.800]  然後又有另一個皇帝上來
[00:06:35.800 --> 00:06:37.720]  又很緊
[00:06:37.720 --> 00:06:38.720]  我們問的問題就是
[00:06:38.720 --> 00:06:40.480]  當一個皇帝上任
[00:06:40.480 --> 00:06:43.880]  如果他停止去逼迫的時候
[00:06:43.880 --> 00:06:45.720]  會有什麼情況發生呢?
[00:06:45.720 --> 00:06:47.760]  就是曾經去叛教
[00:06:47.760 --> 00:06:49.880]  剛纔說到叛教的人
[00:06:49.880 --> 00:06:51.640]  會回到教會里面
[00:06:51.640 --> 00:06:54.840]  然後請求教會重新接納他們
[00:06:54.840 --> 00:06:55.800]  去悔改
[00:06:55.800 --> 00:06:58.240]  去歸回這個教會
[00:06:58.240 --> 00:07:01.200]  但是教會是應不應該接納他們
[00:07:01.200 --> 00:07:04.840]  在這個問題上引起了很大的爭議
[00:07:04.840 --> 00:07:07.160]  這個爭議不僅是一個理性的神學問題
[00:07:07.160 --> 00:07:09.240]  到底我們怎麼處理呢?
[00:07:09.240 --> 00:07:12.440]  同樣是一個感性的問題
[00:07:12.440 --> 00:07:16.200]  感性包括了神的位格
[00:07:16.200 --> 00:07:18.920]  包括了神對悔改者的愛心
[00:07:18.920 --> 00:07:20.440]  寬恕怎麼理解
[00:07:20.440 --> 00:07:22.560]  神的公義怎麼處理
[00:07:22.560 --> 00:07:24.920]  其實還有一個很核心的問題
[00:07:24.920 --> 00:07:27.560]  就是那些認信者
[00:07:27.560 --> 00:07:30.520]  那些甘願去殉道的認信者
[00:07:30.520 --> 00:07:31.720]  雖然他們沒有殉道
[00:07:31.720 --> 00:07:33.880]  因爲一個逼迫停止了
[00:07:33.880 --> 00:07:35.800]  他們不需要面對生命的危險
[00:07:35.800 --> 00:07:38.400]  但他們願意去承擔這個後果
[00:07:38.400 --> 00:07:41.800]  但是現在有一羣的弟兄姐妹回來的時候
