
[00:00:00.000 --> 00:00:02.000]  不經不覺
[00:00:02.000 --> 00:00:06.920]  我們讀以斯拉記已經去到結束的一次
[00:00:06.920 --> 00:00:11.400]  全卷以斯拉或者加上尼西米記
[00:00:11.400 --> 00:00:15.400]  一直在說猶大國的人民
[00:00:15.400 --> 00:00:19.400]  他們從被俘虜到巴比倫
[00:00:19.400 --> 00:00:24.400]  在被捕到巴比倫四十八年的時間
[00:00:24.400 --> 00:00:28.600]  上帝激動或者說搞動
[00:00:28.600 --> 00:00:30.600]  波斯王古列
[00:00:30.600 --> 00:00:33.600]  讓他下詔書
[00:00:33.600 --> 00:00:38.600]  讓猶太人可以回到耶路撒冷的地方
[00:00:38.600 --> 00:00:45.600]  今天的說法這些叫做文化和宗教的容忍政策
[00:00:45.600 --> 00:00:50.600]  於是托索羅巴伯和耶穌亞
[00:00:50.600 --> 00:00:54.600]  和當時的猶太領袖人民
[00:00:54.600 --> 00:00:58.600]  他們就返回故土重建聖殿
[00:00:58.600 --> 00:01:00.600]  幾經波折
[00:01:00.600 --> 00:01:07.600]  後來他們終於都能夠完成第二個的聖殿
[00:01:07.600 --> 00:01:13.600]  已經是他們被捕之後滿七十年的時間
[00:01:13.600 --> 00:01:16.600]  然後又超過半個世紀
[00:01:16.600 --> 00:01:20.600]  當猶太人他們當時的生命
[00:01:20.600 --> 00:01:24.600]  和倫理出了大問題的時候
[00:01:24.600 --> 00:01:30.600]  上帝再差派一位聖經形容他文思敏捷
[00:01:30.600 --> 00:01:37.600]  又定志考究進行教導上帝說話的以斯拉
[00:01:37.600 --> 00:01:40.600]  和當時的猶太人領袖人民
[00:01:40.600 --> 00:01:43.600]  他們再一次返回耶路撒冷
[00:01:43.600 --> 00:01:46.600]  建立上帝自己的子民
[00:01:46.600 --> 00:01:50.600]  直到以斯拉紀的結束
[00:01:50.600 --> 00:01:53.600]  然後尼西米紀就再聚焦
[00:01:53.600 --> 00:01:57.600]  在後來再過十三年之後
[00:01:57.600 --> 00:02:00.600]  尼西米如何被上帝感動
[00:02:00.600 --> 00:02:05.600]  返到去組織起猶太人的領袖人民
[00:02:05.600 --> 00:02:07.600]  去建設城牆
[00:02:07.600 --> 00:02:10.600]  重修耶路撒冷
[00:02:10.600 --> 00:02:13.600]  今日我們讀到以斯拉紀的結束
[00:02:13.600 --> 00:02:18.600]  正如剛才說的以斯拉和猶太人的領袖
[00:02:18.600 --> 00:02:22.600]  他們面對著一個棘手的問題
[00:02:22.600 --> 00:02:25.600]  而這個問題牽涉的人
[00:02:25.600 --> 00:02:29.600]  亦由聖殿侍奉的領袖
[00:02:29.600 --> 00:02:32.600]  到猶太人的領袖
[00:02:32.600 --> 00:02:37.600]  到一般人民他們嫁娶的問題
[00:02:37.600 --> 00:02:41.600]  而這個問題其實在第九章已經開始關心
[00:02:41.600 --> 00:02:44.600]  不過來到第十章
[00:02:44.600 --> 00:02:46.600]  以斯拉和猶太人的領袖
[00:02:46.600 --> 00:02:50.600]  真的要著手去處理
[00:02:50.600 --> 00:02:53.600]  他們處理的方式
[00:02:53.600 --> 00:03:01.600]  按照當年以色列人離開埃及
[00:03:01.600 --> 00:03:05.600]  進入迦南的時候用的標準
[00:03:05.600 --> 00:03:10.600]  因為很擔心信仰和外族人混合的緣故
[00:03:10.600 --> 00:03:16.600]  於是乎要保持純正信仰的緣故
[00:03:16.600 --> 00:03:19.600]  他們就考慮是否要離開
[00:03:19.600 --> 00:03:24.600]  跟他們信仰不同的外族配偶
[00:03:24.600 --> 00:03:29.600]  其實這個教導或者標準
[00:03:29.600 --> 00:03:33.600]  跟新約聖經給我們的標準是相近的
[00:03:33.600 --> 00:03:35.600]  不過處理方法不同
[00:03:35.600 --> 00:03:37.600]  因為剛才也說了
[00:03:37.600 --> 00:03:41.600]  這裡牽涉的是當時的祭司
[00:03:41.600 --> 00:03:42.600]  利美人
[00:03:42.600 --> 00:03:45.600]  猶太領袖等等
[00:03:45.600 --> 00:03:48.600]  你試想如果今天我們要處理
[00:03:48.600 --> 00:03:51.600]  信與不信的問題
[00:03:51.600 --> 00:03:56.600]  是由教睦執事開始處理的話
[00:03:56.600 --> 00:03:59.600]  那你知道處理方法跟我們今天是會不同的
[00:03:59.600 --> 00:04:02.600]  而且他們還很可能
[00:04:02.600 --> 00:04:06.600]  這個混合的婚姻還牽涉到其他事情
[00:04:06.600 --> 00:04:11.600]  因為跟以色列同期的《馬拉基書》
[00:04:11.600 --> 00:04:13.600]  第二章第十節開始
[00:04:13.600 --> 00:04:15.600]  曾經跟我們提及過
[00:04:15.600 --> 00:04:18.600]  就是說當時的猶太人
[00:04:18.600 --> 00:04:22.600]  他們用詭詐去代上帝
[00:04:22.600 --> 00:04:27.600]  也用詭詐去形容這些猶太人
[00:04:27.600 --> 00:04:29.600]  去娶外族女子
[00:04:29.600 --> 00:04:34.600]  或者說敬拜愛邦神的外族女子為妻
[00:04:34.600 --> 00:04:36.600]  然後又形容
[00:04:36.600 --> 00:04:40.600]  他們也同樣以同樣的詭詐
[00:04:40.600 --> 00:04:45.600]  去代他們元帝幼年所娶的妻
[00:04:45.600 --> 00:04:50.600]  我們很難說這個詭詐一體兩面
[00:04:50.600 --> 00:04:53.600]  很難說這兩件事完全沒有關係
[00:04:53.600 --> 00:04:56.600]  即是說可能扔下元配
[00:04:56.600 --> 00:05:01.600]  然後去娶一個愛邦的女子
[00:05:01.600 --> 00:05:03.600]  還信奉愛邦神明
[00:05:03.600 --> 00:05:05.600]  而且問題還不止這樣
[00:05:05.600 --> 00:05:08.600]  以色列第九章第十二節
[00:05:08.600 --> 00:05:10.600]  也曾經跟我們提及過
[00:05:10.600 --> 00:05:13.600]  猶太人在這些混合婚姻裡面
[00:05:13.600 --> 00:05:17.600]  是想尋求利益的
[00:05:17.600 --> 00:05:18.600]  透過結親
[00:05:18.600 --> 00:05:20.600]  我們中國人也有這樣的
[00:05:20.600 --> 00:05:22.600]  中國歷史也有這樣的說法
[00:05:22.600 --> 00:05:27.600]  透過結親就可以結合一些地區勢力
[00:05:27.600 --> 00:05:29.600]  以至可以謀求利益
[00:05:29.600 --> 00:05:31.600]  其實這個情況
[00:05:31.600 --> 00:05:33.600]  去到尼希米記的結束
[00:05:33.600 --> 00:05:35.600]  最後那段
[00:05:35.600 --> 00:05:39.600]  也提及尼希米仍然在做這個工作
[00:05:39.600 --> 00:05:41.600]  就是處理猶太人
[00:05:41.600 --> 00:05:45.600]  和外族甚至是外族的敵人
[00:05:45.600 --> 00:05:51.600]  一起結合謀求利益的事件
[00:05:51.600 --> 00:05:54.600]  所以聽起來很複雜
[00:05:54.600 --> 00:05:57.600]  跟我們的處境也未必很相似
[00:05:57.600 --> 00:06:01.600]  但是以斯拉如何處理這件事
[00:06:01.600 --> 00:06:04.600]  仍然是我們的借鏡
[00:06:04.600 --> 00:06:07.600]  他如何處理這麼複雜的一件事
[00:06:07.600 --> 00:06:11.600]  他聽到這件事實的時候
[00:06:11.600 --> 00:06:13.600]  他的反應
[00:06:13.600 --> 00:06:16.600]  的確跟我們的反應有少許不同
[00:06:16.600 --> 00:06:22.600]  他的反應是驚惶失措
[00:06:22.600 --> 00:06:24.600]  和合本的譯法是驚懼幽悶
[00:06:24.600 --> 00:06:26.600]  差不多的意思
[00:06:26.600 --> 00:06:28.600]  你很難想像
[00:06:28.600 --> 00:06:30.600]  我堂堂一個領袖
[00:06:30.600 --> 00:06:33.600]  聽到這樣的事情是驚惶失措
[00:06:33.600 --> 00:06:34.600]  不知如何辦
[00:06:34.600 --> 00:06:39.600]  而且不是想著要捉誰出來處分他
[00:06:39.600 --> 00:06:44.600]  然後他只是自己悲痛
[00:06:44.600 --> 00:06:46.600]  然後也發現
[00:06:46.600 --> 00:06:47.600]  當這樣的時候
[00:06:47.600 --> 00:06:49.600]  不是怪罪什麼人的時候
[00:06:49.600 --> 00:06:51.600]  他也看到身邊的人
[00:06:51.600 --> 00:06:54.600]  其實也有人留心上帝的說話
[00:06:54.600 --> 00:07:00.600]  一樣關心他們的社會問題
[00:07:00.600 --> 00:07:01.600]  宗教的問題
[00:07:01.600 --> 00:07:03.600]  他們一起聚會
[00:07:03.600 --> 00:07:05.600]  同心禱告
[00:07:05.600 --> 00:07:08.600]  然後以斯拉第九章的下半章
[00:07:08.600 --> 00:07:09.600]  也同時提及
[00:07:09.600 --> 00:07:15.600]  以斯拉沒有在驚惶失措裏宣誓
[00:07:15.600 --> 00:07:17.600]  而是他一直祈禱
[00:07:17.600 --> 00:07:20.600]  在上帝面前表達
[00:07:20.600 --> 00:07:24.600]  對猶太人所犯的罪惡的悲痛
[00:07:24.600 --> 00:07:27.600]  然後他甚至說到
[00:07:27.600 --> 00:07:30.600]  其實如果主人不赦免我們
[00:07:30.600 --> 00:07:36.600]  我們根本沒有人在你面前能夠站立得住
[00:07:36.600 --> 00:07:37.600]  這句很熟悉
[00:07:37.600 --> 00:07:39.600]  其實是詩篇130篇
[00:07:39.600 --> 00:07:45.600]  詩篇130篇屬於上行之師的其中一篇
[00:07:45.600 --> 00:07:48.600]  我們相信上行之師的背景
[00:07:48.600 --> 00:07:52.600]  很可能與他們被擄歸回
[00:07:52.600 --> 00:07:58.600]  上去耶路撒冷的師哥很有關係
[00:07:58.600 --> 00:08:00.600]  來到第十章
[00:08:00.600 --> 00:08:03.600]  以斯拉為了猶太人的罪惡
[00:08:03.600 --> 00:08:05.600]  記住不是他自己的罪惡
[00:08:05.600 --> 00:08:07.600]  他沒有犯這樣的事
[00:08:07.600 --> 00:08:08.600]  他禱告
[00:08:08.600 --> 00:08:09.600]  不僅如此
[00:08:09.600 --> 00:08:11.600]  他還認罪、哭泣、悔服
[00:08:11.600 --> 00:08:15.600]  在上帝殿的面前
[00:08:15.600 --> 00:08:16.600]  由個人的敬拜
[00:08:16.600 --> 00:08:19.600]  到有一群人一起開一個祈禱會
[00:08:19.600 --> 00:08:21.600]  然後來到聖殿
[00:08:21.600 --> 00:08:28.600]  終於都將以色列人焦聚成為一個大會
[00:08:28.600 --> 00:08:29.600]  你想像
[00:08:29.600 --> 00:08:34.600]  他不是刻意有什麼策略造成這件事
[00:08:34.600 --> 00:08:38.600]  他反而是真的聽到猶太人
[00:08:38.600 --> 00:08:41.600]  混合婚姻、重婚
[00:08:41.600 --> 00:08:45.600]  藉著勾結勢力去結親等等
[00:08:45.600 --> 00:08:46.600]  這些事情
[00:08:46.600 --> 00:08:48.600]  他悲痛
[00:08:48.600 --> 00:08:52.600]  但是他沒有手指指向外
[00:08:52.600 --> 00:08:55.600]  不斷尋找誰是罪魁禍首
[00:08:55.600 --> 00:08:59.600]  這幾天我才學會原來叫做「捉鬼」的俗稱
[00:08:59.600 --> 00:09:01.600]  猶太人的領袖
[00:09:01.600 --> 00:09:03.600]  他們也悲痛
[00:09:03.600 --> 00:09:06.600]  他們一樣留心到上帝的話
[00:09:06.600 --> 00:09:08.600]  然後一起聚會
[00:09:08.600 --> 00:09:11.600]  最終成為大會
[00:09:11.600 --> 00:09:15.600]  我們可以說是以色列感召他們
[00:09:15.600 --> 00:09:16.600]  是不是?
[00:09:16.600 --> 00:09:18.600]  但是可能更加重要的是
[00:09:18.600 --> 00:09:21.600]  其實是上帝感動以色列
[00:09:21.600 --> 00:09:25.600]  和猶太人他們一起去認罪
[00:09:25.600 --> 00:09:27.600]  你想想形容到一個地步
[00:09:27.600 --> 00:09:30.600]  眾民無不痛哭
[00:09:30.600 --> 00:09:32.600]  由初初一個人祈禱
[00:09:32.600 --> 00:09:34.600]  到一群人祈禱
[00:09:34.600 --> 00:09:36.600]  從初初對這個罪惡
[00:09:36.600 --> 00:09:39.600]  大家都無動於衷的時候
[00:09:39.600 --> 00:09:42.600]  到現在面對這個罪惡
[00:09:42.600 --> 00:09:44.600]  心感悲痛
[00:09:44.600 --> 00:09:47.600]  群體的共識
[00:09:47.600 --> 00:09:51.600]  竟然是由祈禱開始
[00:09:51.600 --> 00:09:53.600]  我想我們不要小看一個人
[00:09:53.600 --> 00:09:56.600]  或者一群人祈禱
[00:09:56.600 --> 00:09:58.600]  我不敢說有什麼威力
[00:09:58.600 --> 00:10:00.600]  也不是威力的問題
[00:10:00.600 --> 00:10:03.600]  而是上帝感動的問題
[00:10:03.600 --> 00:10:05.600]  當以色列他們在上帝面前俯伏
[00:10:05.600 --> 00:10:09.600]  一群猶太人都一起向上帝俯伏
[00:10:09.600 --> 00:10:14.600]  整個群體就建立起一個共識
[00:10:14.600 --> 00:10:15.600]  想到共識
[00:10:15.600 --> 00:10:16.600]  我就想起
[00:10:16.600 --> 00:10:20.600]  其實我不知道你受浸
[00:10:20.600 --> 00:10:21.600]  其實一定有的
[00:10:21.600 --> 00:10:23.600]  過會
[00:10:23.600 --> 00:10:26.600]  你就會收到兩本手冊
[00:10:26.600 --> 00:10:27.600]  最少也有兩本
[00:10:27.600 --> 00:10:30.600]  一本叫宣導會會友手冊
[00:10:30.600 --> 00:10:34.600]  另一本叫宣導會紀律手冊
[00:10:34.600 --> 00:10:38.600]  這兩本手冊有一個作用
[00:10:38.600 --> 00:10:42.600]  作為我們在上帝的兒女
[00:10:42.600 --> 00:10:44.600]  上帝的子民
[00:10:44.600 --> 00:10:47.600]  未必是紀律部隊
[00:10:47.600 --> 00:10:48.600]  不過不是的
[00:10:48.600 --> 00:10:51.600]  其實約書亞記是這樣形容以色列人的
[00:10:51.600 --> 00:10:53.600]  好像紀律部隊一樣
[00:10:53.600 --> 00:10:54.600]  不過又或者這麼說
[00:10:54.600 --> 00:10:56.600]  我們是屬於上帝的
[00:10:56.600 --> 00:10:59.600]  還有一群有紀律的人
[00:10:59.600 --> 00:11:02.600]  於是這些手冊幫助我們
[00:11:02.600 --> 00:11:07.600]  知道要怎樣去生活為人
[00:11:07.600 --> 00:11:10.600]  其實這些都是我們的共識
[00:11:10.600 --> 00:11:11.600]  你可能會想
[00:11:11.600 --> 00:11:15.600]  我沒有份制定這些手冊
[00:11:15.600 --> 00:11:18.600]  最多也是浸禮之前
[00:11:18.600 --> 00:11:20.600]  或者過會的時候
[00:11:20.600 --> 00:11:21.600]  同工就問你
[00:11:21.600 --> 00:11:22.600]  你有沒有看過
[00:11:22.600 --> 00:11:24.600]  你認不認同
[00:11:24.600 --> 00:11:26.600]  你有沒有留心裡面所涉及
[00:11:26.600 --> 00:11:29.600]  所描述的範圍
[00:11:29.600 --> 00:11:34.600]  你是先答了yes
[00:11:34.600 --> 00:11:36.600]  然後才去浸禮
[00:11:36.600 --> 00:11:39.600]  然後才去過會
[00:11:39.600 --> 00:11:42.600]  你都確認了這個文件
[00:11:42.600 --> 00:11:45.600]  你都是一起帶著一個共識
[00:11:45.600 --> 00:11:48.600]  我們說我們是同一個屬於上帝
[00:11:48.600 --> 00:11:51.600]  有紀律的群體
[00:11:51.600 --> 00:11:54.600]  甚至其實我們的眼睛
[00:11:54.600 --> 00:11:58.600]  都不應該只是著眼於這些手冊
[00:11:58.600 --> 00:12:01.600]  我們的眼睛應該著眼於
[00:12:01.600 --> 00:12:03.600]  生命記教導我們
[00:12:03.600 --> 00:12:08.600]  盡心盡性盡力愛上帝
[00:12:08.600 --> 00:12:11.600]  那你就不記得這些手冊說什麼了
[00:12:11.600 --> 00:12:13.600]  不記得不是不理它
[00:12:13.600 --> 00:12:16.600]  不記得是你不會將它們
[00:12:16.600 --> 00:12:18.600]  經常放在你心上
[00:12:18.600 --> 00:12:23.600]  因為你掛念要怎樣愛上帝
[00:12:23.600 --> 00:12:24.600]  中學的時候
[00:12:24.600 --> 00:12:28.600]  我還是殖民地時代
[00:12:28.600 --> 00:12:30.600]  當然是中學
[00:12:30.600 --> 00:12:32.600]  官立學校
[00:12:32.600 --> 00:12:35.600]  我都不知道有沒有正式的校規
[00:12:35.600 --> 00:12:38.600]  中一的同學很掛心
[00:12:38.600 --> 00:12:40.600]  馬上問班主任
[00:12:40.600 --> 00:12:43.600]  我們校規怎麼寫
[00:12:43.600 --> 00:12:45.600]  我們有沒有校規
[00:12:45.600 --> 00:12:48.600]  我其實到今天都不知道有沒有
[00:12:48.600 --> 00:12:53.600]  他說你不需要經常掛心著校規
