
[00:00:00.000 --> 00:00:02.740]  今天和大家分享一個訊息
[00:00:02.740 --> 00:00:04.980]  其實這一段經文
[00:00:04.980 --> 00:00:07.280]  上年10月應該講過的
[00:00:07.280 --> 00:00:08.840]  不過比較長一點
[00:00:08.840 --> 00:00:10.980]  我記得是誠哥講的
[00:00:10.980 --> 00:00:13.280]  我還記得一個題目是
[00:00:13.280 --> 00:00:14.980]  叫做靜候因主
[00:00:14.980 --> 00:00:16.380]  潔淨的靜
[00:00:16.380 --> 00:00:17.680]  是等候主
[00:00:17.680 --> 00:00:21.880]  這段經文講到我們要等候主的回來
[00:00:21.880 --> 00:00:23.080]  在這段時間
[00:00:23.080 --> 00:00:26.080]  我就選了這兩節聖經有一個訊息
[00:00:26.080 --> 00:00:28.980]  就是一個也不能少
[00:00:28.980 --> 00:00:32.980]  現在告訴我一個也不能少
[00:00:32.980 --> 00:00:36.980]  言下之意真的不能少了你
[00:00:36.980 --> 00:00:39.780]  我們讀一下聖經
[00:00:39.780 --> 00:00:41.780]  今天我們要看的經文
[00:00:41.780 --> 00:00:43.780]  我們一起讀
[00:00:43.780 --> 00:00:45.780]  親愛的弟兄啊
[00:00:45.780 --> 00:00:48.980]  有一件事你們不可忘記
[00:00:48.980 --> 00:00:51.780]  就是主項一日如千年
[00:00:51.780 --> 00:00:53.780]  千年如一日
[00:00:53.780 --> 00:00:58.580]  主所應許的尚未成就
[00:00:58.580 --> 00:01:00.980]  有人以為他是擔言
[00:01:00.980 --> 00:01:02.980]  其實不是擔言
[00:01:02.980 --> 00:01:04.980]  乃是寬容你們
[00:01:04.980 --> 00:01:06.980]  不願有一人沉淪
[00:01:06.980 --> 00:01:08.980]  乃願人人都悔改
[00:01:08.980 --> 00:01:10.980]  好我們再讀一次
[00:01:10.980 --> 00:01:14.980]  親愛的弟兄啊
[00:01:14.980 --> 00:01:17.980]  有一件事你們不可忘記
[00:01:17.980 --> 00:01:20.980]  就是主項一日如千年
[00:01:20.980 --> 00:01:22.980]  千年如一日
[00:01:22.980 --> 00:01:25.980]  主所應許的尚未成就
[00:01:25.980 --> 00:01:27.980]  有人以為他是擔言
[00:01:27.980 --> 00:01:29.980]  其實不是擔言
[00:01:29.980 --> 00:01:31.980]  乃是寬容你們
[00:01:31.980 --> 00:01:33.980]  不願有一人沉淪
