
[00:00:00.000 --> 00:00:04.420]  我們讀一段聖經,在格林多後書第五章十七節。
[00:00:04.420 --> 00:00:05.940]  我們從來唸來,
[00:00:05.940 --> 00:00:09.580]  若有人在基督裏,他就是新造的人,
[00:00:09.580 --> 00:00:13.080]  舊事已過,都變成新的了。
[00:00:13.080 --> 00:00:15.260]  我們就讀到這裏。
[00:00:15.260 --> 00:00:20.380]  今年教會的主題是新的季節,新的恩高。
[00:00:20.380 --> 00:00:24.700]  怎麼知道說新的季節已經來臨了呢?
[00:00:24.700 --> 00:00:28.380]  當你看見春雨降臨,你就知道春天來了。
[00:00:28.380 --> 00:00:32.860]  當你看見秋雨降臨,就知道秋天來了。
[00:00:32.860 --> 00:00:35.120]  同樣在去年六月的時候,
[00:00:35.120 --> 00:00:39.620]  神爲我們在Shakina Glory這個建殿工程上,
[00:00:39.620 --> 00:00:43.540]  帶來一個極大的突破的恩典的時候,
[00:00:43.540 --> 00:00:48.580]  我們就看見一個新的突破的恩高已經降臨。
[00:00:48.580 --> 00:00:51.540]  這就代表了在神的裏面,
[00:00:51.540 --> 00:00:56.020]  神要帶領我們進入一個新的季節當中。
[00:00:56.020 --> 00:00:58.500]  不但是從屬靈的角度來看,
[00:00:58.500 --> 00:01:00.740]  我們要進入新的季節。
[00:01:00.740 --> 00:01:03.140]  從外在的環境來看,
[00:01:03.140 --> 00:01:08.380]  整個美國的經濟大環境也正在轉變當中。
[00:01:08.380 --> 00:01:10.020]  目前不但是美國,
[00:01:10.020 --> 00:01:14.260]  而且美國也在開始帶動全世界
[00:01:14.260 --> 00:01:17.780]  進入一個新的經濟的復甦。
[00:01:17.780 --> 00:01:21.780]  我們看見的確是進入一個新的季節。
[00:01:21.780 --> 00:01:23.420]  面對這個新的季節,
[00:01:23.420 --> 00:01:26.580]  我相信我們都有很多不同的期待。
[00:01:26.580 --> 00:01:30.460]  我們也期待神在我們身上做新的工作。
[00:01:30.460 --> 00:01:34.540]  我就想到上個禮拜周神助牧師在我們牧者領導會里面,
[00:01:34.540 --> 00:01:38.100]  特別對我們所有參加的牧者,
[00:01:38.100 --> 00:01:43.620]  很特別,第一天晚上他很語重心長地提醒我們,
[00:01:43.620 --> 00:01:49.100]  他說其實事工的突破並不困難,
[00:01:49.100 --> 00:01:52.380]  最難的是自我。
[00:01:52.380 --> 00:01:55.740]  他說事工的突破其實不難,
[00:01:55.740 --> 00:01:58.380]  最難的是自我。
[00:01:58.380 --> 00:02:05.300]  換句話說,我們人的自我常常就是攔阻我們成長一個最大的瓶頸。
[00:02:05.300 --> 00:02:09.420]  所以今天當我們面對新的一個季節的時候,
[00:02:09.420 --> 00:02:12.580]  我們要怎麼樣能夠突破自我,
[00:02:12.580 --> 00:02:15.940]  能夠經歷神突破的恩典呢?
[00:02:15.940 --> 00:02:17.980]  今天早上我從三方面跟大家來思想。
[00:02:17.980 --> 00:02:20.740]  第一個,要保守你的心思意念。
[00:02:20.740 --> 00:02:25.300]  跟你媽說要保守你的心思意念。
[00:02:25.300 --> 00:02:30.060]  正言第四章二十三節很清楚地在這裏神教導我們說,
[00:02:30.060 --> 00:02:33.860]  要保守你的心勝過保守一切,
[00:02:33.860 --> 00:02:37.820]  因爲一生的果效是由心發出的。
[00:02:37.820 --> 00:02:43.620]  這裏說我們看見這裏的心就是指我們人裏面的心思意念。
[00:02:43.620 --> 00:02:50.100]  換句話說,要保守你的心思意念勝過保守一切。
[00:02:50.100 --> 00:02:51.700]  很有意思不是嗎?
[00:02:51.700 --> 00:02:56.740]  神沒有說要保守你的錢財勝過保守一切,沒有。
[00:02:56.740 --> 00:03:02.460]  神也沒有說要保守你一切的動產不動產勝過保守一切,沒有。
[00:03:02.460 --> 00:03:08.660]  神乃是說要保守你的心就是你的心思意念。
[00:03:08.660 --> 00:03:09.980]  爲什麼呢?
[00:03:09.980 --> 00:03:15.300]  這裏說因爲你一生的果效是從心發出,
[00:03:15.300 --> 00:03:18.820]  是從你的心思意念所發出來。
[00:03:18.820 --> 00:03:25.300]  換句話說,你裏面的思想意念會決定你一生的道路跟方向的,
[00:03:25.300 --> 00:03:31.060]  你裏面的心思意念會決定你一生的成功跟失敗的。
[00:03:31.060 --> 00:03:33.620]  你的思想意念太重要了,
[00:03:33.620 --> 00:03:37.420]  只有當你能夠掌管你的心思意念的時候,
[00:03:37.420 --> 00:03:41.940]  你纔可能擁有得勝的人生。
[00:03:41.940 --> 00:03:45.540]  你知道很多時候我們並不太注意我們的思想意念,
[00:03:45.540 --> 00:03:51.740]  我們常覺得反正隨便亂想也無所謂,沒有人知道嘛。
[00:03:51.740 --> 00:04:00.140]  但事實上這正是常常我們之所以落入失敗跟挫折最主要的原因。
[00:04:00.140 --> 00:04:02.980]  你還記得在舊約時代大魏王,
[00:04:02.980 --> 00:04:07.580]  他是在以色列歷史當中最被尊崇的一位君王,
[00:04:07.580 --> 00:04:12.980]  但他在最巔峯的時期卻犯了一個搶奪人妻的罪,
[00:04:12.980 --> 00:04:15.780]  成爲他一生最大的污點。
[00:04:15.780 --> 00:04:21.820]  聖經上說那一天他一直睡到日頭平息。
[00:04:21.820 --> 00:04:24.740]  哇,比我們的teenager還厲害。
[00:04:24.740 --> 00:04:27.860]  你teenager睡到中午,你把他罵得不得了。
[00:04:27.860 --> 00:04:30.580]  他還睡到日頭下山呢。
[00:04:30.580 --> 00:04:34.780]  你想想一個人能夠睡覺睡到日頭下山,
[00:04:34.780 --> 00:04:38.820]  他的思想意念是多麼的渙散。
[00:04:38.820 --> 00:04:41.980]  更何況那個時候不是所謂的太平盛世,
[00:04:41.980 --> 00:04:45.820]  當時以色列人在跟亞門人在打仗,
[00:04:45.820 --> 00:04:52.900]  居然作爲一個君王,大魏王可以在王宮中睡到日頭平息。
[00:04:52.900 --> 00:05:00.140]  好不容易起牀了,走到陽臺,隨便一看就看到八十八在洗澡。
[00:05:00.140 --> 00:05:04.140]  隨便一想就想把八十八拒爲己有,
[00:05:04.140 --> 00:05:06.420]  結果後來就犯了姦淫罪。
[00:05:06.420 --> 00:05:11.060]  不但犯了姦淫罪,後來還是借刀殺人罪。
[00:05:11.060 --> 00:05:15.620]  其實這整件事情,其實都不是他故意去計劃的嘛。
[00:05:15.620 --> 00:05:20.140]  大魏從來一早上說我今天要犯奸淫罪,沒有啊,沒有啊。
[00:05:20.140 --> 00:05:23.220]  都不是在他計劃,是偶然間,
[00:05:23.220 --> 00:05:28.860]  當他容許他的心思意念去遊蕩,
[00:05:28.860 --> 00:05:33.740]  他就落入一個不可自拔的試探當中。
[00:05:33.740 --> 00:05:37.620]  所以因爲你的心思意念太重要了,
[00:05:37.620 --> 00:05:42.140]  千萬不要讓你的環境來決定你的心思意念。
[00:05:42.140 --> 00:05:48.580]  太多時候我們只是容許環境來掌管,來決定我們的反應。
[00:05:48.580 --> 00:05:51.860]  環境好了之後我們就要歡喜快樂,
[00:05:51.860 --> 00:05:54.740]  環境不好我們就生氣埋怨,
[00:05:54.740 --> 00:05:59.540]  我們讓環境主宰我們的心思意念。
[00:05:59.540 --> 00:06:02.660]  那麼今天我們需要反過來,
[00:06:02.660 --> 00:06:06.180]  做一個記錄,我們是有所選擇的,你知道嗎?
[00:06:06.180 --> 00:06:10.420]  我們可以選擇讓我們的心思意念隨意地遊蕩,
[00:06:10.420 --> 00:06:14.260]  讓這個世界任意來試探攻擊我們,
[00:06:14.260 --> 00:06:19.100]  或者我們可以選擇爲我們的心思意念做計劃,
[00:06:19.100 --> 00:06:24.780]  讓我們的心思意念降伏在聖靈的掌管之下。
[00:06:24.780 --> 00:06:29.980]  那你說我們怎麼樣能夠讓我們的心思意念掌管在聖靈掌管之下呢?
[00:06:29.980 --> 00:06:35.140]  那你就要學習爲你的生活做一些決定了。
[00:06:35.140 --> 00:06:38.820]  你需要爲你的生活做一些決定。
[00:06:38.820 --> 00:06:43.980]  你需要決定你的眼睛所看的是什麼東西啊?
[00:06:43.980 --> 00:06:46.540]  是看怎麼樣的圖畫?
[00:06:46.540 --> 00:06:49.340]  是看怎麼樣的影片?
[00:06:49.340 --> 00:06:53.580]  你要決定你的眼睛所看的是什麼?
[00:06:53.580 --> 00:06:57.060]  你要爲你的耳朵做決定。
[00:06:57.060 --> 00:07:01.100]  你要決定你耳朵所聽的音樂是什麼樣的音樂?
[00:07:01.100 --> 00:07:05.500]  你要決定你耳朵所聽的信息是怎麼樣的信息?
[00:07:05.500 --> 00:07:08.900]  你不要容許你的心思意念遊蕩。
[00:07:08.900 --> 00:07:11.580]  你要掌管你的心思意念,
