
[00:00:00.000 --> 00:00:02.900]  各位弟兄姐妹朋友們 早安
[00:00:02.900 --> 00:00:06.300]  線上弟兄姐妹朋友們 早安
[00:00:06.300 --> 00:00:12.300]  很高興能有一次機會跟各位分享信息
[00:00:12.300 --> 00:00:15.300]  今天的信息呢
[00:00:15.300 --> 00:00:20.100]  我是說求主賜我活水泉
[00:00:20.100 --> 00:00:24.100]  就像我們一剛開始練的
[00:00:25.000 --> 00:00:32.400]  約翰福音耶穌與撒瑪利亞夫人在那裡邂逅
[00:00:32.400 --> 00:00:35.400]  那麼耶穌向他傳道
[00:00:35.400 --> 00:00:39.400]  這整個故事呢
[00:00:39.400 --> 00:00:42.200]  是非常有意思的一個故事
[00:00:42.200 --> 00:00:52.800]  也就驗證了先知撒加利亞在將近七百一千年前
[00:00:53.400 --> 00:00:57.400]  祂所說的 在神指定的時間
[00:00:57.400 --> 00:01:02.500]  耶和華必祝福 耶和華固戀我們
[00:01:02.500 --> 00:01:06.400]  這是神的應許 哈利路亞贊成
[00:01:06.400 --> 00:01:11.800]  最後我要來跟各位再一次重申
[00:01:11.800 --> 00:01:16.700]  在神的時間 神賜福 神紀念 神應許
[00:01:18.500 --> 00:01:23.600]  這個故事是叫做井旁的撒瑪利亞夫人
[00:01:23.600 --> 00:01:30.800]  祂是說 耶穌來到撒瑪利亞 路過撒瑪利亞
[00:01:30.800 --> 00:01:33.200]  祂還非要經過那裡不渴
[00:01:33.200 --> 00:01:38.200]  祂就又累又渴又困又倦
[00:01:38.200 --> 00:01:43.400]  結果祂就來到那邊有一口井
[00:01:43.400 --> 00:01:45.800]  他們叫做雅各井
[00:01:46.400 --> 00:01:50.800]  有人叫做序家井 因為祂在序家這個地方
[00:01:50.800 --> 00:01:54.400]  所以耶穌在那個井旁就飲水
[00:01:54.400 --> 00:01:56.200]  然後就在那邊休息
[00:01:56.200 --> 00:01:59.600]  那個時候大約是中午十分
[00:01:59.600 --> 00:02:05.600]  結果有一個撒瑪利亞夫人來到井邊來打水
[00:02:05.600 --> 00:02:11.000]  耶穌向她要水喝 把她嚇了一大跳
[00:02:11.400 --> 00:02:16.700]  祂說 妳一個猶太人 妳怎麼像撒瑪利亞人要水喝呢
[00:02:16.700 --> 00:02:21.300]  然後耶穌就跟她講 妳喝這水還要渴
[00:02:21.300 --> 00:02:25.400]  妳喝了我賜妳的水就永遠不再渴
[00:02:25.400 --> 00:02:30.400]  並且從妳的腹中要流出活水的江河來
[00:02:30.400 --> 00:02:34.400]  耶穌就把生命的活水泉源賜給了她
[00:02:34.400 --> 00:02:40.400]  這是我今天要把生命活水泉源也賜給你們
[00:02:42.200 --> 00:02:45.200]  而就像耶利米先知祂說的
[00:02:45.200 --> 00:02:47.000]  來 我們一起來念
[00:02:47.000 --> 00:02:51.400]  因為我的百姓做了兩件惡事
[00:02:51.400 --> 00:02:55.200]  就是離棄我這活水的泉源
[00:02:55.200 --> 00:03:02.000]  為自己鑿出池子 是破裂不能存水的池子
[00:03:02.000 --> 00:03:07.400]  這個耶利米先知在那麼早以前就已經看到這麼遠
[00:03:10.200 --> 00:03:13.600]  是的 我剛才說要做一些動作
[00:03:13.600 --> 00:03:19.200]  因為撒加利亞先知他在一章第一節就說
[00:03:19.200 --> 00:03:23.200]  他說耶和華的話臨到易多的孫子
[00:03:23.200 --> 00:03:27.800]  比利迦的兒子先知撒加利亞說
[00:03:27.800 --> 00:03:32.600]  耶和華的話臨到誰啊
[00:03:32.600 --> 00:03:36.200]  臨到易多的孫子
[00:03:36.200 --> 00:03:38.200]  易多 易斗
[00:03:39.300 --> 00:03:42.100]  他其實是 你去看尼西米記
[00:03:42.100 --> 00:03:46.400]  他是被奴回歸的祭司之一
[00:03:46.400 --> 00:03:50.700]  那麼易多有什麼意思呢
[00:03:50.700 --> 00:03:53.400]  易斗他的意思是
[00:03:53.400 --> 00:03:56.300]  在神指定的時間
[00:03:56.300 --> 00:03:58.400]  好了 跟我來做這個動作
[00:03:58.400 --> 00:04:01.700]  在神指定的時間
[00:04:01.700 --> 00:04:04.300]  in appointed time
[00:04:06.400 --> 00:04:09.900]  所以 真的是在神所指定的時間
[00:04:09.900 --> 00:04:12.600]  我來跟各位解釋一下
[00:04:12.600 --> 00:04:15.700]  在神指定的時間
[00:04:15.700 --> 00:04:18.500]  在約翰福音四章五到七節
[00:04:18.500 --> 00:04:19.600]  他說 請
[00:04:19.600 --> 00:04:22.800]  到了撒瑪利亞的易作城
[00:04:22.800 --> 00:04:24.700]  名叫敘迦
[00:04:24.700 --> 00:04:29.400]  套進雅各給他兒子約瑟的那塊地
[00:04:29.400 --> 00:04:32.200]  在那裡有雅各井
[00:04:32.600 --> 00:04:37.000]  耶穌因走路困乏 就坐在井旁
[00:04:37.000 --> 00:04:39.400]  那時約有正午
[00:04:39.400 --> 00:04:43.800]  由於撒瑪利亞的婦人來打水
[00:04:43.800 --> 00:04:44.600]  好的
[00:04:44.600 --> 00:04:47.200]  我們一般都會說
[00:04:47.200 --> 00:04:49.300]  為什麼要中午來打水
[00:04:49.300 --> 00:04:51.300]  中午天氣那麼熱
[00:04:51.300 --> 00:04:54.500]  吃飽了飯 睡了一個午覺不是很好嗎
[00:04:54.500 --> 00:04:57.200]  一般人都是黃昏的時候才去打水
[00:04:57.200 --> 00:04:59.800]  不會曬太熱 是不是
[00:05:00.100 --> 00:05:02.600]  但是這個撒瑪利亞的婦人
[00:05:02.600 --> 00:05:05.900]  因為她已經有了五個先生
[00:05:05.900 --> 00:05:07.600]  陸陸續續
[00:05:07.600 --> 00:05:09.000]  而現在這個
[00:05:09.000 --> 00:05:10.000]  還
[00:05:10.000 --> 00:05:12.700]  並不怎麼光彩
[00:05:12.700 --> 00:05:16.300]  所以她趁著沒有人的時候
[00:05:16.300 --> 00:05:18.100]  她就拿了水罐
[00:05:18.100 --> 00:05:19.800]  就去來打水
[00:05:19.800 --> 00:05:21.200]  但是
[00:05:21.200 --> 00:05:24.300]  這個 in appointed time
[00:05:24.300 --> 00:05:27.000]  在神指定的時間
[00:05:27.000 --> 00:05:29.500]  耶穌在那邊等她了
[00:05:29.700 --> 00:05:32.100]  她在神指定的時間
[00:05:32.100 --> 00:05:35.200]  好的
[00:05:35.200 --> 00:05:38.300]  所以時間是正午
[00:05:38.300 --> 00:05:40.900]  豔陽高照 四下無人
[00:05:40.900 --> 00:05:45.100]  她卻選在那個四下無人的時間
[00:05:45.100 --> 00:05:47.300]  確實是四下無人
[00:05:47.300 --> 00:05:49.500]  但是神在那邊等她
[00:05:49.500 --> 00:05:53.000]  而那個雅各井
[00:05:53.000 --> 00:05:54.500]  那個地方
[00:05:54.500 --> 00:05:57.600]  其實在三四千年前
[00:05:57.600 --> 00:05:59.400]  就已經決定
[00:05:59.900 --> 00:06:01.200]  就已經買好了
[00:06:01.200 --> 00:06:03.900]  是雅各買的
[00:06:03.900 --> 00:06:05.100]  後來
[00:06:05.100 --> 00:06:09.300]  約瑟要出埃及的時候
[00:06:09.300 --> 00:06:11.500]  之前雅各說
[00:06:11.500 --> 00:06:13.600]  你要把我的骸骨帶回去
[00:06:13.600 --> 00:06:16.100]  就帶到那個地方買帳
[00:06:16.100 --> 00:06:19.400]  後來他們幾個都買在那個地方
[00:06:19.400 --> 00:06:23.100]  三四千年前買的
[00:06:23.100 --> 00:06:24.900]  所以你就要
[00:06:24.900 --> 00:06:28.000]  時間是正午 in appointed time
[00:06:28.300 --> 00:06:30.700]  而那個地是三四千年前
[00:06:30.700 --> 00:06:31.900]  in appointed time
[00:06:31.900 --> 00:06:33.400]  神就已經給她訂好
[00:06:33.400 --> 00:06:34.200]  要買好
[00:06:34.200 --> 00:06:36.800]  耶穌走得又累又渴
[00:06:36.800 --> 00:06:39.600]  她就來到那個井
[00:06:39.600 --> 00:06:41.000]  就喝了那個水
[00:06:41.000 --> 00:06:43.200]  in appointed time
[00:06:43.200 --> 00:06:46.700]  那麼她坐在井旁邊
[00:06:46.700 --> 00:06:49.000]  她在那邊休息
[00:06:49.000 --> 00:06:50.900]  還是她在等人呢
[00:06:50.900 --> 00:06:52.700]  in appointed time
[00:06:52.700 --> 00:06:55.500]  結果就有一個三馬利亞婦人
[00:06:55.500 --> 00:06:56.800]  來打水了
[00:06:58.600 --> 00:07:00.600]  這裡最少有五件事情
[00:07:00.600 --> 00:07:02.700]  同時發生
[00:07:02.700 --> 00:07:07.300]  如果說每件事情發生的機率是多少
[00:07:07.300 --> 00:07:10.500]  百分之五十
[00:07:10.500 --> 00:07:11.700]  這很合理嘛
[00:07:11.700 --> 00:07:13.500]  百分之五十的意思是說
[00:07:13.500 --> 00:07:15.100]  她可能會發生
[00:07:15.100 --> 00:07:16.700]  也可能不會發生
[00:07:16.700 --> 00:07:18.400]  譬如說
[00:07:18.400 --> 00:07:20.300]  耶穌有可能她
[00:07:20.300 --> 00:07:22.000]  喝完了水就走了
[00:07:22.000 --> 00:07:23.800]  或者耶穌有可能
[00:07:23.800 --> 00:07:25.300]  她不口渴
[00:07:25.300 --> 00:07:27.800]  她到別的地方去喝水了
[00:07:27.900 --> 00:07:28.800]  是不是
[00:07:28.800 --> 00:07:32.900]  但是這五件事情同時發生的時候
[00:07:32.900 --> 00:07:34.000]  也就是
[00:07:34.000 --> 00:07:38.300]  0.5 x 0.5 x 0.5 x 0.5 x 0.5
[00:07:38.300 --> 00:07:41.800]  總共是0.03125
[00:07:41.800 --> 00:07:44.900]  也就是說這整個事情要發生的話
[00:07:44.900 --> 00:07:48.300]  它的機率有只有百分之3.125
[00:07:48.300 --> 00:07:50.600]  這麼低的機率
[00:07:50.600 --> 00:07:52.700]  卻讓這個事情發生了
[00:07:52.700 --> 00:07:55.200]  in appointed time
[00:07:55.200 --> 00:07:57.700]  在神指定的時間
[00:07:57.900 --> 00:07:59.600]  就讓這個事情發生了
[00:07:59.600 --> 00:08:01.100]  更不用講了
[00:08:01.100 --> 00:08:04.300]  那個時候
[00:08:04.300 --> 00:08:07.800]  耶穌福音4章7節到8節
[00:08:07.800 --> 00:08:09.100]  祂說來請
[00:08:09.100 --> 00:08:11.000]  耶穌對祂說
[00:08:11.000 --> 00:08:12.700]  請你給我水喝
[00:08:12.700 --> 00:08:16.900]  那時門徒進城買食物去了
[00:08:16.900 --> 00:08:19.000]  又是一個巧合
[00:08:19.000 --> 00:08:19.800]  是吧
[00:08:19.800 --> 00:08:21.600]  in appointed time
[00:08:21.600 --> 00:08:25.400]  門徒進城去買水喝了
[00:08:25.400 --> 00:08:27.600]  買食物喝了
[00:08:27.900 --> 00:08:29.300]  你有沒有想過
[00:08:29.300 --> 00:08:31.800]  假如門徒在那裡的時候
[00:08:31.800 --> 00:08:37.800]  門徒會不會趕上瑪利亞夫人走
[00:08:37.800 --> 00:08:40.400]  或者是阻止耶穌
[00:08:40.400 --> 00:08:41.300]  是不是
[00:08:41.300 --> 00:08:42.600]  因為你記得嗎
[00:08:42.600 --> 00:08:44.300]  耶穌的門徒很奇怪
[00:08:44.300 --> 00:08:46.700]  祂的門徒跟耶穌說
[00:08:46.700 --> 00:08:49.400]  哎呀 這麼好東西不要傳給外邦人了
[00:08:49.400 --> 00:08:50.300]  是不是
[00:08:50.300 --> 00:08:53.300]  我想了我的心痛
[00:08:53.300 --> 00:08:54.200]  是不是
[00:08:54.200 --> 00:08:56.100]  感謝神
[00:08:56.300 --> 00:08:59.900]  但是也是in appointed time
[00:08:59.900 --> 00:09:02.800]  門徒去買東西吃
[00:09:02.800 --> 00:09:05.800]  門徒心裡面想的是什麼
[00:09:05.800 --> 00:09:08.000]  吃飽肚子了
[00:09:08.000 --> 00:09:08.900]  是不是
[00:09:08.900 --> 00:09:12.500]  那麼耶穌心裡面想的是什麼呢
[00:09:12.500 --> 00:09:16.700]  這個靈裡面要飽足才行
[00:09:16.700 --> 00:09:19.700]  我在這邊就等那個瑪利亞夫人吧
[00:09:19.700 --> 00:09:20.700]  是不是
[00:09:20.700 --> 00:09:22.600]  哦 感謝神
[00:09:22.600 --> 00:09:24.600]  因為我們的耶穌
[00:09:24.600 --> 00:09:25.700]  我們的神
[00:09:26.500 --> 00:09:28.400]  祂是偉大奇妙神
[00:09:28.400 --> 00:09:30.700]  in appointed time
[00:09:30.700 --> 00:09:32.200]  亦多
[00:09:32.200 --> 00:09:36.600]  好的 再來讀一遍撒加利亞書
[00:09:36.600 --> 00:09:37.700]  一章一節
[00:09:37.700 --> 00:09:39.800]  耶和華的話明道
[00:09:39.800 --> 00:09:41.500]  亦多的孫子
[00:09:41.500 --> 00:09:43.600]  比利迦的兒子先知
[00:09:43.600 --> 00:09:45.300]  撒加利亞說
[00:09:45.300 --> 00:09:46.400]  比利迦
[00:09:46.400 --> 00:09:48.200]  Pharicia
[00:09:48.200 --> 00:09:49.200]  比利迦
[00:09:49.200 --> 00:09:50.400]  他的意思是說
[00:09:50.400 --> 00:09:52.600]  耶和華必祝福
[00:09:52.600 --> 00:09:56.100]  來 跟我來做這個手勢
[00:09:56.200 --> 00:09:59.100]  耶和華必祝福
[00:09:59.100 --> 00:10:01.500]  在指定的時間
[00:10:01.500 --> 00:10:04.100]  耶和華必祝福
[00:10:04.100 --> 00:10:05.600]  Jahauwa
[00:10:05.600 --> 00:10:06.500]  Blessed
[00:10:06.500 --> 00:10:07.900]  Hallelujah
[00:10:07.900 --> 00:10:08.700]  是的
[00:10:08.700 --> 00:10:12.800]  我本來照我自己手
[00:10:12.800 --> 00:10:14.600]  結果發現我的手不好看
[00:10:14.600 --> 00:10:17.900]  所以就換了這張比較好看的手
[00:10:17.900 --> 00:10:21.400]  耶和華必祝福
[00:10:21.400 --> 00:10:22.700]  是不是
[00:10:22.700 --> 00:10:25.200]  這裡用的是一個肯定
[00:10:25.600 --> 00:10:26.400]  是不是
[00:10:26.400 --> 00:10:29.300]  祂不是說耶和華求你祝福
[00:10:29.300 --> 00:10:31.700]  耶和華你真的會祝福我嗎
[00:10:31.700 --> 00:10:33.700]  耶和華我值得嗎
[00:10:33.700 --> 00:10:37.200]  耶和華一定祝福你
[00:10:37.200 --> 00:10:39.000]  祂都祝福我
[00:10:39.000 --> 00:10:40.500]  祂為什麼不祝福
[00:10:40.500 --> 00:10:42.100]  這是祂的應許
[00:10:42.100 --> 00:10:42.900]  不是嗎
[00:10:42.900 --> 00:10:45.100]  耶和華的話
[00:10:45.100 --> 00:10:48.600]  is His promise
[00:10:48.600 --> 00:10:51.100]  A promise is a promise
[00:10:51.100 --> 00:10:52.000]  不是嗎
[00:10:52.000 --> 00:10:53.200]  感謝神
[00:10:53.200 --> 00:10:55.500]  我們活在這個時代
[00:10:56.200 --> 00:10:57.400]  不用去猜
[00:10:57.400 --> 00:10:59.900]  不用去說神你是真的嗎
[00:10:59.900 --> 00:11:02.300]  聖經上面講得清清楚楚的
[00:11:02.300 --> 00:11:04.200]  你就照著自己去做吧
[00:11:04.200 --> 00:11:05.900]  耶和華的祝福
[00:11:05.900 --> 00:11:08.000]  你如果翻開聖經
[00:11:08.000 --> 00:11:12.200]  你要不此到耶和華祝福給你很難
[00:11:12.200 --> 00:11:15.100]  聖經上面有三千個祝福
[00:11:15.100 --> 00:11:16.100]  是不是
[00:11:16.100 --> 00:11:18.400]  你隨便一指都是神的祝福
[00:11:18.400 --> 00:11:19.800]  所以感謝神
[00:11:19.800 --> 00:11:20.800]  耶和華的話
[00:11:20.800 --> 00:11:22.900]  領導一朵的聖子比利迦的兒子
[00:11:22.900 --> 00:11:24.600]  先知撒加利亞說
[00:11:24.800 --> 00:11:27.100]  耶和華祝福
[00:11:27.100 --> 00:11:28.300]  是不是
[00:11:28.300 --> 00:11:30.100]  我們看到神祝福
[00:11:30.100 --> 00:11:32.100]  很有意思
[00:11:32.100 --> 00:11:33.600]  比如講說
[00:11:33.600 --> 00:11:36.300]  我每次玩的時候
[00:11:36.300 --> 00:11:39.800]  我會學這個大祭司的祝福
[00:11:39.800 --> 00:11:41.100]  亞倫的祝福
[00:11:41.100 --> 00:11:42.200]  是不是
[00:11:42.200 --> 00:11:44.500]  願耶和華賜福於你保護你
[00:11:44.500 --> 00:11:46.600]  願耶和華向你揚名賜你平安
[00:11:46.600 --> 00:11:48.700]  願耶和華臉光照你神
[00:11:48.700 --> 00:11:51.000]  那也是祝福
[00:11:51.000 --> 00:11:52.400]  是不是
[00:11:52.400 --> 00:11:53.800]  祂這裡是祝福
[00:11:53.900 --> 00:11:55.000]  祂這個手還不對
[00:11:55.000 --> 00:11:56.600]  應該是要這樣子祝福
[00:11:56.600 --> 00:11:59.700]  這個大祭司是這樣子祝福
[00:11:59.700 --> 00:12:01.200]  我等下再解釋
[00:12:01.200 --> 00:12:02.500]  好的
[00:12:02.500 --> 00:12:03.400]  感謝神
[00:12:03.400 --> 00:12:05.400]  所以
[00:12:05.400 --> 00:12:08.200]  耶和華必祝福
[00:12:08.200 --> 00:12:11.300]  OK
[00:12:11.300 --> 00:12:14.000]  Jahovah Bless
[00:12:14.000 --> 00:12:16.900]  我們剛才說在中文聖經裡面
[00:12:16.900 --> 00:12:19.400]  賜福出現了106次
[00:12:19.400 --> 00:12:21.700]  在希伯來聖經裡面
[00:12:21.800 --> 00:12:24.300]  Bless就是Baruch
[00:12:24.300 --> 00:12:26.100]  比如講說
[00:12:26.100 --> 00:12:29.400]  他講說Baruch Baha Adonai
[00:12:29.400 --> 00:12:32.100]  那奉祖名來的是應當稱頌
[00:12:32.100 --> 00:12:34.700]  就出現了327次
[00:12:34.700 --> 00:12:37.000]  其實最有名的
[00:12:37.000 --> 00:12:38.100]  也就是我剛才講的
[00:12:38.100 --> 00:12:40.300]  最大祭司的祝福
[00:12:40.300 --> 00:12:42.400]  就是《明書記》六章
[00:12:42.400 --> 00:12:44.200]  二十四到二十六節
[00:12:44.200 --> 00:12:47.800]  祂說願耶和華賜福給你保護你
[00:12:47.800 --> 00:12:51.000]  願耶和華使他的面光照你
[00:12:51.500 --> 00:12:52.400]  賜恩給你
[00:12:52.400 --> 00:12:54.700]  願耶和華向你仰臉
[00:12:54.700 --> 00:12:56.200]  賜你平安
[00:12:56.200 --> 00:12:58.700]  就光這幾句祝福
[00:12:58.700 --> 00:13:00.500]  就很有內涵
[00:13:00.500 --> 00:13:01.700]  很有詞意
[00:13:01.700 --> 00:13:02.700]  很有內容
[00:13:02.700 --> 00:13:03.600]  是不是
[00:13:03.600 --> 00:13:04.800]  OK
[00:13:04.800 --> 00:13:07.900]  耶和華賜福給你
[00:13:07.900 --> 00:13:08.800]  Baruch
[00:13:08.800 --> 00:13:10.400]  比利加
[00:13:10.400 --> 00:13:11.100]  OK
[00:13:11.100 --> 00:13:13.500]  Baruch想保護你
[00:13:13.500 --> 00:13:14.300]  是不是
[00:13:14.300 --> 00:13:17.600]  他把你當作是一個小孩子
[00:13:17.600 --> 00:13:19.000]  你知道嗎
[00:13:19.000 --> 00:13:21.300]  耶和華他像是一個
[00:13:21.700 --> 00:13:23.200]  偉大的巨人
[00:13:23.200 --> 00:13:25.400]  祂看你是一個小孩子
[00:13:25.400 --> 00:13:30.000]  祂就祝福給你
[00:13:30.000 --> 00:13:31.100]  保護你
[00:13:31.100 --> 00:13:32.200]  然後呢
[00:13:32.200 --> 00:13:34.300]  祂彎腰下來
[00:13:34.300 --> 00:13:36.400]  祂的面光就照著你
[00:13:36.400 --> 00:13:37.300]  不是嗎
[00:13:37.300 --> 00:13:39.800]  然後祂就像你把小孩子一樣
[00:13:39.800 --> 00:13:40.800]  把你怎麼樣
[00:13:40.800 --> 00:13:42.900]  抱起來
[00:13:42.900 --> 00:13:44.600]  向你仰臉
[00:13:44.600 --> 00:13:45.400]  不是嗎
[00:13:45.400 --> 00:13:48.400]  我們的神就是這麼偉大
[00:13:48.400 --> 00:13:50.600]  祂從來
[00:13:51.200 --> 00:13:52.200]  不是以
[00:13:52.200 --> 00:13:56.500]  祂所創造的天地宇宙萬物的壯觀
[00:13:56.500 --> 00:13:59.100]  太陽系的偉大
[00:13:59.100 --> 00:14:03.800]  或者是祂造的動植物的鮮豔美麗
[00:14:03.800 --> 00:14:07.600]  而祂皮夾子裡面放的是你的相片
[00:14:07.600 --> 00:14:08.700]  我的相片
[00:14:08.700 --> 00:14:09.500]  是不是
[00:14:09.500 --> 00:14:10.800]  祂說你看
[00:14:10.800 --> 00:14:13.200]  這是我兒子
[00:14:13.200 --> 00:14:14.800]  我所造的人
[00:14:14.800 --> 00:14:16.700]  偉大的神
[00:14:16.700 --> 00:14:19.700]  祂賜福給我們保護我們
[00:14:19.900 --> 00:14:22.000]  祂用祂的面光照我們
[00:14:22.000 --> 00:14:24.400]  祂用祂的臉
[00:14:24.400 --> 00:14:25.800]  向我們仰臉
[00:14:25.800 --> 00:14:27.900]  使我們平安
[00:14:27.900 --> 00:14:30.900]  這個耶和華祝福
[00:14:30.900 --> 00:14:32.400]  剛才說的
[00:14:32.400 --> 00:14:33.800]  祂祝福呢
[00:14:33.800 --> 00:14:36.400]  大祭司的祝福是這個樣子
[00:14:36.400 --> 00:14:40.400]  這個如果說你會希伯來字母的話
