
[00:00:00.000 --> 00:00:02.000]  各位聽衆姐妹平安
[00:00:02.000 --> 00:00:05.000]  讓我們先一起來讀兩段神的話語
[00:00:05.000 --> 00:00:10.000]  首先請來看使徒行傳2章46和47節
[00:00:10.000 --> 00:00:12.000]  讓我們一起來唸
[00:00:12.000 --> 00:00:16.000]  他們天天同心合意橫切的在店裏
[00:00:16.000 --> 00:00:18.000]  且在家中剝餅
[00:00:18.000 --> 00:00:21.000]  存着歡喜誠實的心用飯
[00:00:21.000 --> 00:00:24.000]  在每神得衆鳴的喜愛
[00:00:24.000 --> 00:00:28.000]  主將得救的人天天加給他們
[00:00:28.000 --> 00:00:31.000]  第二段經文是在羅馬書10章14到15節
[00:00:31.000 --> 00:00:33.000]  我們也一起來唸
[00:00:33.000 --> 00:00:36.000]  然而人未曾信他怎能求他呢
[00:00:36.000 --> 00:00:39.000]  未曾聽見他怎能信他呢
[00:00:39.000 --> 00:00:42.000]  沒有傳道的怎能聽見呢
[00:00:42.000 --> 00:00:45.000]  若沒有奉差遣怎能傳道呢
[00:00:45.000 --> 00:00:49.000]  如今上所記報福音傳喜信的人
[00:00:49.000 --> 00:00:52.000]  他們的腳蹤何等加美
[00:00:52.000 --> 00:00:54.000]  感謝主
[00:00:54.000 --> 00:00:58.000]  在過去14天一支不道會我們已經成功的進行了7天了
[00:00:58.000 --> 00:01:01.000]  我們感謝讚美神在過去這7天
[00:01:01.000 --> 00:01:02.000]  哈利路亞
[00:01:02.000 --> 00:01:06.000]  我們這次看見榮耀的教會正在發動着
[00:01:06.000 --> 00:01:09.000]  過去這幾天想請問我們當中有沒有人來
[00:01:09.000 --> 00:01:12.000]  至少5天的有沒有可以進行揮揮手
[00:01:12.000 --> 00:01:14.000]  有沒有6天的
[00:01:14.000 --> 00:01:16.000]  7天
[00:01:16.000 --> 00:01:21.000]  我們爲這些忠心百上帝的姐妹拍手感謝神
[00:01:21.000 --> 00:01:26.000]  那我在請問我們當中有沒有人這14天有報名要服侍的
[00:01:26.000 --> 00:01:29.000]  請你舉一下手好不好任何的服侍
[00:01:29.000 --> 00:01:31.000]  感謝讚美主
[00:01:31.000 --> 00:01:35.000]  哇我們看到這真是一個全民總動員的時刻太棒了
[00:01:35.000 --> 00:01:40.000]  那我在過去這7天我真的看見神做了奇妙的工作
[00:01:40.000 --> 00:01:41.000]  真是榮耀
[00:01:41.000 --> 00:01:43.000]  所以我列出了7件榮耀的事情
[00:01:43.000 --> 00:01:46.000]  當我念完之後你跟我一起喊榮耀好不好
[00:01:46.000 --> 00:01:50.000]  來首先天天有新朋友被邀請來神的家
[00:01:50.000 --> 00:01:52.000]  榮耀
[00:01:52.000 --> 00:01:57.000]  感謝讚美主弟兄姐妹們真的是認真地邀請朋友傳主的福音
[00:01:57.000 --> 00:02:01.000]  第二點天天有忠心同步守望的禱告會
[00:02:01.000 --> 00:02:03.000]  榮耀
[00:02:03.000 --> 00:02:06.000]  這個禱告會是教會的發電機
[00:02:06.000 --> 00:02:09.000]  我們看到教會這個禱告團隊中心的
[00:02:09.000 --> 00:02:12.000]  一個半鐘頭就在後面守望禱告
[00:02:12.000 --> 00:02:14.000]  這是非常榮耀的事情
[00:02:14.000 --> 00:02:18.000]  第三天天有敬拜讚美神的聲音發出來
[00:02:18.000 --> 00:02:19.000]  榮耀
[00:02:19.000 --> 00:02:24.000]  就好像我們剛纔念十足行傳天天讚美神得衆鳴的喜愛
[00:02:24.000 --> 00:02:29.000]  第四天天有感人又精彩的見證分享榮耀
[00:02:29.000 --> 00:02:30.000]  哈利路亞
[00:02:30.000 --> 00:02:36.000]  你知道嗎每一個見證都在證明我們的神是又真又活的神
[00:02:36.000 --> 00:02:37.000]  哈利路亞
[00:02:37.000 --> 00:02:40.000]  並且我相信明年這個時候我們再回頭看的時候
[00:02:40.000 --> 00:02:44.000]  有更多的人可以分享神機騎士的見證
[00:02:44.000 --> 00:02:47.000]  第五呢這是真的很榮耀
[00:02:47.000 --> 00:02:49.000]  剛纔也很榮耀
[00:02:49.000 --> 00:02:54.000]  天天有五個墓區同心合意服事
[00:02:54.000 --> 00:02:55.000]  榮耀
[00:02:55.000 --> 00:02:58.000]  丁宏姐妹請問同心合意服事容易不容易
[00:02:58.000 --> 00:03:01.000]  你們覺得不容易我覺得還蠻容易的
[00:03:01.000 --> 00:03:03.000]  沒有其實是很不容易的
[00:03:03.000 --> 00:03:05.000]  尤其是五個不同的墓區
[00:03:05.000 --> 00:03:08.000]  平常並沒有在一起好像服事陪他
[00:03:08.000 --> 00:03:11.000]  可是每一個晚上看到同心的
[00:03:11.000 --> 00:03:13.000]  同一個肢體一般的在服事
[00:03:13.000 --> 00:03:15.000]  真是很感動
[00:03:15.000 --> 00:03:20.000]  第六個天天有疾病得醫治的神機騎士
[00:03:20.000 --> 00:03:21.000]  榮耀
[00:03:21.000 --> 00:03:22.000]  我們拍手讚美神
[00:03:22.000 --> 00:03:24.000]  哈利路亞
[00:03:24.000 --> 00:03:26.000]  每天晚上真的有神機騎士
[00:03:26.000 --> 00:03:29.000]  還有丁宏姐妹現場做見證
[00:03:29.000 --> 00:03:33.000]  而且我們聽到有些丁宏姐妹她們在爲遠方的家人禱告
[00:03:33.000 --> 00:03:38.000]  也有這個甚至有昏迷的這個家人醒過來的這樣的見證
[00:03:38.000 --> 00:03:40.000]  我們真是感謝讚美神
[00:03:40.000 --> 00:03:41.000]  而最後呢
[00:03:41.000 --> 00:03:46.000]  主將得救的人天天加給我們榮耀
[00:03:46.000 --> 00:03:48.000]  哈利路亞
[00:03:48.000 --> 00:03:52.000]  過去這七天下來已經有57個人絕制信耶穌了
[00:03:52.000 --> 00:03:53.000]  我們感謝讚美神
[00:03:53.000 --> 00:03:55.000]  哈利路亞
[00:03:55.000 --> 00:03:59.000]  我們真是經歷了使徒行傳二章46節
[00:03:59.000 --> 00:04:02.000]  他們天天同心合意
[00:04:02.000 --> 00:04:03.000]  橫切的在殿裏
[00:04:03.000 --> 00:04:05.000]  讚美神得衆名的喜愛
[00:04:05.000 --> 00:04:08.000]  主將得救的人天天加給他們
[00:04:08.000 --> 00:04:10.000]  然後呢羅馬書剛纔說到
[00:04:10.000 --> 00:04:16.000]  報福音傳喜信的人他們的小宗何等加美
[00:04:16.000 --> 00:04:17.000]  真是太棒了
[00:04:17.000 --> 00:04:19.000]  那在這邊順帶一提
[00:04:19.000 --> 00:04:22.000]  下週呢我們有T-shirt主日
[00:04:22.000 --> 00:04:24.000]  請大家把這個幾天的T-shirt
[00:04:24.000 --> 00:04:26.000]  如果時間夠的話洗一下
[00:04:26.000 --> 00:04:29.000]  然後來不及也沒關係更有味道
[00:04:29.000 --> 00:04:34.000]  那能夠一起來慶祝我們生命和大家庭的時刻
[00:04:34.000 --> 00:04:37.000]  那有想說可能我沒有機會買這次的T-shirt
[00:04:37.000 --> 00:04:41.000]  沒有關係我們歷屆歷年的T-shirt都可以穿來
[00:04:41.000 --> 00:04:44.000]  如果你有很多件就都穿來
[00:04:44.000 --> 00:04:47.000]  相信這天我們可以一起來慶祝
[00:04:47.000 --> 00:04:51.000]  這個美好的神在我們當中的工作
[00:04:51.000 --> 00:04:54.000]  那今天想跟大家分享的主題呢
[00:04:54.000 --> 00:05:00.000]  就是打鐵趁熱來分享福音的小宗何等的加美
[00:05:00.000 --> 00:05:02.000]  我們都知道傳福音的重要
[00:05:02.000 --> 00:05:04.000]  我們也知道這是我們應該做的
[00:05:04.000 --> 00:05:07.000]  可是爲什麼要傳福音
[00:05:07.000 --> 00:05:09.000]  然後呢我們要如何來傳福音
[00:05:09.000 --> 00:05:12.000]  那傳福音是什麼樣的一個生命呢
[00:05:12.000 --> 00:05:15.000]  首先我們就跟旁邊的人說
[00:05:15.000 --> 00:05:21.000]  福音的小宗何等的加美
[00:05:21.000 --> 00:05:25.000]  第一我們先來問一下自己爲什麼要傳福音
[00:05:25.000 --> 00:05:27.000]  我們都覺得是應該做的事情
[00:05:27.000 --> 00:05:29.000]  可是更多的時候我們覺得
