
[00:00:00.000 --> 00:00:02.000]  各位弟兄姐妹,早晨
[00:00:02.000 --> 00:00:06.000]  感謝神,在下個星期我們將會有關愛年會
[00:00:06.000 --> 00:00:10.000]  我們今年關愛年會的主題是「Pass it on 傳出去」
[00:00:10.000 --> 00:00:13.000]  在星期六也約定大家
[00:00:13.000 --> 00:00:18.000]  我們三點鐘在教會將會有一個真人圖書館的聚會
[00:00:18.000 --> 00:00:24.000]  當中有不同的關愛使者可以跟我們一起對談和分享
[00:00:24.000 --> 00:00:29.000]  為了預備我們一起迎接關愛年會的訊息的時候
[00:00:29.000 --> 00:00:33.000]  今天我分享的訊息也跟猜拳有關
[00:00:33.000 --> 00:00:38.000]  但是當每一次講到猜拳大使命的時候
[00:00:38.000 --> 00:00:42.000]  不知道弟兄姐妹,你心裡有什麼感受和認識?
[00:00:42.000 --> 00:00:44.000]  我回想在我初信主的時候
[00:00:44.000 --> 00:00:47.000]  其實對猜拳不知道是什麼
[00:00:47.000 --> 00:00:51.000]  覺得好像跟我很遠,是不是跟我有關?
[00:00:51.000 --> 00:00:57.000]  雖然大使命是耶穌的吩咐,是很重要的
[00:00:57.000 --> 00:01:00.000]  但是總之會覺得好像有一段距離
[00:01:00.000 --> 00:01:02.000]  但是因為發生了一件事
[00:01:02.000 --> 00:01:06.000]  就改變了我對大使命的觀感
[00:01:06.000 --> 00:01:10.000]  所以在未跟大家正式分享經文之前
[00:01:10.000 --> 00:01:14.000]  想跟大家分享一下我在大使命裡面
[00:01:14.000 --> 00:01:17.000]  一些的心路歷程,一些的體會
[00:01:17.000 --> 00:01:23.000]  話說我自己本身武會是一間叫做孫道會太和堂
[00:01:23.000 --> 00:01:28.000]  大埔一個屋邨,一間幼稚園
[00:01:28.000 --> 00:01:32.000]  平時是幼稚園來的,星期六天可以做教會
[00:01:32.000 --> 00:01:38.000]  我自己是初初出來社會工作的時候去參與這間教會的
[00:01:38.000 --> 00:01:40.000]  初期回這間教會的時候
[00:01:40.000 --> 00:01:44.000]  這間教會有一個孫教士,是外籍的孫教士
[00:01:44.000 --> 00:01:47.000]  但是他的廣東話是很流利的
[00:01:47.000 --> 00:01:53.000]  我去的時候,因為他原來已經在香港服侍了很長的時間
[00:01:53.000 --> 00:01:59.000]  我見過他幾次面,但是他已經要回老家,回美國
[00:01:59.000 --> 00:02:03.000]  但是會體會到,原來回想起來
[00:02:03.000 --> 00:02:06.000]  我們為什麼今天會聽到福音呢?
[00:02:06.000 --> 00:02:11.000]  就是因為有孫教士很早期都已經開始從遠方
[00:02:11.000 --> 00:02:15.000]  將福音傳給我們香港這個地方
[00:02:15.000 --> 00:02:20.000]  然後這位孫教士就將教會的開荒、牧養工作
[00:02:20.000 --> 00:02:22.000]  交給一位香港的傳道人
[00:02:22.000 --> 00:02:29.000]  我就幾年間在這位傳道人的牧養底下成長
[00:02:29.000 --> 00:02:33.000]  但是過了幾年之後,有一天
[00:02:33.000 --> 00:02:35.000]  這位傳道人他跟我們弟兄姊妹說
[00:02:35.000 --> 00:02:39.000]  他們全家要去柬埔寨宣教
[00:02:39.000 --> 00:02:43.000]  我當時的心情就信了主沒多久
[00:02:43.000 --> 00:02:46.000]  其實就一方面很不捨得
[00:02:46.000 --> 00:02:49.000]  也會覺得,為什麼傳道人會捨我們而去呢?
[00:02:49.000 --> 00:02:53.000]  當時他也有一個兒子,很小的,幾歲
[00:02:53.000 --> 00:02:57.000]  他就覺得,柬埔寨是三十多年前
[00:02:57.000 --> 00:03:00.000]  也算是一個比較落後的地方
[00:03:00.000 --> 00:03:03.000]  將來細分子的教育是怎樣呢?
[00:03:03.000 --> 00:03:06.000]  但是因為傳道人夫婦他們都很清晰說明
[00:03:06.000 --> 00:03:09.000]  他們已經是尋求了神的心意
[00:03:09.000 --> 00:03:11.000]  很清楚神的帶領
[00:03:11.000 --> 00:03:14.000]  當時我們弟兄姊妹雖然很不捨得
[00:03:14.000 --> 00:03:18.000]  但是也學習尊重他們的決定
[00:03:18.000 --> 00:03:22.000]  正正因為傳道人他們有了這樣的決定之後
[00:03:22.000 --> 00:03:25.000]  我們教會開始設立了差關小組
[00:03:25.000 --> 00:03:30.000]  就是說定期去關心這位宣教士夫婦
[00:03:30.000 --> 00:03:33.000]  他們的近況,為他們代討
[00:03:33.000 --> 00:03:36.000]  也舉辦了一個探訪隊
[00:03:36.000 --> 00:03:39.000]  真的去柬埔寨探訪他們
[00:03:39.000 --> 00:03:43.000]  就在我第一次去到柬埔寨這個地方裡面
[00:03:43.000 --> 00:03:46.000]  發覺當中的體會令我很難忘
[00:03:46.000 --> 00:03:49.000]  以及改變了我很多的觀念
[00:03:49.000 --> 00:03:51.000]  以及很多的學習
[00:03:51.000 --> 00:03:53.000]  去到柬埔寨發現
[00:03:53.000 --> 00:03:56.000]  原來柬埔寨在過去的歷史裡面
[00:03:56.000 --> 00:03:59.000]  是一個很悲慘的國家
[00:03:59.000 --> 00:04:03.000]  也有機會參觀他們一些著名的景點
[00:04:03.000 --> 00:04:05.000]  例如萬人坑
[00:04:05.000 --> 00:04:09.000]  即是在過去這個國家曾經出現混亂的時候
[00:04:09.000 --> 00:04:11.000]  又是一個亂葬崗
[00:04:11.000 --> 00:04:13.000]  接著有犯罪博物館
[00:04:13.000 --> 00:04:17.000]  雖然當中有很多都是用一些圖畫去表示
[00:04:17.000 --> 00:04:20.000]  在混亂時期出現很多的很殘忍
[00:04:20.000 --> 00:04:22.000]  很艱難的時刻
[00:04:22.000 --> 00:04:25.000]  我會發覺原來人性那種的罪惡
[00:04:25.000 --> 00:04:29.000]  原來是可以去到一個被挑動
[00:04:29.000 --> 00:04:33.000]  去到一個非常極端、扭曲、失控
[00:04:33.000 --> 00:04:35.000]  很殘暴的情況
[00:04:35.000 --> 00:04:39.000]  令到很多人民都傷亡
[00:04:39.000 --> 00:04:43.000]  也會體會到原來柬埔寨這個地方
[00:04:43.000 --> 00:04:45.000]  是有很多缺乏
[00:04:45.000 --> 00:04:49.000]  在當時不單止是經濟需要發展
[00:04:49.000 --> 00:04:51.000]  還有很缺乏教會
[00:04:51.000 --> 00:04:54.000]  很多人根本沒有聽到福音
[00:04:54.000 --> 00:04:56.000]  很少基督徒
[00:04:56.000 --> 00:04:59.000]  想起一對比會發覺
[00:04:59.000 --> 00:05:03.000]  原來自己在香港過去生活成長得很幸福
[00:05:03.000 --> 00:05:05.000]  各區都有教會
[00:05:05.000 --> 00:05:07.000]  隨時都可以回去
[00:05:07.000 --> 00:05:09.000]  接著基督教的資源很豐富
[00:05:09.000 --> 00:05:11.000]  不缺乏
[00:05:11.000 --> 00:05:14.000]  這樣才體會到原來傳道人夫婦
[00:05:14.000 --> 00:05:17.000]  他們的心腸其實都很體會神
[00:05:17.000 --> 00:05:20.000]  他們很想將耶穌的愛
[00:05:20.000 --> 00:05:23.000]  將福音帶給柬埔寨這個地方
[00:05:23.000 --> 00:05:26.000]  而那次的經歷更重要是
[00:05:26.000 --> 00:05:29.000]  透過傳道人他們關愛侍奉的行動
[00:05:29.000 --> 00:05:31.000]  我就很深體會到
[00:05:31.000 --> 00:05:34.000]  原來耶穌基督的大使命
[00:05:34.000 --> 00:05:38.000]  並不是單單印在聖經上的一段經文
[00:05:38.000 --> 00:05:40.000]  也不是我們頭腦上認識
[00:05:40.000 --> 00:05:43.000]  是耶穌的吩咐那麼簡單
[00:05:43.000 --> 00:05:46.000]  原來大使命是可以很立體的
[00:05:46.000 --> 00:05:49.000]  也是每一個信徒基督徒
[00:05:49.000 --> 00:05:53.000]  可以用生命去回應神的一個侍奉
[00:05:53.000 --> 00:05:57.000]  並且我們可以用具體的行動去遵行出來
[00:05:57.000 --> 00:05:59.000]  於是從此就吸引了我
[00:05:59.000 --> 00:06:01.000]  想認識多一點
[00:06:01.000 --> 00:06:04.000]  想知道什麼是差傳
[00:06:04.000 --> 00:06:05.000]  亦都尋問神
[00:06:05.000 --> 00:06:07.000]  我將來亦都很渴望
[00:06:07.000 --> 00:06:09.000]  可以有份可以怎樣去
[00:06:09.000 --> 00:06:14.000]  參與在這個大使命的侍奉上面呢
[00:06:14.000 --> 00:06:15.000]  親愛的弟兄姊妹
[00:06:15.000 --> 00:06:17.000]  關愛侍者他們的服侍
[00:06:17.000 --> 00:06:19.000]  他們學習以生命影響生命
[00:06:19.000 --> 00:06:22.000]  其實真的很激勵我們弟兄姊妹
[00:06:22.000 --> 00:06:27.000]  但是為什麼以前有孫教士
[00:06:27.000 --> 00:06:30.000]  去到不同的地方去傳福音
[00:06:30.000 --> 00:06:32.000]  也為什麼我們會有弟兄姊妹
[00:06:32.000 --> 00:06:34.000]  會有傳道人離開香港
[00:06:34.000 --> 00:06:36.000]  去到遠方做關愛侍者呢
[00:06:36.000 --> 00:06:38.000]  其實一切一切
[00:06:38.000 --> 00:06:41.000]  原來都是返回到神的話語上面
[00:06:41.000 --> 00:06:45.000]  返回到耶穌基督的大使命的呼召上面
[00:06:45.000 --> 00:06:47.000]  所以很願意今天
[00:06:47.000 --> 00:06:51.000]  我們同樣返回到耶穌基督大使命的宣召
[00:06:51.000 --> 00:06:53.000]  祂的呼喚
[00:06:53.000 --> 00:06:55.000]  祂的呼召
[00:06:55.000 --> 00:06:57.000]  讓我們知道大使命的起源
[00:06:57.000 --> 00:06:59.000]  當中重要的內容
[00:06:59.000 --> 00:07:01.000]  還有今天我們可以怎樣去實踐呢
[00:07:01.000 --> 00:07:04.000]  讓我們一起同心在祈禱
[00:07:04.000 --> 00:07:06.000]  天父我們再一次感謝祢給我們
[00:07:06.000 --> 00:07:08.000]  在這一刻可以很平安地
[00:07:08.000 --> 00:07:10.000]  很安全
[00:07:10.000 --> 00:07:12.000]  很感恩
[00:07:12.000 --> 00:07:14.000]  這樣親近祢
[00:07:14.000 --> 00:07:15.000]  去敬拜祢
[00:07:15.000 --> 00:07:17.000]  感謝祢留下祢的話語
[00:07:17.000 --> 00:07:20.000]  讓我們能夠去學習
[00:07:20.000 --> 00:07:23.000]  也感謝耶穌基督為我們所成就的救恩
[00:07:23.000 --> 00:07:26.000]  也讓這份福音救恩
[00:07:26.000 --> 00:07:29.000]  讓我們學習去明白
[00:07:29.000 --> 00:07:31.000]  接受並且去傳承
[00:07:31.000 --> 00:07:34.000]  求聖靈親自的引導和幫助我們
[00:07:34.000 --> 00:07:36.000]  讓我們不單止聽得明白
[00:07:36.000 --> 00:07:39.000]  並且有力量去遵行主導
[00:07:39.000 --> 00:07:40.000]  誠心祈禱
[00:07:40.000 --> 00:07:43.000]  奉教主耶穌基督的名字而求
[00:07:43.000 --> 00:07:45.000]  阿們
[00:07:45.000 --> 00:07:48.000]  弟兄姊妹我們邀請我們一起再同聲
[00:07:48.000 --> 00:07:50.000]  讀這段經文好嗎
[00:07:50.000 --> 00:07:54.000]  馬太福音第28章16至20節
[00:07:54.000 --> 00:07:56.000]  預備起
[00:07:56.000 --> 00:07:59.000]  十一個門徒王加利利去
[00:07:59.000 --> 00:08:02.000]  到了耶穌指定他們去的山上
[00:08:02.000 --> 00:08:05.000]  他們見了耶穌就拜他
[00:08:05.000 --> 00:08:07.000]  然而還有人疑惑
