
[00:00:00.000 --> 00:00:02.360]  好的 姐妹們安安
[00:00:02.360 --> 00:00:05.040]  今天有點忙 一腳踢
[00:00:05.040 --> 00:00:06.880]  歡迎大家再一次回來
[00:00:06.880 --> 00:00:10.280]  我們繼續講我們這個生命記的訊息
[00:00:10.280 --> 00:00:11.480]  去到這個系列
[00:00:11.480 --> 00:00:16.960]  我們叫做上帝也講KPI問號的最後一講
[00:00:16.960 --> 00:00:21.000]  整個系列其實我們一直集中在講什麼呢
[00:00:21.000 --> 00:00:24.280]  就是在講摩西向新一代的以色列人
[00:00:24.280 --> 00:00:27.040]  去重新去提問
[00:00:27.040 --> 00:00:30.240]  究竟昔日耶和華和這群以色列人
[00:00:30.240 --> 00:00:33.280]  在荷列山上怎樣納約
[00:00:33.280 --> 00:00:36.320]  亦都說怎樣去頒佈一些誡命給他們
[00:00:36.320 --> 00:00:38.960]  叫他們記得要遵守
[00:00:38.960 --> 00:00:41.160]  當我去想這件事的時候
[00:00:41.160 --> 00:00:41.960]  其實我經常都會想
[00:00:41.960 --> 00:00:46.720]  我們這群作為崇尚自由的現代人
[00:00:46.720 --> 00:00:50.840]  我們很多時候一聽到別人告訴我們要守規矩
[00:00:50.840 --> 00:00:52.600]  有些什麼規條
[00:00:52.600 --> 00:00:53.800]  例如一些校規的時候
[00:00:53.800 --> 00:00:55.400]  我們會有什麼感覺呢
[00:00:55.400 --> 00:00:57.880]  那個感覺通常都是覺得
[00:00:57.880 --> 00:00:59.960]  我們的自由被剝奪
[00:00:59.960 --> 00:01:04.040]  我們有些東西好像在束縛我們一樣
[00:01:04.040 --> 00:01:08.520]  會覺得我們個人自由的發揮受到限制
[00:01:08.520 --> 00:01:12.600]  而這種想法其實在我們的信仰裡面
[00:01:12.600 --> 00:01:13.520]  我們都會這樣想的
[00:01:13.520 --> 00:01:17.080]  我們都很容易會有同一個的思想
[00:01:17.080 --> 00:01:18.040]  就是在講
[00:01:18.040 --> 00:01:20.160]  我們經常看到聖經很多時候都告訴我們
[00:01:20.160 --> 00:01:22.280]  做得什麼不做得什麼
[00:01:22.280 --> 00:01:24.880]  有很多的規條在裡面
[00:01:24.880 --> 00:01:26.880]  我們會無形間想
[00:01:26.880 --> 00:01:31.040]  其實上帝是不是都在用這些規條
[00:01:31.040 --> 00:01:33.640]  去規範我們的人生呢
[00:01:33.640 --> 00:01:34.440]  我們會想
[00:01:34.440 --> 00:01:37.720]  究竟是不是上帝在用這些準則
[00:01:37.720 --> 00:01:39.600]  就是他設定了這些規條之後
[00:01:39.600 --> 00:01:41.200]  成為了一個準則
[00:01:41.200 --> 00:01:45.720]  去衡量我們是不是一個所謂好的信徒呢
[00:01:45.720 --> 00:01:48.120]  所以這個系列為什麼會叫做
[00:01:48.120 --> 00:01:51.440]  「上帝也講KPI」的問號呢
[00:01:51.440 --> 00:01:53.320]  就是因為這個原因
[00:01:53.320 --> 00:01:58.280]  如果為免了我們大家當中有人不知道什麼叫做KPI
[00:01:58.280 --> 00:01:59.760]  稍微簡單解釋
[00:01:59.760 --> 00:02:01.320]  KPI的全名就是
[00:02:01.320 --> 00:02:03.600]  Key Performance Indicator
[00:02:03.600 --> 00:02:05.280]  就是用來做什麼的呢
[00:02:05.280 --> 00:02:08.280]  就是用來評核一個公司
[00:02:08.280 --> 00:02:12.640]  或者那個員工的表現的一些指標
[00:02:12.640 --> 00:02:14.320]  所以這個系列
[00:02:14.320 --> 00:02:15.840]  其實我們最想做的就是什麼呢
[00:02:15.840 --> 00:02:18.040]  就是很想探討一下
[00:02:18.040 --> 00:02:20.960]  其實我們這個信的上帝
[00:02:20.960 --> 00:02:22.720]  是不是都是這樣的呢
[00:02:22.720 --> 00:02:25.080]  他頒布十誡給我們的時候
[00:02:25.080 --> 00:02:28.880]  其實是不是就是成為了那個評核我們的基準
[00:02:28.880 --> 00:02:33.320]  去批判我們的人生做得好與不好呢
[00:02:33.320 --> 00:02:36.320]  那如果你上兩個星期有回答的話呢
[00:02:36.320 --> 00:02:39.160]  那理論上你應該已經有答案了
[00:02:39.160 --> 00:02:41.320]  就很明顯不是了
[00:02:41.320 --> 00:02:43.200]  那這個系列的頭兩講講什麼呢
[00:02:43.200 --> 00:02:45.840]  那就是Ivan和阿松
[00:02:45.840 --> 00:02:49.560]  其實透過《生命記》的第五和第六章的經文
[00:02:49.560 --> 00:02:51.560]  去提醒我們很多東西
[00:02:51.560 --> 00:02:53.040]  就是在講
[00:02:53.040 --> 00:02:57.280]  上帝是那個主動與人納約的神
[00:02:57.280 --> 00:03:01.640]  他又提到上帝是願意先祝福我們
[00:03:01.640 --> 00:03:04.880]  繼而先管教我們的上帝
[00:03:04.880 --> 00:03:05.960]  就好像在講的
[00:03:05.960 --> 00:03:09.000]  他當初拯救以色列人的時候
[00:03:09.000 --> 00:03:12.120]  同樣他是先帶他出埃及的
[00:03:12.120 --> 00:03:14.640]  之後才頒布律例的
[00:03:14.640 --> 00:03:18.400]  那他也沒有用剛剛所說的指標
[00:03:18.400 --> 00:03:20.040]  就是十誡那些他本身還沒頒的
[00:03:20.040 --> 00:03:21.600]  都沒有這些指標在裡面
[00:03:21.600 --> 00:03:24.160]  他計算一下究竟這群以色列人
[00:03:24.160 --> 00:03:26.760]  其實是不是值得上帝去救呢
[00:03:26.760 --> 00:03:28.240]  他沒有想這件事
[00:03:28.240 --> 00:03:33.240]  他反而做的就是選擇先跟這群以色列人去納約
[00:03:33.240 --> 00:03:36.320]  然後才將律法賜給他們
[00:03:36.320 --> 00:03:37.680]  然後Ivan又提到
[00:03:37.680 --> 00:03:39.920]  他頒布的那些十誡
[00:03:39.920 --> 00:03:45.080]  其實不是一些憑空想像出來的定下的規則
[00:03:45.080 --> 00:03:46.920]  他不是要設一些這樣的規則
[00:03:46.920 --> 00:03:49.160]  去奴役那群以色列人
[00:03:49.160 --> 00:03:54.880]  而是針對當時本身住在迦南地的那群迦南人
[00:03:54.880 --> 00:03:57.880]  他們一直以來的很多不同的風俗
[00:03:57.880 --> 00:04:00.000]  很多文化
[00:04:00.000 --> 00:04:02.640]  十誡是針對這些東西
[00:04:02.640 --> 00:04:04.720]  從而去設計出來的
[00:04:04.720 --> 00:04:07.720]  為了要保護那群以色列人
[00:04:07.720 --> 00:04:11.240]  預備他們即將要進入迦南地的時候
[00:04:11.240 --> 00:04:13.960]  他們將會面對的種種的挑戰
[00:04:13.960 --> 00:04:16.760]  種種的文化衝擊
[00:04:16.760 --> 00:04:18.000]  是在講這件事
[00:04:18.000 --> 00:04:19.840]  而上個星期阿松又提了
[00:04:19.840 --> 00:04:22.040]  在講的是
[00:04:22.040 --> 00:04:26.720]  摩西為什麼要跟那群以色列人去解釋
[00:04:26.720 --> 00:04:29.680]  究竟他們為什麼要遵守律法這件事
[00:04:29.680 --> 00:04:32.200]  他說的是希望新一代的以色列人
[00:04:32.200 --> 00:04:36.280]  不要很單純地按照上一代那群人
[00:04:36.280 --> 00:04:37.800]  那個第一代的以色列人
[00:04:37.800 --> 00:04:39.360]  他之前傳了什麼
[00:04:39.360 --> 00:04:40.120]  叫我做什麼
[00:04:40.120 --> 00:04:42.360]  我就單純跟著來做
[00:04:42.360 --> 00:04:46.520]  成為了那個所謂的舊有的人傳下來的傳統
[00:04:46.520 --> 00:04:48.680]  為了守而守
[00:04:48.680 --> 00:04:50.080]  他說的是
[00:04:50.080 --> 00:04:52.840]  摩西要講的原因是
[00:04:52.840 --> 00:04:55.960]  很希望這群新一代的以色列人
[00:04:55.960 --> 00:04:59.680]  能夠很真實地去理解到
[00:04:59.680 --> 00:05:02.920]  要守律法背後的意義
[00:05:02.920 --> 00:05:06.040]  以致他們可以有真正的能力
[00:05:06.040 --> 00:05:08.320]  或者起碼有願意的心
[00:05:08.320 --> 00:05:10.680]  去嘗試去遵守
[00:05:10.680 --> 00:05:15.320]  去嘗試用這個能力去做到
[00:05:15.320 --> 00:05:19.320]  最終能夠敬畏耶和華這件事
[00:05:19.320 --> 00:05:22.560]  所以在講的也是為了讓那群以色列人
[00:05:22.560 --> 00:05:26.600]  可以一直在祝福上帝對他們的這種祝福
[00:05:26.600 --> 00:05:29.600]  在地上能夠一代一代地
[00:05:29.600 --> 00:05:30.760]  到最終
[00:05:30.760 --> 00:05:31.800]  到他們有一天
[00:05:31.800 --> 00:05:34.520]  真的在迦南地得地為業
[00:05:34.520 --> 00:05:36.160]  能夠定居之後
[00:05:36.160 --> 00:05:38.240]  他們可以在那個地區
[00:05:38.240 --> 00:05:40.240]  改變那個地方的文化
[00:05:40.240 --> 00:05:42.720]  建立到一個真真正正
[00:05:42.720 --> 00:05:47.160]  敬畏上帝的一個文化、一個環境
[00:05:47.160 --> 00:05:50.080]  當我聽完他們兩個的分享之後
[00:05:50.080 --> 00:05:52.320]  一方面我當然覺得很好
[00:05:52.320 --> 00:05:54.400]  因為在講的是
[00:05:54.400 --> 00:05:56.720]  上帝頒佈十誡的原因
[00:05:56.720 --> 00:05:58.320]  他們講了
[00:05:58.320 --> 00:06:00.600]  而摩西為什麼要傳
[00:06:00.600 --> 00:06:02.440]  以色列人為什麼要守
[00:06:02.440 --> 00:06:04.560]  他們又解釋了
[00:06:04.560 --> 00:06:05.800]  很完整吧
[00:06:05.800 --> 00:06:07.120]  那我就想
[00:06:07.120 --> 00:06:08.920]  糟了 那我講什麼
[00:06:08.920 --> 00:06:10.200]  我還有什麼好講呢
[00:06:10.200 --> 00:06:11.960]  好像整段都講完了
[00:06:11.960 --> 00:06:12.880]  不過
[00:06:12.880 --> 00:06:13.800]  我覺得很好
[00:06:13.800 --> 00:06:18.840]  上帝在我預備的過程裡面提醒我
[00:06:18.840 --> 00:06:21.480]  生命記的特點是什麼呢
[00:06:21.480 --> 00:06:25.480]  生命記是在講摩西重新將
[00:06:25.480 --> 00:06:28.320]  由上帝拿到的那個律法
[00:06:28.320 --> 00:06:32.480]  再次解釋給這群新世代的以色列人去聽
[00:06:32.480 --> 00:06:34.080]  去理解
[00:06:34.080 --> 00:06:35.320]  那我又會想
[00:06:35.320 --> 00:06:37.160]  其實摩西當時也是這樣
[00:06:37.160 --> 00:06:39.840]  那我重複又有什麼所謂呢
[00:06:39.840 --> 00:06:42.720]  也是重複摩西做的事情而已 不是很重要
[00:06:42.720 --> 00:06:43.840]  最重要是什麼呢
[00:06:43.840 --> 00:06:46.280]  就是忠於上帝的說話
[00:06:46.280 --> 00:06:48.480]  繼續講解給大家聽
[00:06:48.480 --> 00:06:50.280]  至於上帝到最終
[00:06:50.280 --> 00:06:51.600]  怎麼用
[00:06:51.600 --> 00:06:53.240]  怎麼讓你們聽到什麼
[00:06:53.240 --> 00:06:54.800]  都是上帝的事情
[00:06:54.800 --> 00:06:56.560]  我也不可以猜太多
[00:06:56.560 --> 00:06:57.560]  所以盼望
[00:06:57.560 --> 00:07:00.600]  今天上帝跟大家親自說話
[00:07:00.600 --> 00:07:04.320]  讓我們一起祈禱開始好嗎
[00:07:04.320 --> 00:07:05.800]  上帝我們也多謝祢
[00:07:05.800 --> 00:07:11.080]  多謝祢因為祢是親自與人對話的上帝
[00:07:11.080 --> 00:07:13.440]  所以上帝我求祢今天祝福我們
[00:07:13.440 --> 00:07:16.440]  祝福我們今天去到祢的信息裡面
[00:07:16.440 --> 00:07:18.760]  去到祢的話語當中的時候
[00:07:18.760 --> 00:07:21.480]  上帝我們不是很單純地看文字
[00:07:21.480 --> 00:07:25.680]  我們不是很單純地看聖經以前發生的故事
[00:07:25.680 --> 00:07:28.440]  而我們仍然相信上帝到今天
[00:07:28.440 --> 00:07:30.480]  祢仍然會跟我們說話
[00:07:30.480 --> 00:07:32.680]  所以主我求祢大大祢祝福我們
[00:07:32.680 --> 00:07:36.240]  當我們今天回到這裡裡面的時候
[00:07:36.240 --> 00:07:39.560]  願上帝祢親自打開我們每個人的耳朵
[00:07:39.560 --> 00:07:42.000]  讓我們有耳當聽的就應當聽
[00:07:42.000 --> 00:07:43.160]  主我們感謝贊美祢
[00:07:43.160 --> 00:07:44.240]  聽我們禱告教託
[00:07:44.240 --> 00:07:46.080]  奉耶穌的特性明智祈求
[00:07:46.080 --> 00:07:46.960]  Amen
[00:07:46.960 --> 00:07:47.520]  好
[00:07:47.520 --> 00:07:48.840]  雖然我剛剛說
[00:07:48.840 --> 00:07:51.160]  這個系列所說的經文
[00:07:51.160 --> 00:07:55.560]  都是環繞著上帝頒佈十誡的這件事
[00:07:55.560 --> 00:07:57.600]  內容雖然很近
[00:07:57.600 --> 00:08:00.360]  但其實過去甚至到今天
[00:08:00.360 --> 00:08:02.360]  我們是沒有重複過經文的
[00:08:02.360 --> 00:08:05.640]  阿松和Ivan分別在用第四章的尾
[00:08:05.640 --> 00:08:07.000]  一直說到第六章
[00:08:07.000 --> 00:08:09.920]  今天我和大家看的就是第七章
[00:08:09.920 --> 00:08:13.880]  我們會看的經文就是七章的一至二十六節
[00:08:13.880 --> 00:08:15.920]  不過由於經文都比較多
[00:08:15.920 --> 00:08:16.640]  如果一次過讀
[00:08:16.640 --> 00:08:19.000]  我想大家到最後又會忘記這些經文是什麼
[00:08:19.000 --> 00:08:22.480]  所以我決定和大家分段落去看
[00:08:22.480 --> 00:08:23.720]  和大家一起讀
[00:08:23.720 --> 00:08:26.440]  然後在每個段落再和大家講解一下
[00:08:26.440 --> 00:08:28.480]  才再去下一個段落
[00:08:28.480 --> 00:08:30.640]  我們先看第一個段落
[00:08:30.640 --> 00:08:33.720]  第一個段落就是七章一至六節
[00:08:33.720 --> 00:08:35.120]  好,我想邀請大家看到
[00:08:35.120 --> 00:08:36.320]  1、2、3
