
[00:00:00.000 --> 00:00:05.800]  一個媽媽在聖誕前夕依然未買齊所有的聖誕禮物,
[00:00:05.800 --> 00:00:11.400]  她在商場四處奔走。
[00:00:11.400 --> 00:00:14.700]  逛完一間店鋪又去另一間,
[00:00:14.700 --> 00:00:20.000]  想在店鋪收鋪之前將所有的禮物都買齊。
[00:00:20.000 --> 00:00:24.800]  忽然之間,她發現不見了她三歲大的兒子,
[00:00:24.800 --> 00:00:33.600]  她很害怕,於是她跟著剛才逛過的店鋪逐間逐間去找。
[00:00:33.600 --> 00:00:38.200]  看到她的兒子在一間店鋪的櫥窗前面,
[00:00:38.200 --> 00:00:44.900]  正在靜心地看著櫥窗內的馬鋤的佈置。
[00:00:44.900 --> 00:00:47.400]  當她聽到媽媽叫她的時候,
[00:00:47.400 --> 00:00:53.100]  她轉身過來,很興高采烈地跟媽媽,很天真地說:
[00:00:53.100 --> 00:00:59.600]  「你看看媽媽,是耶穌啊,Baby耶穌,躺在馬鋤裡面。」
[00:00:59.600 --> 00:01:02.900]  這心急如焚的媽媽已經怒火中燒,
[00:01:02.900 --> 00:01:07.400]  一手抬起這個小朋友,邊走邊說:
[00:01:07.400 --> 00:01:09.000]  「我們已經沒有這樣的時間了,
[00:01:09.000 --> 00:01:13.900]  你不見媽媽正在為聖誕準備一切嗎?」
[00:01:13.900 --> 00:01:16.700]  「各位朋友,各位弟兄姊妹,
[00:01:16.700 --> 00:01:20.000]  今天已經是12月23日了,
[00:01:20.000 --> 00:01:24.600]  你為聖誕預備了些什麼呢?」
[00:01:24.600 --> 00:01:30.800]  「你預備了什麼禮物送給主耶穌呢?」
[00:01:30.800 --> 00:01:34.600]  年年過聖誕,所謂聖誕節,
[00:01:34.600 --> 00:01:39.000]  Jesus is the only reason for the season.
[00:01:39.000 --> 00:01:43.600]  耶穌是這個季節唯一的原因。
[00:01:43.600 --> 00:01:52.000]  似乎這個世界還有很多人不明白,又或者被這個商業社會所吸引,
[00:01:52.000 --> 00:01:58.800]  甚至被這個世界的詭計所蒙騙,
[00:01:58.800 --> 00:02:04.800]  以致淡忘了聖誕的真正意思。
[00:02:04.800 --> 00:02:07.200]  我嘆息在Facebook裡面,
[00:02:07.200 --> 00:02:14.200]  我見過有牧者一家和聖誕老人一起合照。
[00:02:14.200 --> 00:02:20.000]  近年,在北美有一首曾經暢銷大賣的歌,
[00:02:20.000 --> 00:02:25.000]  Becky Kelly的《Where is the line to see Jesus》。
[00:02:25.000 --> 00:02:28.200]  靈感是來自一個四歲的小朋友,
[00:02:28.200 --> 00:02:30.200]  他去到一個商場裡面,
[00:02:30.200 --> 00:02:37.200]  見到人山人海的在排隊和聖誕老人合照。
[00:02:37.200 --> 00:02:39.600]  小朋友問他的爺爺,
[00:02:39.600 --> 00:02:45.400]  「排隊見主耶穌的,那條路在哪裡呢?」
[00:02:45.400 --> 00:02:48.000]  花生漫畫的主角Charlie Brown,
[00:02:48.000 --> 00:02:54.200]  有一套動畫叫做《A Charlie Brown Christmas - The Meaning of Christmas》,
[00:02:54.200 --> 00:02:56.800]  由1965年一直到現在,
[00:02:56.800 --> 00:03:03.800]  在不同的時段,在CBS和ABC電視台黃金的時段播出。
[00:03:03.800 --> 00:03:07.800]  當中,Charlie Brown問到聖誕的意思,
[00:03:07.800 --> 00:03:12.400]  他的朋友Linus就站到去舞台的中央,
[00:03:12.400 --> 00:03:17.400]  將《盧加福音》,今天我們所讀的經文讀出來,
[00:03:17.400 --> 00:03:21.400]  帶出這個大喜的訊息:
[00:03:21.400 --> 00:03:25.400]  「若果我們以《盧加福音》二章八節,
[00:03:25.400 --> 00:03:28.800]  在百里行之夜地裡有牧羊的人,
[00:03:28.800 --> 00:03:34.800]  夜間按著肩刺看守羊群,看這一節的經文來看,
[00:03:34.800 --> 00:03:42.800]  實則主耶穌應該不是在十二月底農冬的時節降生。」
[00:03:42.800 --> 00:03:45.800]  因為根據巴勒斯坦的地理緯度,
[00:03:45.800 --> 00:03:52.800]  十二月底的氣候仍然比較酷寒,而且是雨雪的季節,
[00:03:52.800 --> 00:04:01.800]  牧羊人和羊群應該不可能仍然留在野地過夜。
[00:04:01.800 --> 00:04:08.800]  所以我時時鼓勵,我們平時都還唱聖誕的詩歌,
[00:04:08.800 --> 00:04:13.800]  雖然十二月二十五日不是主耶穌確實的生日,
[00:04:13.800 --> 00:04:17.800]  但是設定一個普世歡騰、普世共識的日子,
[00:04:17.800 --> 00:04:22.800]  專用來紀念救主耶穌基督的誕生,
[00:04:22.800 --> 00:04:25.800]  沿用下來也沒有什麼大爭議,
[00:04:25.800 --> 00:04:30.800]  未嘗不是一件榮神益人的事。
[00:04:30.800 --> 00:04:35.800]  信徒可以藉著這個日子感恩、敬拜,
[00:04:35.800 --> 00:04:43.800]  一起歡樂、一起歌唱、一起慶賀,並且見證福音。
[00:04:43.800 --> 00:04:49.800]  因此慶祝聖誕節是具有很積極性的意義的。
[00:04:49.800 --> 00:04:54.800]  但是我們要留意的是,聖經事實上是沒有記載到
[00:04:54.800 --> 00:05:00.800]  哪年、哪月、哪日,並沒有指定、定名、立約,
[00:05:00.800 --> 00:05:05.800]  要求我們信徒紀念主耶穌基督的生,
[00:05:05.800 --> 00:05:10.800]  但是卻要我們紀念祂的死。
[00:05:10.800 --> 00:05:18.800]  我們是因為相信祂在十字架上為我們贖罪而死,而得救。
[00:05:18.800 --> 00:05:22.800]  但是,如果主耶穌不先為我們降生,
[00:05:22.800 --> 00:05:25.800]  又怎能為我們死呢?
[00:05:25.800 --> 00:05:30.800]  但是祂的出生,不是福音的全部,只是開始。
[00:05:30.800 --> 00:05:36.800]  祂的出生,祂的被釘十字架,祂的受死,
[00:05:36.800 --> 00:05:41.800]  連同祂的復活,祂的再來,
[00:05:41.800 --> 00:05:48.800]  才是福音這個大喜的信息的真正意義。
[00:05:48.800 --> 00:05:51.800]  《路加福音》二章十節,天使對他們說:
[00:05:51.800 --> 00:05:57.800]  「不要懼怕,我報給你們大喜的信息,是關乎萬民的。」
[00:05:57.800 --> 00:06:02.800]  這個大喜的信息,這個「喜」字,
[00:06:02.800 --> 00:06:07.800]  在原文,在整卷《路加福音》裡面,都是跟救贖有關。
[00:06:07.800 --> 00:06:11.800]  這個大喜的信息,是主耶穌的降生,
[00:06:11.800 --> 00:06:14.800]  是宇宙之間最大的喜訊。
[00:06:14.800 --> 00:06:19.800]  這個大喜的信息,是不單止關係到猶太人,
[00:06:19.800 --> 00:06:22.800]  也是關係到整個人類。
[00:06:22.800 --> 00:06:27.800]  這個大喜的信息,是神送給我們,
[00:06:27.800 --> 00:06:32.800]  送給你和我的聖誕禮物。
[00:06:32.800 --> 00:06:35.800]  《約翰福音》三章十六節,
[00:06:35.800 --> 00:06:38.800]  「神愛世人,甚至將他的獨生子賜給他們,
[00:06:38.800 --> 00:06:44.800]  叫一切信他的不治滅亡,凡得永生。」
[00:06:44.800 --> 00:06:50.800]  這份聖誕禮物,是神應許的實現。
[00:06:50.800 --> 00:06:55.800]  在人類始早犯罪之後,耶和華神對蛇說:
[00:06:55.800 --> 00:06:59.800]  《創世紀》三章十五節,
[00:06:59.800 --> 00:07:02.800]  「我又要叫你和女人彼此為仇,
[00:07:02.800 --> 00:07:05.800]  你的後裔和女人的後裔也彼此為仇,
[00:07:05.800 --> 00:07:10.800]  女人的後裔要傷你的頭,你要傷她的腳筋。」
[00:07:10.800 --> 00:07:15.800]  這個女人的後裔,是誰呢?
[00:07:15.800 --> 00:07:18.800]  《以塞亞書九章》六到七節,
[00:07:18.800 --> 00:07:22.800]  「因有一嬰孩為我們而生,有一子賜給我們,
[00:07:22.800 --> 00:07:27.800]  政權必擔在他的肩頭上,他名稱為奇妙測試,
[00:07:27.800 --> 00:07:32.800]  全能的神,永在的父,和平的君。
[00:07:32.800 --> 00:07:35.800]  他的政權與平安必加增無窮,
[00:07:35.800 --> 00:07:38.800]  他必在大衛的寶座上治理他的國,
[00:07:38.800 --> 00:07:45.800]  以公平、公義、使國堅定、穩固,從今直到永遠。」
[00:07:45.800 --> 00:07:49.800]  這個後裔,這份聖誕禮物,
[00:07:49.800 --> 00:07:53.800]  這份是我們最需要的禮物,
[00:07:53.800 --> 00:07:58.800]  就是天使所宣佈的《盧簡福音》二章十一節,
[00:07:58.800 --> 00:08:03.800]  「今天在大衛的城裡,為你們生了救主,
[00:08:03.800 --> 00:08:08.800]  就是主基督。」
[00:08:08.800 --> 00:08:11.800]  這份神送給我們的聖誕禮物,
[00:08:11.800 --> 00:08:16.800]  不是用花紙、銀紙、金紙所包裹,
[00:08:16.800 --> 00:08:22.800]  而是第十二節,「包著布,臥在馬槽裡。」
[00:08:22.800 --> 00:08:25.800]  它不是排山倒海式的,
[00:08:25.800 --> 00:08:29.800]  騎著天雲而來在我們中間的,
[00:08:29.800 --> 00:08:36.800]  它只是卑微的「臥在馬槽裡」。
[00:08:36.800 --> 00:08:38.800]  菲律賓書二章六到八節,
[00:08:38.800 --> 00:08:40.800]  他本有神的形象,
[00:08:40.800 --> 00:08:43.800]  不以自己與神同等為強奪的,
[00:08:43.800 --> 00:08:46.800]  反倒虛己,取了隆復的形象,
[00:08:46.800 --> 00:08:50.800]  成為人的樣式,既有人的樣子就自己卑微,
[00:08:50.800 --> 00:08:52.800]  全心信服,
[00:08:52.800 --> 00:08:56.800]  以致於死,且死在十字架上。
[00:08:56.800 --> 00:09:01.800]  以致於死,且死在十字架上。
[00:09:01.800 --> 00:09:05.800]  這是一個記號。
[00:09:05.800 --> 00:09:07.800]  第二章十二節說,
[00:09:07.800 --> 00:09:09.800]  「包著布,臥在馬槽裡。」
[00:09:09.800 --> 00:09:11.800]  那就是記號了。
[00:09:11.800 --> 00:09:14.800]  這也是一個記號。
[00:09:14.800 --> 00:09:19.800]  這個記號,與約翰福音二章十一節記載,
[00:09:19.800 --> 00:09:21.800]  耶穌所行的第一個神蹟,
[00:09:21.800 --> 00:09:23.800]  在加拿大分宴裡,
[00:09:23.800 --> 00:09:26.800]  「變水為酒」的「神蹟」。
[00:09:26.800 --> 00:09:28.800]  「神蹟」這個字,
[00:09:28.800 --> 00:09:31.800]  在希臘原文是同一個字。
[00:09:31.800 --> 00:09:36.800]  這個記號,是直指著耶穌基督的榮耀。
[00:09:36.800 --> 00:09:40.800]  這個榮耀,不是一般的榮耀,
[00:09:40.800 --> 00:09:44.800]  而是直指著十字架的榮耀。
[00:09:44.800 --> 00:09:51.800]  在馬槽,其實已經直指十字架。
[00:09:51.800 --> 00:09:54.800]  耶穌出生在馬槽,
[00:09:54.800 --> 00:10:01.800]  這個馬槽,已經直指十字架。
[00:10:01.800 --> 00:10:04.800]  耶穌基督是為你,為我而生。
[00:10:04.800 --> 00:10:07.800]  祂是為你,為我而死。
[00:10:07.800 --> 00:10:10.800]  祂是為你,為我而復活。
[00:10:10.800 --> 00:10:12.800]  我們不可以用什麼功德,
[00:10:12.800 --> 00:10:18.800]  什麼功績,什麼行為去賺取這份禮物。
