
[00:00:00.000 --> 00:00:06.000]  除非你最近在太空回來參加了維斯利旅行團
[00:00:06.000 --> 00:00:11.000]  相信大家都知道這個星期英國發生了一些很大的事情
[00:00:11.000 --> 00:00:16.000]  很震撼整個英國、英聯邦和整個世界
[00:00:16.000 --> 00:00:20.000]  就是我們敬愛的英女皇離開了世界
[00:00:20.000 --> 00:00:23.000]  之前6月不是很久的時間
[00:00:23.000 --> 00:00:27.000]  我們只是慶祝她70週年Jubilee登基
[00:00:27.000 --> 00:00:30.000]  可以說當時都知道她年紀很大
[00:00:30.000 --> 00:00:33.000]  大家沒有想過同一年她就離開了
[00:00:33.000 --> 00:00:37.000]  這個也是看到人的軟弱
[00:00:37.000 --> 00:00:41.000]  無論你是多高位、你有多少財富
[00:00:41.000 --> 00:00:46.000]  但是我們的生命都不是我們自己可以掌管
[00:00:46.000 --> 00:00:50.000]  今天也是一個很重要的日子
[00:00:50.000 --> 00:00:52.000]  911大家知不知道
[00:00:52.000 --> 00:00:55.000]  911當時也是很多年前
[00:00:55.000 --> 00:00:59.000]  大家如果記得的就都知道是震撼整個世界
[00:00:59.000 --> 00:01:03.000]  改變整個世界的和平、穩定
[00:01:03.000 --> 00:01:07.000]  接著有幾個戰爭都是因為911的開始
[00:01:07.000 --> 00:01:10.000]  亦都很多人因為這樣911當中離開世界
[00:01:10.000 --> 00:01:15.000]  911之後的戰爭可以說是離開世界
[00:01:15.000 --> 00:01:19.000]  這些都是我們知道歷代都有的戰爭
[00:01:19.000 --> 00:01:22.000]  有戰爭總有一天人有罪惡
[00:01:22.000 --> 00:01:28.000]  昨天早上10點鐘有一個很重要的事情發生
[00:01:28.000 --> 00:01:30.000]  就是大家可能都知道
[00:01:30.000 --> 00:01:33.000]  就是皇位一個繼承的理事會
[00:01:33.000 --> 00:01:35.000]  我們叫 Ascension Council
[00:01:35.000 --> 00:01:40.000]  正式宣告我們新的國王就是查理三世
[00:01:40.000 --> 00:01:43.000]  其實英女皇離世那一刻
[00:01:43.000 --> 00:01:45.000]  她已經自動是皇帝
[00:01:45.000 --> 00:01:48.000]  因為一國不可以沒有君王
[00:01:48.000 --> 00:01:52.000]  但這個是一個正式的官方的宣告
[00:01:52.000 --> 00:01:55.000]  大家有沒有留意她宣召
[00:01:55.000 --> 00:01:59.000]  即是她站在露台宣召的第一句是講甚麼呢
[00:01:59.000 --> 00:02:01.000]  不是講新國王不是這樣
[00:02:01.000 --> 00:02:02.000]  亦都不是講
[00:02:02.000 --> 00:02:05.000]  她第一句就是蒙上帝的憐憫
[00:02:05.000 --> 00:02:07.000]  God's mercy
[00:02:07.000 --> 00:02:08.000]  大家回去看看
[00:02:08.000 --> 00:02:10.000]  她講到上帝的憐憫
[00:02:10.000 --> 00:02:13.000]  因為有上帝的憐憫
[00:02:13.000 --> 00:02:15.000]  她才可以做到國王
[00:02:15.000 --> 00:02:16.000]  今天有上帝的憐憫
[00:02:16.000 --> 00:02:19.000]  你們才能來到英國的地方
[00:02:19.000 --> 00:02:20.000]  我們很深信這件事
[00:02:20.000 --> 00:02:21.000]  我們基督徒
[00:02:21.000 --> 00:02:22.000]  有上帝的憐憫
[00:02:22.000 --> 00:02:25.000]  你今天坐在華人的教會當中
[00:02:25.000 --> 00:02:28.000]  這個不是因為我們做過甚麼
[00:02:28.000 --> 00:02:30.000]  不是說我們又受到甚麼好的行為
[00:02:30.000 --> 00:02:33.000]  不是說因為條命是生成這樣
[00:02:33.000 --> 00:02:35.000]  而是上帝的憐憫
[00:02:35.000 --> 00:02:37.000]  今天就跟大家講憐憫
[00:02:37.000 --> 00:02:40.000]  早幾個星期我講過洛亞的日子
[00:02:40.000 --> 00:02:43.000]  是不是大家聽完之後都回應
[00:02:43.000 --> 00:02:45.000]  現在這個世代淪亡
[00:02:45.000 --> 00:02:47.000]  罪惡滔天
[00:02:47.000 --> 00:02:50.000]  無論是人與人的相爭
[00:02:50.000 --> 00:02:51.000]  無論是道德的敗壞
[00:02:51.000 --> 00:02:55.000]  我們都看到真是愈來愈差
[00:02:55.000 --> 00:02:57.000]  我們知道罪惡這麼大
[00:02:57.000 --> 00:03:00.000]  罪的公價到最後一定是死亡
[00:03:00.000 --> 00:03:01.000]  羅馬書講得很清楚
[00:03:01.000 --> 00:03:03.000]  保羅六章二十三節
[00:03:03.000 --> 00:03:04.000]  大家會念
[00:03:04.000 --> 00:03:07.000]  因為罪的公價乃是死
[00:03:07.000 --> 00:03:09.000]  但是保羅未講完
[00:03:09.000 --> 00:03:11.000]  接著那一句才有安慰
[00:03:11.000 --> 00:03:13.000]  就是唯有神的恩賜
[00:03:13.000 --> 00:03:17.000]  在我們主基督耶穌裡乃是永生
[00:03:17.000 --> 00:03:19.000]  就是罪的公價
[00:03:19.000 --> 00:03:21.000]  神的公義是我們要死的
[00:03:21.000 --> 00:03:22.000]  因為我們犯罪
[00:03:22.000 --> 00:03:23.000]  我們離開了神
[00:03:23.000 --> 00:03:24.000]  但是
[00:03:24.000 --> 00:03:25.000]  但是
[00:03:25.000 --> 00:03:26.000]  神有祂憐憫的一面
[00:03:26.000 --> 00:03:28.000]  有祂恩典的一面
[00:03:28.000 --> 00:03:29.000]  祂藉著主耶穌基督
[00:03:29.000 --> 00:03:30.000]  我們得到永生
[00:03:30.000 --> 00:03:34.000]  這個就是我們基督教信仰的基石
[00:03:34.000 --> 00:03:36.000]  大家都很清楚
[00:03:36.000 --> 00:03:38.000]  今天跟大家看看約爾書
[00:03:38.000 --> 00:03:40.000]  約爾書大家比較上
[00:03:40.000 --> 00:03:43.000]  未必是常看到的書
[00:03:43.000 --> 00:03:44.000]  是小先知的書
[00:03:44.000 --> 00:03:45.000]  說明他是小先知
[00:03:45.000 --> 00:03:48.000]  不代表他是沒那麼重要
[00:03:48.000 --> 00:03:49.000]  沒說以塞亞那些
[00:03:49.000 --> 00:03:50.000]  但以理那麼重要
[00:03:50.000 --> 00:03:53.000]  而是因為他只有三章
[00:03:53.000 --> 00:03:54.000]  但是在三章裡面
[00:03:54.000 --> 00:03:57.000]  其實是有很多的
[00:03:57.000 --> 00:03:59.000]  給我們的提醒
[00:03:59.000 --> 00:04:01.000]  和安慰的說話在裡面
[00:04:01.000 --> 00:04:02.000]  在三章裡面
[00:04:02.000 --> 00:04:05.000]  它是顯示了上帝的屬性
[00:04:05.000 --> 00:04:06.000]  我們叫做
[00:04:06.000 --> 00:04:09.000]  就是上帝的公義和憐憫
[00:04:09.000 --> 00:04:11.000]  約爾書是何時寫的呢
[00:04:11.000 --> 00:04:13.000]  其實年代的神學家
[00:04:13.000 --> 00:04:16.000]  解經家會很有爭議的
[00:04:16.000 --> 00:04:18.000]  有些說是主前兩世紀
[00:04:18.000 --> 00:04:19.000]  有些說是主前十世紀
[00:04:19.000 --> 00:04:21.000]  差了八百年都行的
[00:04:21.000 --> 00:04:24.000]  其實為什麼他不知道呢
[00:04:24.000 --> 00:04:26.000]  因為它是比較特別一點的
[00:04:26.000 --> 00:04:29.000]  它裡面沒有提過什麼年代
[00:04:29.000 --> 00:04:30.000]  什麼君王
[00:04:30.000 --> 00:04:31.000]  不是說
[00:04:31.000 --> 00:04:33.000]  那個先知和那個皇帝
[00:04:33.000 --> 00:04:34.000]  說過什麼話
[00:04:34.000 --> 00:04:35.000]  如果是的話
[00:04:35.000 --> 00:04:36.000]  我們可以追討歷史
[00:04:36.000 --> 00:04:37.000]  知道大約什麼年代
[00:04:37.000 --> 00:04:39.000]  約爾書是沒有說的
[00:04:39.000 --> 00:04:40.000]  但是他又說到
[00:04:40.000 --> 00:04:43.000]  有幾樣重要的事情
[00:04:43.000 --> 00:04:45.000]  我知道看回猶太人的歷史
[00:04:45.000 --> 00:04:46.000]  以色列國的歷史
[00:04:46.000 --> 00:04:47.000]  大家有三個日子
[00:04:47.000 --> 00:04:49.000]  其實大家不需要識年
[00:04:49.000 --> 00:04:50.000]  大約知道的了
[00:04:50.000 --> 00:04:51.000]  第一個就是931
[00:04:51.000 --> 00:04:52.000]  就是
[00:04:52.000 --> 00:04:53.000]  不是911
[00:04:53.000 --> 00:04:54.000]  931
[00:04:54.000 --> 00:04:56.000]  就是主前931年
[00:04:56.000 --> 00:04:59.000]  就是南國和北國的分裂
[00:04:59.000 --> 00:05:01.000]  分為北國的以色列國
[00:05:01.000 --> 00:05:04.000]  南國的猶大國
[00:05:04.000 --> 00:05:05.000]  接著就是722
[00:05:05.000 --> 00:05:06.000]  722是什麼呢
[00:05:06.000 --> 00:05:12.000]  722就是北國被亞述國滅了
[00:05:12.000 --> 00:05:13.000]  以色列
[00:05:13.000 --> 00:05:16.000]  北邊的北國亡國
[00:05:16.000 --> 00:05:17.000]  586呢
[00:05:17.000 --> 00:05:20.000]  586就是猶大國被巴比倫滅了
[00:05:20.000 --> 00:05:22.000]  那麼就這三個時代
[00:05:22.000 --> 00:05:23.000]  好像很久了
[00:05:23.000 --> 00:05:24.000]  我看回
[00:05:24.000 --> 00:05:25.000]  原來中國的日曆
[00:05:25.000 --> 00:05:28.000]  原來那時候是中國的西周代
[00:05:28.000 --> 00:05:30.000]  和春秋時代
[00:05:30.000 --> 00:05:32.000]  就是我們孔子春秋時代
[00:05:32.000 --> 00:05:34.000]  都挺久的歷史
[00:05:34.000 --> 00:05:36.000]  那麼看回約爾說的
[00:05:36.000 --> 00:05:38.000]  為什麼看不到他
[00:05:38.000 --> 00:05:39.000]  說的是什麼呢
[00:05:39.000 --> 00:05:40.000]  因為他有時候說的東西
[00:05:40.000 --> 00:05:42.000]  我們不知道他是敘述歷史
[00:05:42.000 --> 00:05:43.000]  還是預言
[00:05:43.000 --> 00:05:44.000]  是不是
[00:05:44.000 --> 00:05:45.000]  那麼為什麼提倡說
[00:05:45.000 --> 00:05:46.000]  約爾書是成書
[00:05:46.000 --> 00:05:47.000]  是公元前800年
[00:05:47.000 --> 00:05:48.000]  1000年呢
[00:05:48.000 --> 00:05:49.000]  就因為他說的那些
[00:05:49.000 --> 00:05:50.000]  其實是預言
[00:05:50.000 --> 00:05:51.000]  是未發生的
[00:05:51.000 --> 00:05:52.000]  有些人就說不是
[00:05:52.000 --> 00:05:53.000]  其實他說的那些
[00:05:53.000 --> 00:05:54.000]  其實已經發生了
[00:05:54.000 --> 00:05:55.000]  不過提醒我們
[00:05:55.000 --> 00:05:56.000]  他是殺生了
[00:05:56.000 --> 00:05:58.000]  大家明不明白分別
[00:05:58.000 --> 00:06:00.000]  那麼就在約爾書
[00:06:00.000 --> 00:06:01.000]  三章十九節那裡
[00:06:01.000 --> 00:06:04.000]  是講到這個地方的
[00:06:04.000 --> 00:06:06.000]  就是以東
[00:06:06.000 --> 00:06:08.000]  說埃及必敵荒涼
[00:06:08.000 --> 00:06:10.000]  以東成為荒涼的曠野
[00:06:10.000 --> 00:06:13.000]  因為他們向猶大人行殘暴
[00:06:13.000 --> 00:06:16.000]  又因他們在本地流無辜人的血
[00:06:16.000 --> 00:06:17.000]  那麼我知道
[00:06:17.000 --> 00:06:19.000]  以東是以數的後裔
[00:06:19.000 --> 00:06:20.000]  那麼就後來
[00:06:20.000 --> 00:06:23.000]  就都成為一個荒涼的地方
[00:06:23.000 --> 00:06:24.000]  那麼就
[00:06:24.000 --> 00:06:26.000]  但是約爾寫的時候
[00:06:26.000 --> 00:06:27.000]  就沒得很清楚
[00:06:27.000 --> 00:06:28.000]  說我是預言
[00:06:28.000 --> 00:06:30.000]  以東將會成為荒涼
[00:06:30.000 --> 00:06:32.000]  還是他已經敘述
[00:06:32.000 --> 00:06:33.000]  以東成為荒涼
[00:06:33.000 --> 00:06:34.000]  那麼因為
[00:06:34.000 --> 00:06:36.000]  以東成為荒涼的時候
[00:06:36.000 --> 00:06:38.000]  大約在公元前都是五百多年
[00:06:38.000 --> 00:06:39.000]  那麼所以有些人就說
[00:06:39.000 --> 00:06:40.000]  他是之前寫
[00:06:40.000 --> 00:06:41.000]  還是之後寫
[00:06:41.000 --> 00:06:44.000]  但這個其實就不是很重要的
[00:06:44.000 --> 00:06:47.000]  最重要就是
[00:06:47.000 --> 00:06:49.000]  約爾寫了些什麼
[00:06:49.000 --> 00:06:50.000]  不是他什麼時候寫
[00:06:50.000 --> 00:06:52.000]  那麼就約爾
[00:06:52.000 --> 00:06:55.000]  通常一般的解經家都說
[00:06:55.000 --> 00:06:58.000]  他大約在公元前四至五個世紀
[00:06:58.000 --> 00:06:59.000]  當時發生什麼事呢
[00:06:59.000 --> 00:07:02.000]  就猶大的人就已經被擄了
[00:07:02.000 --> 00:07:03.000]  就是滅了國
[00:07:03.000 --> 00:07:05.000]  巴比倫滅了國
[00:07:05.000 --> 00:07:06.000]  被擄了去巴比倫
[00:07:06.000 --> 00:07:09.000]  後來他在巴比倫回來耶路撒冷
[00:07:09.000 --> 00:07:12.000]  當時是在波斯王統治之下猶大國
[00:07:12.000 --> 00:07:13.000]  那麼所以就給他
[00:07:13.000 --> 00:07:16.000]  容許他們回來建立自己的家園
[00:07:16.000 --> 00:07:18.000]  他說應該是那段時間
[00:07:18.000 --> 00:07:20.000]  但是正正因為約爾書
[00:07:20.000 --> 00:07:21.000]  我們不知道他什麼時候寫
[00:07:21.000 --> 00:07:22.000]  我更加覺得
[00:07:22.000 --> 00:07:24.000]  他是一本是 Timeless 的書
[00:07:24.000 --> 00:07:26.000]  就是他不受時間的框架限制
[00:07:26.000 --> 00:07:27.000]  其實他所講的
[00:07:27.000 --> 00:07:28.000]  就正如很多舊約的先知書
[00:07:28.000 --> 00:07:30.000]  其實都是跟我們今天講
[00:07:30.000 --> 00:07:32.000]  很多時候他是跟以色列國講
[00:07:32.000 --> 00:07:33.000]  跟猶大講
[00:07:33.000 --> 00:07:36.000]  但是其實他的說話是跟我們講的
[00:07:36.000 --> 00:07:37.000]  是不是
[00:07:37.000 --> 00:07:39.000]  因為聖經本書是 Timeless 的嗎
[00:07:39.000 --> 00:07:40.000]  不在時間以內
[00:07:40.000 --> 00:07:41.000]  今天我們看
[00:07:41.000 --> 00:07:42.000]  他們的警告
[00:07:42.000 --> 00:07:45.000]  也是在警告我們
[00:07:45.000 --> 00:07:47.000]  那麼約爾就講了兩樣東西
[00:07:47.000 --> 00:07:49.000]  是兩個重點
[00:07:49.000 --> 00:07:50.000]  一個是神的屬性
[00:07:50.000 --> 00:07:52.000]  就是公義
[00:07:52.000 --> 00:07:53.000]  以及憐憫
[00:07:53.000 --> 00:07:55.000]  今天主要不是講公義
[00:07:55.000 --> 00:07:57.000]  不過講一點點
[00:07:57.000 --> 00:07:59.000]  約爾曾經五次講過
[00:07:59.000 --> 00:08:01.000]  夜禍華的日子
[00:08:01.000 --> 00:08:02.000]  The Day of the Lord
[00:08:02.000 --> 00:08:03.000]  夜禍華的日子
[00:08:03.000 --> 00:08:04.000]  那你就不知道是什麼
[00:08:04.000 --> 00:08:05.000]  我常常唱 This is the Day
[00:08:05.000 --> 00:08:06.000]  This is the Day
[00:08:06.000 --> 00:08:07.000]  我很開心
[00:08:07.000 --> 00:08:08.000]  其實夜禍華的日子
[00:08:08.000 --> 00:08:10.000]  來臨是很可怕的
[00:08:10.000 --> 00:08:11.000]  知不知道
[00:08:11.000 --> 00:08:12.000]  不是真的那麼
[00:08:12.000 --> 00:08:13.000]  你開心
[00:08:13.000 --> 00:08:14.000]  其實可能就外面
[00:08:14.000 --> 00:08:15.000]  已經是翻天覆地了
[00:08:15.000 --> 00:08:17.000]  可能又有隕石墜下來
[00:08:17.000 --> 00:08:18.000]  又有火山大爆發
[00:08:18.000 --> 00:08:19.000]  大地震
[00:08:19.000 --> 00:08:20.000]  有戰爭
[00:08:20.000 --> 00:08:21.000]  這個就是夜禍華日子
[00:08:21.000 --> 00:08:22.000]  是夜禍華審判的日子
[00:08:22.000 --> 00:08:24.000]  是末後的日子
[00:08:24.000 --> 00:08:25.000]  他強調什麼呢
[00:08:25.000 --> 00:08:29.000]  強調神做萬物的主權
[00:08:29.000 --> 00:08:30.000]  他是Creator
[00:08:30.000 --> 00:08:32.000]  我們是被造的
[00:08:32.000 --> 00:08:34.000]  主權在他那裡
[00:08:34.000 --> 00:08:36.000]  話事在他那裡
[00:08:36.000 --> 00:08:39.000]  第二他強調神是公義的
[00:08:39.000 --> 00:08:40.000]  公義的
[00:08:40.000 --> 00:08:41.000]  因為我們有罪
[00:08:41.000 --> 00:08:42.000]  我們是走滅亡的路
[00:08:42.000 --> 00:08:44.000]  有神有威嚴的
[00:08:44.000 --> 00:08:47.000]  上帝有審判的
[00:08:47.000 --> 00:08:50.000]  審判亦都將來一定會來臨的
[00:08:50.000 --> 00:08:55.000]  約爾提到上帝是會毀滅
[00:08:55.000 --> 00:08:56.000]  毀滅
[00:08:56.000 --> 00:08:59.000]  約爾書一章十五就已經講得很清楚
[00:08:59.000 --> 00:09:00.000]  他說哀哉
[00:09:00.000 --> 00:09:02.000]  哀哉不是Happy
[00:09:02.000 --> 00:09:03.000]  是不開心
[00:09:03.000 --> 00:09:05.000]  這日子因為夜禍華的日子臨近
[00:09:05.000 --> 00:09:08.000]  好像毀滅從全能者來到
[00:09:08.000 --> 00:09:10.000]  所以其實就是一個預言
[00:09:10.000 --> 00:09:12.000]  會毀滅的
[00:09:12.000 --> 00:09:14.000]  所以神的公義
[00:09:14.000 --> 00:09:16.000]  上帝的公義是很可怕的
[00:09:16.000 --> 00:09:17.000]  很可怕
[00:09:17.000 --> 00:09:19.000]  你說神這麼殘忍
[00:09:19.000 --> 00:09:20.000]  我不知道
[00:09:20.000 --> 00:09:22.000]  其實他是造佛者
[00:09:22.000 --> 00:09:23.000]  我們受阻
[00:09:23.000 --> 00:09:24.000]  是我們不聽話
[00:09:24.000 --> 00:09:26.000]  是我們給很多機會
[00:09:26.000 --> 00:09:28.000]  我們都不聽話
[00:09:28.000 --> 00:09:29.000]  以色列為什麼亡國
[00:09:29.000 --> 00:09:31.000]  是因為給了很多很多機會
[00:09:31.000 --> 00:09:33.000]  他們不要去拜偶像
[00:09:33.000 --> 00:09:36.000]  先知講到流眼淚
[00:09:36.000 --> 00:09:37.000]  叫他們不要做
[00:09:37.000 --> 00:09:39.000]  但他們偏偏去做
[00:09:39.000 --> 00:09:40.000]  但是
[00:09:40.000 --> 00:09:41.000]  但是很重要
[00:09:41.000 --> 00:09:42.000]  就是今天的主題
[00:09:42.000 --> 00:09:43.000]  就是神有憐憫的一面
[00:09:43.000 --> 00:09:44.000]  上帝有憐憫
[00:09:44.000 --> 00:09:46.000]  講到上帝的憐憫
[00:09:46.000 --> 00:09:49.000]  憐憫和我們人的憐憫是很不同的
