
[00:00:00.000 --> 00:00:05.280]  剛才我們聽了許冠傑那首歌
[00:00:05.280 --> 00:00:08.200]  現在我們是在查經 輕輕鬆鬆的
[00:00:08.200 --> 00:00:10.000]  不是崇拜
[00:00:10.000 --> 00:00:13.780]  崇拜的時候唱流行曲不是很好
[00:00:13.780 --> 00:00:17.080]  但有時候流行歌曲也很有意思
[00:00:17.080 --> 00:00:20.240]  例如我很喜歡的就是關正傑的《詠媒》
[00:00:20.240 --> 00:00:21.780]  我不知道大家有沒有聽過這首歌
[00:00:21.780 --> 00:00:25.600]  徐小鳳的《順流逆流》也很有意思
[00:00:25.600 --> 00:00:30.460]  甚至鄭少秋的《笑漢風雲》
[00:00:30.460 --> 00:00:34.280]  背後的歌詞我看完大衛之後
[00:00:34.280 --> 00:00:35.640]  我就想起這首歌
[00:00:35.640 --> 00:00:37.880]  這次他講快樂是什麼呢?
[00:00:37.880 --> 00:00:39.560]  再讀一次歌詞給大家聽
[00:00:39.560 --> 00:00:41.480]  快樂是洋光普照的清晨
[00:00:41.480 --> 00:00:43.680]  快樂是流水美妙的陰雲
[00:00:43.680 --> 00:00:45.720]  快樂其實分分鐘把你等
[00:00:45.720 --> 00:00:47.800]  只要你懂得怎樣去找
[00:00:47.800 --> 00:00:49.800]  快樂是尋找天際的星辰
[00:00:49.800 --> 00:00:52.240]  快樂是回憶沙灘的族人
[00:00:52.240 --> 00:00:54.800]  快樂其實哪一位都有份
[00:00:54.800 --> 00:00:57.040]  不管你是父或是朋友
[00:00:57.040 --> 00:00:59.040]  朋友愛父母恩
[00:00:59.040 --> 00:01:01.040]  每刻溫暖在我心
[00:01:01.040 --> 00:01:03.800]  豁達滿足人愛私恩
[00:01:03.800 --> 00:01:08.520]  快樂便常與你共相親
[00:01:08.520 --> 00:01:10.520]  這是很好的
[00:01:10.520 --> 00:01:12.760]  快樂是離開都市的煙塵
[00:01:12.760 --> 00:01:15.120]  快樂是回家望浴缸一陣
[00:01:15.120 --> 00:01:18.800]  快樂是一首好歌嘴裡哼
[00:01:18.800 --> 00:01:20.960]  一張晚布一杯香檳
[00:01:20.960 --> 00:01:23.280]  快樂是言妻給我的精神
[00:01:23.280 --> 00:01:25.800]  快樂是兒子親密的一吻
[00:01:25.800 --> 00:01:28.080]  快樂長伴我這一生
[00:01:28.080 --> 00:01:30.280]  皆因我是快樂人
[00:01:30.280 --> 00:01:31.280]  挺好的
[00:01:31.280 --> 00:01:33.920]  但當然不是每個人都有浴缸
[00:01:33.920 --> 00:01:35.920]  現在已經沒有晚布了
[00:01:35.920 --> 00:01:38.520]  但這是很多年前的歌詞
[00:01:38.520 --> 00:01:42.080]  但《聖經》裡所說的快樂是甚麼呢
[00:01:42.080 --> 00:01:43.200]  熟悉我的人都知道
[00:01:43.200 --> 00:01:45.880]  我是一個多開心多快樂的人
[00:01:45.880 --> 00:01:48.280]  就算遇到困難也好
[00:01:48.280 --> 00:01:50.280]  我都會覺得不是吧
[00:01:50.280 --> 00:01:51.280]  這麼大件事
[00:01:51.280 --> 00:01:52.920]  我會笑得很大聲的
[00:01:52.920 --> 00:01:54.680]  大件事大件事
[00:01:54.680 --> 00:01:55.880]  但越小大聲
[00:01:55.880 --> 00:01:58.400]  可能面對的挑戰越大
[00:01:58.400 --> 00:01:59.400]  為甚麼呢
[00:01:59.400 --> 00:02:02.000]  我是相信我的神培會幫助到我
[00:02:02.000 --> 00:02:03.600]  其實真正的快樂
[00:02:03.600 --> 00:02:06.080]  並不是靠外在的刺激
[00:02:06.080 --> 00:02:08.280]  可能你會看一套電影
[00:02:08.280 --> 00:02:10.080]  很好笑的
[00:02:10.080 --> 00:02:11.680]  你會受刺激
[00:02:11.680 --> 00:02:14.920]  Happy Kong Kong 回來了
[00:02:14.920 --> 00:02:16.840]  可能你要排兩三個小時
[00:02:16.840 --> 00:02:19.320]  買一張票或者兩張票
[00:02:19.320 --> 00:02:20.440]  是30元的
[00:02:20.440 --> 00:02:22.200]  那就很開心
[00:02:22.200 --> 00:02:24.440]  但這個快樂是不會行久的
[00:02:24.440 --> 00:02:26.280]  今天神的兒女
[00:02:26.280 --> 00:02:29.000]  她應該經常快樂
[00:02:29.000 --> 00:02:30.000]  記住
[00:02:30.000 --> 00:02:31.640]  神是我們的父
[00:02:31.640 --> 00:02:34.600]  天父是很希望我們快樂的
[00:02:34.600 --> 00:02:35.600]  每一個做父母
[00:02:35.600 --> 00:02:37.520]  難道你很想看到你的兒女
[00:02:37.520 --> 00:02:39.240]  愁眉苦臉嗎
[00:02:39.240 --> 00:02:41.520]  但是今天我們的主
[00:02:41.520 --> 00:02:44.680]  她是很期望我們開開心心過每一天
[00:02:44.680 --> 00:02:47.240]  我們看看切撒羅尼加前書第五章
[00:02:47.240 --> 00:02:49.320]  16到第18節
[00:02:49.320 --> 00:02:53.360]  「要常常喜樂,不住地禱告凡事者因
[00:02:53.360 --> 00:02:56.480]  因為謝是神在基督耶穌裡
[00:02:56.480 --> 00:02:58.760]  向你們所訂的旨意」
[00:02:58.760 --> 00:02:59.760]  很寶貴
[00:02:59.760 --> 00:03:00.720]  但是我想
[00:03:00.720 --> 00:03:04.520]  大英前輩你多多去再讀切撒羅尼加前書
[00:03:04.520 --> 00:03:07.680]  我們只是將這兩節的經文抽出來
[00:03:07.680 --> 00:03:12.080]  但其實前面都是神所訂的旨意
[00:03:12.080 --> 00:03:13.480]  神所訂的旨意是甚麼
[00:03:13.480 --> 00:03:16.440]  就是要我們來帶去警戒不守規矩的人
[00:03:16.440 --> 00:03:18.040]  勉勵灰心的人
[00:03:18.040 --> 00:03:22.120]  還要尊重在主裡面奴婦的神的僕人
[00:03:22.120 --> 00:03:24.400]  還要彼此之間有好的關係
[00:03:24.400 --> 00:03:25.880]  接著到這一句
[00:03:25.880 --> 00:03:26.560]  但是無論如何
[00:03:26.560 --> 00:03:28.200]  這次我們很清楚看到
[00:03:28.200 --> 00:03:31.120]  原來神是叫我們常常喜樂
[00:03:31.120 --> 00:03:35.280]  這是神在我們生命當中所訂的旨意
[00:03:35.280 --> 00:03:38.400]  那麼羅馬書第14章第14節怎樣
[00:03:38.400 --> 00:03:41.440]  「因為神的國不在乎吃喝
[00:03:41.440 --> 00:03:44.600]  只在乎公義和平」
[00:03:44.600 --> 00:03:46.000]  留意這一句
[00:03:46.000 --> 00:03:48.720]  「並聖靈中的喜樂」
[00:03:48.720 --> 00:03:51.760]  所以喜樂是聖靈所結的果子
[00:03:51.760 --> 00:03:52.960]  「公義和平」
[00:03:52.960 --> 00:03:54.320]  這是很重要的
[00:03:54.320 --> 00:03:58.640]  神在國度裡面絕對不會有偏私的
[00:03:58.640 --> 00:04:00.520]  犯錯的要受罰
[00:04:00.520 --> 00:04:03.320]  為苦作殘的人也會受罰
[00:04:03.320 --> 00:04:05.360]  但是為公義而發聲
[00:04:05.360 --> 00:04:06.480]  受逼迫的
[00:04:06.480 --> 00:04:08.400]  大神是會為他伸冤
[00:04:08.400 --> 00:04:09.720]  「公義和平」
[00:04:09.720 --> 00:04:10.640]  但是還有
[00:04:10.640 --> 00:04:13.240]  是聖靈中的喜樂
[00:04:13.240 --> 00:04:14.800]  所以今天
[00:04:14.800 --> 00:04:17.040]  我們基督徒有沒有一個很喜樂的生命
[00:04:17.040 --> 00:04:18.080]  經常很開心呢
[00:04:18.080 --> 00:04:19.280]  這是很重要的
[00:04:19.280 --> 00:04:21.560]  那麼我們有些什麼的喜樂呢
[00:04:21.560 --> 00:04:22.680]  有幾點我們要留意
[00:04:22.680 --> 00:04:23.760]  第一
[00:04:23.760 --> 00:04:26.880]  就是「謝罪的喜樂」
[00:04:26.880 --> 00:04:30.960]  我們一看CP51篇第12節
[00:04:30.960 --> 00:04:34.280]  「求你使我認得救恩之樂
[00:04:34.280 --> 00:04:37.320]  賜我樂意的靈扶持我」
