
[00:00:00.000 --> 00:00:02.220]  換句話說,看回最後
[00:00:02.220 --> 00:00:05.840]  沒有一件事可以補償,看回前面
[00:00:05.840 --> 00:00:07.940]  完全沒有出路
[00:00:07.940 --> 00:00:10.720]  是一種真正的
[00:00:10.720 --> 00:00:12.320]  絕境
[00:00:12.320 --> 00:00:17.660]  爲什麼耶穌要用一個這樣的人
[00:00:17.660 --> 00:00:21.480]  來和一箇中社會人士都接納
[00:00:21.480 --> 00:00:25.160]  是異人的,做這麼厲害的對比
[00:00:28.360 --> 00:00:30.180]  所以我們要看一看
[00:00:30.180 --> 00:00:34.640]  剛纔我們看到一個真正的法利塞人
[00:00:34.640 --> 00:00:36.200]  我們現在要看一個
[00:00:36.200 --> 00:00:38.800]  爲什麼這個法利塞人要被拒絕
[00:00:38.800 --> 00:00:42.760]  和爲什麼這個稅吏能夠被接納
[00:00:42.760 --> 00:00:47.100]  這個也是當代的人可以明白
[00:00:47.100 --> 00:00:49.060]  唯一可能
[00:00:49.060 --> 00:00:51.780]  如果他們能夠明白爲什麼這個稅吏
[00:00:51.780 --> 00:00:55.020]  會被拒絕,他們會從這個地方來明白
[00:00:56.920 --> 00:01:03.360]  關鍵仍然要在耶穌的點題裏面找出來
[00:01:03.360 --> 00:01:05.760]  耶穌的點題就是說
[00:01:05.760 --> 00:01:09.920]  是爲了那些仗着自己是異人
[00:01:09.920 --> 00:01:13.360]  藐視別人的,來設一個比喻
[00:01:13.360 --> 00:01:19.520]  要從這裏來找開啓的弱士
[00:01:19.520 --> 00:01:24.360]  這個點題說明了三個地方
[00:01:24.360 --> 00:01:25.560]  第一個地方
[00:01:25.760 --> 00:01:29.000]  就說法利塞人之所以被拒絕
[00:01:29.000 --> 00:01:32.440]  不是因爲他所做的行爲
[00:01:32.440 --> 00:01:35.880]  不是因爲他奉獻十分之一
[00:01:35.880 --> 00:01:37.120]  不是因爲他禁食
[00:01:37.120 --> 00:01:40.040]  不是因爲他不會做這些不仁不義的事
[00:01:40.040 --> 00:01:41.320]  和姦淫的事
[00:01:41.320 --> 00:01:44.960]  所有這些按着舊約的標準
[00:01:44.960 --> 00:01:46.000]  都是一個
[00:01:46.000 --> 00:01:48.240]  如假包換的
[00:01:48.240 --> 00:01:51.280]  真真實實的一個異人
[00:01:52.440 --> 00:01:58.960]  他被拒絕是因爲他仗着這些異行
[00:01:58.960 --> 00:02:02.160]  來看不起別人
[00:02:02.160 --> 00:02:04.040]  來自告
[00:02:04.040 --> 00:02:06.720]  以至他眼裏面
[00:02:06.720 --> 00:02:09.280]  眼中是無神的
[00:02:09.280 --> 00:02:13.640]  這是他pray with himself
[00:02:13.640 --> 00:02:16.240]  不是pray to God
[00:02:16.240 --> 00:02:19.040]  一個意思
[00:02:19.520 --> 00:02:24.120]  讓我引用兩個昔日法利塞人的典型土告
[00:02:24.120 --> 00:02:26.160]  是流傳到今天
[00:02:26.160 --> 00:02:30.160]  我們可以看到耶穌用這個比喻
[00:02:30.160 --> 00:02:32.360]  是絕對真實
[00:02:32.360 --> 00:02:34.760]  而當時的人如果要明白
[00:02:34.760 --> 00:02:37.120]  是會從這個角度來明白的
[00:02:37.120 --> 00:02:38.240]  第一個土告
[00:02:38.240 --> 00:02:40.520]  那個土告是這樣的
[00:02:40.520 --> 00:02:41.480]  他說主啊
[00:02:41.480 --> 00:02:43.680]  我一個法利塞人的土告
[00:02:43.680 --> 00:02:45.480]  主啊我感謝你
[00:02:45.600 --> 00:02:52.240]  因爲你使我生在一幫有學問的人
[00:02:52.240 --> 00:02:57.200]  不與那些泛夫走卒來同籍
[00:02:57.200 --> 00:03:00.800]  我早起他們也都早起
[00:03:00.800 --> 00:03:03.880]  我早起爲着言讀律法
[00:03:03.880 --> 00:03:07.160]  他們早起只是爲着虛無的事
[00:03:07.160 --> 00:03:09.520]  我工作他們也都工作
[00:03:09.520 --> 00:03:12.640]  我的工作可以傳到永遠
[00:03:12.960 --> 00:03:16.080]  他們的工作只是轉眼消逝
[00:03:16.080 --> 00:03:18.960]  我奔跑他們也都奔跑
[00:03:18.960 --> 00:03:22.840]  我是奔跑去到神的國
[00:03:22.840 --> 00:03:26.240]  他們奔跑卻是進入滅亡
[00:03:26.240 --> 00:03:29.960]  一個典型的法利塞人的土告
[00:03:29.960 --> 00:03:32.440]  另外一個有名有姓的
[00:03:32.440 --> 00:03:38.720]  是一個被稱爲是Ben-Yo-Kai的兒子
[00:03:38.720 --> 00:03:40.760]  Simeon
[00:03:40.760 --> 00:03:42.320]  就是西緬
[00:03:42.760 --> 00:03:47.800]  Simeon Ben-Yo-Kai拉給這個法利塞人
[00:03:47.800 --> 00:03:50.160]  他有一個土告是這樣的
[00:03:50.160 --> 00:03:51.640]  更加離譜
[00:03:51.640 --> 00:03:54.760]  雖然這個土告可能很多爸爸媽媽都會做的
[00:03:54.760 --> 00:03:59.080]  他說假如世界上只有兩個義人
[00:03:59.080 --> 00:04:01.600]  就一定是我和我的兒子
[00:04:01.600 --> 00:04:06.560]  如果世界上只有一個義人
[00:04:06.560 --> 00:04:08.760]  那這個必定是我無疑
[00:04:08.760 --> 00:04:09.600]  必定是我
[00:04:12.400 --> 00:04:14.400]  你看到所有這些土告
[00:04:14.400 --> 00:04:16.840]  不是向神土告
[00:04:16.840 --> 00:04:18.840]  是向神做見證
[00:04:18.840 --> 00:04:21.680]  他的土告是一個testimonial
[00:04:21.680 --> 00:04:23.280]  一個見證來的
[00:04:23.280 --> 00:04:24.520]  見證他有多麼好
[00:04:24.520 --> 00:04:26.520]  見證他有多麼了不起
[00:04:26.520 --> 00:04:32.240]  我們說
[00:04:32.240 --> 00:04:35.520]  如果法利塞人不好
[00:04:35.520 --> 00:04:38.600]  那爲什麼這個瑞利會因而好
[00:04:38.600 --> 00:04:41.280]  不能夠因爲A好
[00:04:41.280 --> 00:04:42.360]  或者A不好
[00:04:42.440 --> 00:04:43.680]  所以B一定是好的
[00:04:43.680 --> 00:04:47.960]  那爲什麼這個瑞利會被接納呢
[00:04:47.960 --> 00:04:50.680]  我們說瑞利被接納
[00:04:50.680 --> 00:04:55.360]  不是因爲他做的事情是不義
[00:04:55.360 --> 00:05:01.280]  做的事情是違反人間所有的道德原則
[00:05:01.280 --> 00:05:05.040]  所以神爲了要和人的道德原則對抗
[00:05:05.040 --> 00:05:06.920]  於是接納這個罪人
[00:05:06.920 --> 00:05:07.440]  不是
[00:05:07.440 --> 00:05:09.880]  剛剛相反
[00:05:11.800 --> 00:05:13.080]  神接納這個瑞利
[00:05:13.080 --> 00:05:15.440]  因爲這個瑞利是走到一個地步
[00:05:15.440 --> 00:05:16.400]  走投無路
[00:05:16.400 --> 00:05:17.560]  是絕境來的
[00:05:17.560 --> 00:05:19.880]  而在絕境裏他只有一樣東西
[00:05:19.880 --> 00:05:22.040]  不是看人
[00:05:22.040 --> 00:05:24.160]  甚至不是看自己
[00:05:24.160 --> 00:05:25.520]  只看神
[00:05:25.520 --> 00:05:27.600]  走到聖殿
[00:05:27.600 --> 00:05:29.680]  他只有一個對象
[00:05:29.680 --> 00:05:31.840]  是絕對孤獨地
[00:05:31.840 --> 00:05:35.160]  和神來說這句話
[00:05:35.160 --> 00:05:36.120]  神啊
[00:05:36.120 --> 00:05:38.840]  開恩可憐我這個罪人
[00:05:41.080 --> 00:05:42.120]  他被接納
[00:05:42.120 --> 00:05:44.880]  不是因爲他的認罪夠誠懇
[00:05:44.880 --> 00:05:49.240]  不是因爲他的罪已經最大到深重到一個地步
[00:05:49.240 --> 00:05:50.760]  不再可以再衰的了
[00:05:50.760 --> 00:05:52.280]  已經衰到貼地不可以再衰
[00:05:52.280 --> 00:05:52.760]  不是
[00:05:52.760 --> 00:05:56.000]  而是說這個人當他走到這個絕境的時候
[00:05:56.000 --> 00:05:57.840]  所有東西都不再存在
[00:05:57.840 --> 00:05:58.680]  不再重要
[00:05:58.680 --> 00:05:59.920]  只有一樣東西
[00:05:59.920 --> 00:06:01.760]  這個就是上帝
[00:06:01.760 --> 00:06:05.040]  是他唯一最後的出路
[00:06:05.040 --> 00:06:10.280]  也許大家都會知道我爲什麼用這個最後出路做這個背景
[00:06:10.880 --> 00:06:12.240]  大家知道這件事了吧
[00:06:12.240 --> 00:06:16.000]  最近一本最暢銷的書就是《最後的出路》
[00:06:16.000 --> 00:06:20.240]  這個出路是死亡
[00:06:20.240 --> 00:06:22.400]  以死來解脫生
[00:06:22.400 --> 00:06:25.640]  我說到這裏最後的出路
[00:06:25.640 --> 00:06:30.440]  如果說有死的話就是對自己死
[00:06:30.440 --> 00:06:31.720]  生
[00:06:31.720 --> 00:06:34.120]  就是在神那裏生
[00:06:34.120 --> 00:06:38.480]  不是要將自己的存在勾銷打個句號
[00:06:39.160 --> 00:06:42.200]  而是將自己的絕境
[00:06:42.200 --> 00:06:45.840]  將它放在上帝的恩憐那裏
[00:06:45.840 --> 00:06:48.480]  尋求最後一個孤注一擲
[00:06:48.480 --> 00:06:52.200]  將自己拋在上帝那裏
[00:06:52.200 --> 00:06:57.240]  所以我們看到第三方面
