
[00:00:00.000 --> 00:00:02.000]  上聖之前我們再次祈禱
[00:00:02.000 --> 00:00:04.800]  神父我們將我們的心交給你
[00:00:04.800 --> 00:00:06.800]  求聖靈與我們眾人同在
[00:00:06.800 --> 00:00:08.800]  無論是剛剛來教會的人
[00:00:08.800 --> 00:00:12.500]  或者已經回來教會十多二十年以上的弟兄姊妹
[00:00:12.500 --> 00:00:14.000]  願聖靈都開放我們的心
[00:00:14.000 --> 00:00:16.000]  讓我們能夠同心合意
[00:00:16.000 --> 00:00:18.000]  在今天願意聆聽上帝你的話語
[00:00:18.000 --> 00:00:20.000]  又願聖靈使用你的僕人
[00:00:20.000 --> 00:00:22.500]  讓我的口成為流通的管子
[00:00:22.500 --> 00:00:25.000]  將你的話語和眾弟兄姊妹分享
[00:00:25.000 --> 00:00:27.000]  特別當我們去接觸教會的源頭
[00:00:27.000 --> 00:00:29.500]  我們要想回教會存在的意義
[00:00:29.500 --> 00:00:31.500]  教會應該怎樣被建立
[00:00:31.500 --> 00:00:35.000]  我們願意主你讓我們清晰的知道你的心意
[00:00:35.000 --> 00:00:38.000]  在聖經裏面你給我們話語的顯明
[00:00:38.000 --> 00:00:39.500]  以致我們能夠落實
[00:00:39.500 --> 00:00:41.500]  將我們的教會再次重新的
[00:00:41.500 --> 00:00:43.500]  建立在上帝你的話語
[00:00:43.500 --> 00:00:45.500]  和主耶穌基督根基的上高
[00:00:45.500 --> 00:00:47.000]  求主你帶領我們
[00:00:47.000 --> 00:00:49.500]  讓我們建立一個核神心意的教會
[00:00:49.500 --> 00:00:52.500]  我們將今天的崇拜信息交在你的面前
[00:00:52.500 --> 00:00:54.500]  奉耶穌基督得四面之祈求
[00:00:54.500 --> 00:00:56.500]  Amen
[00:00:56.500 --> 00:01:00.500]  在這四節經文裏面
[00:01:00.500 --> 00:01:05.500]  我們見到保羅將教會形容出三幅圖畫
[00:01:05.500 --> 00:01:07.500]  不知大家看不看得到是哪三幅圖畫
[00:01:07.500 --> 00:01:09.500]  第一是一個國家
[00:01:09.500 --> 00:01:11.500]  第二是一個家庭
[00:01:11.500 --> 00:01:13.500]  第三是一個建築物
[00:01:13.500 --> 00:01:16.500]  教會怎樣是一個國家呢
[00:01:16.500 --> 00:01:18.500]  如果用國家做比喻
[00:01:18.500 --> 00:01:21.500]  我們最近很多新聞都給我們很多的聯想
[00:01:21.500 --> 00:01:24.500]  特別是菲律賓家傭
[00:01:24.500 --> 00:01:26.500]  為了爭取居港權
[00:01:26.500 --> 00:01:29.500]  那個判決去到終審庭
[00:01:29.500 --> 00:01:32.500]  又遣帶到雙非的問題
[00:01:32.500 --> 00:01:38.500]  譬如那些爸爸媽媽都不是香港人
[00:01:38.500 --> 00:01:40.500]  但他們從大陸來到香港
[00:01:40.500 --> 00:01:42.500]  生了嬰兒在香港
[00:01:42.500 --> 00:01:43.500]  拿了出世紙
[00:01:43.500 --> 00:01:44.500]  有沒有居港權呢
[00:01:44.500 --> 00:01:46.500]  有沒有合法的地位呢等等
[00:01:46.500 --> 00:01:47.500]  很多的爭拗
[00:01:47.500 --> 00:01:49.500]  為什麼這麼關心這些問題呢
[00:01:49.500 --> 00:01:51.500]  為什麼要拿到香港沙律星身份證呢
[00:01:51.500 --> 00:01:53.500]  對我們來說當然很平常
[00:01:53.500 --> 00:01:55.500]  大部份人都很拿著
[00:01:55.500 --> 00:01:57.500]  但原來有了居港權
[00:01:57.500 --> 00:01:59.500]  有了沙律星身份證的時候
[00:01:59.500 --> 00:02:01.500]  就代表你是香港的公民
[00:02:01.500 --> 00:02:04.500]  你可以享有香港的教育、醫療、社會福利
[00:02:04.500 --> 00:02:06.500]  又可以在香港找工作
[00:02:06.500 --> 00:02:08.500]  有投票權等等
[00:02:08.500 --> 00:02:09.500]  所以這個國家
[00:02:09.500 --> 00:02:11.500]  這個公民的身份
[00:02:11.500 --> 00:02:12.500]  就是保羅第一個形容的
[00:02:12.500 --> 00:02:14.500]  教會的比喻
[00:02:14.500 --> 00:02:15.500]  他在經文裏面說
[00:02:15.500 --> 00:02:17.500]  你蒙不在座愛人和黑女
[00:02:17.500 --> 00:02:19.500]  是與聖徒同國
[00:02:19.500 --> 00:02:20.500]  在這幅圖畫裏面
[00:02:20.500 --> 00:02:22.500]  亦都顯示了三類人
[00:02:22.500 --> 00:02:23.500]  一類就是外人
[00:02:23.500 --> 00:02:24.500]  外人就很簡單
[00:02:24.500 --> 00:02:26.500]  總之就是外人
[00:02:26.500 --> 00:02:27.500]  就是我不認識你的
[00:02:27.500 --> 00:02:29.500]  或者你和我們沒有關係的
[00:02:29.500 --> 00:02:32.500]  特別在從前的猶太人的眼中
[00:02:32.500 --> 00:02:33.500]  我們這些就是外人
[00:02:33.500 --> 00:02:34.500]  我們又沒有律法
[00:02:34.500 --> 00:02:35.500]  我們又沒有受國禮
[00:02:35.500 --> 00:02:36.500]  我們和基督無份的
[00:02:36.500 --> 00:02:38.500]  我們外人是局外人
[00:02:38.500 --> 00:02:39.500]  在原文裏面
[00:02:39.500 --> 00:02:42.500]  是指一些流浪者或者難民的意思
[00:02:42.500 --> 00:02:46.500]  而黑女就好一點
[00:02:46.500 --> 00:02:47.500]  在新漢月館
[00:02:47.500 --> 00:02:49.500]  他將黑女形容為僑民
[00:02:49.500 --> 00:02:51.500]  僑民你可能會聯想到
[00:02:51.500 --> 00:02:54.500]  即是可能他都像二等公民那樣
[00:02:54.500 --> 00:02:57.500]  他可以在城市裏面住
[00:02:57.500 --> 00:02:59.500]  不過可能是住一段時間
[00:02:59.500 --> 00:03:01.500]  就好像拿雙程證那樣
[00:03:01.500 --> 00:03:03.500]  大陸來香港逗留三個月
[00:03:03.500 --> 00:03:05.500]  而且不准找工作
[00:03:05.500 --> 00:03:07.500]  你不可以在香港找工作
[00:03:07.500 --> 00:03:08.500]  只是好像旅客身份
[00:03:08.500 --> 00:03:10.500]  來這裏住一陣子
[00:03:10.500 --> 00:03:11.500]  沒有一個永久的居留權
[00:03:11.500 --> 00:03:12.500]  同樣亦都不可以享受
[00:03:12.500 --> 00:03:14.500]  應有的福利制度
[00:03:14.500 --> 00:03:15.500]  所以好像毛巾一樣
[00:03:15.500 --> 00:03:16.500]  毛巾在城市裏面
[00:03:16.500 --> 00:03:17.500]  即是一個旅客
[00:03:17.500 --> 00:03:19.500]  一個過客一樣
[00:03:19.500 --> 00:03:21.500]  但是保羅提醒我們
[00:03:21.500 --> 00:03:22.500]  原來基督已經
[00:03:22.500 --> 00:03:24.500]  藉著他的血十字架
[00:03:24.500 --> 00:03:26.500]  去拿走了這個中間間的牆
[00:03:26.500 --> 00:03:28.500]  將兩下合而為一
[00:03:28.500 --> 00:03:29.500]  所以我們今天
[00:03:29.500 --> 00:03:30.500]  我們外邦人
[00:03:30.500 --> 00:03:32.500]  就是與聖徒同國
[00:03:32.500 --> 00:03:34.500]  與聖徒同國意思就是說
[00:03:34.500 --> 00:03:37.500]  我們都是在神國裏面的一份子
[00:03:37.500 --> 00:03:40.500]  我們和猶太人一樣
