
[00:00:00.000 --> 00:00:02.000]  讓我們先做一次同心祈禱
[00:00:02.000 --> 00:00:06.800]  親愛的恩主,我們要獻上感恩
[00:00:06.800 --> 00:00:11.500]  讓我們今天能夠有這麼好的環境去崇拜祢
[00:00:11.500 --> 00:00:14.900]  讓我們在當中能夠去親近
[00:00:14.900 --> 00:00:16.600]  能夠去等候
[00:00:16.600 --> 00:00:19.600]  能夠去經歷盼望的豐富和精彩
[00:00:19.600 --> 00:00:22.100]  主要求祢開我們的耳朵
[00:00:22.100 --> 00:00:23.600]  讓我們留心聆聽
[00:00:23.600 --> 00:00:26.200]  開我們的眼睛讓我們看到祢的榮光
[00:00:26.200 --> 00:00:28.600]  開我們的心讓我們能夠領受
[00:00:28.600 --> 00:00:29.900]  並且用行動去回應
[00:00:30.400 --> 00:00:31.400]  由於部人口中的言語
[00:00:31.400 --> 00:00:33.000]  弟兄姊妹之間是心思意念
[00:00:33.000 --> 00:00:35.400]  蒙聖靈的啟迪蒙主的月立
[00:00:35.400 --> 00:00:37.400]  禱告奉耶穌基督的名
[00:00:37.400 --> 00:00:42.200]  各位弟兄姊妹
[00:00:42.200 --> 00:00:43.900]  新年快樂
[00:00:43.900 --> 00:00:47.300]  可能有些弟兄姊妹馬上醒了
[00:00:47.300 --> 00:00:48.500]  為什麼新年快樂呢
[00:00:48.500 --> 00:00:50.100]  十一月而已
[00:00:50.100 --> 00:00:52.200]  就算中國人說
[00:00:52.200 --> 00:00:54.600]  是不是有心不怕遲十月都是拜年時
[00:00:54.600 --> 00:00:55.900]  都十一月了還要還沒
[00:00:55.900 --> 00:00:57.900]  不過在教會裡面
[00:00:58.000 --> 00:01:00.100]  今天是張臨奇的第一個主日
[00:01:00.100 --> 00:01:02.900]  張臨奇也代表著教會年的開始
[00:01:02.900 --> 00:01:05.000]  所以當然是新的一年
[00:01:05.000 --> 00:01:06.900]  代表帶來新的盼望
[00:01:06.900 --> 00:01:09.000]  剛才卓恩很好的分享見證
[00:01:09.000 --> 00:01:09.800]  讓我們看到
[00:01:09.800 --> 00:01:11.600]  生命充滿著盼望
