
[00:00:00.000 --> 00:00:02.720]  《士司記》第十三章
[00:00:02.720 --> 00:00:06.540]  今天開始要講參宣的故事
[00:00:06.540 --> 00:00:11.340]  《述聖經》一共有四章的經文講述參宣
[00:00:11.340 --> 00:00:14.560]  參宣其實是一個很重要的士司
[00:00:14.560 --> 00:00:19.680]  有十三、十四、十五和十六章是關於參宣的
[00:00:19.680 --> 00:00:22.180]  我上次也跟大家講過
[00:00:22.180 --> 00:00:25.460]  參宣是一個充滿矛盾的人
[00:00:25.460 --> 00:00:29.920]  他是一個不能戰勝自己的征服者
[00:00:30.380 --> 00:00:34.600]  他是一個不能打救自己的救贖者
[00:00:34.600 --> 00:00:40.820]  他亦是一個不知道自己的力量已經離開了自己的勇士
[00:00:40.820 --> 00:00:42.820]  非常非常的矛盾
[00:00:42.820 --> 00:00:47.380]  在1939年10月1日
[00:00:47.380 --> 00:00:50.600]  Winston Churchill這位英國首相
[00:00:50.600 --> 00:00:53.600]  他曾經描述俄羅斯人
[00:00:53.600 --> 00:00:56.880]  他說俄羅斯人就好像一個謎團
[00:00:57.020 --> 00:01:02.280]  是被謎團中的謎團所包圍
[00:01:02.280 --> 00:01:07.400]  你想想有多難令人捉摸、測度
[00:01:07.400 --> 00:01:12.380]  這一個說法應用在參宣身上
[00:01:12.380 --> 00:01:14.540]  真是無懈可擊
[00:01:14.540 --> 00:01:19.160]  參宣就是一個謎團中的謎團的人
[00:01:19.160 --> 00:01:22.560]  我稱他為謎中之謎的參宣
[00:01:22.560 --> 00:01:25.680]  這就是我們今天的主題
[00:01:26.600 --> 00:01:31.100]  Michaelangelo這位雕刻家
[00:01:31.100 --> 00:01:34.600]  我們知道他的雕刻都是鬼斧神工
[00:01:34.600 --> 00:01:37.540]  他有一次雕刻摩西
[00:01:37.540 --> 00:01:40.060]  右手夾著法板
[00:01:40.060 --> 00:01:42.560]  彰顯出神的榮耀
[00:01:42.560 --> 00:01:47.020]  另外一位畫家John Milton
[00:01:47.020 --> 00:01:50.400]  他畫出參宣的悲劇
[00:01:50.400 --> 00:01:55.880]  其實摩西和參宣真是成為很強的對比
[00:01:56.300 --> 00:02:00.500]  無論他們的力量、職責、才能
[00:02:00.500 --> 00:02:03.100]  他們的性格、命運
[00:02:03.100 --> 00:02:06.380]  以及對世人的影響
[00:02:06.380 --> 00:02:09.800]  都是成為了很強的對比
[00:02:09.800 --> 00:02:13.520]  我們知道摩西是一個滿有智慧的人
[00:02:13.520 --> 00:02:17.400]  他自小就在埃及的皇宮長大
[00:02:17.400 --> 00:02:22.320]  學習到做皇帝很多很多的知識
[00:02:23.720 --> 00:02:27.640]  參宣是一個恐慌有力的人
[00:02:27.640 --> 00:02:31.920]  他有很大很大的力量在他身上
[00:02:31.920 --> 00:02:36.940]  摩西可以說是一個屬神的人
[00:02:36.940 --> 00:02:40.040]  參宣是一個屬於人民的人
[00:02:40.040 --> 00:02:42.520]  摩西臨死的時候
[00:02:42.520 --> 00:02:45.220]  是有預言給以色列人
[00:02:45.220 --> 00:02:47.980]  參宣的臨死
[00:02:47.980 --> 00:02:50.280]  他的口中就是求神
[00:02:50.280 --> 00:02:53.560]  能夠與他的敵人同歸於盡
[00:02:54.320 --> 00:02:56.920]  摩西是活了一百二十歲
[00:02:56.920 --> 00:02:59.360]  留給我們有摩西律法
[00:02:59.360 --> 00:03:00.600]  到今時今日
[00:03:00.600 --> 00:03:05.320]  基督徒仍然遵守這些道德的律法
[00:03:05.320 --> 00:03:09.680]  但是參宣是一個短暫的生命
[00:03:09.680 --> 00:03:12.680]  除了幾個謎語留給我們
[00:03:12.680 --> 00:03:15.380]  是沒有什麼其他的東西留給我們
[00:03:15.380 --> 00:03:19.720]  但是兩個人都有一個共同的特色
[00:03:19.720 --> 00:03:22.920]  就是他們都開始了他們的侍宮
[00:03:22.920 --> 00:03:25.960]  但是不能夠完成他們的侍宮
[00:03:25.960 --> 00:03:30.360]  摩西帶領以色列人出埃及
[00:03:30.360 --> 00:03:32.920]  但是他就不能夠帶領以色列人
[00:03:32.920 --> 00:03:35.920]  進入英許之地進入迦蘭地
[00:03:35.920 --> 00:03:38.040]  參宣呢
[00:03:38.040 --> 00:03:39.560]  稍後我們會看到
[00:03:39.560 --> 00:03:42.920]  他是開始了救贖以色列人的工作
[00:03:42.920 --> 00:03:45.040]  但是他也不能夠完成
[00:03:45.040 --> 00:03:49.000]  另外有一件事兩個都是很相似的
[00:03:49.000 --> 00:03:52.880]  就是兩位都出現在希伯來書的十一章
[00:03:52.880 --> 00:03:54.560]  信心的龍虎榜
[00:03:54.560 --> 00:03:58.960]  證明兩位都是有他信心可嘉之處
[00:03:58.960 --> 00:04:02.560]  但是他們兩個對神的忠誠
[00:04:02.560 --> 00:04:04.320]  就非常之的不同
[00:04:04.320 --> 00:04:10.120]  在希伯來書的十一章三十二至三十三節
[00:04:10.120 --> 00:04:12.040]  作者說
[00:04:12.040 --> 00:04:13.920]  我又何必再說呢
[00:04:13.920 --> 00:04:15.360]  若要一一細說
[00:04:15.360 --> 00:04:18.800]  積澱巴拉參宣耶佛他
[00:04:19.720 --> 00:04:24.600]  這些除了巴拉都是《士師記》中的士師
[00:04:24.600 --> 00:04:29.800]  還有大衛撒姆爾和眾先知的事
[00:04:29.800 --> 00:04:31.800]  事後就不夠了
[00:04:31.800 --> 00:04:35.280]  他們因著信制伏了敵國
[00:04:35.280 --> 00:04:38.280]  行了公義得了應許
[00:04:38.280 --> 00:04:43.720]  其實參宣給我們每一個基督徒有很大的安慰
[00:04:43.720 --> 00:04:45.160]  甚麼安慰?
[00:04:45.160 --> 00:04:48.480]  好像參宣一個滿有瑕疵
[00:04:48.480 --> 00:04:53.160]  滿有缺點的人都能夠成為以色列人的士師
[00:04:53.160 --> 00:04:56.520]  在《士師記》中還用了四章的經文
[00:04:56.520 --> 00:04:58.840]  來記載參宣的事
[00:04:58.840 --> 00:05:01.880]  給我們每一個基督徒很大的鼓勵
