
[00:00:00.000 --> 00:00:03.000]  今天嘗試去看看這個女人
[00:00:03.000 --> 00:00:06.200]  她自己本身有什麼特別的地方
[00:00:06.200 --> 00:00:08.080]  而她透過這段聖經
[00:00:08.080 --> 00:00:11.100]  她自己也帶成一個不一樣的女人
[00:00:11.100 --> 00:00:12.840]  到底是什麼事情發生
[00:00:12.840 --> 00:00:14.120]  使她不再一樣
[00:00:14.120 --> 00:00:17.800]  甚至她也需要去作出改變
[00:00:17.800 --> 00:00:19.520]  這裡有幾件事值得我們知道
[00:00:19.520 --> 00:00:20.620]  第一件事就是
[00:00:20.620 --> 00:00:23.980]  她可以主動去請教神人
[00:00:23.980 --> 00:00:26.380]  有沒有留意經文第八節開始
[00:00:26.380 --> 00:00:28.800]  第八節開始這裡告訴我們
[00:00:29.380 --> 00:00:32.560]  從第八節那裡告訴我們
[00:00:32.560 --> 00:00:33.540]  聖經說
[00:00:33.540 --> 00:00:35.240]  一日以利沙走到書店
[00:00:35.240 --> 00:00:37.860]  在那裡有一個大戶的婦人強留他吃飯
[00:00:37.860 --> 00:00:40.360]  只有以利沙妹從那裡經過吃飯
[00:00:40.360 --> 00:00:41.580]  婦人對丈夫說
[00:00:41.580 --> 00:00:45.200]  我看出那常在我們這裡經過的聖潔神人
[00:00:45.200 --> 00:00:48.360]  我們可以為他在牆上蓋一座小樓
[00:00:48.360 --> 00:00:52.500]  在其中安放長塔、桌子、椅子、燈台
[00:00:52.500 --> 00:00:54.920]  他來到這裡就可以住在其間
[00:00:54.920 --> 00:00:56.820]  一日以利沙來到這裡
[00:00:56.820 --> 00:01:00.000]  就盡了那樓躺臥
[00:01:00.000 --> 00:01:02.240]  第四章第八節
[00:01:02.240 --> 00:01:06.940]  先知以利沙原本沒有想留在這個婦人的家裡吃飯
[00:01:06.940 --> 00:01:08.080]  很明顯的
[00:01:08.080 --> 00:01:11.800]  但是誰知道他被這個好客的女士
[00:01:11.800 --> 00:01:13.960]  熱情的女士捉住了他的心
[00:01:13.960 --> 00:01:15.580]  所以自從那次之後
[00:01:15.580 --> 00:01:19.040]  每一次經過都會進去這個家裡吃飯
[00:01:19.040 --> 00:01:21.680]  而且這位婦人也遊說了她丈夫
[00:01:21.680 --> 00:01:24.600]  為以利沙國際家建了一個房間
[00:01:24.600 --> 00:01:25.940]  所以你有沒有留意
[00:01:25.940 --> 00:01:26.880]  第十一節
[00:01:26.880 --> 00:01:29.480]  以利沙是非常自然的
[00:01:29.480 --> 00:01:32.700]  自己就進了那個房間睡覺
[00:01:32.700 --> 00:01:35.060]  好像回到自己家裡一樣
[00:01:35.060 --> 00:01:37.700]  經文很故意讓我們看到
[00:01:37.700 --> 00:01:40.160]  從原本很遠的
[00:01:40.160 --> 00:01:42.660]  從原本不是那麼想的
[00:01:42.660 --> 00:01:45.980]  被人強行捉住他留在這裡吃飯
[00:01:45.980 --> 00:01:49.760]  去到好像自己開門進了家裡一樣
[00:01:49.760 --> 00:01:52.460]  回到自己的房間睡覺一樣
[00:01:52.460 --> 00:01:53.260]  不過
[00:01:53.260 --> 00:01:55.540]  但是從第八節到第十一節
[00:01:55.540 --> 00:01:57.100]  整個故事的開始
[00:01:57.100 --> 00:02:00.300]  這個好像已經是一家人的格局
[00:02:00.300 --> 00:02:03.740]  竟然之間連一句話都沒有說過
[00:02:03.740 --> 00:02:04.740]  你有沒有留意?
[00:02:04.740 --> 00:02:05.940]  當你讀聖經的時候
[00:02:05.940 --> 00:02:06.780]  你要問
[00:02:06.780 --> 00:02:11.100]  為什麼連一句話都沒有說過?
[00:02:11.100 --> 00:02:12.380]  不要忘記
[00:02:12.380 --> 00:02:14.940]  他們是知道以利沙是一個神人
[00:02:14.940 --> 00:02:16.400]  來自神的人
[00:02:16.400 --> 00:02:18.060]  肯定對神的事情
[00:02:18.060 --> 00:02:19.760]  肯定對神的了解
[00:02:19.760 --> 00:02:21.460]  肯定對聖經的講解
[00:02:21.460 --> 00:02:23.460]  非常非常道家
[00:02:23.460 --> 00:02:27.540]  為什麼他們沒有提過任何的交流?
[00:02:27.540 --> 00:02:30.180]  為什麼連半句的說話
[00:02:30.180 --> 00:02:33.220]  去請教以利沙少少屬靈的事
[00:02:33.220 --> 00:02:36.460]  都好像沒有交代一樣?
[00:02:36.460 --> 00:02:37.300]  其實
[00:02:37.300 --> 00:02:40.140]  這個位置確實值得這位婦人
[00:02:40.140 --> 00:02:42.100]  和我們留意和學習的
[00:02:42.100 --> 00:02:44.500]  很多時候我們很勤力地做事
[00:02:44.500 --> 00:02:45.780]  弟兄姊妹有沒有留意?
[00:02:45.780 --> 00:02:46.740]  我們有沒有留意?
[00:02:46.740 --> 00:02:48.180]  我們很勤力的
[00:02:48.180 --> 00:02:49.500]  我們很有愛心
[00:02:49.500 --> 00:02:51.020]  我們很樂意接待人
[00:02:51.020 --> 00:02:52.300]  甚至是傳道人
[00:02:52.300 --> 00:02:53.340]  甚至是牧師
[00:02:53.340 --> 00:02:55.300]  甚至是宣教士等等
[00:02:55.300 --> 00:02:56.220]  是很好的
[00:02:56.220 --> 00:02:57.500]  是好事
[00:02:57.500 --> 00:02:58.060]  不過
[00:02:58.060 --> 00:03:00.380]  我們有沒有再走前一步?
[00:03:00.380 --> 00:03:02.060]  既然這麼有份量的人
[00:03:02.060 --> 00:03:03.500]  既然這麼屬靈的人
[00:03:03.500 --> 00:03:05.060]  時時都見到的人
[00:03:05.060 --> 00:03:08.140]  我們大可以問他一些信仰
[00:03:08.140 --> 00:03:10.300]  大可以問他聖經的內容
[00:03:10.300 --> 00:03:12.980]  大可以問他一些神學性的事情
[00:03:12.980 --> 00:03:17.500]  我們甚至可以叫他為我們禱告
[00:03:17.500 --> 00:03:18.340]  其實坦白說
[00:03:18.340 --> 00:03:19.140]  弟兄姊妹
[00:03:19.140 --> 00:03:21.500]  做了傳道人這麼久的時間
[00:03:21.500 --> 00:03:23.500]  我發現一樣東西
[00:03:23.500 --> 00:03:25.340]  我不知道其他傳道人是不是這樣
[00:03:25.340 --> 00:03:28.740]  不過我都相信基本上都沒有太大改變
[00:03:28.740 --> 00:03:31.140]  我發現很多人找我們
[00:03:31.140 --> 00:03:33.660]  是幫忙的真的很多
[00:03:33.660 --> 00:03:35.500]  例如叫你幫他找工作
[00:03:35.500 --> 00:03:37.340]  例如叫你幫他簽名
[00:03:37.340 --> 00:03:39.820]  例如叫他幫他的兒子找女朋友
[00:03:39.820 --> 00:03:41.620]  幫他自己找男朋友
[00:03:41.620 --> 00:03:43.700]  叫你幫他處理一下子女問題
[00:03:43.700 --> 00:03:44.980]  叫你幫他寫一些信
[00:03:44.980 --> 00:03:45.940]  搞一下居留
[00:03:45.940 --> 00:03:46.620]  入籍
[00:03:46.620 --> 00:03:48.420]  申請這樣申請那樣
[00:03:48.420 --> 00:03:48.900]  是
[00:03:48.900 --> 00:03:50.300]  我們很願意去做的
[00:03:50.300 --> 00:03:51.540]  也有不少人
[00:03:51.540 --> 00:03:53.540]  不少人對我們很好
[00:03:53.540 --> 00:03:54.900]  做東西給我們吃
[00:03:54.900 --> 00:03:56.420]  有時候又給你書簽
[00:03:56.420 --> 00:03:57.540]  又給你一張卡
[00:03:57.540 --> 00:04:01.300]  叫你家裡煮一頓很大的晚餐給你吃
[00:04:01.300 --> 00:04:03.180]  帶你出街吃一些好東西
[00:04:03.180 --> 00:04:04.580]  這些都是好的
[00:04:04.580 --> 00:04:05.860]  弟兄姊妹
[00:04:05.860 --> 00:04:06.980]  我都很感恩
[00:04:06.980 --> 00:04:08.140]  我都很感動
[00:04:08.140 --> 00:04:11.260]  至少有人關心
[00:04:11.260 --> 00:04:12.540]  不過
[00:04:12.540 --> 00:04:14.060]  我更開心的
[00:04:14.060 --> 00:04:16.620]  我相信所有傳道人更開心的
[00:04:16.620 --> 00:04:19.500]  就是見到有人很主動走過來
[00:04:19.500 --> 00:04:20.940]  問你信仰的問題
[00:04:20.940 --> 00:04:22.260]  問你人生的問題
[00:04:22.260 --> 00:04:23.460]  問你永恆的問題
[00:04:23.460 --> 00:04:24.580]  問你一些聖經
[00:04:24.580 --> 00:04:26.580]  屬靈上神學的問題
[00:04:26.580 --> 00:04:28.780]  但是這些
[00:04:28.780 --> 00:04:33.540]  卻是越來越不多人會做這件事
[00:04:33.540 --> 00:04:34.540]  我們發覺
[00:04:34.540 --> 00:04:37.380]  越來越少人會願意做這些事情
[00:04:37.380 --> 00:04:38.380]  為什麼?
[00:04:38.380 --> 00:04:40.860]  不是說關心不好
[00:04:40.860 --> 00:04:41.780]  只不過
[00:04:41.780 --> 00:04:42.900]  我們發現
[00:04:42.900 --> 00:04:46.740]  真的沒有人願意再走前一步做這些事情
[00:04:46.740 --> 00:04:48.700]  在我比較年輕的時候
[00:04:48.700 --> 00:04:51.180]  我就比較喜歡喜歡問問題
[00:04:51.180 --> 00:04:52.220]  有什麼信仰
[00:04:52.220 --> 00:04:53.460]  有什麼聖經問題
[00:04:53.460 --> 00:04:54.740]  就會抓住導師
[00:04:54.740 --> 00:04:57.900]  抓住傳道目者去問
[00:04:57.900 --> 00:05:00.020]  當我讀神學的時候
[00:05:00.020 --> 00:05:02.660]  我就會抓住那些神學院的講師
[00:05:02.660 --> 00:05:05.780]  來問清楚究竟這些聖經怎麼說
[00:05:05.780 --> 00:05:06.940]  為什麼?
[00:05:06.940 --> 00:05:08.180]  我希望弟兄姊妹
[00:05:08.180 --> 00:05:09.740]  你都一樣在信仰上
[00:05:09.740 --> 00:05:11.340]  能夠在聖經上
[00:05:11.340 --> 00:05:12.980]  能夠在神學上
[00:05:12.980 --> 00:05:16.100]  向我們的目者有更多的查問
[00:05:16.100 --> 00:05:17.100]  尤其是
[00:05:17.100 --> 00:05:19.940]  我們都知道現在互聯網非常發達
[00:05:19.940 --> 00:05:20.780]  我明白
[00:05:20.780 --> 00:05:21.380]  為什麼不問呢?
[00:05:21.380 --> 00:05:23.020]  因為互聯網很發達
[00:05:23.020 --> 00:05:24.660]  資訊非常多
[00:05:24.660 --> 00:05:27.020]  可能我們根本不需要問我們的牧師
[00:05:27.020 --> 00:05:28.460]  不需要問我們的傳道人
[00:05:28.460 --> 00:05:29.220]  這些事情
[00:05:29.220 --> 00:05:30.940]  上下網搜尋一下
[00:05:30.940 --> 00:05:32.940]  你就會找到你想要的答案
[00:05:32.940 --> 00:05:33.980]  不過
[00:05:33.980 --> 00:05:34.980]  第一
[00:05:34.980 --> 00:05:38.460]  這些資訊不一定是對的
[00:05:38.460 --> 00:05:42.380]  所以多一兩個有經驗的人給你一些意見
[00:05:42.380 --> 00:05:45.660]  看看這些網站的解釋對不對
[00:05:45.980 --> 00:05:47.580]  所以我們要問
[00:05:47.580 --> 00:05:48.300]  還有第二
[00:05:48.300 --> 00:05:51.100]  透過和傳道人、目者這樣的交流
[00:05:51.100 --> 00:05:54.180]  其實是彼此之間建立了更深的認識
[00:05:54.180 --> 00:05:56.460]  增進了將來侍奉合作的時候
[00:05:56.460 --> 00:05:57.540]  那種默契
[00:05:57.540 --> 00:05:58.660]  那種關係
[00:05:58.660 --> 00:05:59.780]  還有第三
[00:05:59.780 --> 00:06:02.260]  一方面我們知道
[00:06:02.260 --> 00:06:03.900]  這樣做我們可以
[00:06:03.900 --> 00:06:05.740]  互相了解多一點
[00:06:05.740 --> 00:06:06.900]  但是同時
[00:06:06.900 --> 00:06:09.620]  其實也是給機會那個目者
[00:06:09.620 --> 00:06:11.500]  為了要解答你的問題
[00:06:11.500 --> 00:06:12.940]  他有更多的時間
[00:06:12.940 --> 00:06:14.220]  更深的研讀
[00:06:14.220 --> 00:06:15.500]  更去增值自己
[00:06:15.500 --> 00:06:18.340]  更去查考更多的神的說話
[00:06:18.340 --> 00:06:20.180]  今時今日很多的目者
[00:06:20.180 --> 00:06:22.580]  他們都沒有空去做學問
[00:06:22.580 --> 00:06:23.780]  沒有空去看書
[00:06:23.780 --> 00:06:26.460]  沒有空去研讀好本聖經
[00:06:26.460 --> 00:06:28.500]  書
[00:06:28.500 --> 00:06:30.780]  可能那些目者家裡有很多
[00:06:30.780 --> 00:06:33.700]  但是真正打開來掀開的有多少個
[00:06:33.700 --> 00:06:35.420]  所以兄弟姐妹
[00:06:35.420 --> 00:06:36.700]  其實你這樣做
[00:06:36.700 --> 00:06:38.700]  是在幫助我們的目者
[00:06:38.700 --> 00:06:40.780]  還有第二件事
[00:06:40.780 --> 00:06:42.660]  這個婦人給我們看到的
[00:06:42.660 --> 00:06:46.140]  就是她可以縮短彼此之間的距離
[00:06:46.140 --> 00:06:48.940]  留意第十一節一直到第十五節這裡
[00:06:48.940 --> 00:06:50.460]  有沒有留意第四章第十一節
[00:06:50.460 --> 00:06:52.940]  又出現一天這個時間的標記
[00:06:52.940 --> 00:06:55.580]  很明顯是一個新的段落的開始
[00:06:55.580 --> 00:06:56.860]  又或者是一件事情
[00:06:56.860 --> 00:06:58.260]  有一些事情發生
[00:06:58.260 --> 00:06:59.660]  因為
[00:06:59.660 --> 00:07:00.980]  以利沙今次
[00:07:00.980 --> 00:07:02.980]  希望能夠可以為這個
[00:07:02.980 --> 00:07:06.620]  為她費盡心思的婦人做一些事情
[00:07:06.620 --> 00:07:08.420]  所以第四章第十二節
[00:07:08.420 --> 00:07:12.020]  第四章第十二節這裡告訴我們一樣很重要的事情
[00:07:12.020 --> 00:07:13.660]  這裡告訴我們
[00:07:13.660 --> 00:07:16.460]  以利沙吩咐的僕人基哈西
[00:07:16.460 --> 00:07:18.060]  你叫這個書店婦人來
[00:07:18.060 --> 00:07:20.180]  他就將這個書店婦人叫來
[00:07:20.180 --> 00:07:22.580]  婦人就站在以利沙的面前
[00:07:22.580 --> 00:07:26.580]  先知以利沙不是直接跟這位婦人接觸的
[00:07:26.580 --> 00:07:30.100]  而是透過年輕的僕人基哈西
[00:07:30.100 --> 00:07:34.340]  其實同樣的情況都發生在經文的後半部分
[00:07:34.340 --> 00:07:38.100]  先知以利沙總是叫他的年輕的僕人基哈西
[00:07:38.100 --> 00:07:39.340]  成為中間人
[00:07:39.340 --> 00:07:41.020]  叫這個婦人去見他
[00:07:41.020 --> 00:07:43.140]  又或者透過這個中間人
[00:07:43.140 --> 00:07:44.100]  這個僕人
[00:07:44.100 --> 00:07:45.700]  跟這個婦人說話
[00:07:45.700 --> 00:07:46.940]  很明顯
[00:07:46.940 --> 00:07:50.060]  讓我們覺得好像一種距離一樣
[00:07:50.060 --> 00:07:51.220]  說話而已
[00:07:51.220 --> 00:07:51.740]  叫他來
[00:07:51.740 --> 00:07:52.660]  為什麼你自己不去?
[00:07:52.660 --> 00:07:53.900]  為什麼你自己不去說?
[00:07:53.900 --> 00:07:55.900]  如果你看看第十三節
[00:07:55.900 --> 00:07:58.380]  以利沙吩咐僕人說
[00:07:58.380 --> 00:07:59.740]  你對她說
[00:07:59.740 --> 00:08:01.900]  你既為我費了許多心思
[00:08:01.900 --> 00:08:03.820]  可以為你做什麼呢?
[00:08:03.820 --> 00:08:07.340]  有沒有留意以利沙沒有直接跟這位婦人說話的
[00:08:07.340 --> 00:08:09.460]  反而非常迂迴地
[00:08:09.460 --> 00:08:10.700]  跟這個僕人說話
[00:08:10.700 --> 00:08:13.220]  也叫這個僕人傳話給這個婦人知道
[00:08:13.220 --> 00:08:16.220]  其實這個婦人根本就在現場
[00:08:16.220 --> 00:08:17.900]  需要這樣做嗎?
[00:08:17.900 --> 00:08:19.460]  為什麼要這樣做?
[00:08:19.460 --> 00:08:21.020]  而且這段經文裡面
[00:08:21.020 --> 00:08:22.700]  整個故事當中
[00:08:22.700 --> 00:08:25.420]  也再次出現這樣的情況
[00:08:25.420 --> 00:08:26.900]  所以有人認為
[00:08:26.900 --> 00:08:29.900]  因為當時這位婦人站的地方
[00:08:29.900 --> 00:08:34.300]  其實就是站在基哈西這個僕人面前
[00:08:34.300 --> 00:08:36.820]  而不是站在以利沙面前
[00:08:36.820 --> 00:08:40.460]  所以以利沙就叫這個僕人
[00:08:40.460 --> 00:08:42.100]  既然如此
[00:08:42.100 --> 00:08:44.100]  你講話給這個婦人聽吧
[00:08:44.100 --> 00:08:45.620]  經文
[00:08:45.620 --> 00:08:47.380]  這樣這麼含糊的表達
[00:08:47.380 --> 00:08:50.300]  我們不能夠排除有這個可能性
[00:08:50.300 --> 00:08:51.700]  因為就是這麼含糊
[00:08:51.700 --> 00:08:52.900]  這麼不清楚
[00:08:52.900 --> 00:08:55.500]  所以我們不能夠準確地說出
[00:08:55.500 --> 00:08:57.820]  到底這個婦人站在哪一個面前
[00:08:57.820 --> 00:09:00.540]  《中文聖經》就說站在以利沙的面前
[00:09:00.540 --> 00:09:03.100]  你看看第十二節劇後那裡
[00:09:03.100 --> 00:09:04.860]  婦人站在以利沙面前
[00:09:04.860 --> 00:09:07.860]  但其實原文那裡只是站在她面前
[00:09:07.860 --> 00:09:09.500]  到底這個她是誰呢?
[00:09:09.500 --> 00:09:10.940]  不清楚地表達
[00:09:10.940 --> 00:09:12.700]  而且再加上第十三節
[00:09:12.700 --> 00:09:14.580]  給人有理由懷疑
[00:09:14.580 --> 00:09:18.060]  有可能這個她根本就是站在這個僕人面前
[00:09:18.060 --> 00:09:20.180]  而不是站在以利沙的面前
[00:09:20.180 --> 00:09:22.500]  當然這裡不是很明顯
[00:09:22.500 --> 00:09:25.700]  我們知道以利沙叫這個婦人來的時候
[00:09:25.700 --> 00:09:30.380]  很想去回報這個婦人對她好客的熱情的一個回報
[00:09:30.380 --> 00:09:33.140]  所以就跟這個婦人說
[00:09:33.140 --> 00:09:38.020]  我可以透過這個王或者元帥疏通一下
[00:09:38.020 --> 00:09:40.100]  可以幫到你的忙
[00:09:40.100 --> 00:09:41.380]  結果是怎麼樣呢?
[00:09:41.380 --> 00:09:43.460]  這個婦人就回答了
[00:09:43.460 --> 00:09:46.780]  她說我在本鄉安居無事
[00:09:46.780 --> 00:09:51.180]  就是她很滿足她自己的親戚朋友和村民裡面
[00:09:51.180 --> 00:09:54.380]  給到她的照顧、給到她的幫助
[00:09:54.380 --> 00:09:57.220]  甚至她覺得在這個環境已經足夠
[00:09:57.220 --> 00:09:58.980]  不需要你給什麼人給我
[00:09:58.980 --> 00:10:01.740]  當然以利沙沒有死心
[00:10:01.740 --> 00:10:03.060]  於是就在第十四節
[00:10:03.060 --> 00:10:05.220]  照叫過再叫一次那個婦人來
[00:10:05.220 --> 00:10:07.340]  就給她第二次的回報給她
[00:10:07.340 --> 00:10:11.340]  就是很堅定地承諾明年今天她就會有一個兒子
[00:10:11.340 --> 00:10:12.780]  不過我想你留意
[00:10:12.780 --> 00:10:15.900]  這位婦人去到以利沙面前的時候
[00:10:15.900 --> 00:10:18.540]  她的位置是怎麼樣的?
[00:10:18.540 --> 00:10:19.660]  聖經怎麼說?
[00:10:19.660 --> 00:10:22.620]  他說她站在門口
[00:10:22.620 --> 00:10:27.660]  很明顯這個婦人沒有進去先知的以利沙房間裡面
[00:10:27.660 --> 00:10:29.340]  只是站在門口
[00:10:29.340 --> 00:10:31.980]  這次是她自己這樣做
[00:10:31.980 --> 00:10:33.580]  完全沒有含糊
