
[00:00:00.000 --> 00:00:04.480]  今天和大家繼續思考啟述這段經文
[00:00:04.480 --> 00:00:08.000]  在啟述第二章一至七節
[00:00:08.000 --> 00:00:10.480]  我想問一個問題
[00:00:10.480 --> 00:00:14.080]  因為今天是第八次講這段經文
[00:00:14.080 --> 00:00:15.640]  第八次了
[00:00:15.640 --> 00:00:17.100]  所以按道理
[00:00:17.100 --> 00:00:19.840]  如果你們由我第一次開始講
[00:00:19.840 --> 00:00:22.000]  啟述這段經文
[00:00:22.000 --> 00:00:23.760]  以弗所教會的時候
[00:00:23.760 --> 00:00:25.960]  我想問一下有多少個是
[00:00:25.960 --> 00:00:29.340]  由第一次一直到今次都在的
[00:00:29.340 --> 00:00:32.000]  你可不可以舉手
[00:00:32.000 --> 00:00:35.120]  沒有一個是全部都在的
[00:00:35.120 --> 00:00:38.900]  那麼七次在的呢?有沒有?
[00:00:38.900 --> 00:00:41.040]  六次呢?
[00:00:41.040 --> 00:00:41.840]  OK
[00:00:41.840 --> 00:00:43.800]  即是間中我相信可能有些
[00:00:43.800 --> 00:00:46.560]  弟兄姊妹可能去了五堂
[00:00:46.560 --> 00:00:48.160]  或者去了旅行
[00:00:48.160 --> 00:00:50.520]  或者是睡不醒
[00:00:50.520 --> 00:00:51.560]  什麼原因都好
[00:00:51.560 --> 00:00:53.040]  不過呢
[00:00:53.040 --> 00:00:54.160]  不要緊的
[00:00:54.160 --> 00:00:56.360]  我經常都覺得這樣
[00:00:56.360 --> 00:00:59.340]  每一次是和大家去分享聖經
[00:00:59.340 --> 00:01:00.780]  特別是在主日崇拜
[00:01:00.780 --> 00:01:02.940]  你當它是一個獨立的單位
[00:01:02.940 --> 00:01:04.340]  不知道你明不明白我的意思
[00:01:04.340 --> 00:01:05.700]  是一個獨立的單位
[00:01:05.700 --> 00:01:06.860]  即是你聽到
[00:01:06.860 --> 00:01:09.420]  去到講到第二章的第七節
[00:01:09.420 --> 00:01:11.300]  或者是第二章的第四、第五節
[00:01:11.300 --> 00:01:12.360]  是一個獨立的單位
[00:01:12.360 --> 00:01:12.980]  好
[00:01:12.980 --> 00:01:15.240]  這段經文呢
[00:01:15.240 --> 00:01:16.260]  我們看看
[00:01:16.260 --> 00:01:19.500]  「凡有耳朵的都應當聽聖靈」
[00:01:19.500 --> 00:01:20.700]  其實應該是這樣講
[00:01:20.700 --> 00:01:22.780]  今天和大家講的主要是第七節
[00:01:22.780 --> 00:01:27.220]  或者請打第二章的第七節
[00:01:27.220 --> 00:01:29.860]  大家手裡面有這個副頁
[00:01:29.860 --> 00:01:31.220]  你可以拿著副頁
[00:01:31.220 --> 00:01:32.900]  就會跟著經文的
[00:01:32.900 --> 00:01:41.380]  「凡有耳朵的都應當聽聖靈向宗教會所說的話」
[00:01:41.380 --> 00:01:42.620]  這一點呢
[00:01:42.620 --> 00:01:44.660]  我是曾經都很詳細講過
[00:01:44.660 --> 00:01:46.940]  亦在筆記裡面
[00:01:46.940 --> 00:01:47.980]  過去的筆記裡面
[00:01:47.980 --> 00:01:49.980]  是列了很多很多經文
[00:01:49.980 --> 00:01:53.820]  特別強調了什麼叫做「凡有耳朵的」
[00:01:53.820 --> 00:01:55.580]  這個「凡有耳朵的」
[00:01:55.580 --> 00:01:58.020]  不是真的說你有個耳朵
[00:01:58.020 --> 00:01:59.180]  當然了
[00:01:59.180 --> 00:02:01.300]  肯定的字面解釋就是
[00:02:01.300 --> 00:02:02.220]  你有耳朵的
[00:02:02.220 --> 00:02:04.660]  我們這裡每一個人都有耳朵的
[00:02:04.660 --> 00:02:06.060]  很間中
[00:02:06.060 --> 00:02:09.300]  有些人可能有一點點的問題
[00:02:09.300 --> 00:02:12.380]  令到他可能出生沒有了耳朵也說不定
[00:02:12.380 --> 00:02:14.180]  就是我說外面那兩隻
[00:02:14.180 --> 00:02:15.500]  裡面也有的
[00:02:15.500 --> 00:02:18.260]  當然有些人出生是失聰的也會有
[00:02:18.260 --> 00:02:21.780]  但是這一句話是對整體來說
[00:02:21.780 --> 00:02:24.380]  但其實在聖經裡面這一句話
[00:02:24.380 --> 00:02:27.260]  「凡是有耳朵的要聽」
[00:02:27.260 --> 00:02:30.260]  其實有另外一個很重要的訊息在這裡
[00:02:30.260 --> 00:02:31.940]  那個重要的訊息是什麼呢
[00:02:31.940 --> 00:02:35.380]  就是其實你聽到與不聽到
[00:02:35.380 --> 00:02:39.100]  是很視乎於神給不給你聽到
[00:02:39.100 --> 00:02:41.540]  但是如果你這樣說的話
[00:02:41.540 --> 00:02:44.060]  那我聽不到不關我的事
[00:02:44.060 --> 00:02:45.660]  神給不給我聽到
[00:02:45.660 --> 00:02:47.660]  神不給我聽到我怎麼聽到呢
[00:02:48.580 --> 00:02:53.660]  原來在過往我都列了很多經文給大家看
[00:02:53.660 --> 00:02:55.180]  無論是《耳塞雅書》
[00:02:55.180 --> 00:02:56.900]  很多很多其他聖經的經文
[00:02:56.900 --> 00:02:59.740]  你看回之前的筆記就有了
[00:02:59.740 --> 00:03:03.180]  是原來這些人首先自己不想聽
[00:03:03.180 --> 00:03:05.180]  是一次一次不想聽
[00:03:05.180 --> 00:03:07.460]  是甚至硬著個心不想聽
[00:03:07.460 --> 00:03:08.900]  甚至到了一個地步
[00:03:08.900 --> 00:03:11.380]  無論《羅馬書》和其他的聖經都有說
[00:03:11.380 --> 00:03:13.460]  神任憑他們
[00:03:13.460 --> 00:03:15.060]  神都會到了一個地步
[00:03:15.060 --> 00:03:18.380]  好像我們說放棄祂
[00:03:18.380 --> 00:03:20.180]  神可以做這件事
[00:03:20.180 --> 00:03:21.780]  我和你不行的
[00:03:21.780 --> 00:03:23.540]  我們怎麼可以放棄一個人呢
[00:03:23.540 --> 00:03:28.340]  因為我們不是神看不見祂裡面的心腸肺腑
[00:03:28.340 --> 00:03:30.060]  我們不是全知的
[00:03:30.060 --> 00:03:32.140]  但是神是無所不在
[00:03:32.140 --> 00:03:33.540]  處處都在
[00:03:33.540 --> 00:03:35.980]  連我們去不到的地方
[00:03:35.980 --> 00:03:37.420]  那些人出現
[00:03:37.420 --> 00:03:38.500]  但是神知道了
[00:03:38.500 --> 00:03:41.540]  神知道了祂的裡面
[00:03:41.540 --> 00:03:43.740]  在《詩鞭139》那裡
[00:03:43.740 --> 00:03:45.140]  哇!很清楚
[00:03:45.140 --> 00:03:47.220]  神知道了我們的裡裡外外
[00:03:47.220 --> 00:03:50.220]  連我們口裡的舌頭都還沒離開
[00:03:50.220 --> 00:03:52.340]  就是說話還沒離開舌頭
[00:03:52.340 --> 00:03:53.740]  還沒說出來的東西
[00:03:53.740 --> 00:03:55.500]  神都知道了
[00:03:55.500 --> 00:03:59.580]  所以神是知道我們一生是怎麼樣
[00:03:59.580 --> 00:04:03.100]  但是人永遠是要給別人機會的
[00:04:03.100 --> 00:04:04.700]  你是不知道的
[00:04:04.700 --> 00:04:05.660]  但是神知道的
[00:04:05.660 --> 00:04:07.180]  但是既然祂是神
[00:04:07.180 --> 00:04:08.620]  祂可以做到一樣的就是
[00:04:08.620 --> 00:04:10.500]  到了一個地步祂任憑祂
[00:04:10.500 --> 00:04:12.780]  任憑祂你想怎樣就怎樣
[00:04:12.780 --> 00:04:15.180]  沒得回轉的可以到一個地步
[00:04:15.180 --> 00:04:17.100]  是可以沒得回轉的
[00:04:17.100 --> 00:04:18.340]  正如我強調
[00:04:18.340 --> 00:04:19.500]  是神先知道
[00:04:19.500 --> 00:04:20.860]  我和你不可以
[00:04:20.860 --> 00:04:22.380]  我們只可以說
[00:04:22.380 --> 00:04:24.780]  希望浪子也會回頭
[00:04:24.780 --> 00:04:26.740]  或者
[00:04:26.740 --> 00:04:28.260]  犯多大的罪的人
[00:04:28.260 --> 00:04:32.660]  他也會有悔改機會
[00:04:32.660 --> 00:04:34.020]  這一點我不再詳細說了
[00:04:34.020 --> 00:04:36.860]  但是接著「得勝的」
[00:04:36.860 --> 00:04:40.540]  是一個很不容易解釋的經文
[00:04:40.540 --> 00:04:43.500]  上一次我也跟大家說過了
[00:04:43.500 --> 00:04:46.460]  不過這一次我就特別的在這個經文
[00:04:46.460 --> 00:04:47.900]  在這個筆記裡面
[00:04:47.900 --> 00:04:52.580]  我再一次放回「得勝的」這一類的經文
[00:04:52.580 --> 00:04:55.940]  再加多了兩節的經文
[00:04:55.940 --> 00:04:58.300]  因為我過去一個星期裡面
[00:04:58.300 --> 00:05:00.540]  在思考的時候
[00:05:00.540 --> 00:05:02.620]  我就覺得有兩節經文
[00:05:02.620 --> 00:05:04.860]  都是補充下去也好一點的
[00:05:04.860 --> 00:05:06.380]  可能遲一些
[00:05:06.380 --> 00:05:08.100]  去到五堂講到這裡的時候
[00:05:08.100 --> 00:05:10.580]  我又要補充也不明白
[00:05:10.580 --> 00:05:11.900]  那「得勝」是什麼意思呢?
[00:05:11.900 --> 00:05:13.460]  我看回這裡
[00:05:13.460 --> 00:05:17.060]  「得勝」是指著靠著主得救
[00:05:17.060 --> 00:05:18.780]  其實「得勝」與「得救」
[00:05:18.780 --> 00:05:21.420]  你可以說是很接近
[00:05:21.420 --> 00:05:23.740]  但是不是完全一樣
[00:05:23.740 --> 00:05:26.420]  其實當一個人相信耶穌成為他的救主
[00:05:26.420 --> 00:05:28.060]  接受耶穌成為他的救主
[00:05:28.060 --> 00:05:30.060]  承認自己是罪人
[00:05:30.060 --> 00:05:31.580]  罪得赦免的時候
[00:05:31.580 --> 00:05:33.940]  在那個身份上
[00:05:33.940 --> 00:05:35.420]  我們用身份
[00:05:35.420 --> 00:05:36.540]  在神學上
[00:05:36.540 --> 00:05:38.820]  它有一個名稱叫「Position」
[00:05:38.820 --> 00:05:40.180]  在位置上
[00:05:40.180 --> 00:05:41.420]  或者地位上
[00:05:41.420 --> 00:05:43.700]  地位、身份、位置
[00:05:43.700 --> 00:05:45.940]  它是已經得救
[00:05:45.940 --> 00:05:49.660]  但是在它真真正正來說
[00:05:49.660 --> 00:05:52.740]  它還有很多東西是還沒有完全得救
[00:05:52.740 --> 00:05:53.620]  我用「得救」
[00:05:53.620 --> 00:05:54.780]  但是還沒有完全得救
[00:05:54.780 --> 00:05:58.940]  正如我們這個身體是需要得救
[00:05:58.940 --> 00:06:00.220]  它需要「得贖」
[00:06:00.220 --> 00:06:03.420]  聖經裡面用一個「得贖」這個字眼
[00:06:03.420 --> 00:06:05.060]  我們默默地等
[00:06:05.060 --> 00:06:08.380]  嘆息勞苦等候「得贖」的日子
[00:06:08.380 --> 00:06:09.700]  那個還沒有來到
[00:06:09.700 --> 00:06:13.620]  我們現在的身體仍然有很多的敗壞
[00:06:13.620 --> 00:06:15.620]  還有罪的性在裡面
[00:06:15.620 --> 00:06:18.220]  Sinful nature(罪惡的自然)在我們裡面
[00:06:18.220 --> 00:06:20.460]  所以你叫一個人信了主之後
[00:06:20.460 --> 00:06:26.740]  立即好像變得完全對罪沒興趣
