
[00:00:00.000 --> 00:00:06.080]  今天我們有一個熱心成全的二十三講
[00:00:06.080 --> 00:00:07.720]  我們開始上個祈禱吧
[00:00:07.720 --> 00:00:11.520]  慈悲天父 最好多謝你給了我們今天有這個時間
[00:00:11.520 --> 00:00:14.480]  求你在我們當中
[00:00:14.480 --> 00:00:15.680]  幫助我們
[00:00:15.680 --> 00:00:17.120]  看看我們
[00:00:17.120 --> 00:00:19.680]  反省我們熱心成全
[00:00:19.680 --> 00:00:21.920]  什麼工作 什麼事情
[00:00:21.920 --> 00:00:23.120]  要親自帶領
[00:00:23.120 --> 00:00:24.880]  藉著今天的經文
[00:00:24.880 --> 00:00:26.400]  你向我們說話
[00:00:26.400 --> 00:00:29.880]  求你祝福 祈禱 教託 奉主命靠
[00:00:29.880 --> 00:00:30.760]  好了
[00:00:30.760 --> 00:00:35.520]  前陣子 上一個網上主義學的時候
[00:00:35.520 --> 00:00:39.880]  給我一個靈感
[00:00:39.880 --> 00:00:44.360]  他介紹一個叫做「玉米田」
[00:00:44.360 --> 00:00:46.440]  「玉米田」大家都知道在加拿大很大
[00:00:46.440 --> 00:00:47.400]  大家都見過
[00:00:47.400 --> 00:00:50.520]  原來「玉米田」有一個遊戲
[00:00:50.520 --> 00:00:53.720]  他們叫做「玉米田迷宮」
[00:00:53.720 --> 00:00:55.880]  每一棵玉米
[00:00:55.880 --> 00:00:58.680]  其實高於一個人的高
[00:00:58.680 --> 00:00:59.840]  高於一個人的高
[00:00:59.840 --> 00:01:01.560]  這個迷宮是怎樣呢
[00:01:01.560 --> 00:01:07.720]  就是讓田主在裏面做了一些
[00:01:07.720 --> 00:01:11.040]  按照圖案進去
[00:01:11.040 --> 00:01:12.840]  修葛了某一些道路
[00:01:12.840 --> 00:01:15.760]  然後就在當中讓人進去玩
[00:01:15.760 --> 00:01:20.520]  不知道當中有沒有人去過「玉米田」玩
[00:01:20.520 --> 00:01:21.840]  有啊 有人進去玩
[00:01:21.840 --> 00:01:23.040]  挺好玩的
[00:01:23.040 --> 00:01:25.760]  有時候迷路也挺好玩的
[00:01:25.760 --> 00:01:29.480]  因為坡坡都那麼高的時候
[00:01:29.480 --> 00:01:33.640]  玉米迷宮
[00:01:33.640 --> 00:01:35.600]  就快又開始了
[00:01:35.600 --> 00:01:39.480]  看看大家在加拿大會不會有這個
[00:01:39.480 --> 00:01:47.720]  有機會進去「玉米田」玩
[00:01:47.720 --> 00:01:48.400]  OK
[00:01:48.400 --> 00:01:50.760]  原來它有一個入口
[00:01:50.760 --> 00:01:51.840]  一個出口
[00:01:51.840 --> 00:01:54.000]  不是很多出口
[00:01:54.000 --> 00:01:55.960]  或者是商業的多一些出口
[00:01:55.960 --> 00:01:57.800]  應該迷宮是一個進去一個出口
[00:01:57.800 --> 00:02:00.120]  有些人進去就在找一條路
[00:02:00.120 --> 00:02:01.080]  它又不是直路
[00:02:01.080 --> 00:02:02.360]  好像要轉彎
[00:02:02.360 --> 00:02:04.880]  左走右游
[00:02:04.880 --> 00:02:07.560]  我們當初在想
[00:02:07.560 --> 00:02:10.880]  其實也有很多人喜歡玩的
[00:02:10.880 --> 00:02:16.280]  因為有好像探險那樣
[00:02:16.280 --> 00:02:18.160]  在玉米田的地方
[00:02:18.160 --> 00:02:21.080]  有時候你會覺得迷路了
[00:02:21.080 --> 00:02:25.880]  原來有些「玉米田」的田主
[00:02:25.880 --> 00:02:27.920]  也做了一條橋
[00:02:27.920 --> 00:02:28.920]  有點高
[00:02:28.920 --> 00:02:30.400]  讓你可以爬上去
[00:02:30.400 --> 00:02:30.920]  不是爬上去
[00:02:30.920 --> 00:02:31.800]  是走上去
[00:02:31.800 --> 00:02:33.880]  看看自己去了哪裏
[00:02:33.880 --> 00:02:35.040]  又出去了哪裏
[00:02:35.040 --> 00:02:36.800]  朝著方向又去
[00:02:36.800 --> 00:02:41.680]  有些就弄了一個很高的塔
[00:02:41.680 --> 00:02:44.560]  或者你放一個朋友在那裏
[00:02:44.560 --> 00:02:46.080]  然後用電話通知
[00:02:46.080 --> 00:02:48.480]  看到你的時候
[00:02:48.480 --> 00:02:50.720]  要向左向右
[00:02:50.720 --> 00:02:53.000]  其實我們人生
[00:02:53.000 --> 00:02:55.280]  生活在這個世界
[00:02:55.280 --> 00:02:57.480]  就好像生活在一個玉米田那裏
[00:02:57.480 --> 00:03:00.320]  有時候我們在玉米田那裏轉轉彎彎
[00:03:00.320 --> 00:03:02.720]  覺得不覺得
[00:03:02.720 --> 00:03:04.520]  在這裏當中轉轉彎彎
[00:03:04.520 --> 00:03:07.080]  就好像人生的迷宮那樣
[00:03:07.080 --> 00:03:09.720]  我們進去之後又想出來
[00:03:09.720 --> 00:03:13.000]  有時候好玩的
[00:03:13.000 --> 00:03:15.960]  有時候又很害怕的
[00:03:15.960 --> 00:03:17.280]  有時候找到一個出口
[00:03:17.280 --> 00:03:20.880]  原來是另一個的迷
[00:03:20.880 --> 00:03:22.520]  又不是真正的出口
[00:03:22.520 --> 00:03:24.680]  是一個小區的出口
[00:03:24.680 --> 00:03:27.600]  又會有另一個區的入口
[00:03:27.600 --> 00:03:32.360]  我比較我今年六十歲
[00:03:32.360 --> 00:03:34.360]  我比較的時候
[00:03:34.360 --> 00:03:40.040]  其實我轉換了三至四個玉米田
[00:03:40.040 --> 00:03:41.600]  其實人生迷宮
[00:03:41.600 --> 00:03:42.840]  開始那二十年
[00:03:42.840 --> 00:03:44.480]  在香港長大
[00:03:44.480 --> 00:03:47.560]  想著怎樣出來工作
[00:03:47.560 --> 00:03:49.400]  其實天父
[00:03:49.400 --> 00:03:51.120]  那時候我還未信耶穌
[00:03:51.120 --> 00:03:53.840]  天父安排我離開了香港
[00:03:53.840 --> 00:03:54.800]  轉入加拿大
[00:03:54.800 --> 00:03:57.760]  建立一個新的新令
[00:03:57.760 --> 00:03:58.840]  不是叫新令
[00:03:58.840 --> 00:04:00.160]  是新的生活
[00:04:00.160 --> 00:04:01.360]  讀大學
[00:04:01.360 --> 00:04:03.560]  讀大學的時候是水耶穌
[00:04:03.560 --> 00:04:07.720]  又來了一個新的開始
[00:04:07.720 --> 00:04:08.880]  新的開始的時候
[00:04:08.880 --> 00:04:10.320]  神就很有趣
[00:04:10.320 --> 00:04:11.960]  叫我
[00:04:11.960 --> 00:04:13.880]  你想想將來是怎樣
[00:04:13.880 --> 00:04:17.200]  然後又回到香港讀神學
[00:04:17.200 --> 00:04:19.160]  一段時間又去柬埔寨
[00:04:19.160 --> 00:04:20.760]  又跳回香港一個
[00:04:20.760 --> 00:04:23.080]  以為自己很熟悉的玉米田
[00:04:23.080 --> 00:04:23.800]  人生迷宮
[00:04:23.800 --> 00:04:25.040]  但又不是
[00:04:25.040 --> 00:04:27.520]  因為已經離開了十年
[00:04:27.520 --> 00:04:29.200]  接著又進入了柬埔寨
[00:04:29.200 --> 00:04:31.120]  另一個新的不同的地方
[00:04:31.120 --> 00:04:32.560]  又選學習
[00:04:32.560 --> 00:04:33.440]  回到加拿大
[00:04:33.440 --> 00:04:34.520]  離開了加拿大
[00:04:34.520 --> 00:04:37.880]  以前在加拿大的多倫多大學畢業
[00:04:37.880 --> 00:04:39.360]  三十年之後又回到
[00:04:39.360 --> 00:04:41.200]  又是完全不同的
[00:04:41.200 --> 00:04:42.520]  我經常都跟人說
[00:04:42.520 --> 00:04:43.800]  以前我下班
[00:04:43.800 --> 00:04:45.960]  在加拿大畢業後下班的時候
[00:04:45.960 --> 00:04:47.640]  走 Highway 7
[00:04:47.640 --> 00:04:48.800]  是整個農場
[00:04:48.800 --> 00:04:49.480]  Highway 7
[00:04:49.480 --> 00:04:52.360]  現在 Highway 7 是甚麼來的
[00:04:52.360 --> 00:04:56.120]  很忙碌的一個繁忙區
[00:04:56.120 --> 00:04:57.680]  差不多單時間
[00:04:57.680 --> 00:05:01.240]  所以是很不同的一個環境
[00:05:01.240 --> 00:05:04.040]  好像人生迷宮
[00:05:04.040 --> 00:05:05.520]  最近五月的時候
[00:05:05.520 --> 00:05:08.920]  感謝天父恩全的教會
[00:05:08.920 --> 00:05:12.640]  執事會和傳授同工有一個退休會
[00:05:12.640 --> 00:05:16.160]  他又用了一個迷宮表達出來
[00:05:16.160 --> 00:05:18.160]  接著那個時候
[00:05:18.160 --> 00:05:20.920]  一個叫做退休會
[00:05:20.920 --> 00:05:23.720]  去學習一些屬靈、操練的東西
[00:05:23.720 --> 00:05:25.720]  隔壁的公仔
[00:05:25.720 --> 00:05:28.800]  就在操練裏面一個手工藝
[00:05:28.800 --> 00:05:29.520]  模仿自己
[00:05:29.520 --> 00:05:30.600]  那個是我
[00:05:30.600 --> 00:05:32.800]  是不是很有趣
[00:05:32.800 --> 00:05:34.440]  很醜的樣子
[00:05:34.440 --> 00:05:36.440]  那個人發訊息說很漂亮
[00:05:36.440 --> 00:05:40.000]  怎麼搞的? 我都非常醜
[00:05:40.000 --> 00:05:43.440]  因為我現在正在經歷另一個迷宮的時間
[00:05:43.440 --> 00:05:45.200]  另一個迷宮的時間
[00:05:45.200 --> 00:05:46.600]  稍後再說下去
[00:05:46.600 --> 00:05:50.400]  原來這個迷宮的時候
[00:05:50.400 --> 00:05:52.560]  不是一個簡單的迷宮
[00:05:52.560 --> 00:05:55.560]  是 Pastor Daniel 介紹的
[00:05:55.560 --> 00:05:58.560]  是一個名振圖
[00:05:58.560 --> 00:05:59.960]  跟其他迷宮不同
[00:05:59.960 --> 00:06:03.280]  這個名振圖是一個入口
[00:06:03.280 --> 00:06:04.120]  一個出口
[00:06:04.120 --> 00:06:08.680]  但是它是要經過圓圈的中間點
[00:06:08.680 --> 00:06:10.960]  而這個中間點是代表基督徒
[00:06:10.960 --> 00:06:12.480]  以基督為中心
