
[00:00:00.000 --> 00:00:05.000]  大興展會平安,很開心在初一一起去到崇拜
[00:00:05.000 --> 00:00:11.000]  再恭喜大家新年快樂,身體健康,動如鐵兔,兔氣揚眉
[00:00:11.000 --> 00:00:16.000]  大家發現今年都會用很多和兔字有關的賀年說話
[00:00:16.000 --> 00:00:18.000]  為什麼?因為是兔年嘛
[00:00:18.000 --> 00:00:23.000]  我從小到大都教導的,我們不是屬兔,不是屬什麼的,而是屬神的
[00:00:23.000 --> 00:00:27.000]  但是這個兔年對我都有特別的意義,知不知道為什麼
[00:00:27.000 --> 00:00:29.000]  因為我是兔年出生的
[00:00:29.000 --> 00:00:32.000]  就是說什麼?又過了十二年了
[00:00:32.000 --> 00:00:35.000]  不知不覺又十二年,又一個循環
[00:00:35.000 --> 00:00:37.000]  不知道這十二年,對我的提醒就是
[00:00:37.000 --> 00:00:41.000]  我的十二年有沒有進步呢?有沒有改變呢?
[00:00:41.000 --> 00:00:44.000]  神的恩典有沒有在我生命裏面流露呢?
[00:00:44.000 --> 00:00:46.000]  我講個秘密給大家聽
[00:00:46.000 --> 00:00:51.000]  我們辦公室裏面有三個是兔年出生的,非正式統計
[00:00:51.000 --> 00:00:53.000]  是不是啊?Alex,哎呀,講錯了
[00:00:53.000 --> 00:01:00.000]  我和Alex,應該是,還有一個,大家都知道,不用猜的,都是十二歲
[00:01:00.000 --> 00:01:06.000]  你不會猜我四十八歲吧?Alex怎樣都不像四十八歲
[00:01:06.000 --> 00:01:11.000]  我們都二十四歲了,你當我們
[00:01:11.000 --> 00:01:13.000]  兔年,很開心的日子
[00:01:13.000 --> 00:01:17.000]  所以開始前有個小熱身問一個和兔仔有關的問題
[00:01:17.000 --> 00:01:19.000]  我們來看看
[00:01:19.000 --> 00:01:23.000]  你知不知道兔仔的耳朵很長的嘛
[00:01:23.000 --> 00:01:25.000]  他的耳朵有什麼用處呢?
[00:01:25.000 --> 00:01:29.000]  這幅照片是小炎家裏的兔仔來的,如果你認識他
[00:01:29.000 --> 00:01:33.000]  小炎都是兔年出生的,和我一樣,都是十二歲而已
[00:01:33.000 --> 00:01:36.000]  好,我們問一下,兔仔的耳袋有什麼用處?
[00:01:36.000 --> 00:01:41.000]  A,方便攜帶,就好像手抽袋那樣,一拆就拆起了
[00:01:41.000 --> 00:01:43.000]  B,調節溫度
[00:01:43.000 --> 00:01:45.000]  C,保持平衡
[00:01:45.000 --> 00:01:47.000]  D,超凡的聽力
[00:01:47.000 --> 00:01:50.000]  好,你可以表一表態,你用1,2,3,4吧,比較容易
[00:01:50.000 --> 00:01:54.000]  你覺得哪一個是長耳朵,即是很長的耳朵
[00:01:54.000 --> 00:01:56.000]  有什麼特別的用處呢?
[00:01:56.000 --> 00:01:58.000]  好,滿滿,你猜多少?
[00:01:58.000 --> 00:02:01.000]  厲害啊!小S,你猜2
[00:02:01.000 --> 00:02:05.000]  厲害啊!好,大家表態吧,1,2,3,4,你猜
[00:02:05.000 --> 00:02:07.000]  5,讓我看看
[00:02:07.000 --> 00:02:09.000]  好活潑啊!
[00:02:09.000 --> 00:02:12.000]  沒有獎問答的,但是我開鼓了
[00:02:12.000 --> 00:02:17.000]  答案就是A之外的三個原因都對的
[00:02:17.000 --> 00:02:19.000]  所以應該沒有人猜A了吧
[00:02:19.000 --> 00:02:21.000]  這樣你也猜A
[00:02:21.000 --> 00:02:24.000]  都是的,好像很方便
[00:02:24.000 --> 00:02:30.000]  好,所以如果你答對,完了可以去找牧師拿個祝福
[00:02:30.000 --> 00:02:32.000]  我也不知道可以給你什麼
[00:02:32.000 --> 00:02:34.000]  我們很樂意祝福你們
[00:02:34.000 --> 00:02:36.000]  好,為什麼不是A呢?因為他們說的
[00:02:36.000 --> 00:02:39.000]  如果你這樣抽兔仔耳,是會很傷害
[00:02:39.000 --> 00:02:42.000]  為什麼呢?因為B,三個都對的
[00:02:42.000 --> 00:02:46.000]  調節溫度就是耳朵裡面有大量的血管
[00:02:46.000 --> 00:02:49.000]  當他們熱的時候就會膨脹去散熱
[00:02:49.000 --> 00:02:51.000]  冷的時候就收縮血管
[00:02:51.000 --> 00:02:53.000]  這樣就去減少熱量流失
[00:02:53.000 --> 00:02:55.000]  這個是長耳朵的特性
[00:02:55.000 --> 00:02:57.000]  同時又是用來保持平衡
[00:02:57.000 --> 00:03:00.000]  兔仔是食物鏈的底層
[00:03:00.000 --> 00:03:02.000]  就是跟我一樣,都是很柔弱的
[00:03:02.000 --> 00:03:04.000]  就是野生那些
[00:03:04.000 --> 00:03:06.000]  就是長期都被牠捕獵的
[00:03:06.000 --> 00:03:08.000]  所以牠們要跑得很快
[00:03:08.000 --> 00:03:10.000]  牠的長耳朵就幫助牠平衡
[00:03:10.000 --> 00:03:12.000]  好像走平衡木一樣
[00:03:12.000 --> 00:03:14.000]  伸出一隻手去平衡
[00:03:14.000 --> 00:03:17.000]  同時,也都是有超凡的聽力
[00:03:17.000 --> 00:03:19.000]  因為剛才說了,牠是食物鏈的底層
[00:03:19.000 --> 00:03:22.000]  牠長期都要很留心聽
[00:03:22.000 --> 00:03:24.000]  這個野外的環境
[00:03:24.000 --> 00:03:26.000]  有沒有一些捕獵者躲在旁邊
[00:03:26.000 --> 00:03:28.000]  牠要聽清楚
[00:03:28.000 --> 00:03:30.000]  有沒有人,就是有沒有人
[00:03:30.000 --> 00:03:31.000]  有沒有動物去捕獵
[00:03:31.000 --> 00:03:34.000]  原來牠的聽力是人類的三至四倍
[00:03:34.000 --> 00:03:36.000]  大概的意思就是
[00:03:36.000 --> 00:03:39.000]  你可能睡醒,你聽到旁邊裝修很吵
[00:03:39.000 --> 00:03:44.000]  牠三至四倍就聽到旁邊三棟大廈的裝修都令牠很吵
[00:03:44.000 --> 00:03:46.000]  一個很強的聽力
[00:03:46.000 --> 00:03:50.000]  兔仔牠只能夠聽錯一次
[00:03:50.000 --> 00:03:51.000]  什麼意思?
[00:03:51.000 --> 00:03:54.000]  就是只要牠有一次聽不到有捕獵者捕牠
[00:03:54.000 --> 00:03:56.000]  牠就失去性命了
[00:03:56.000 --> 00:03:58.000]  所以牠們這個物種進化
[00:03:58.000 --> 00:04:02.000]  就是牠一代一代,令牠們的聽力越來越強
[00:04:02.000 --> 00:04:04.000]  今天講題是
[00:04:04.000 --> 00:04:07.000]  聽從神是蒙福之源
[00:04:07.000 --> 00:04:09.000]  一個能聽見的耳朵
[00:04:09.000 --> 00:04:11.000]  不單止好像兔仔那樣
[00:04:11.000 --> 00:04:14.000]  可能去避免危難
[00:04:14.000 --> 00:04:15.000]  撿回一條命
[00:04:15.000 --> 00:04:17.000]  同時一個能聽的耳朵
[00:04:17.000 --> 00:04:20.000]  還會得到神的賜福
[00:04:20.000 --> 00:04:22.000]  所以我們開之前一起有個祈禱
[00:04:22.000 --> 00:04:27.000]  謝謝你讓我們可以一起聽神的話語
[00:04:27.000 --> 00:04:29.000]  單單聽神的話語
[00:04:29.000 --> 00:04:30.000]  所以你開我們耳朵
[00:04:30.000 --> 00:04:34.000]  開我們那些塞住我們耳朵的東西去拿走
[00:04:34.000 --> 00:04:36.000]  讓我們聽見神
[00:04:36.000 --> 00:04:38.000]  不是聽我,而是聽見神
[00:04:38.000 --> 00:04:40.000]  聖靈你親自對我們提醒
[00:04:40.000 --> 00:04:42.000]  奉主耶穌基督明求
[00:04:42.000 --> 00:04:43.000]  好,我們開始了
[00:04:43.000 --> 00:04:45.000]  我們今天講生命記
[00:04:45.000 --> 00:04:47.000]  生命記先講一些背景
[00:04:47.000 --> 00:04:49.000]  這個字的意思就是
[00:04:49.000 --> 00:04:51.000]  第二律法或者再一次
[00:04:51.000 --> 00:04:53.000]  由頭講一次的意思
[00:04:53.000 --> 00:04:56.000]  生命記是摩西最後的講論
[00:04:56.000 --> 00:04:59.000]  以色列人在曠野四十年之後
[00:04:59.000 --> 00:05:03.000]  摩西對新的一代將要進入迦南地
[00:05:03.000 --> 00:05:04.000]  剛才經文都有讀
[00:05:04.000 --> 00:05:08.000]  將要進入迦南地那個流淚與脈的地方
[00:05:08.000 --> 00:05:10.000]  去對他們最後的叮囑
[00:05:10.000 --> 00:05:13.000]  他們準備要進入一個新環境
[00:05:13.000 --> 00:05:16.000]  摩西有很多話跟他們講
[00:05:16.000 --> 00:05:20.000]  有人說摩西就好像父母去嫁女兒
[00:05:20.000 --> 00:05:22.000]  就是他女兒出嫁之前
[00:05:22.000 --> 00:05:24.000]  對他們最重要的叮囑
[00:05:24.000 --> 00:05:25.000]  你一定要這樣這樣
[00:05:25.000 --> 00:05:26.000]  你一定要這樣
[00:05:26.000 --> 00:05:28.000]  如果不是你就這樣這樣
[00:05:28.000 --> 00:05:29.000]  不知道你認不認同
[00:05:29.000 --> 00:05:30.000]  我就未必認同到
[00:05:30.000 --> 00:05:32.000]  因為我未有子女
[00:05:32.000 --> 00:05:33.000]  但是一會兒聽的時候
[00:05:33.000 --> 00:05:34.000]  你去留意一下
[00:05:34.000 --> 00:05:37.000]  摩西是否有這個父母的心腸
[00:05:37.000 --> 00:05:38.000]  所以簡單來說
[00:05:38.000 --> 00:05:41.000]  生命記就是摩西再一次
[00:05:41.000 --> 00:05:43.000]  對新一代的以色列人的教導
[00:05:43.000 --> 00:05:45.000]  因為那些他們不是在埃及
[00:05:45.000 --> 00:05:47.000]  四十年前他們未出世
[00:05:47.000 --> 00:05:48.000]  未在埃及
[00:05:48.000 --> 00:05:51.000]  未經歷過神那個神職的帶領
[00:05:51.000 --> 00:05:55.000]  摩西就再一次叮囑這個新的一代
[00:05:55.000 --> 00:05:58.000]  跟他們說聽從神很重要
[00:05:58.000 --> 00:06:00.000]  守神的律法很重要
[00:06:00.000 --> 00:06:01.000]  所以我們繼續錄
[00:06:01.000 --> 00:06:03.000]  今天看第十一章
[00:06:03.000 --> 00:06:06.000]  而在生命記第十二章開始打後
[00:06:06.000 --> 00:06:09.000]  就是對律法的解釋
[00:06:09.000 --> 00:06:10.000]  未看清楚
[00:06:10.000 --> 00:06:13.000]  十二章打後就是對律法的解釋
[00:06:13.000 --> 00:06:16.000]  列出要遵守律法的內容
[00:06:16.000 --> 00:06:17.000]  就是一些很具體的
[00:06:17.000 --> 00:06:19.000]  就譬如過節你要怎樣做
[00:06:19.000 --> 00:06:21.000]  律例要怎樣守
[00:06:21.000 --> 00:06:23.000]  你做錯事要怎樣怎樣
[00:06:23.000 --> 00:06:26.000]  二章開始是一些很具體要做的事
[00:06:26.000 --> 00:06:28.000]  而第十一章
[00:06:28.000 --> 00:06:29.000]  很多人都覺得
[00:06:29.000 --> 00:06:31.000]  就是摩西最語重心長
[00:06:31.000 --> 00:06:34.000]  最後的說話跟他們說
[00:06:34.000 --> 00:06:36.000]  為什麼要聽從神呢
[00:06:36.000 --> 00:06:39.000]  為什麼我要你們守這麼多律例呢
[00:06:39.000 --> 00:06:40.000]  是有個原因的
[00:06:40.000 --> 00:06:42.000]  十一章就是摩西
[00:06:42.000 --> 00:06:45.000]  對他們最語重心長的說話
[00:06:45.000 --> 00:06:46.000]  好 所以我們來了
[00:06:46.000 --> 00:06:49.000]  就看第十一章
[00:06:49.000 --> 00:06:52.000]  摩西在第十一章首先講歷史
[00:06:52.000 --> 00:06:54.000]  他回顧歷史
[00:06:54.000 --> 00:06:55.000]  搔頭
[00:06:55.000 --> 00:06:56.000]  明明就是說
[00:06:56.000 --> 00:06:58.000]  我們即將要進入加南地
[00:06:58.000 --> 00:06:59.000]  你說說將來更好
[00:06:59.000 --> 00:07:02.000]  你說說我們要做什麼更好
[00:07:02.000 --> 00:07:04.000]  他說回四十年前的事
[00:07:04.000 --> 00:07:08.000]  摩西跟那些親身經歷過神蹟的人
[00:07:08.000 --> 00:07:10.000]  他們一起對下一代
[00:07:10.000 --> 00:07:12.000]  說回兩件歷史事件
[00:07:12.000 --> 00:07:14.000]  在第十一章裡面
[00:07:14.000 --> 00:07:17.000]  提起兩件很重要的歷史
[00:07:17.000 --> 00:07:19.000]  一起經歷過的
[00:07:19.000 --> 00:07:21.000]  有沒有人不記得呢
[00:07:21.000 --> 00:07:23.000]  摩西就好像去表達
[00:07:23.000 --> 00:07:24.000]  我們就是一個見證人
[00:07:24.000 --> 00:07:27.000]  我們就是見證四十年前
[00:07:27.000 --> 00:07:29.000]  神怎樣帶領我們這樣
[00:07:29.000 --> 00:07:31.000]  而見證人有個責任的
[00:07:31.000 --> 00:07:33.000]  就是要將歷史中
[00:07:33.000 --> 00:07:35.000]  神怎樣拯救他們呢
[00:07:35.000 --> 00:07:36.000]  向新的一代人去講
[00:07:36.000 --> 00:07:38.000]  因為他們未經歷過
[00:07:38.000 --> 00:07:40.000]  他們沒有親眼看到實在
[00:07:40.000 --> 00:07:42.000]  他們沒有親眼在埃及裡面
[00:07:42.000 --> 00:07:44.000]  所以見證人的責任
[00:07:44.000 --> 00:07:47.000]  就是要將歷史告訴新一代
[00:07:47.000 --> 00:07:50.000]  神怎樣一直拯救我們
[00:07:50.000 --> 00:07:51.000]  四十年前
[00:07:51.000 --> 00:07:53.000]  他們離開埃及的事跡
[00:07:53.000 --> 00:07:54.000]  十災過紅海
[00:07:54.000 --> 00:07:56.000]  在曠野的供應
[00:07:56.000 --> 00:07:57.000]  在第三節五節
[00:07:57.000 --> 00:07:58.000]  即是十一章三節五節
[00:07:58.000 --> 00:08:01.000]  他們講到埃及外敵的
[00:08:01.000 --> 00:08:02.000]  對抗的歷史
[00:08:02.000 --> 00:08:04.000]  而第六節講到他們的內憂
[00:08:04.000 --> 00:08:06.000]  面對內亂的歷史
[00:08:06.000 --> 00:08:09.000]  詳細你可以看文數記十六章
[00:08:09.000 --> 00:08:11.000]  摩西很簡單地講回
[00:08:11.000 --> 00:08:13.000]  這兩件很重要
[00:08:13.000 --> 00:08:15.000]  對他們群族很重要的歷史
[00:08:15.000 --> 00:08:17.000]  而是帶出第七節
[00:08:17.000 --> 00:08:19.000]  十一章七節他這樣講
[00:08:19.000 --> 00:08:22.000]  唯有你們親眼看見
[00:08:22.000 --> 00:08:24.000]  耶和華所做的一切大事
[00:08:24.000 --> 00:08:28.000]  要他們透過他們的述說歷史
[00:08:28.000 --> 00:08:30.000]  見到神所做的大事
[00:08:30.000 --> 00:08:34.000]  開頭講摩西是對新一代的祝福
[00:08:34.000 --> 00:08:36.000]  新一代沒有親身經歷
[00:08:36.000 --> 00:08:37.000]  沒有親眼看見
[00:08:37.000 --> 00:08:40.000]  唯有上一代要跟他們講
[00:08:40.000 --> 00:08:42.000]  有學者這樣講
[00:08:42.000 --> 00:08:44.000]  回顧歷史的目的是
[00:08:44.000 --> 00:08:47.000]  要讓神的子民在歷史裡面認識
[00:08:47.000 --> 00:08:50.000]  聽見神的作為能力
[00:08:50.000 --> 00:08:53.000]  沒有任何的政權或者靈界力量
[00:08:53.000 --> 00:08:54.000]  可以勝過神
[00:08:54.000 --> 00:08:56.000]  包括埃及的政權
[00:08:56.000 --> 00:08:58.000]  包括他們抗野所經歷的掙扎
[00:08:58.000 --> 00:09:00.000]  沒有東西可以勝過神
[00:09:00.000 --> 00:09:03.000]  還要在歷史裡面吸取教訓
[00:09:03.000 --> 00:09:06.000]  講歷史我又想分享
[00:09:06.000 --> 00:09:07.000]  我們上星期下一頁
[00:09:07.000 --> 00:09:10.000]  我們青樹園木區去探訪長者
[00:09:10.000 --> 00:09:11.000]  福祥
[00:09:11.000 --> 00:09:13.000]  我們去探訪
[00:09:13.000 --> 00:09:15.000]  我們特地在新年之前
[00:09:15.000 --> 00:09:17.000]  就是上星期年廿幾去探訪
[00:09:17.000 --> 00:09:19.000]  我們的目的很清楚
[00:09:19.000 --> 00:09:21.000]  就是想去大掃除
[00:09:21.000 --> 00:09:23.000]  幫他們去清潔一些
[00:09:23.000 --> 00:09:25.000]  可能很難抹的抽油煙機
[00:09:25.000 --> 00:09:27.000]  很多要去抹的地方
[00:09:27.000 --> 00:09:29.000]  我們原本的想法是這樣
[00:09:29.000 --> 00:09:31.000]  但是事緣懸崴
[00:09:31.000 --> 00:09:33.000]  長者很疼愛我們
[00:09:33.000 --> 00:09:34.000]  他說不用來清潔
[00:09:34.000 --> 00:09:35.000]  不用來清潔
[00:09:35.000 --> 00:09:37.000]  你們都不懂得清潔
[00:09:37.000 --> 00:09:39.000]  你來坐下來聊聊天
[00:09:39.000 --> 00:09:41.000]  結果我們又轉變了
[00:09:41.000 --> 00:09:42.000]  多謝Esta傳導的配合
[00:09:42.000 --> 00:09:44.000]  和長青木區的配合
[00:09:44.000 --> 00:09:46.000]  結果我們去了八個家庭
[00:09:46.000 --> 00:09:47.000]  去只聊天
[00:09:47.000 --> 00:09:48.000]  只探訪
[00:09:48.000 --> 00:09:50.000]  我們去關心
[00:09:50.000 --> 00:09:54.000]  去探望我們一家裡面的長者
[00:09:54.000 --> 00:09:56.000]  那些年輕人很開心
[00:09:56.000 --> 00:09:57.000]  他們一來知道不用清潔
[00:09:57.000 --> 00:09:58.000]  很開心
[00:09:58.000 --> 00:09:59.000]  二來就是和那些長者
[00:09:59.000 --> 00:10:00.000]  他們很多東西吃
[00:10:00.000 --> 00:10:03.000]  上去吃東西是很尷尬
[00:10:03.000 --> 00:10:05.000]  明明我們是來清潔的
[00:10:05.000 --> 00:10:07.000]  結果他們吃了他們的東西
[00:10:07.000 --> 00:10:10.000]  而那些長者有一個共通點
[00:10:10.000 --> 00:10:11.000]  或者我們都會
[00:10:11.000 --> 00:10:12.000]  很喜歡講歷史
[00:10:12.000 --> 00:10:14.000]  剛才講到講歷史
[00:10:14.000 --> 00:10:15.000]  其中我們探訪一個
[00:10:15.000 --> 00:10:17.000]  他分享到
[00:10:17.000 --> 00:10:19.000]  他以前的身體健壯的時候
[00:10:19.000 --> 00:10:20.000]  就是疫情之前
[00:10:20.000 --> 00:10:21.000]  或者腳痛之前
[00:10:21.000 --> 00:10:24.000]  他每個禮拜都回長青崇拜
[00:10:24.000 --> 00:10:26.000]  無論是每個崇拜
[00:10:26.000 --> 00:10:28.000]  或者大食會
[00:10:28.000 --> 00:10:29.000]  或者大旅行
[00:10:29.000 --> 00:10:30.000]  他每次都去的
[00:10:30.000 --> 00:10:32.000]  他重複講了幾次
[00:10:32.000 --> 00:10:34.000]  他以前怎樣
[00:10:34.000 --> 00:10:36.000]  每星期回家會
[00:10:36.000 --> 00:10:39.000]  我們聽到感受到
[00:10:39.000 --> 00:10:41.000]  他表達什麼呢
[00:10:41.000 --> 00:10:44.000]  就是他對信仰的一個堅持
[00:10:44.000 --> 00:10:45.000]  在歷史裏面
[00:10:45.000 --> 00:10:47.000]  當我們提到歷史的時候
[00:10:47.000 --> 00:10:48.000]  其實是講一些
[00:10:48.000 --> 00:10:49.000]  對我們很深刻
[00:10:49.000 --> 00:10:50.000]  很重要
[00:10:50.000 --> 00:10:53.000]  很需要去給下一代明白的東西
[00:10:53.000 --> 00:10:54.000]  所以在這些長者裏面
[00:10:54.000 --> 00:10:56.000]  我們聽到
[00:10:56.000 --> 00:10:59.000]  聽到他們很重視教會的生活
[00:10:59.000 --> 00:11:01.000]  他們很重視信仰
[00:11:01.000 --> 00:11:02.000]  重視神
[00:11:02.000 --> 00:11:04.000]  透過他們講歷史
[00:11:04.000 --> 00:11:07.000]  給我們這班小朋友聽到
[00:11:07.000 --> 00:11:10.000]  我們要好像他們那樣
[00:11:10.000 --> 00:11:12.000]  同樣我們又回到摩西
[00:11:12.000 --> 00:11:13.000]  摩西講歷史
[00:11:13.000 --> 00:11:15.000]  講第一至七節
[00:11:15.000 --> 00:11:16.000]  之後第八節
[00:11:16.000 --> 00:11:17.000]  就是我們剛才
[00:11:17.000 --> 00:11:19.000]  Ester帶我們讀的經文
[00:11:19.000 --> 00:11:20.000]  講完歷史之後
[00:11:20.000 --> 00:11:22.000]  就講將來
[00:11:22.000 --> 00:11:24.000]  講要做些什麼
[00:11:24.000 --> 00:11:26.000]  我們去看第八至九節
[00:11:26.000 --> 00:11:28.000]  大家聽我再讀一次
[00:11:28.000 --> 00:11:29.000]  一二三
[00:11:29.000 --> 00:11:30.000]  所以你們要守
[00:11:30.000 --> 00:11:32.000]  我今日所吩咐的一切誡命
[00:11:32.000 --> 00:11:34.000]  使你們膽壯
[00:11:34.000 --> 00:11:35.000]  能以進去
[00:11:35.000 --> 00:11:37.000]  得你們所要得的那地
[00:11:37.000 --> 00:11:38.000]  並使你們的日子
[00:11:38.000 --> 00:11:41.000]  再耶和華向你們列祖起誓
[00:11:41.000 --> 00:11:43.000]  應許給他們和他們後裔的地
[00:11:43.000 --> 00:11:45.000]  上得以長久
[00:11:45.000 --> 00:11:47.000]  那是流奶與物之地
[00:11:47.000 --> 00:11:48.000]  地這個字
[00:11:48.000 --> 00:11:49.000]  在這段經文
[00:11:49.000 --> 00:11:52.000]  是一個很重要的字
[00:11:52.000 --> 00:11:55.000]  它在第十一章出現了十六次
[00:11:55.000 --> 00:11:56.000]  土地這個字
[00:11:56.000 --> 00:11:57.000]  出現了十六次
[00:11:57.000 --> 00:11:58.000]  所以很明顯
[00:11:58.000 --> 00:12:01.000]  這一段是圍繞講土地
[00:12:01.000 --> 00:12:03.000]  十六次裏面有十二次是講
[00:12:03.000 --> 00:12:04.000]  應許之地
[00:12:04.000 --> 00:12:05.000]  或者嘉南地
[00:12:05.000 --> 00:12:07.000]  就是那個流奶與物之地
[00:12:07.000 --> 00:12:10.000]  就是神應許阿伯拉罕
[00:12:10.000 --> 00:12:13.000]  立約應許給他後裔那塊地
[00:12:13.000 --> 00:12:15.000]  應許之地這個意思
[00:12:15.000 --> 00:12:16.000]  很簡單直接就是
[00:12:16.000 --> 00:12:20.000]  神應許賜給以色列人的土地
[00:12:20.000 --> 00:12:21.000]  但其實有另一個
[00:12:21.000 --> 00:12:23.000]  可以這樣去理解
[00:12:23.000 --> 00:12:25.000]  就是一塊要成就神
[00:12:25.000 --> 00:12:28.000]  很多應許的土地
[00:12:28.000 --> 00:12:29.000]  這一塊土地
[00:12:29.000 --> 00:12:32.000]  將要成就神很多應許
[00:12:32.000 --> 00:12:35.000]  包括王國要在這個土地建立
[00:12:35.000 --> 00:12:37.000]  獵王要在這個土地興起
[00:12:37.000 --> 00:12:38.000]  神的救恩
[00:12:38.000 --> 00:12:40.000]  救主耶穌基督
[00:12:40.000 --> 00:12:41.000]  在這個土地出世
[00:12:41.000 --> 00:12:43.000]  受死復活
[00:12:43.000 --> 00:12:46.000]  還有聖靈要在這塊土地降臨
[00:12:46.000 --> 00:12:49.000]  初期教會在這塊土地興亡
[00:12:49.000 --> 00:12:52.000]  福音在這塊土地開始廣傳
[00:12:52.000 --> 00:12:54.000]  成就神很多應許的地方
[00:12:54.000 --> 00:12:57.000]  由阿伯拉罕已經定義
[00:12:57.000 --> 00:12:58.000]  要用這個土地
[00:12:58.000 --> 00:13:00.000]  完成神的救恩
[00:13:00.000 --> 00:13:01.000]  所以這個應許之地
[00:13:01.000 --> 00:13:04.000]  除了是神應許給阿伯拉罕
[00:13:04.000 --> 00:13:06.000]  同樣是他的後人
[00:13:06.000 --> 00:13:08.000]  亦都是將要成就
[00:13:08.000 --> 00:13:10.000]  很多應許的地方
[00:13:10.000 --> 00:13:12.000]  進入這個應許之地
[00:13:12.000 --> 00:13:13.000]  就是剛才說的
[00:13:13.000 --> 00:13:14.000]  整個生命記
[00:13:14.000 --> 00:13:15.000]  他們準備要進入了
[00:13:15.000 --> 00:13:18.000]  摩西和他們很重要的祝福
[00:13:18.000 --> 00:13:19.000]  進入應許之地
[00:13:19.000 --> 00:13:22.000]  代表他們要離開埃及地
[00:13:22.000 --> 00:13:24.000]  這個是必然的
[00:13:24.000 --> 00:13:25.000]  是廢話
[00:13:25.000 --> 00:13:27.000]  但是除了肉體上的離開
[00:13:27.000 --> 00:13:30.000]  心靈的依賴都要轉變
[00:13:30.000 --> 00:13:32.000]  這個大家可以留心聽
[00:13:32.000 --> 00:13:34.000]  由埃及地進入迦南地
[00:13:34.000 --> 00:13:36.000]  我們用土地的角度去看
[00:13:36.000 --> 00:13:37.000]  挺有趣的
[00:13:37.000 --> 00:13:39.000]  即是我們這一張圍繞著土地
[00:13:39.000 --> 00:13:40.000]  我們就去看
[00:13:40.000 --> 00:13:43.000]  埃及的土地和迦南的土地
[00:13:43.000 --> 00:13:44.000]  有什麼分別呢
[00:13:44.000 --> 00:13:46.000]  我們首先看看埃及
[00:13:46.000 --> 00:13:47.000]  我們看看下一張照片
[00:13:47.000 --> 00:13:49.000]  埃及的命脈
[00:13:49.000 --> 00:13:50.000]  源自一條河
[00:13:50.000 --> 00:13:52.000]  知不知道叫什麼河
[00:13:52.000 --> 00:13:53.000]  對,聽不到
[00:13:53.000 --> 00:13:55.000]  利諾河,就是利諾河
[00:13:55.000 --> 00:13:58.000]  利諾河貫穿整個埃及的東部
[00:13:58.000 --> 00:13:59.000]  而它的分流
[00:13:59.000 --> 00:14:01.000]  貫穿整個埃及
[00:14:01.000 --> 00:14:02.000]  叫得命脈
[00:14:02.000 --> 00:14:03.000]  即是主宰生死
[00:14:03.000 --> 00:14:04.000]  為什麼呢
[00:14:04.000 --> 00:14:06.000]  因為利諾河有一個特性
[00:14:06.000 --> 00:14:08.000]  就是它會氾濫的
[00:14:08.000 --> 00:14:10.000]  就好像中國的黃河
[00:14:10.000 --> 00:14:12.000]  當時沒有很多水利工程
[00:14:12.000 --> 00:14:15.000]  所以利諾河每年都會氾濫的
[00:14:15.000 --> 00:14:16.000]  而氾濫這張照片
[00:14:16.000 --> 00:14:19.000]  就描述了利諾河氾濫的景象
