
[00:00:00.000 --> 00:00:05.160]  我剛才有一首歌很觸動我
[00:00:05.160 --> 00:00:09.660]  《真光普照》
[00:00:09.660 --> 00:00:14.340]  今天的世界很有問題
[00:00:14.340 --> 00:00:16.620]  需要光
[00:00:16.620 --> 00:00:19.880]  需要榮耀的光
[00:00:19.880 --> 00:00:23.120]  我當年唱是1990年在Urbana
[00:00:23.120 --> 00:00:29.000]  一萬個學生一起唱
[00:00:29.000 --> 00:00:32.500]  每隔幾年,神在那裏,現在超過二萬多人
[00:00:32.500 --> 00:00:35.500]  仍然揀選很多不同國籍
[00:00:35.500 --> 00:00:38.000]  不同種族的人
[00:00:38.000 --> 00:00:40.660]  將他們猜到地極,成為他們的見證
[00:00:40.660 --> 00:00:42.840]  每隔幾年在Urbana都有學生
[00:00:42.840 --> 00:00:45.000]  很多,超過兩萬人
[00:00:45.000 --> 00:00:47.420]  神感動他們,猜到世界各地
[00:00:47.420 --> 00:00:50.120]  不同的國籍,不同的民族,適逢族
[00:00:50.120 --> 00:00:51.580]  我相信今天在香港
[00:00:51.580 --> 00:00:54.420]  神一定會繼續揀選這些年輕人
[00:00:54.420 --> 00:00:58.200]  不同年齡的
[00:00:58.200 --> 00:01:03.420]  都被他猜,成為他的光的見證
[00:01:03.420 --> 00:01:06.800]  我四十幾年都是做青年工作
[00:01:06.800 --> 00:01:09.000]  所以我想請年輕人舉手
[00:01:09.000 --> 00:01:13.880]  你覺得自己年輕就可以了
[00:01:13.880 --> 00:01:19.540]  有些人不太誠實
[00:01:19.540 --> 00:01:22.960]  我今晚,剛才劉牧師說
[00:01:22.960 --> 00:01:26.000]  原來我們加上這麼多廣播站
[00:01:26.000 --> 00:01:27.460]  可能也有一萬人
[00:01:27.460 --> 00:01:29.760]  原來今天晚上,剛才劉牧師說
[00:01:29.760 --> 00:01:31.760]  香港這麼多的廣播站加在一起
[00:01:31.760 --> 00:01:34.260]  可能也有一萬人
[00:01:34.260 --> 00:01:37.340]  需要神的火降臨
[00:01:37.340 --> 00:01:40.080]  我們先有個禱告
[00:01:40.080 --> 00:01:45.380]  親愛的天父,我們知道你是榮耀的主
[00:01:45.380 --> 00:01:50.580]  天父,你的榮耀遮蓋全地
[00:01:50.580 --> 00:01:55.380]  你偏偏將你的兒子猜到人間
[00:01:55.380 --> 00:01:57.800]  照亮這個世界
[00:01:57.800 --> 00:02:03.920]  並在十字架上又跟著復活來榮耀你
[00:02:03.920 --> 00:02:06.620]  主耶穌基督已經升天
[00:02:06.620 --> 00:02:09.620]  但祂又將聖靈賜給我們
[00:02:09.620 --> 00:02:13.580]  三一的神就是榮耀的神
[00:02:13.580 --> 00:02:16.080]  祂今天仍在
[00:02:16.080 --> 00:02:18.160]  在每一個角落
[00:02:18.160 --> 00:02:20.080]  最幽暗的角落
[00:02:20.080 --> 00:02:22.580]  仍然要彰顯你的榮耀
[00:02:22.580 --> 00:02:25.580]  主,祢今天在這裡
[00:02:25.580 --> 00:02:28.580]  求祢的聖靈觸動我們的心
[00:02:28.580 --> 00:02:31.580]  願祢的話語打開
[00:02:31.580 --> 00:02:34.580]  進入我們心靈的深處
[00:02:34.580 --> 00:02:37.580]  我們的生命因你而更新
[00:02:37.580 --> 00:02:41.580]  我們的教會因你而革新
[00:02:41.580 --> 00:02:44.580]  香港這個城市也需要革新
[00:02:44.580 --> 00:02:48.580]  世界也需要主,祢將它改變
[00:02:48.580 --> 00:02:51.580]  主,我們恭敬在這裡
[00:02:51.580 --> 00:02:54.580]  主呀,請說
[00:02:54.580 --> 00:02:57.580]  僕人敬聽
[00:02:57.580 --> 00:03:00.580]  奉主耶穌基督的名求
[00:03:00.580 --> 00:03:02.580]  阿們
[00:03:02.580 --> 00:03:07.580]  我今天晚上先講一下十晚的總題
[00:03:07.580 --> 00:03:12.580]  然後再講今天晚上的分題
[00:03:12.580 --> 00:03:16.580]  你跟旁邊的人講一次總題,你不知道的
[00:03:16.580 --> 00:03:19.580]  你跟旁邊的人講一下你的總題,可能不知道的
[00:03:19.580 --> 00:03:22.580]  十天晚以後你就知道了
[00:03:22.580 --> 00:03:26.580]  你聽我講了一言之後,你跟旁邊的人講一次
[00:03:26.580 --> 00:03:29.580]  你聽我講了以後再跟旁邊的人講一下
[00:03:29.580 --> 00:03:33.580]  榮耀三一神
[00:03:33.580 --> 00:03:36.580]  祂更新
[00:03:36.580 --> 00:03:39.580]  革新
[00:03:39.580 --> 00:03:42.580]  知不知道要講什麼
[00:03:42.580 --> 00:03:46.580]  好像知道,其實你假裝知道
[00:03:46.580 --> 00:03:50.580]  我為什麼要選這個題目
[00:03:50.580 --> 00:03:53.580]  我為什麼要揀選這個題目
[00:03:53.580 --> 00:03:56.580]  四卷福音書
[00:03:56.580 --> 00:04:01.580]  神揀選了四個人,從不同的角度都是講榮耀的基督
[00:04:01.580 --> 00:04:04.580]  神揀選了四個人,從不同的角度講榮耀的基督
[00:04:04.580 --> 00:04:06.580]  馬太
[00:04:06.580 --> 00:04:11.580]  據說他是亞伯拉罕和大衛的子孫
[00:04:11.580 --> 00:04:16.580]  他主要是跟猶太人講
[00:04:16.580 --> 00:04:19.580]  他主要是跟猶太人講,講到猶太的君王
[00:04:19.580 --> 00:04:22.580]  所以他講天國,他是王
[00:04:22.580 --> 00:04:29.580]  講到馬可,馬可沒有耶穌的家譜
[00:04:29.580 --> 00:04:32.580]  他一開始就講上帝的兒子
[00:04:32.580 --> 00:04:35.580]  福音的起頭
[00:04:35.580 --> 00:04:39.580]  他主要是講耶穌在地上做什麼,他是僕人
[00:04:39.580 --> 00:04:43.580]  他行事,改變這個世界
[00:04:43.580 --> 00:04:47.580]  他來是要服侍神,服侍人
[00:04:47.580 --> 00:04:50.580]  主要講是僕人
[00:04:50.580 --> 00:04:54.580]  但我們現在知道僕人王是一樣的,servant king
[00:04:54.580 --> 00:04:57.580]  但是他是僕人的王,servant king
[00:04:57.580 --> 00:05:01.580]  到盧迦,盧迦很有趣,他的家譜
[00:05:01.580 --> 00:05:04.580]  他的很特別,他的家譜呢
[00:05:04.580 --> 00:05:11.580]  第一句就這樣說,他說從人的角度他就是弱勢的兒子
[00:05:11.580 --> 00:05:14.580]  從人的角度是弱勢的兒子
[00:05:14.580 --> 00:05:20.580]  然後再追上去,一直追,一直追上去
[00:05:20.580 --> 00:05:23.580]  爸爸爸爸這樣就上去
[00:05:23.580 --> 00:05:28.580]  就講到大衛,講到亞伯拉罕
[00:05:28.580 --> 00:05:33.580]  沒有停,去到亞當
[00:05:33.580 --> 00:05:37.580]  他講耶穌是人子
[00:05:37.580 --> 00:05:40.580]  他是特別對外邦人講的
[00:05:40.580 --> 00:05:43.580]  他是對外邦人講的,是全世界的救主
[00:05:43.580 --> 00:05:46.580]  無論你是什麼人,猶太人
[00:05:46.580 --> 00:05:50.580]  任你什麼人,我們都同一個創造者
[00:05:50.580 --> 00:05:53.580]  都是神創造的人
[00:05:53.580 --> 00:05:58.580]  但是到約翰福音
[00:05:58.580 --> 00:06:02.580]  很特別,他的家譜很震撼
[00:06:02.580 --> 00:06:04.580]  他的家譜是很震撼的
[00:06:04.580 --> 00:06:07.580]  太初有道
[00:06:07.580 --> 00:06:10.580]  道與神同在
[00:06:10.580 --> 00:06:12.580]  道就是神
[00:06:12.580 --> 00:06:14.580]  太初
[00:06:14.580 --> 00:06:16.580]  in the beginning
[00:06:16.580 --> 00:06:20.580]  大家都知道,約翰福音第一章
[00:06:20.580 --> 00:06:23.580]  和創世紀第一章
[00:06:23.580 --> 00:06:26.580]  是呼應的
[00:06:26.580 --> 00:06:29.580]  開始是一樣的
[00:06:29.580 --> 00:06:32.580]  in the beginning
[00:06:32.580 --> 00:06:34.580]  起初
[00:06:34.580 --> 00:06:35.580]  太初
[00:06:35.580 --> 00:06:37.580]  beginning
[00:06:37.580 --> 00:06:40.580]  這個世界所有被造之物,有beginning
[00:06:40.580 --> 00:06:43.580]  這個世界所有的被造之物,是有開始的
[00:06:43.580 --> 00:06:46.580]  很多年前,Dr. Francis Schaefer來香港的時候
[00:06:46.580 --> 00:06:48.580]  講過一篇道,我很記得
[00:06:48.580 --> 00:06:50.580]  叫做before the beginning
[00:06:50.580 --> 00:06:53.580]  很多年前,一位著名的薛佛博士來到香港
[00:06:53.580 --> 00:06:55.580]  他講得很著名
[00:06:55.580 --> 00:06:57.580]  他說,一切有一個開始
[00:06:57.580 --> 00:06:59.580]  是開始之前
[00:06:59.580 --> 00:07:03.580]  我們眼見的天地萬物,是有beginning的
[00:07:03.580 --> 00:07:06.580]  我們眼見的天地萬物,有開始的
[00:07:06.580 --> 00:07:09.580]  斯蒂林·霍肯他寫了一本書叫做History of Time
[00:07:09.580 --> 00:07:12.580]  時間有起點,有終點的
[00:07:12.580 --> 00:07:14.580]  霍金他寫了一本書
[00:07:14.580 --> 00:07:18.580]  講到時間的歷史,是有開始跟終點的
[00:07:18.580 --> 00:07:21.580]  但約翰介紹的時間,是before the beginning
[00:07:21.580 --> 00:07:24.580]  但是約翰介紹的是開始之前
[00:07:24.580 --> 00:07:26.580]  太初
[00:07:26.580 --> 00:07:28.580]  before the beginning
[00:07:28.580 --> 00:07:29.580]  是開始之前
[00:07:29.580 --> 00:07:30.580]  已經有道
[00:07:30.580 --> 00:07:31.580]  已經有道
[00:07:31.580 --> 00:07:33.580]  這個道這個字很難翻譯的
[00:07:33.580 --> 00:07:34.580]  道這個字很難翻譯的
[00:07:34.580 --> 00:07:36.580]  英文翻譯得比中文差
[00:07:36.580 --> 00:07:38.580]  英文翻譯得比中文還差
[00:07:38.580 --> 00:07:40.580]  我們中文翻譯得好過他
[00:07:40.580 --> 00:07:41.580]  中文翻譯好過他
[00:07:41.580 --> 00:07:45.580]  英文翻譯in the beginning was the word
[00:07:45.580 --> 00:07:48.580]  英文說在開始的時候,有道
[00:07:48.580 --> 00:07:53.580]  word這個字給我們的感覺就是字,語言
[00:07:53.580 --> 00:07:56.580]  有好像是字啊,語言啊
[00:07:56.580 --> 00:07:57.580]  都對的
[00:07:57.580 --> 00:07:58.580]  都是對的
[00:07:58.580 --> 00:08:00.580]  因為為什麼你見起初神創造天地的時候
[00:08:00.580 --> 00:08:03.580]  祂說有就有
[00:08:03.580 --> 00:08:06.580]  因為神創造天地的時候,祂說有就有
[00:08:06.580 --> 00:08:09.580]  祂的話不徒然返回
[00:08:09.580 --> 00:08:11.580]  祂的話不是突然返回的
[00:08:11.580 --> 00:08:14.580]  但是我們中文翻譯得好一點
[00:08:14.580 --> 00:08:16.580]  中文翻譯得好一些
[00:08:16.580 --> 00:08:17.580]  道
[00:08:17.580 --> 00:08:18.580]  是道
[00:08:18.580 --> 00:08:19.580]  道就不只是word
[00:08:19.580 --> 00:08:21.580]  道就不單止是話
[00:08:21.580 --> 00:08:22.580]  不單止是字
[00:08:22.580 --> 00:08:23.580]  有智慧的
[00:08:23.580 --> 00:08:24.580]  是有智慧的
[00:08:24.580 --> 00:08:25.580]  有創造力的
[00:08:25.580 --> 00:08:26.580]  有創造力的
[00:08:26.580 --> 00:08:27.580]  有生命的
[00:08:27.580 --> 00:08:28.580]  有生命的
[00:08:28.580 --> 00:08:31.580]  所以英文現在有些翻譯就不用word了
[00:08:31.580 --> 00:08:33.580]  就用回logos那個字
[00:08:33.580 --> 00:08:36.580]  所以英文有的就不用文字了
[00:08:36.580 --> 00:08:37.580]  用logos這個字
[00:08:37.580 --> 00:08:42.580]  但我相信最好的傳譯這個字
[00:08:42.580 --> 00:08:44.580]  應該是F.F.Bruce
[00:08:44.580 --> 00:08:47.580]  他用了一句說話來譯這個字
[00:08:47.580 --> 00:08:49.580]  我認為翻譯得最好的是
