
[00:00:00.000 --> 00:00:02.860]  復活節快樂
[00:00:02.860 --> 00:00:06.020]  讓我們先跟前後左右說一聲復活節快樂
[00:00:06.020 --> 00:00:09.240]  讓我們彼此招呼說復活節快樂
[00:00:09.240 --> 00:00:16.480]  上次說到就用打機做例子
[00:00:16.480 --> 00:00:19.380]  見大家沒什麼反應沒什麼共鳴
[00:00:19.380 --> 00:00:22.820]  上次講到我用了玩遊戲機做例子
[00:00:22.820 --> 00:00:25.060]  看到大家沒有什麼共鳴
[00:00:25.060 --> 00:00:28.460]  看電影或者看劇應該會多些人會看的吧
[00:00:28.460 --> 00:00:32.580]  看電影或者看電視劇應該會有更多人看
[00:00:32.580 --> 00:00:35.300]  大家看電影或者看劇集
[00:00:35.300 --> 00:00:39.860]  大家是喜歡大團圓結局還是悲劇收場的
[00:00:39.860 --> 00:00:45.820]  那你看電影電視劇的時候是喜歡大團圓結局還是悲劇收場呢
[00:00:45.820 --> 00:00:49.360]  我太太Karen就比較陽光落天
[00:00:49.360 --> 00:00:52.140]  喜歡正面開心的終結
[00:00:52.140 --> 00:00:55.460]  我的太太Karen比較陽光樂觀
[00:00:55.460 --> 00:00:57.940]  所以喜歡正面開心的結局
[00:00:57.940 --> 00:01:00.940]  我就稍為悲觀一點
[00:01:00.940 --> 00:01:04.500]  有時喜歡比較寫實的結局
[00:01:04.500 --> 00:01:08.820]  我比較悲觀喜歡比較寫實的結局
[00:01:08.820 --> 00:01:11.420]  如果耶穌的復活是一套電影
[00:01:11.420 --> 00:01:16.180]  那這套電影的結局到底是一個好的結局還是一個壞的結局呢
[00:01:16.180 --> 00:01:18.740]  如果耶穌的復活是一個電影
[00:01:18.740 --> 00:01:22.060]  這個結局到底是好還是壞的結局呢
[00:01:22.060 --> 00:01:24.580]  兩天之前我們在壽虎節的聚會
[00:01:24.580 --> 00:01:30.060]  一同去思想紀念耶穌在十字架上流露的愛
[00:01:30.060 --> 00:01:32.540]  兩天前復活節的聚會
[00:01:32.540 --> 00:01:37.100]  我們一起思想紀念耶穌的死和流露的愛
[00:01:37.100 --> 00:01:40.180]  祂因為愛世界因為愛我們
[00:01:40.180 --> 00:01:45.100]  祂在十字架上寫去了自己的肉身並且祂的吞氣
[00:01:45.100 --> 00:01:50.580]  祂因為愛世界愛我們在十字架上失去肉身斷氣了
[00:01:50.580 --> 00:01:53.260]  今天我們看馬可福音十六章
[00:01:53.260 --> 00:01:56.820]  馬可福音十五章最後幾節就去到記載
[00:01:56.820 --> 00:02:00.340]  那馬可福音十五章最後幾節就記載說
[00:02:00.340 --> 00:02:03.620]  耶穌的屍體被一班冰丁拿了下來
[00:02:03.620 --> 00:02:07.300]  耶穌的屍體被一群冰丁拿了下來
[00:02:07.300 --> 00:02:10.340]  經文說到這是安息日的前一天
[00:02:10.340 --> 00:02:13.780]  經文說這是安息日的前一天
[00:02:13.780 --> 00:02:16.500]  但我們知道安息日是不可以工作的
[00:02:16.500 --> 00:02:19.060]  我們知道安息日是不可以工作的
[00:02:19.060 --> 00:02:20.660]  時間非常緊迫
[00:02:20.660 --> 00:02:28.460]  所以耶穌的屍體被人用麻紗稍為包裹安葬了在墳墓裡
[00:02:28.460 --> 00:02:29.620]  時間很緊迫
[00:02:29.620 --> 00:02:36.940]  所以耶穌的屍體被人用麻紗布稍為包裹就安葬起來
[00:02:36.940 --> 00:02:38.900]  來到今天的經文
[00:02:38.900 --> 00:02:40.860]  來到今天的經文
[00:02:40.860 --> 00:02:43.260]  過了安息日第一個的清早
[00:02:43.260 --> 00:02:46.860]  有幾位婦女就急忙帶著新買的香膏
[00:02:46.860 --> 00:02:49.660]  想要桃膚和香水
[00:02:49.660 --> 00:02:51.860]  想要桃膚耶穌的身體
[00:02:51.860 --> 00:02:54.660]  過了安息日的第一日清早
[00:02:54.660 --> 00:03:01.060]  幾位婦女急忙帶著新買的香膏去塗抹耶穌的屍體
[00:03:01.060 --> 00:03:03.740]  以致當耶穌的屍體腐化的時候
[00:03:03.740 --> 00:03:05.180]  其實都有香味
[00:03:05.180 --> 00:03:08.660]  香膏的味道去遮掩屍臭
[00:03:08.660 --> 00:03:15.260]  以致當耶穌屍體腐化時也有香膏的味道去遮掩屍臭
[00:03:15.260 --> 00:03:20.460]  這是他們對耶穌顯示的一個敬重
[00:03:20.460 --> 00:03:23.260]  這是他們對耶穌顯示的一個敬重
[00:03:23.260 --> 00:03:28.060]  讓他們在這個過程中都可以好好送耶穌最後一程
[00:03:28.060 --> 00:03:31.460]  讓他們可以好好送耶穌最後一程
[00:03:31.460 --> 00:03:35.660]  相信幾位婦女心情一定非常沉重
[00:03:35.660 --> 00:03:39.060]  相信幾位婦女一定心情沉重
[00:03:39.060 --> 00:03:44.460]  因為三天前他們才親眼目睹一齣極度殘酷的悲劇
[00:03:44.460 --> 00:03:50.860]  因為三天前他們才親眼目睹一齣極度殘酷的悲劇
[00:03:50.860 --> 00:03:56.060]  因為三天前他們才親眼目睹一齣極度殘酷的悲劇
[00:03:56.060 --> 00:04:00.260]  就是耶穌因為他們敬愛的主的受辱和死亡
[00:04:00.260 --> 00:04:05.860]  然而等待著他們的下一幕卻是他們意想不到的
[00:04:05.860 --> 00:04:09.660]  然而等待著他們的下一幕卻是他們意想不到的
[00:04:09.660 --> 00:04:14.860]  他們看到封著墳墓的石頭滾開了
[00:04:14.860 --> 00:04:18.060]  他們看到封著墳墓的石頭滾開了
[00:04:18.060 --> 00:04:21.260]  裡面有一個穿白衣服的年輕人
[00:04:21.260 --> 00:04:24.260]  裡面有一個穿白衣服的年輕人
[00:04:24.260 --> 00:04:27.860]  聖經說他們很激動、驚恐、驚奇
[00:04:27.860 --> 00:04:31.060]  聖經說他們很激動、驚恐、驚奇
[00:04:31.060 --> 00:04:37.460]  他們來到耶穌墳墓的原意是很想用香蕉高耶穌的屍體
[00:04:37.460 --> 00:04:42.860]  他們來到耶穌墳墓的原意是很想用香蕉高耶穌的屍體
[00:04:42.860 --> 00:04:47.060]  所以他們期望進去墳墓的洞裡看到的
[00:04:47.060 --> 00:04:52.060]  就是耶穌的屍體乖乖地躺在那裡讓他們高祂
[00:04:52.060 --> 00:04:55.260]  所以他們的期望是到了墓穴以後
[00:04:55.260 --> 00:04:59.260]  看到耶穌的屍體好好的放在那裡等待被高
[00:04:59.260 --> 00:05:04.260]  誰知道他們看到的和他們所想的、期望的不一樣
[00:05:04.260 --> 00:05:08.260]  誰知道他們看到的和他們所想的、期望的不一樣
[00:05:08.260 --> 00:05:10.260]  他們就相當驚恐
[00:05:10.260 --> 00:05:12.260]  他們就很驚恐
[00:05:12.260 --> 00:05:14.860]  少年人叫他們不要驚恐
[00:05:14.860 --> 00:05:17.460]  少年人跟他們說不要驚恐
[00:05:17.460 --> 00:05:22.260]  因為接下來的消息比他們現在看到的還要衝擊
[00:05:22.260 --> 00:05:27.060]  因為接下來的消息比他們現在看到的還要衝擊
[00:05:27.060 --> 00:05:29.060]  就是耶穌已經復活了
[00:05:29.060 --> 00:05:31.260]  就是耶穌已經復活了
[00:05:31.260 --> 00:05:36.660]  耶穌復活這個消息衝擊著他們對生命的認知
[00:05:36.660 --> 00:05:41.260]  耶穌復活的消息衝擊著他們對生命的認知
[00:05:41.260 --> 00:05:45.860]  在今天之前他們認知人死了就是死了
[00:05:45.860 --> 00:05:49.860]  在今天之前他們認知的是人死了就是死了
[00:05:49.860 --> 00:05:54.460]  他們不明白也不理解其實復活是什麼一回事
[00:05:54.460 --> 00:05:57.860]  他們不明白也不理解復活是怎麼一回事
[00:05:57.860 --> 00:06:03.060]  這個消息衝擊他們的信心、衝擊他們的信念
[00:06:03.060 --> 00:06:06.660]  這個消息衝擊他們的信心和信念
[00:06:06.660 --> 00:06:11.860]  原來在人認為最盡處已經是終局的時候
[00:06:11.860 --> 00:06:15.660]  耶穌開了一條又生又活的路
[00:06:15.660 --> 00:06:20.860]  原來在人以為是終局已經結束的時候
[00:06:20.860 --> 00:06:24.060]  耶穌開了又新又活的一條路
[00:06:24.060 --> 00:06:28.260]  我覺得我們比起這幾位婦女幸福得多
[00:06:28.260 --> 00:06:31.860]  我覺得我們比起這幾位婦女要幸福得多
[00:06:31.860 --> 00:06:33.060]  因為除了《馬可福音》
[00:06:33.060 --> 00:06:35.860]  我們還看過其餘三卷的福音書
[00:06:35.860 --> 00:06:37.260]  因為除了《馬可福音》
[00:06:37.260 --> 00:06:40.060]  我們還看了三卷其他的福音書
[00:06:40.060 --> 00:06:42.260]  還有新約很多其他的書信
[00:06:42.260 --> 00:06:44.860]  還有新約很多其他的書信
