
[00:00:00.000 --> 00:00:01.660]  兄姊妹早晨
[00:00:01.660 --> 00:00:05.380]  今早第二次聽施班的獻唱
[00:00:05.380 --> 00:00:11.020]  仍然覺得很厲害、很震撼、很感動
[00:00:11.020 --> 00:00:13.820]  真的很想請大家再一次給他們掌聲
[00:00:13.820 --> 00:00:15.240]  我相信你們收到
[00:00:15.240 --> 00:00:17.600]  也榮耀歸給神
[00:00:17.600 --> 00:00:24.500]  聖誕節是紀念慶祝一位王者來到這個世界上
[00:00:24.500 --> 00:00:29.820]  是以色列人一直期待會發生的事情
[00:00:29.820 --> 00:00:32.620]  在未有真正的王出現之前
[00:00:32.620 --> 00:00:34.420]  人是會怎樣的呢?
[00:00:34.420 --> 00:00:38.840]  這個問題又將我們帶回到《時詩記》裏面
[00:00:38.840 --> 00:00:43.580]  今天我要跟大家說《時詩記》最後的一章
[00:00:43.580 --> 00:00:47.700]  為全卷書做一個總結
[00:00:47.700 --> 00:00:52.780]  我們首先要知道《時詩記》21章裏面記載的故事
[00:00:52.780 --> 00:00:56.220]  不是一個獨立的事件
[00:00:56.220 --> 00:00:59.660]  先前好幾位目者都曾經說過
[00:00:59.660 --> 00:01:04.980]  《時詩記》的總結應該由17章的1節開始
[00:01:04.980 --> 00:01:08.180]  一直到21章的25節
[00:01:08.180 --> 00:01:13.020]  一個很長的總結有5章的經文
[00:01:13.020 --> 00:01:15.500]  按照聖經學者的分析
[00:01:15.500 --> 00:01:19.860]  這個總結可以分開兩個部分
[00:01:19.860 --> 00:01:25.900]  與《時詩記》的開頭兩章裏面有兩個引言是平衡的
[00:01:25.900 --> 00:01:35.980]  第一個部分是以法連人米加為自己做神像納祭司開始
[00:01:35.980 --> 00:01:42.140]  直到整個彈之派都為自己做神像納祭司結束
[00:01:42.140 --> 00:01:45.980]  經文記載於第17、18章
[00:01:45.980 --> 00:01:47.500]  在這個段落裏面
[00:01:47.500 --> 00:01:53.100]  作者兩次提到那時以色列沒有王
[00:01:53.100 --> 00:01:56.620]  17章的6節和18章的1節
[00:01:56.620 --> 00:01:58.860]  第二個總結部分的重點
[00:01:58.860 --> 00:02:04.860]  就在以色列眾人與變雅敏人爆發一場內戰的上面
[00:02:04.860 --> 00:02:09.900]  那個觸發點就是一個利美人的妾侍被凌辱處死
[00:02:09.900 --> 00:02:12.460]  一個很暴力的事件
[00:02:12.460 --> 00:02:15.580]  故事由19章1節開始
[00:02:15.580 --> 00:02:19.180]  當利美人見到自己的妾侍被凌辱之後
[00:02:19.180 --> 00:02:25.340]  就將她帶回家 用刀將她的屍身切成十二塊
[00:02:25.340 --> 00:02:27.900]  分送到以色列的全境
[00:02:27.900 --> 00:02:31.340]  內戰就因此爆發
[00:02:31.340 --> 00:02:34.460]  經過了三天的激戰
[00:02:34.460 --> 00:02:38.460]  變雅敏人終於被以色列聯軍打敗
[00:02:38.460 --> 00:02:43.980]  一天之內有二萬五千一百個勇士陣亡
[00:02:43.980 --> 00:02:48.300]  剩下六百個逃兵逃脫 撿回一條命
[00:02:48.300 --> 00:02:54.780]  不過 以色列人的攻擊沒有因為這樣而停下來
