
[00:00:00.000 --> 00:00:04.260]  早段時間我看到一個很短的紀錄片
[00:00:04.260 --> 00:00:09.260]  就是在巴勒斯坦一個的小女孩
[00:00:09.260 --> 00:00:11.560]  在屍體之間望一望
[00:00:11.560 --> 00:00:16.460]  她就很傷痛 走到旁邊坐著 很迷惘
[00:00:16.460 --> 00:00:18.300]  那些人過去問她 什麼事
[00:00:18.300 --> 00:00:22.100]  她說 我看到我媽媽的屍體
[00:00:22.100 --> 00:00:24.700]  我沒有媽媽 我不行的
[00:00:24.700 --> 00:00:26.560]  我看到這裡 我自己很不安樂
[00:00:26.560 --> 00:00:31.060]  因為這世界有很多的戰亂 很多的苦難
[00:00:31.060 --> 00:00:33.060]  很多人受苦
[00:00:33.060 --> 00:00:37.300]  而我們好像也無能為力
[00:00:37.300 --> 00:00:43.260]  其實人間的確是有很多的困難痛苦
[00:00:43.260 --> 00:00:46.360]  在越南戰爭的時期
[00:00:46.360 --> 00:00:49.160]  曾經人類也發過很大的創
[00:00:49.160 --> 00:00:53.160]  造成很大的傷亡
[00:00:53.160 --> 00:00:54.360]  很殘忍的戰爭
[00:00:54.360 --> 00:00:56.760]  就像這幅照片裡面
[00:00:56.760 --> 00:00:59.960]  美軍拿著一支短的
[00:00:59.960 --> 00:01:02.860]  其實可以射出小炮的武器
[00:01:02.860 --> 00:01:03.960]  他的樣子很緊張
[00:01:03.960 --> 00:01:08.260]  因為他躲在運河那裡避開敵人看到
[00:01:08.260 --> 00:01:11.960]  而旁邊幾個小弟弟看上去的表情
[00:01:11.960 --> 00:01:15.860]  既有恐懼又有天真
[00:01:15.860 --> 00:01:20.360]  不知道為什麼大人會在這裡打仗
[00:01:20.360 --> 00:01:22.460]  越南戰爭的確是很殘忍的一場戰爭
[00:01:22.460 --> 00:01:26.660]  因為很多無辜的人失去生命
[00:01:26.660 --> 00:01:27.960]  在1972年
[00:01:27.960 --> 00:01:32.960]  當時美軍發現在Champaign這個地方
[00:01:32.960 --> 00:01:36.860]  有很多的越共部隊集結
[00:01:36.860 --> 00:01:40.960]  於是空降部隊直升機飛到那裡附近降落
[00:01:40.960 --> 00:01:44.260]  但是看到村裡面有一個高塔
[00:01:44.260 --> 00:01:45.460]  是一個廟
[00:01:45.460 --> 00:01:47.660]  他懷疑裡面有敵人
[00:01:47.660 --> 00:01:51.560]  有那些狙擊手
[00:01:51.560 --> 00:01:52.860]  或者有機關槍
[00:01:52.860 --> 00:01:55.160]  所以就打無線電問上司
[00:01:55.160 --> 00:01:57.660]  可不可以先轟炸它比較安全
[00:01:57.660 --> 00:01:59.960]  當時美國上司的軍官
[00:01:59.960 --> 00:02:01.060]  開一個簡表會
[00:02:01.060 --> 00:02:03.860]  立刻決定用汽油彈轟炸
[00:02:03.860 --> 00:02:05.460]  先燒了村
[00:02:05.460 --> 00:02:09.360]  當時那些記者拍攝著美軍的飛機
[00:02:09.360 --> 00:02:14.460]  由遠遠的一飛一炸下去
[00:02:14.460 --> 00:02:15.760]  那些汽油彈爆發
[00:02:15.760 --> 00:02:17.560]  整個村陷入火海
[00:02:17.560 --> 00:02:21.960]  這個鏡頭其實在越戰中是事實上看到的
[00:02:21.960 --> 00:02:25.260]  但是令人震驚的鏡頭出現
[00:02:25.260 --> 00:02:27.760]  有一群的小孩哭喊
[00:02:27.760 --> 00:02:29.960]  在火海中走出來
[00:02:29.960 --> 00:02:31.860]  由他們躲到那個地方
[00:02:31.860 --> 00:02:33.460]  以為是避開炸彈
[00:02:33.460 --> 00:02:35.260]  誰知道就炸到他們那裡
[00:02:35.260 --> 00:02:36.560]  整群小孩走到那裡
[00:02:36.560 --> 00:02:38.460]  中間這個女孩叫Kim Foo
[00:02:38.460 --> 00:02:40.660]  應該中文字叫金福
[00:02:40.660 --> 00:02:42.660]  她的衣服燒爛了
[00:02:42.660 --> 00:02:43.760]  她九歲
[00:02:43.760 --> 00:02:45.360]  她的衣服掉了下來
[00:02:45.360 --> 00:02:47.660]  她赤裸的走到美軍面前
[00:02:47.660 --> 00:02:50.760]  還有其他小孩一起哭喊
[00:02:50.760 --> 00:02:53.160]  而當時有個越南記者叫Nic
[00:02:53.160 --> 00:02:55.460]  拍了一張照片
[00:02:55.460 --> 00:03:00.160]  將一個戰火中苦難哭泣的小孩的表情
[00:03:00.160 --> 00:03:02.860]  充分表達出來
[00:03:02.860 --> 00:03:07.360]  然後那些攝影記者拍到
[00:03:07.360 --> 00:03:08.160]  當他走過
[00:03:08.160 --> 00:03:12.060]  看到他的手臂已經燒到脫皮了
[00:03:12.060 --> 00:03:12.960]  到過了之後
[00:03:12.960 --> 00:03:15.260]  記者轉過臉再拍他的背脊
[00:03:15.260 --> 00:03:16.760]  已經燒爛了
[00:03:16.760 --> 00:03:18.660]  皮已經脫了
[00:03:18.660 --> 00:03:20.060]  手重傷了
[00:03:20.060 --> 00:03:22.560]  當時那些人立刻想去救他
[00:03:22.560 --> 00:03:25.160]  用鮮肉冷水幫他降低那個火熱
[00:03:25.160 --> 00:03:26.860]  然後去醫治他
[00:03:26.860 --> 00:03:29.960]  然後一個這樣的小女孩
[00:03:29.960 --> 00:03:34.860]  在戰火中受很大的傷害
[00:03:34.860 --> 00:03:36.760]  特定人更震驚的鏡頭是
[00:03:36.760 --> 00:03:38.460]  接著出現的
[00:03:38.460 --> 00:03:41.360]  就是一個婆婆在後面走上來
[00:03:41.360 --> 00:03:44.260]  那個婆婆抱著一個嬰孩
[00:03:44.260 --> 00:03:47.260]  還有一個公爺抱著一個嬰孩
[00:03:47.260 --> 00:03:51.460]  當攝影鏡頭拍著這個婆婆走近的時候
[00:03:51.460 --> 00:03:53.160]  她那個嬰孩
[00:03:53.160 --> 00:03:55.460]  看來已經燒黑了
[00:03:55.460 --> 00:03:57.160]  那些皮燒爛了
[00:03:57.160 --> 00:03:59.560]  從腳上掉下來
[00:03:59.560 --> 00:04:02.960]  讓全球為之震驚
[00:04:02.960 --> 00:04:04.460]  那麼多無辜受割死
[00:04:04.460 --> 00:04:07.160]  但是今天我們在加沙
[00:04:07.160 --> 00:04:08.660]  看到有很多這樣的鏡頭
[00:04:08.660 --> 00:04:10.360]  如果你看半島電視台
[00:04:10.360 --> 00:04:12.560]  不是看美國電視台
[00:04:12.560 --> 00:04:15.060]  你會看到很多更震驚的鏡頭
[00:04:15.060 --> 00:04:18.560]  這個世界為什麼人類會有這樣的罪惡
[00:04:18.560 --> 00:04:20.460]  是不斷地殺戮
[00:04:20.460 --> 00:04:21.760]  那麼多受害者
[00:04:21.760 --> 00:04:23.260]  而當時他們殺的時候
[00:04:23.260 --> 00:04:24.860]  是為了正義的口號
[00:04:24.860 --> 00:04:27.960]  為了偉大的美國的榮華榮耀
[00:04:27.960 --> 00:04:32.160]  以及他們要抵抗共產主義這樣的口號
[00:04:32.160 --> 00:04:34.360]  但是當那些兵打下去的時候
[00:04:34.360 --> 00:04:36.860]  才發覺為什麼那麼多無辜的人
[00:04:36.860 --> 00:04:38.860]  是死亡的呢
[00:04:38.860 --> 00:04:42.560]  全世界都為這個鏡頭震驚
[00:04:42.560 --> 00:04:44.660]  大家都為謙虎祈禱
[00:04:44.660 --> 00:04:46.860]  希望她沒有死
[00:04:46.860 --> 00:04:48.260]  結果當時
[00:04:48.260 --> 00:04:50.560]  也是美軍坦坦盡力救她
[00:04:50.560 --> 00:04:53.160]  她是沒有死的
[00:04:53.160 --> 00:04:56.060]  但是在美軍總部的俱樂部
[00:04:56.060 --> 00:04:58.460]  有一個軍官叫普拉瑪
[00:04:58.460 --> 00:04:59.960]  當普拉瑪看到報紙
[00:04:59.960 --> 00:05:01.260]  看到這幅震撼的照片
[00:05:01.260 --> 00:05:02.060]  第一個反應是
[00:05:02.060 --> 00:05:02.960]  真是可憐
[00:05:02.960 --> 00:05:05.160]  受割不知道是誰炸她的
[00:05:05.160 --> 00:05:06.460]  再看看地名
[00:05:06.460 --> 00:05:09.960]  不就是昨天我們開會決定要炸那裡
[00:05:09.960 --> 00:05:10.860]  她從今天以後
[00:05:10.860 --> 00:05:14.260]  她非常的不安
[00:05:14.260 --> 00:05:16.460]  為什麼他們會當時覺得要炸
[00:05:16.460 --> 00:05:18.960]  沒想過有平民在那裡呢
[00:05:18.960 --> 00:05:23.160]  為什麼是會傷了那些弟弟
[00:05:23.160 --> 00:05:25.260]  她也有一個兒子是九歲
[00:05:25.260 --> 00:05:29.060]  如果我的兒子這樣被燒到爛了會怎樣
[00:05:29.060 --> 00:05:31.860]  她開始進入非常大的不安
[00:05:31.860 --> 00:05:33.960]  非常大的內疚之中
[00:05:33.960 --> 00:05:37.060]  而越南戰爭越打越殘酷
[00:05:37.060 --> 00:05:40.860]  終於美軍一九七五年撤退
[00:05:40.860 --> 00:05:43.760]  但是帶著無窮的傷痛
[00:05:43.760 --> 00:05:44.960]  戰爭完結了
[00:05:44.960 --> 00:05:48.260]  大家都帶著很深重的罪疚感
[00:05:48.260 --> 00:05:49.760]  大家來打了一場這樣的仗
[00:05:49.760 --> 00:05:50.560]  又沒有打贏
[00:05:50.560 --> 00:05:52.660]  而最後死了這麼多人
[00:05:52.660 --> 00:05:54.460]  這麼多的家庭被破壞
[00:05:54.460 --> 00:05:57.060]  這麼多的小孩被傷害
[00:05:57.060 --> 00:05:58.260]  所以普拉瑪回到去
[00:05:58.260 --> 00:05:59.960]  她整天喝醉酒
[00:05:59.960 --> 00:06:02.760]  整天變成一個自我放逐的人
[00:06:02.760 --> 00:06:04.560]  又跟家裡離婚
[00:06:04.560 --> 00:06:07.460]  因為她有很深的內疚
[00:06:07.460 --> 00:06:09.260]  我錯了
[00:06:09.260 --> 00:06:10.560]  我很後悔
[00:06:10.560 --> 00:06:12.160]  我參加一場戰爭的時期
[00:06:12.160 --> 00:06:14.060]  我竟然有份參與
[00:06:14.060 --> 00:06:16.260]  殺了很多無辜的人
[00:06:16.260 --> 00:06:17.860]  她想到的就是人類
[00:06:17.860 --> 00:06:20.460]  戰爭就是一個全體的罪惡
[00:06:20.460 --> 00:06:21.960]  而每個人參與的時候
[00:06:21.960 --> 00:06:24.460]  也是在裡面犯了很多的罪
[00:06:24.460 --> 00:06:25.460]  在這個罪惡裡面
[00:06:25.460 --> 00:06:26.760]  她有一個很大的掙扎
[00:06:26.760 --> 00:06:28.760]  就是因為她有她的良知
[00:06:28.760 --> 00:06:30.660]  良知告訴她
[00:06:30.660 --> 00:06:34.160]  你犯錯了 你犯罪了
[00:06:34.160 --> 00:06:36.160]  《聖經》是這樣告訴我們
[00:06:36.160 --> 00:06:38.260]  律法的功用刻在他們心裡
[00:06:38.260 --> 00:06:40.460]  他們是非之心 同作見證
[00:06:40.460 --> 00:06:43.160]  是非之心這個字就是良知
[00:06:43.160 --> 00:06:44.160]  就是我們有良知
[00:06:44.160 --> 00:06:46.760]  上帝將他的完美的律法
[00:06:46.760 --> 00:06:49.160]  他的道德規則刻在我們心中
[00:06:49.160 --> 00:06:50.160]  我們有良知
[00:06:50.160 --> 00:06:52.760]  所以我們知道我們做的不對
[00:06:52.760 --> 00:06:53.760]  但我們明知不對
[00:06:53.760 --> 00:06:55.360]  我們又做
[00:06:55.360 --> 00:06:56.960]  我們知道自己犯罪
[00:06:56.960 --> 00:06:59.260]  但我們又不是完全跟隨良知
[00:06:59.260 --> 00:07:00.960]  那時候我自己發現這個問題
[00:07:00.960 --> 00:07:02.260]  我追求上帝的時候
[00:07:02.260 --> 00:07:05.060]  其實我開始就是因為我研究輿道佛
[00:07:05.060 --> 00:07:08.060]  我讀了很多中國的文化哲學
[00:07:08.060 --> 00:07:09.260]  又修煉
[00:07:09.260 --> 00:07:10.560]  是希望做到天人合一
[00:07:10.560 --> 00:07:13.260]  的確多少有這樣經歷過
[00:07:13.260 --> 00:07:15.960]  我跟天地宇宙萬物永合的境界
