
[00:00:00.000 --> 00:00:01.380]  我們一起讀 請讀
[00:00:01.380 --> 00:00:05.600]  「若有人在基督裡 他就是新造的人
[00:00:05.600 --> 00:00:10.480]  舊事已過 都變成新的了」
[00:00:10.480 --> 00:00:12.960]  這個經文很熟悉
[00:00:12.960 --> 00:00:15.220]  我們在新的一年開始
[00:00:15.220 --> 00:00:17.400]  很願意和大家一起鼓勵
[00:00:17.400 --> 00:00:19.060]  使我們能夠活出
[00:00:19.060 --> 00:00:22.960]  真是一個新造的人的生命
[00:00:22.960 --> 00:00:24.560]  和我們的生活
[00:00:24.560 --> 00:00:25.900]  好讓我們能夠充滿力量
[00:00:25.900 --> 00:00:27.000]  行走今年的寧靜
[00:00:27.000 --> 00:00:30.200]  繼續向著主的標竿直跑
[00:00:30.200 --> 00:00:34.720]  我們捧著神給我們在地上的身份
[00:00:34.720 --> 00:00:39.600]  來彰顯上帝在我們身上的致願
[00:00:39.600 --> 00:00:42.320]  我剛才看了「上」
[00:00:42.320 --> 00:00:43.600]  這個新造的人「上」
[00:00:43.600 --> 00:00:45.300]  所以還有幾講
[00:00:45.300 --> 00:00:48.680]  「上中下」我打算和大家分享三次
[00:00:48.680 --> 00:00:57.280]  我們今次主要看到從舊造到新造
[00:00:57.280 --> 00:00:59.080]  神創造世界的時候
[00:00:59.080 --> 00:01:00.380]  就是舊造
[00:01:00.380 --> 00:01:01.780]  祂創造這個世界
[00:01:01.780 --> 00:01:04.980]  用祂的大能創造物質的世界
[00:01:04.980 --> 00:01:06.740]  特別感受到什麼叫物質
[00:01:06.740 --> 00:01:07.980]  什麼叫屬靈
[00:01:07.980 --> 00:01:11.280]  真是當我們面對人生死亡的時候
[00:01:11.280 --> 00:01:12.680]  更加感受到
[00:01:12.680 --> 00:01:15.780]  物質和靈界
[00:01:15.780 --> 00:01:20.080]  所以我們看見的就是神創造所有一切
[00:01:20.080 --> 00:01:21.680]  包括物質、靈界
[00:01:21.680 --> 00:01:23.080]  這個是祂舊造的
[00:01:23.080 --> 00:01:24.080]  特別是這個物質世界
[00:01:24.080 --> 00:01:26.580]  在聖經裏面舊肉講了很多次
[00:01:26.580 --> 00:01:29.380]  這個創造天地萬物這個世界
[00:01:29.380 --> 00:01:32.180]  萬物都是祂所創造的
[00:01:32.180 --> 00:01:33.580]  但是
[00:01:33.580 --> 00:01:38.180]  神的永恆計劃不是停在這個舊造那裏
[00:01:38.180 --> 00:01:40.080]  我們知道去到新約
[00:01:40.080 --> 00:01:42.880]  直到基督降生完成救恩
[00:01:42.880 --> 00:01:44.880]  所以《光輔多後書》這裏說
[00:01:44.880 --> 00:01:49.980]  若有人在基督裏就是新造的人
[00:01:49.980 --> 00:01:53.180]  所以這個是透過基督完成的一個新造
[00:01:53.180 --> 00:01:55.480]  基督未來之前是舊造
[00:01:55.480 --> 00:01:57.980]  基督來了是一個新造
[00:01:57.980 --> 00:02:02.580]  所以我們不單止蒙神創造我們這個肉身的生命
[00:02:02.580 --> 00:02:03.580]  我們這個靈魂
[00:02:03.580 --> 00:02:04.580]  舊造
[00:02:04.580 --> 00:02:07.780]  我們更加因著信耶穌基督
[00:02:07.780 --> 00:02:11.180]  我們有一個新的更新的生命
[00:02:11.180 --> 00:02:12.480]  就是永恆的生命
[00:02:12.480 --> 00:02:15.880]  來到與神連結的一個生命
[00:02:15.880 --> 00:02:17.180]  這個是新造
[00:02:17.180 --> 00:02:19.680]  神在我們身上是新造的
[00:02:19.680 --> 00:02:21.980]  所以我們要互出這個新造
[00:02:21.980 --> 00:02:27.280]  所以我們在這裏特別參考韋斯比牧師
[00:02:27.280 --> 00:02:29.280]  他有一個很精彩的比較
[00:02:29.280 --> 00:02:30.780]  將舊造和新造比較
[00:02:30.780 --> 00:02:35.780]  因為原來發覺這個舊約所謂舊造這個造
[00:02:35.780 --> 00:02:37.380]  在七十四億本
[00:02:37.380 --> 00:02:40.580]  即是翻譯為希臘文
[00:02:40.580 --> 00:02:44.580]  和《新約聖經》這個新造的人
[00:02:44.580 --> 00:02:46.380]  一會兒我們看特別以弗所書
[00:02:46.380 --> 00:02:49.080]  那個造是同一個字根的
[00:02:49.080 --> 00:02:51.180]  所以這個舊約這個造
[00:02:51.180 --> 00:02:52.780]  神創造所有的一切
[00:02:52.780 --> 00:02:55.180]  和神在這個新約基督裏面造成
[00:02:55.180 --> 00:02:57.480]  原來是息息相關的
[00:02:57.480 --> 00:02:59.380]  我們今天來看看這幾方面
[00:02:59.380 --> 00:03:01.280]  時間關係我不講得很詳細
[00:03:01.280 --> 00:03:03.280]  不過我們這些很熟悉的真理
[00:03:03.280 --> 00:03:04.480]  一連串起來覺得
[00:03:04.480 --> 00:03:08.580]  神的計劃和祂的作為何等奇妙
[00:03:08.580 --> 00:03:09.880]  在以弗所書第二章
[00:03:09.880 --> 00:03:11.780]  我們很熟悉的經文
[00:03:11.780 --> 00:03:13.080]  我們請讀好嗎
[00:03:13.080 --> 00:03:15.780]  我們原是他的工作
[00:03:15.780 --> 00:03:18.880]  在基督耶穌裏造成的
[00:03:18.880 --> 00:03:20.880]  為要叫我們行善
