
[00:00:00.000 --> 00:00:04.000]  各位來賓 早晨
[00:00:04.000 --> 00:00:08.880]  你的命值多少
[00:00:08.880 --> 00:00:15.320]  在於我們用什麼去衡量我們生命的價值
[00:00:15.320 --> 00:00:17.880]  最近有一套很流行的韓劇
[00:00:17.880 --> 00:00:19.920]  可能大家都在追看
[00:00:19.920 --> 00:00:22.160]  女主角是一位醫生
[00:00:22.160 --> 00:00:25.960]  有一天就問過當軍人的男主角
[00:00:26.640 --> 00:00:32.440]  他說 你是一個軍人 在戰場上遇見敵人或壞人就殺
[00:00:32.440 --> 00:00:35.360]  但是我是一個醫生
[00:00:35.360 --> 00:00:40.160]  我的責任就是無論是好人壞人還是敵人
[00:00:40.160 --> 00:00:41.960]  我都要救
[00:00:41.960 --> 00:00:45.960]  因為人的生命是寶貴的
[00:00:45.960 --> 00:00:50.280]  近日我在看一本書
[00:00:50.280 --> 00:00:55.280]  叫做《How will you measure your life》
[00:00:55.280 --> 00:01:02.280]  這本書的作者是一位美國哈佛商學院畢業生和教授
[00:01:02.280 --> 00:01:13.280]  他回顧自己的同輩一起在哈佛商學院若干年前畢業的同學
[00:01:13.280 --> 00:01:17.840]  他回述自己的習慣
[00:01:17.840 --> 00:01:25.840]  就是每五年有一個學生重組聚會
[00:01:25.840 --> 00:01:30.640]  通常第一個五年很多人都會來
[00:01:30.640 --> 00:01:33.040]  因為每個人都會穿得很漂亮
[00:01:33.040 --> 00:01:38.280]  通常都會說到他們在做什麼工作
[00:01:38.280 --> 00:01:40.160]  在什麼大公司
[00:01:40.160 --> 00:01:43.240]  有什麼好的待遇
[00:01:43.240 --> 00:01:45.800]  還有已經結了婚
[00:01:45.800 --> 00:01:47.560]  有好的配偶
[00:01:47.560 --> 00:01:49.000]  到處派卡片
[00:01:49.000 --> 00:01:53.120]  大家非常自豪地出席
[00:01:53.120 --> 00:01:57.920]  一片星光景美的情況
[00:01:57.920 --> 00:01:59.760]  但是後來發覺
[00:01:59.760 --> 00:02:06.560]  再過五年去第十年的學生重組聚會的時候
[00:02:06.560 --> 00:02:09.560]  發覺有些人不見了
[00:02:09.560 --> 00:02:14.560]  再過五年
[00:02:14.560 --> 00:02:16.880]  發覺越來越多這樣的情況發生
[00:02:16.880 --> 00:02:18.560]  於是他就左問右問
[00:02:18.560 --> 00:02:20.040]  誰怎樣?誰不見了?
[00:02:20.040 --> 00:02:22.160]  誰近來如何?
[00:02:22.160 --> 00:02:23.760]  歸納這麼多年
[00:02:23.760 --> 00:02:26.760]  作者寫了一本書都六十歲了
[00:02:26.760 --> 00:02:30.560]  他說這四十年左右
[00:02:30.560 --> 00:02:33.280]  他發覺很多這些同學
[00:02:33.280 --> 00:02:37.560]  雖然畢業之後都找到非常好的工作
[00:02:37.560 --> 00:02:41.080]  有非常豐裕的收入
[00:02:41.080 --> 00:02:44.960]  甚至似乎建立了一個美滿的家庭
[00:02:44.960 --> 00:02:48.320]  但是慢慢隨著時間過去
[00:02:48.320 --> 00:02:50.480]  很多這些同學
[00:02:50.480 --> 00:02:51.880]  雖然他賺到錢
[00:02:51.880 --> 00:02:55.080]  但是他工作不開心
[00:02:55.080 --> 00:02:57.880]  他的婚姻開始出現問題
[00:02:57.880 --> 00:03:01.760]  甚至很多經歷了三次的婚姻失敗
[00:03:01.760 --> 00:03:04.080]  他的子女不肯跟他說話
[00:03:04.080 --> 00:03:06.080]  不見他幾年
[00:03:06.080 --> 00:03:09.960]  甚至有些他認識的人
[00:03:09.960 --> 00:03:12.360]  因為犯事坐過牢
[00:03:12.360 --> 00:03:17.680]  其中一個就是當年企業界醜聞
[00:03:17.680 --> 00:03:21.680]  Enron這間公司的總裁
[00:03:21.680 --> 00:03:24.760]  於是就令他很反省
[00:03:24.760 --> 00:03:29.080]  不是人我們以為有好的職業
[00:03:29.080 --> 00:03:31.760]  有才幹 賺到錢
[00:03:31.760 --> 00:03:34.280]  建立了一個好的家庭
[00:03:34.280 --> 00:03:36.480]  那不是已經是幸福快樂
[00:03:36.480 --> 00:03:39.280]  人生美滿的弱勢嗎?
[00:03:39.280 --> 00:03:43.480]  他慢慢發覺似乎人生不是這麼簡單
[00:03:43.480 --> 00:03:47.080]  於是他去了哈佛教書之後
[00:03:47.080 --> 00:03:50.280]  他每一次在最後一課
[00:03:50.280 --> 00:03:53.880]  都會用這個經驗作為一個話題
[00:03:53.880 --> 00:03:56.280]  去訓練他的學生
[00:03:56.280 --> 00:03:58.680]  他將他的經驗了解
[00:03:58.680 --> 00:04:00.280]  寫了這本書
[00:04:00.280 --> 00:04:01.880]  非常暢銷
[00:04:01.880 --> 00:04:05.280]  主要這本書想解答三個問題
[00:04:05.280 --> 00:04:12.480]  第一 人生如何能夠肯定我的職業將會成功和快樂呢?
[00:04:12.480 --> 00:04:14.680]  第二 我如何能夠肯定
[00:04:14.680 --> 00:04:18.080]  我的配偶 子女 親朋好友的關係
[00:04:18.080 --> 00:04:22.880]  會成為我持續快樂的源頭呢?
[00:04:22.880 --> 00:04:25.280]  第三 我如何能夠肯定
[00:04:25.280 --> 00:04:27.880]  我會活出一個有誠信的生命
[00:04:27.880 --> 00:04:32.080]  換言之不會坐牢?
[00:04:32.080 --> 00:04:35.680]  的確是 在我們今天社會我們都以為
[00:04:35.680 --> 00:04:38.080]  只要我們讀書 入了名校
[00:04:38.080 --> 00:04:39.880]  找到一份好的職業
[00:04:39.880 --> 00:04:44.080]  賺到錢 結婚 有子女
[00:04:44.080 --> 00:04:47.080]  慢慢我們的人生就好像美滿
[00:04:47.080 --> 00:04:50.480]  以後都一帆風順 無憂無慮
[00:04:50.480 --> 00:04:54.880]  但事實的確不是這樣
[00:04:54.880 --> 00:04:57.280]  若果我們用這樣去衡量人生的時候
[00:04:57.280 --> 00:05:00.680]  這個世界很多人是沒有價值的
[00:05:00.680 --> 00:05:04.280]  若果我們想香港 什麼人是最沒有價值的呢?
[00:05:04.280 --> 00:05:08.280]  我們想想 是不是那些沒有工作
[00:05:08.280 --> 00:05:11.880]  對社會沒什麼貢獻 在蠶食社會資源
[00:05:11.880 --> 00:05:15.880]  可能在天條底 不知道去哪裡睡覺
[00:05:15.880 --> 00:05:18.680]  死了都沒有人理會的那些人呢?
[00:05:18.680 --> 00:05:21.680]  在聖經裡面 我找到一個人
[00:05:21.680 --> 00:05:27.080]  比這些人在人眼中看來是更加沒有價值的
[00:05:27.080 --> 00:05:30.280]  我們一起去看 《馬學福音》第五章
[00:05:30.280 --> 00:05:35.080]  第一至第二十節
[00:05:35.080 --> 00:05:36.880]  請大家幫我讀出
[00:06:01.280 --> 00:06:03.680]  天經地義 他增添了
[00:06:03.680 --> 00:06:06.480]  強調也 被他侮衰了
[00:06:06.480 --> 00:06:08.880]  總有一個人能制服他
[00:06:08.880 --> 00:06:13.080]  他就以一身穿羽裙 去和珊中行調
[00:06:13.080 --> 00:06:15.680]  又用石頭撼自己
[00:06:15.680 --> 00:06:20.080]  那遠遠的岸邊的樹 就把我擺下
[00:06:20.080 --> 00:06:24.280]  大聖父表說 祇告神的兒子耶穌
[00:06:24.280 --> 00:06:26.480]  我要祢留守我身旁
[00:06:26.480 --> 00:06:30.880]  我祇著神懇求祢 不要要我受苦
[00:06:30.880 --> 00:06:33.880]  前因耶穌曾吩咐他說
[00:06:33.880 --> 00:06:37.480]  苦苦來吧 從這些人身上出來吧
[00:06:37.480 --> 00:06:40.880]  耶穌向他說 祢要調查我
[00:06:40.880 --> 00:06:43.280]  回答說 我沒有調查
[00:06:43.280 --> 00:06:45.880]  因為我無能力辯護
[00:06:45.880 --> 00:06:48.480]  就在珊中行有訴訟
[00:06:48.480 --> 00:06:51.480]  不要叫他們離開那地方
[00:06:51.480 --> 00:06:55.480]  在那裡山坡上 有一大群豬在吃
[00:06:55.480 --> 00:06:57.880]  為了要求耶穌說
[00:06:57.880 --> 00:07:02.480]  求祢拿下我和皇師們來 負責照顧他們
[00:07:02.480 --> 00:07:07.880]  耶穌曾調查我 護衛了我 信任主來救
[00:07:07.880 --> 00:07:13.480]  於是那群豬坐在山上 口袋開了 便死了
[00:07:13.480 --> 00:07:16.480]  主的祖父若有仁心
[00:07:16.480 --> 00:07:21.680]  幫主的教徒考慮 去報數成為我鄉下的人
[00:07:21.680 --> 00:07:25.480]  眾人周圍 要說是甚麼事
[00:07:25.480 --> 00:07:27.880]  答案來到耶穌的眼裡
[00:07:27.880 --> 00:07:30.480]  看見那些為苦者的人
[00:07:30.480 --> 00:07:33.480]  就先從善美感慨所鼓勵
[00:07:33.480 --> 00:07:37.480]  坐著 船上衣服 心裡興發光芒
[00:07:37.480 --> 00:07:39.480]  他們就開心
[00:07:39.480 --> 00:07:44.080]  看見這些賤人 便將為苦之人所遇見的
[00:07:44.080 --> 00:07:47.480]  和那群主的小老虎送了出去
[00:07:47.480 --> 00:07:51.880]  眾人就亮耀耶穌離開他們的境界
[00:07:51.880 --> 00:07:53.880]  耶穌相信的時候
[00:07:53.880 --> 00:07:56.480]  把他們心裡懷疑苦者的人
[00:07:56.480 --> 00:07:58.880]  向他和我耶穌同在
[00:07:58.880 --> 00:08:01.480]  耶穌發誓 求救他去
[00:08:01.480 --> 00:08:04.880]  定會他去 保佑他成熟他去
[00:08:04.880 --> 00:08:08.480]  將治癒他所受的死亡 當他去死
[00:08:08.480 --> 00:08:12.280]  請能量與能力 都供送他去
[00:08:12.280 --> 00:08:14.080]  他人就走了
[00:08:14.080 --> 00:08:19.480]  再教我們全人耶穌為他所要求的大事
[00:08:19.480 --> 00:08:23.080]  眾人就鼓勵他去
[00:08:23.080 --> 00:08:25.080]  這書是說到
[00:08:25.080 --> 00:08:29.280]  耶穌特意去到一個地方叫做格拉森
[00:08:29.280 --> 00:08:33.280]  格拉森位於今天巴勒斯坦地的內陸
[00:08:33.280 --> 00:08:36.280]  一個很大的湖叫做加利利海
