
[00:00:00.000 --> 00:00:02.000]  好,代言師妹平安
[00:00:02.000 --> 00:00:07.000]  因為今天是兒童主日,所以要講一個有關於兒童的訊息
[00:00:07.000 --> 00:00:13.000]  其實應該是再準確一點講,其實是給那些說話的家長聽一下
[00:00:13.000 --> 00:00:19.000]  我相信我們每一個做家長的
[00:00:19.000 --> 00:00:22.000]  我們都深怕我們的,就是在家庭裏面
[00:00:22.000 --> 00:00:26.000]  我們能夠可以祝福我們的下一代,祝福我們的孩子
[00:00:27.000 --> 00:00:31.000]  我們都希望我們的孩子是擁有最好的
[00:00:31.000 --> 00:00:36.000]  最好的教育,最好的生活條件,最好的未來
[00:00:36.000 --> 00:00:39.000]  所以我們早年就已經很流行一句說話
[00:00:39.000 --> 00:00:43.000]  就是我們要讓我們的孩子是贏在起跑線
[00:00:43.000 --> 00:00:47.000]  他在媽媽的肚裏面,我們已經要幫他們找好學校
[00:00:47.000 --> 00:00:51.000]  報好名字,讓他們出生之後就可以讀書
[00:00:51.000 --> 00:00:57.000]  出生之後,我們亦都真的落重力去訓練他們,栽培他們
[00:00:57.000 --> 00:01:01.000]  十八般武藝,什麼都去訓練他們
[00:01:01.000 --> 00:01:06.000]  語言,兩文三語其實這個已經是很基本的了
[00:01:06.000 --> 00:01:12.000]  我都聽到很多家長帶孩子還要學西班牙話
[00:01:12.000 --> 00:01:16.000]  我覺得有一個我比較想像不到的
[00:01:16.000 --> 00:01:20.000]  就是有人帶子女去學印尼話
[00:01:20.000 --> 00:01:23.000]  我又想了很久,其實帶子女去學印尼話
[00:01:23.000 --> 00:01:27.000]  是否方便她跟那個印傭去溝通
[00:01:27.000 --> 00:01:31.000]  嘩,這麼厲害,打算去宣教
[00:01:31.000 --> 00:01:35.000]  所以我們很落重力去訓練,去栽培我們的孩子
[00:01:35.000 --> 00:01:38.000]  琴棋書畫那些當然有了
[00:01:38.000 --> 00:01:43.000]  總之什麼我們想去學的都讓他們學
[00:01:43.000 --> 00:01:47.000]  亦都很小的時候已經安排他們去補習
[00:01:47.000 --> 00:01:52.000]  你看到這幅圖其實是早兩星期的新聞
[00:01:52.000 --> 00:01:57.000]  講香港有一間補習社,它有一個報名日
[00:01:57.000 --> 00:02:00.000]  在報名日的前一晚就有七八個家長
[00:02:00.000 --> 00:02:04.000]  通宵去排隊去報名這個補習社
[00:02:04.000 --> 00:02:08.000]  我記得我兒孫在他五歲的時候
[00:02:08.000 --> 00:02:13.000]  我姐姐都跟我說,我要帶女兒去補習
[00:02:13.000 --> 00:02:18.000]  我一聽就有點震驚,五歲就開始要補習,這麼辛苦
[00:02:18.000 --> 00:02:23.000]  然後我姐姐就拿了一份她的英文科筆記給我看
[00:02:23.000 --> 00:02:25.000]  我看完這份英文科的筆記
[00:02:25.000 --> 00:02:30.000]  我第一時間的感覺就是,是不是我都應該要去補習呢
[00:02:30.000 --> 00:02:35.000]  很深的,五歲的英文不是這麼深的嗎
[00:02:35.000 --> 00:02:38.000]  所以我們都很想好好的去栽培我們的下一代
[00:02:38.000 --> 00:02:42.000]  好好地去訓練他們,去祝福他們
[00:02:42.000 --> 00:02:45.000]  讓他們有美好的將來
[00:02:45.000 --> 00:02:48.000]  當我們這樣去祝福我們這班小朋友
[00:02:48.000 --> 00:02:50.000]  這班下一代的時候
[00:02:50.000 --> 00:02:55.000]  又好像看到一些情況,又未必如我們所想
[00:02:55.000 --> 00:03:00.000]  在2024年香港學童快樂指數的調查
[00:03:00.000 --> 00:03:04.000]  香港學童的快樂指數,在十分最高分
[00:03:04.000 --> 00:03:08.000]  那些學童就只有6.75分
[00:03:08.000 --> 00:03:14.000]  他們的生命價值感,覺得自己的生命是有價值的小朋友
[00:03:14.000 --> 00:03:18.000]  就由7.27跌到6.74
[00:03:18.000 --> 00:03:21.000]  那你見到右下角那幅圖
[00:03:21.000 --> 00:03:25.000]  那裡寫著是一個十大兒童快樂的因素
[00:03:25.000 --> 00:03:27.000]  可能你未必看到很清楚
[00:03:27.000 --> 00:03:30.000]  最快樂指數是什麼因素
[00:03:30.000 --> 00:03:35.000]  最長的統計是什麼,是放假
[00:03:35.000 --> 00:03:40.000]  你沒想到我們的兒童竟然最開心最快樂的事情
[00:03:40.000 --> 00:03:45.000]  跟我們正在上班的大人一樣,都很想放假
[00:03:45.000 --> 00:03:49.000]  證明他們平時真的忙得很辛苦
[00:03:49.000 --> 00:03:54.000]  都很不容易,放假對他們來說是最快樂的事情
[00:03:54.000 --> 00:03:57.000]  所以今天當我們看的這一段經文
[00:03:57.000 --> 00:04:00.000]  都是在講一段祝福我們的孩子的一段經文
[00:04:00.000 --> 00:04:05.000]  在經文裡面,如果我們看回,前文正在講
[00:04:05.000 --> 00:04:10.000]  主耶穌當時正在被法利塞人他們試探
[00:04:10.000 --> 00:04:16.000]  當時他們正在問耶穌,男人休妻是否合乎律法這個問題
[00:04:16.000 --> 00:04:22.000]  而在這個時候就有人帶著孩子來到耶穌的面前
[00:04:22.000 --> 00:04:24.000]  想要得到祂的祝福
[00:04:24.000 --> 00:04:28.000]  而門徒他們竟然出手難了
[00:04:28.000 --> 00:04:32.000]  但是主耶穌的回應跟門徒的做法很不一樣
[00:04:32.000 --> 00:04:36.000]  主耶穌不但很樂意去祝福孩子
[00:04:36.000 --> 00:04:43.000]  更加指出在神的國裡面,正是屬於像這些孩子一樣的人
[00:04:43.000 --> 00:04:45.000]  所以我們看回經文
[00:04:45.000 --> 00:04:51.000]  經文就表示當時有人主動把孩子帶到耶穌的面前
[00:04:51.000 --> 00:04:56.000]  經文沒有很清楚地告訴我們究竟那個人是什麼人
[00:04:56.000 --> 00:04:59.000]  我們相信應該是他的父母
[00:04:59.000 --> 00:05:04.000]  而這個小孩,如果我們看回四福音不同的記載
[00:05:04.000 --> 00:05:08.000]  這個小孩更加可能是一個嬰孩
[00:05:08.000 --> 00:05:14.000]  這個父母帶著小孩來到耶穌的面前,就是為了要得到祂的祝福
[00:05:14.000 --> 00:05:17.000]  而在這裡同時顯示了一樣東西
[00:05:17.000 --> 00:05:24.000]  就是這對父母,他們對得到耶穌的祝福的屬靈的渴求
[00:05:24.000 --> 00:05:29.000]  同樣的,我們作為家長,我們都應該同樣有一份
[00:05:29.000 --> 00:05:35.000]  要讓我們的孩子能夠得到耶穌祝福的這種渴求,這份的信心
[00:05:35.000 --> 00:05:39.000]  我們都要把我們的孩子帶到神的面前
[00:05:39.000 --> 00:05:45.000]  所以我們的家長,當你在家裡跟你的孩子一起去禱告
[00:05:45.000 --> 00:05:48.000]  帶你的孩子回來教會的時候
[00:05:48.000 --> 00:05:51.000]  又或者你在家裡跟他們講聖經故事
[00:05:51.000 --> 00:05:55.000]  你就已經好像經文裡的一對父母一樣
[00:05:55.000 --> 00:05:59.000]  把小孩帶到耶穌的面前一樣
[00:05:59.000 --> 00:06:02.000]  所以弟兄姊妹,我們當中的家長
[00:06:02.000 --> 00:06:06.000]  我們都把我們的小孩帶到耶穌的面前
[00:06:06.000 --> 00:06:08.000]  不要輕看這些行動
[00:06:08.000 --> 00:06:13.000]  因為這些可能是我們的孩子他們生命裡最重要的祝福
[00:06:13.000 --> 00:06:16.000]  特別是弟兄姊妹,我們要知道一件事
[00:06:16.000 --> 00:06:20.000]  信仰是沒有遺傳的
[00:06:20.000 --> 00:06:24.000]  所以我們都要幫助我們的下一代
[00:06:24.000 --> 00:06:29.000]  我們的信二代,能夠建立跟耶穌的關係
[00:06:29.000 --> 00:06:32.000]  是他們自己跟耶穌的關係
[00:06:32.000 --> 00:06:34.000]  他們自己的信仰
[00:06:34.000 --> 00:06:36.000]  今天很多教會都面對著一個很大的問題
[00:06:36.000 --> 00:06:39.000]  就是我們很多的信二代都流失
[00:06:39.000 --> 00:06:41.000]  他們都沒有回到教會
[00:06:41.000 --> 00:06:44.000]  他們可能甚至離開了信仰
[00:06:44.000 --> 00:06:50.000]  最大最大的原因是因為那個信仰從來都是父母的信仰
[00:06:50.000 --> 00:06:54.000]  所以我們要幫助我們的下一代,我們的信二代
[00:06:54.000 --> 00:06:57.000]  能夠建立他們自己跟耶穌的關係
[00:06:57.000 --> 00:06:59.000]  讓他們不斷的去經歷神
[00:06:59.000 --> 00:07:02.000]  以致他們的信仰才能夠可以扎根
[00:07:02.000 --> 00:07:05.000]  能夠可以去成長
[00:07:05.000 --> 00:07:07.000]  在我們華人基督教界
[00:07:07.000 --> 00:07:11.000]  我們很認識的一位資深的學者
[00:07:11.000 --> 00:07:15.000]  白維君博士,是三一神學院的院長
[00:07:15.000 --> 00:07:18.000]  他之前分享了一個見證
[00:07:18.000 --> 00:07:21.000]  他就分享他父親伯會元牧師
[00:07:21.000 --> 00:07:23.000]  從來都沒有捉著他
[00:07:23.000 --> 00:07:26.000]  說要跟他講編導給他聽
[00:07:26.000 --> 00:07:29.000]  也從來都沒有要他乖乖坐下
[00:07:29.000 --> 00:07:31.000]  就這樣聽他在教導聖經
[00:07:31.000 --> 00:07:34.000]  因為他說他父親伯會元牧師
[00:07:34.000 --> 00:07:37.000]  他的生命就是一本聖經
[00:07:37.000 --> 00:07:40.000]  伯會元牧師他更加以行動
[00:07:40.000 --> 00:07:43.000]  去表達了他對神的忠心
[00:07:43.000 --> 00:07:45.000]  就是伯會元牧師他每一天
[00:07:45.000 --> 00:07:47.000]  都用了一個小時的時間
[00:07:47.000 --> 00:07:49.000]  去讀經、禱告
[00:07:49.000 --> 00:07:52.000]  晚上更加有家庭的崇拜
[00:07:52.000 --> 00:07:56.000]  甚至在白維君博士他太太患病的時候
[00:07:56.000 --> 00:07:59.000]  伯會元牧師會教導他要去望神
[00:07:59.000 --> 00:08:03.000]  在他最困難的日子陪伴他走過
[00:08:03.000 --> 00:08:06.000]  兄弟姐妹,我們作為家長
[00:08:06.000 --> 00:08:09.000]  今天我們要祝福我們的下一代
[00:08:09.000 --> 00:08:12.000]  不單止我們在他們生活的條件裡面
[00:08:12.000 --> 00:08:15.000]  去祝福他們、幫助他們
[00:08:15.000 --> 00:08:19.000]  我們更加要將他們帶到耶穌的面前
[00:08:19.000 --> 00:08:23.000]  讓他們能夠得著耶穌的祝福
[00:08:23.000 --> 00:08:26.000]  然後接著進一步
[00:08:26.000 --> 00:08:31.000]  當門徒看到有人帶小孩去見耶穌的時候
[00:08:31.000 --> 00:08:34.000]  他們就責備那個人
[00:08:34.000 --> 00:08:37.000]  攔著小孩去到耶穌那裡
[00:08:37.000 --> 00:08:40.000]  在經文裡面沒有特別告訴我們
[00:08:40.000 --> 00:08:46.000]  有什麼原因門徒要攔著小孩去到耶穌的面前
[00:08:46.000 --> 00:08:49.000]  或許我們可以去理解一下
[00:08:49.000 --> 00:08:54.000]  第一樣可能是他們當時的社會文化的背景
[00:08:54.000 --> 00:08:56.000]  因為在第一世紀的時候
[00:08:56.000 --> 00:08:58.000]  那些猶太人的社會
[00:08:58.000 --> 00:09:01.000]  其實小孩子沒有任何地位
[00:09:01.000 --> 00:09:04.000]  雖然小孩子對他們來說都是寵愛
[00:09:04.000 --> 00:09:08.000]  但是小孩子就代表著無知
[00:09:08.000 --> 00:09:10.000]  所以是沒有什麼地位的
[00:09:10.000 --> 00:09:12.000]  他們不會像成人一樣
[00:09:12.000 --> 00:09:16.000]  去參與任何公共生活或者宗教事務
[00:09:16.000 --> 00:09:19.000]  加上我們還記得當時主要的節目
[00:09:19.000 --> 00:09:22.000]  正是被法律採訪、試探的時間
[00:09:22.000 --> 00:09:26.000]  所以大人在談論一些很嚴肅的議題的時候
[00:09:26.000 --> 00:09:29.000]  孩子應該安排你不要在這裡妨礙
[00:09:29.000 --> 00:09:30.000]  你站在一旁
[00:09:30.000 --> 00:09:32.000]  這個對我們來說我們都很明白的
[00:09:32.000 --> 00:09:34.000]  我們的家長
[00:09:34.000 --> 00:09:36.000]  如果我們在家長之間
[00:09:36.000 --> 00:09:38.000]  或者我們跟一群大人一起
[00:09:38.000 --> 00:09:40.000]  在談論一些很嚴肅的議題
[00:09:40.000 --> 00:09:42.000]  或者我們在討論一些事情的時候
[00:09:42.000 --> 00:09:43.000]  如果有小朋友走過來的時候
[00:09:43.000 --> 00:09:44.000]  我們都會怎樣
[00:09:44.000 --> 00:09:46.000]  叫他們回去那裡玩
[00:09:46.000 --> 00:09:47.000]  我們都會這樣做
