
[00:00:00.000 --> 00:00:02.000]  今天會和大家分享
[00:00:02.000 --> 00:00:04.000]  摩西和以色列人
[00:00:04.000 --> 00:00:06.000]  其實他們
[00:00:06.000 --> 00:00:08.000]  在出埃及的時候
[00:00:08.000 --> 00:00:10.000]  他們已經選擇了一條
[00:00:10.000 --> 00:00:12.000]  我相信大家都同意是對的道路
[00:00:12.000 --> 00:00:14.000]  因為耶穌
[00:00:14.000 --> 00:00:16.000]  應該是耶和華上帝
[00:00:16.000 --> 00:00:18.000]  叫他們去選擇這條道路
[00:00:18.000 --> 00:00:22.000]  這條道路的目標
[00:00:22.000 --> 00:00:24.000]  就是要擺到
[00:00:24.000 --> 00:00:26.000]  進入加勒美地當中
[00:00:26.000 --> 00:00:28.000]  不過
[00:00:28.000 --> 00:00:30.000]  當以色列人
[00:00:30.000 --> 00:00:32.000]  一出埃及很久
[00:00:32.000 --> 00:00:34.000]  就出事了
[00:00:34.000 --> 00:00:36.000]  出什麼事了?
[00:00:36.000 --> 00:00:38.000]  開始有怨言
[00:00:38.000 --> 00:00:40.000]  他就嫌三嫌四
[00:00:40.000 --> 00:00:42.000]  嫌什麼?
[00:00:42.000 --> 00:00:44.000]  嫌這裡沒有水喝
[00:00:44.000 --> 00:00:46.000]  嫌這裡很熱,嫌這裡很辛苦
[00:00:46.000 --> 00:00:48.000]  甚至說到
[00:00:48.000 --> 00:00:50.000]  其實為什麼
[00:00:50.000 --> 00:00:52.000]  要找我們出來呢?
[00:00:52.000 --> 00:00:54.000]  我在埃及不是很好嗎?
[00:00:54.000 --> 00:00:56.000]  比這裡好,這裡真的很辛苦
[00:00:56.000 --> 00:00:58.000]  辛苦
[00:00:58.000 --> 00:01:00.000]  不知道你有沒有經歷過
[00:01:00.000 --> 00:01:02.000]  例如
[00:01:02.000 --> 00:01:04.000]  有沒有人喜歡行山?
[00:01:04.000 --> 00:01:06.000]  這一代你們不行山吧?
[00:01:06.000 --> 00:01:16.000]  未老到喜歡
[00:01:16.000 --> 00:01:18.000]  會行
[00:01:18.000 --> 00:01:20.000]  我年輕的時候
[00:01:20.000 --> 00:01:22.000]  參加制服團隊
[00:01:22.000 --> 00:01:24.000]  我都會行山
[00:01:24.000 --> 00:01:26.000]  都會帶一些年輕人去行
[00:01:26.000 --> 00:01:28.000]  我就
[00:01:28.000 --> 00:01:30.000]  對於我來說
[00:01:30.000 --> 00:01:32.000]  行山是讓我發現上帝的創造
[00:01:32.000 --> 00:01:34.000]  讓我能夠
[00:01:34.000 --> 00:01:36.000]  將我自己很繁忙的
[00:01:36.000 --> 00:01:38.000]  生活裏面,我的老思緒很繁忙
[00:01:38.000 --> 00:01:40.000]  能夠回到
[00:01:40.000 --> 00:01:42.000]  大自然神創造裏面
[00:01:42.000 --> 00:01:44.000]  我有個安靜去賞神
[00:01:44.000 --> 00:01:46.000]  但是我帶的
[00:01:46.000 --> 00:01:48.000]  年輕人就不是這樣想
[00:01:48.000 --> 00:01:50.000]  他們會問
[00:01:50.000 --> 00:01:52.000]  什麼時候可以回家?
[00:01:52.000 --> 00:01:54.000]  行山是一個很好的鍛鍊
[00:01:54.000 --> 00:01:56.000]  因為你上到山的中間
[00:01:56.000 --> 00:01:58.000]  如果他們說要回家,那怎麼辦?
[00:01:58.000 --> 00:02:00.000]  不是不能回家
[00:02:00.000 --> 00:02:02.000]  是要繼續行,你就能回家
[00:02:02.000 --> 00:02:04.000]  你不能說回頭
[00:02:04.000 --> 00:02:06.000]  沒問題,不過走到中間
[00:02:06.000 --> 00:02:08.000]  你回頭還是要走那麼多路
[00:02:08.000 --> 00:02:10.000]  所以其實是一個很好的鍛鍊
[00:02:10.000 --> 00:02:12.000]  不過我想表達的是那個年輕人的心態
[00:02:12.000 --> 00:02:14.000]  就是那種
[00:02:14.000 --> 00:02:16.000]  很辛苦
[00:02:16.000 --> 00:02:18.000]  為什麼你要帶我出來?
[00:02:18.000 --> 00:02:20.000]  我在家,我現在對著電腦
[00:02:20.000 --> 00:02:22.000]  碳冷氣
[00:02:22.000 --> 00:02:24.000]  對著
[00:02:24.000 --> 00:02:26.000]  現在的社交媒體
[00:02:26.000 --> 00:02:28.000]  我們可以很開心
[00:02:28.000 --> 00:02:30.000]  為什麼要我動呢?
[00:02:30.000 --> 00:02:32.000]  神在這個裏面
[00:02:32.000 --> 00:02:34.000]  要以色列人
[00:02:34.000 --> 00:02:36.000]  經歷這種
[00:02:36.000 --> 00:02:38.000]  鍛鍊
[00:02:38.000 --> 00:02:40.000]  更重要的是什麼呢?
[00:02:40.000 --> 00:02:42.000]  在這個第一次叫他們要走出去
[00:02:42.000 --> 00:02:44.000]  加拿美地
[00:02:44.000 --> 00:02:46.000]  要走去加拿美地的時候
[00:02:46.000 --> 00:02:48.000]  在這個抗疫的過程裏面
[00:02:48.000 --> 00:02:50.000]  他們抱怨
[00:02:50.000 --> 00:02:52.000]  他們就向
[00:02:52.000 --> 00:02:54.000]  他們的領袖摩西
[00:02:54.000 --> 00:02:56.000]  去抱怨
[00:02:56.000 --> 00:02:58.000]  為什麼你會帶我們出來
[00:02:58.000 --> 00:03:00.000]  不過在這裏
[00:03:00.000 --> 00:03:02.000]  其實看得出
[00:03:02.000 --> 00:03:04.000]  這個表面上
[00:03:04.000 --> 00:03:06.000]  就是向領袖去抱怨
[00:03:06.000 --> 00:03:08.000]  你們覺得
[00:03:08.000 --> 00:03:10.000]  為什麼會叫你們
[00:03:10.000 --> 00:03:12.000]  現在又要做那麼多
[00:03:12.000 --> 00:03:14.000]  服事
[00:03:14.000 --> 00:03:16.000]  要那麼多的時候
[00:03:16.000 --> 00:03:18.000]  你們會抱怨
[00:03:18.000 --> 00:03:20.000]  抱怨誰呢?
[00:03:20.000 --> 00:03:22.000]  你們的領袖應該是
[00:03:22.000 --> 00:03:24.000]  藍傳道
[00:03:24.000 --> 00:03:26.000]  他們
[00:03:26.000 --> 00:03:28.000]  心裏面都會有些抱怨的話
[00:03:28.000 --> 00:03:30.000]  第一個
[00:03:30.000 --> 00:03:32.000]  應該會指責的是他
[00:03:32.000 --> 00:03:34.000]  但在這裏
[00:03:34.000 --> 00:03:36.000]  想反映什麼呢?
[00:03:36.000 --> 00:03:38.000]  其實表面上你是向領導去
[00:03:38.000 --> 00:03:40.000]  抱怨
[00:03:40.000 --> 00:03:42.000]  但其實你心裏面
[00:03:42.000 --> 00:03:44.000]  在做什麼呢?
[00:03:44.000 --> 00:03:46.000]  這班以色列人
[00:03:46.000 --> 00:03:48.000]  我們叫第一代
[00:03:48.000 --> 00:03:50.000]  第一代出埃及的以色列人
[00:03:50.000 --> 00:03:52.000]  他們的抱怨背後
[00:03:52.000 --> 00:03:54.000]  其實是對神的不信
[00:03:54.000 --> 00:03:56.000]  為什麼這樣說呢?
[00:03:56.000 --> 00:03:58.000]  為什麼這樣說呢?
[00:03:58.000 --> 00:04:00.000]  是因為
[00:04:00.000 --> 00:04:02.000]  其實在這個過程裏面
[00:04:02.000 --> 00:04:04.000]  明明在出埃及的過程裏面
[00:04:04.000 --> 00:04:06.000]  在未出埃及之前已經做了很多神蹟歧視
[00:04:06.000 --> 00:04:08.000]  被傳遞的人看到
[00:04:08.000 --> 00:04:10.000]  埃及人又知道
[00:04:10.000 --> 00:04:12.000]  有十災
[00:04:12.000 --> 00:04:14.000]  表明是因為
[00:04:14.000 --> 00:04:16.000]  當時一班以色列人覺得
[00:04:16.000 --> 00:04:18.000]  埃及的生活
[00:04:18.000 --> 00:04:20.000]  很困難
[00:04:20.000 --> 00:04:22.000]  不如神請救我們
[00:04:22.000 --> 00:04:24.000]  帶我們出去
[00:04:24.000 --> 00:04:26.000]  其實是這樣的
[00:04:26.000 --> 00:04:28.000]  但出來的時候
[00:04:28.000 --> 00:04:30.000]  又反過來
[00:04:30.000 --> 00:04:32.000]  究竟是什麼事呢?
[00:04:32.000 --> 00:04:34.000]  其中一件事就是
[00:04:34.000 --> 00:04:36.000]  他們出來
[00:04:36.000 --> 00:04:38.000]  好像轉換環境
[00:04:38.000 --> 00:04:40.000]  但他們沒有完全相信神
[00:04:40.000 --> 00:04:42.000]  是保護他們
[00:04:42.000 --> 00:04:44.000]  帶領他們
[00:04:44.000 --> 00:04:46.000]  帶領到底的人
[00:04:46.000 --> 00:04:48.000]  所以就出現了這件事
[00:04:48.000 --> 00:04:50.000]  說回今天這個主題
[00:04:50.000 --> 00:04:52.000]  提一提
[00:04:52.000 --> 00:04:54.000]  可能一開始的時候也有展示
[00:04:54.000 --> 00:04:56.000]  今年教會
[00:04:56.000 --> 00:04:58.000]  全年的主題就是
[00:04:58.000 --> 00:05:00.000]  多待同行
[00:05:00.000 --> 00:05:02.000]  而今天
[00:05:02.000 --> 00:05:04.000]  透過我收到的
[00:05:04.000 --> 00:05:06.000]  安排
[00:05:06.000 --> 00:05:08.000]  我們也會根據大堂的
[00:05:08.000 --> 00:05:10.000]  四個主題
[00:05:10.000 --> 00:05:12.000]  第一個主題就是與神同行
[00:05:12.000 --> 00:05:14.000]  我也很想透過今天
[00:05:14.000 --> 00:05:16.000]  按照這個主題
