
[00:00:00.000 --> 00:00:03.000]  我們今天繼續講基督徒的言語
[00:00:03.000 --> 00:00:04.000]  第四講
[00:00:04.000 --> 00:00:09.000]  我想這是我最後一次講基督徒的言語了
[00:00:09.000 --> 00:00:11.000]  我們可以停下來了
[00:00:11.000 --> 00:00:13.000]  盼望就是過去所講的
[00:00:13.000 --> 00:00:15.000]  能夠讓弟兄姊妹自己從聖經裡面
[00:00:15.000 --> 00:00:19.000]  能夠找到言語的重要性
[00:00:19.000 --> 00:00:21.000]  我們講的話
[00:00:21.000 --> 00:00:23.000]  我們上次講不要罵人對不對
[00:00:23.000 --> 00:00:24.000]  還記得嗎
[00:00:24.000 --> 00:00:26.000]  不要罵人 辱罵人
[00:00:26.000 --> 00:00:29.000]  我最感謝神的就是最後
[00:00:29.000 --> 00:00:31.000]  你們每一個人都高舉手
[00:00:31.000 --> 00:00:34.000]  表示你們願意遵行神的話
[00:00:34.000 --> 00:00:37.000]  表示你們願意在言語上面有操練
[00:00:37.000 --> 00:00:38.000]  有節制
[00:00:38.000 --> 00:00:40.000]  所以很感謝主
[00:00:40.000 --> 00:00:42.000]  不要忘記在這裡提醒你們
[00:00:42.000 --> 00:00:45.000]  今天我想我們藉著幾處聖經
[00:00:45.000 --> 00:00:48.000]  我們來講第四講
[00:00:48.000 --> 00:00:52.000]  就是論斷還有毀謗
[00:00:52.000 --> 00:00:54.000]  如果你有聖經的話
[00:00:54.000 --> 00:00:57.000]  請你打開到馬太福音第七章
[00:00:57.000 --> 00:00:58.000]  第一節到第二節
[00:00:58.000 --> 00:01:01.000]  馬太福音第七章
[00:01:01.000 --> 00:01:03.000]  第一節跟第二節
[00:01:03.000 --> 00:01:04.000]  如果沒有的話
[00:01:04.000 --> 00:01:05.000]  我們螢幕上有
[00:01:05.000 --> 00:01:06.000]  我們一起來念
[00:01:06.000 --> 00:01:07.000]  好不好 請
[00:01:25.000 --> 00:01:28.000]  接下去我們一起念
[00:01:28.000 --> 00:01:31.000]  提多書第三章第二節
[00:01:31.000 --> 00:01:34.000]  提多書第三章第二節
[00:01:34.000 --> 00:01:46.000]  然後我們再回到我們以前念過的
[00:01:46.000 --> 00:01:49.000]  以弗所書第四章第三十一節
[00:01:49.000 --> 00:01:52.000]  以弗所書第四章第三十一節 請
[00:01:56.000 --> 00:01:58.000]  我們一起禱告
[00:01:58.000 --> 00:02:01.000]  我們在天上的父神我們滿心的感謝你
[00:02:01.000 --> 00:02:02.000]  我們感謝你
[00:02:02.000 --> 00:02:04.000]  我們真的是弟兄姊妹
[00:02:04.000 --> 00:02:06.000]  帶領我們在這裡一起敬拜你
[00:02:06.000 --> 00:02:09.000]  祝我們相信你願意讓我們的敬拜
[00:02:09.000 --> 00:02:13.000]  祝你知道我們是從心靈和誠實來敬拜你
[00:02:13.000 --> 00:02:14.000]  祝我們感謝你
[00:02:14.000 --> 00:02:17.000]  我們為我們這些年輕的弟兄姊妹
[00:02:17.000 --> 00:02:19.000]  祝你們在天上的父神
[00:02:19.000 --> 00:02:21.000]  我們滿心的感謝你
[00:02:21.000 --> 00:02:25.000]  祝我們感謝你 我們為我們這些年輕的弟兄姊妹
[00:02:25.000 --> 00:02:27.000]  我們獻上感謝
[00:02:27.000 --> 00:02:29.000]  祝你繼續的恩待
[00:02:29.000 --> 00:02:30.000]  繼續的恩待他們
[00:02:30.000 --> 00:02:32.000]  繼續的也恩待我們
[00:02:32.000 --> 00:02:34.000]  那我們每次來到你面前的時候
[00:02:34.000 --> 00:02:35.000]  我們藉著詩歌
[00:02:35.000 --> 00:02:37.000]  藉著讀經
[00:02:37.000 --> 00:02:38.000]  藉著禱告
[00:02:38.000 --> 00:02:40.000]  藉著信息
[00:02:40.000 --> 00:02:43.000]  藉著所有我們所做的每一件事情
[00:02:43.000 --> 00:02:46.000]  讓我們的心對你自己的恩所感
[00:02:46.000 --> 00:02:47.000]  我們謝謝你
[00:02:47.000 --> 00:02:49.000]  我們把下面時間都仰望在你的手中
[00:02:49.000 --> 00:02:51.000]  祝你自己提醒我們
[00:02:51.000 --> 00:02:53.000]  讓我們知道我們是屬於你的
[00:02:53.000 --> 00:02:56.000]  我們是光明的子女
[00:02:56.000 --> 00:03:01.000]  祝我們是聖潔蒙愛的子女
[00:03:01.000 --> 00:03:02.000]  讓我們從這個角度
[00:03:02.000 --> 00:03:06.000]  我們來看我們在這個世界上的形式為人
[00:03:06.000 --> 00:03:07.000]  我們感謝你
[00:03:07.000 --> 00:03:09.000]  禱告奉耶穌基督的聖名
[00:03:09.000 --> 00:03:12.000]  阿們
[00:03:12.000 --> 00:03:14.000]  我們越熟悉這些經文
[00:03:14.000 --> 00:03:16.000]  就是聖經裡面講到關於口舌
[00:03:16.000 --> 00:03:18.000]  關於講話的
[00:03:18.000 --> 00:03:20.000]  我們就越能夠明白
[00:03:20.000 --> 00:03:22.000]  真的是言語
[00:03:22.000 --> 00:03:23.000]  我們在言語上
[00:03:23.000 --> 00:03:25.000]  真的是很容易犯罪
[00:03:25.000 --> 00:03:28.000]  而且
[00:03:28.000 --> 00:03:29.000]  不但將來會犯
[00:03:29.000 --> 00:03:33.000]  而且我們過去也已經犯了很多
[00:03:33.000 --> 00:03:34.000]  那麼
[00:03:34.000 --> 00:03:36.000]  我們上次講到馬太福音第五章
[00:03:36.000 --> 00:03:38.000]  第二十一節二十二節
[00:03:38.000 --> 00:03:39.000]  那邊我們就曉得
[00:03:39.000 --> 00:03:44.000]  我們曉得這個辱罵人的嚴重性
[00:03:44.000 --> 00:03:45.000]  對不對
[00:03:45.000 --> 00:03:46.000]  你辱罵人
[00:03:46.000 --> 00:03:49.000]  你可能不會被抓到監牢裡面去
[00:03:49.000 --> 00:03:50.000]  但是
[00:03:50.000 --> 00:03:51.000]  在神的眼裡面
[00:03:51.000 --> 00:03:53.000]  是很嚴重的offense
[00:03:53.000 --> 00:03:56.000]  就是說對神是很嚴重的offense
[00:03:56.000 --> 00:03:58.000]  那麼今天我們讀馬太福音第七章
[00:03:58.000 --> 00:03:59.000]  第一節到第二節
[00:03:59.000 --> 00:04:03.000]  我們就看到論斷也是很嚴重的
[00:04:03.000 --> 00:04:04.000]  那麼在馬太福音第七章
[00:04:04.000 --> 00:04:06.000]  他說你們不要論斷人
[00:04:06.000 --> 00:04:08.000]  免得你們被論斷
[00:04:08.000 --> 00:04:11.000]  我自己相信這個免得你們被論斷
[00:04:11.000 --> 00:04:13.000]  如果我們繼續往後面看的話
[00:04:13.000 --> 00:04:15.000]  我們就知道這是被神論斷
[00:04:15.000 --> 00:04:20.000]  所謂的論斷就是被神judge
[00:04:20.000 --> 00:04:23.000]  那麼這個是真的是很嚴重的
[00:04:23.000 --> 00:04:25.000]  那我們論斷人的時候
[00:04:25.000 --> 00:04:29.000]  有的時候我們也很容易誹謗別人
[00:04:29.000 --> 00:04:30.000]  所以我今天
[00:04:30.000 --> 00:04:32.000]  我把他們兩個放在一起
[00:04:32.000 --> 00:04:34.000]  因為我覺得很多時候
[00:04:34.000 --> 00:04:36.000]  當我們在論斷別人的時候
[00:04:36.000 --> 00:04:38.000]  我們誹謗的話也會出來了
[00:04:38.000 --> 00:04:40.000]  等一下我們看一些經文之後
[00:04:40.000 --> 00:04:42.000]  我們會比較了解了
[00:04:42.000 --> 00:04:44.000]  那我們先講論斷
[00:04:44.000 --> 00:04:46.000]  論斷的事情論斷的話
[00:04:46.000 --> 00:04:49.000]  在我們日常生活當中是經常發生的
[00:04:49.000 --> 00:04:51.000]  如果你稍微注意一下
[00:04:51.000 --> 00:04:54.000]  我自己在差不多四十年前
[00:04:54.000 --> 00:04:57.000]  那麼我剛到美國的時候
[00:04:57.000 --> 00:05:00.000]  我那時候我就過了一陣子之後
[00:05:00.000 --> 00:05:01.000]  我就開始注意到這件事情
[00:05:01.000 --> 00:05:03.000]  因為你真的是會發現
[00:05:03.000 --> 00:05:05.000]  只要有兩三個人聚在一起
[00:05:05.000 --> 00:05:08.000]  在聊天我們講聊天
[00:05:08.000 --> 00:05:10.000]  聚在一起聊天的時候
[00:05:10.000 --> 00:05:16.000]  很快的馬上就會把話題轉到哪裡去
[00:05:16.000 --> 00:05:19.000]  轉到別人的身上
[00:05:19.000 --> 00:05:21.000]  那麼會把別人的事情
[00:05:21.000 --> 00:05:24.000]  拿來作為我們談話的資料
[00:05:24.000 --> 00:05:26.000]  那很多時候你越聽
[00:05:26.000 --> 00:05:29.000]  那個情形情況是怎麼樣
[00:05:29.000 --> 00:05:31.000]  越糟
[00:05:31.000 --> 00:05:33.000]  我們人真的是很奇怪
[00:05:33.000 --> 00:05:35.000]  那麼一個人講了一點點之後
[00:05:35.000 --> 00:05:37.000]  另外一個人為了表達他自己
[00:05:37.000 --> 00:05:39.000]  比他知道的更多
[00:05:39.000 --> 00:05:42.000]  就把那個人其他的東西也抖出來了
[00:05:42.000 --> 00:05:45.000]  未必見得是真的
[00:05:45.000 --> 00:05:48.000]  但是很多時候的的確確是這樣子發生的
[00:05:48.000 --> 00:05:51.000]  我們很喜歡把別人的事情
[00:05:51.000 --> 00:05:53.000]  拿來評頭論足
[00:05:53.000 --> 00:05:55.000]  而且多半是負面的
[00:05:55.000 --> 00:05:58.000]  而且負面的是越來越糟糕
[00:05:58.000 --> 00:06:02.000]  因為水是往哪裡流啊
[00:06:02.000 --> 00:06:04.000]  水永遠是往低處流的
[00:06:04.000 --> 00:06:07.000]  這就是我們人的光景
[00:06:07.000 --> 00:06:11.000]  我們所談的都是別人的過去的事情
[00:06:11.000 --> 00:06:13.000]  我自己那時候就在想
[00:06:13.000 --> 00:06:15.000]  為什麼我們不能談別人將來的事情
[00:06:15.000 --> 00:06:19.000]  因為我們根本不知道他將來會發生什麼事情
[00:06:19.000 --> 00:06:24.000]  我們只能談別人過去所做的事情
[00:06:24.000 --> 00:06:26.000]  當我們回到聖經上的時候
[00:06:26.000 --> 00:06:28.000]  當我們回到神的面前的時候
[00:06:28.000 --> 00:06:31.000]  我們真的是會看到人的將來
[00:06:31.000 --> 00:06:35.000]  而且會給我們帶來希望
[00:06:35.000 --> 00:06:40.000]  所以你知道我們在這種情況之下
[00:06:40.000 --> 00:06:43.000]  我們不太能夠談
[00:06:43.000 --> 00:06:45.000]  講別人的長處
[00:06:45.000 --> 00:06:49.000]  我們多半都是講別人的短處
[00:06:49.000 --> 00:06:52.000]  我們看一段雅各書第四章
[00:06:52.000 --> 00:06:54.000]  雅各書第四章
[00:06:54.000 --> 00:06:58.000]  十一節到十二節
[00:06:58.000 --> 00:07:00.000]  雅各書第四章
[00:07:00.000 --> 00:07:02.000]  十一節到十二節
[00:07:02.000 --> 00:07:19.000]  我們一起來念
[00:07:19.000 --> 00:07:21.000]  設立律法和判斷人的
[00:07:21.000 --> 00:07:25.000]  只有一位就是那能救人也能滅人的
[00:07:25.000 --> 00:07:32.000]  在這裡讓我們看見當我們在論斷別人的時候
[00:07:32.000 --> 00:07:33.000]  雅各告訴我們
[00:07:33.000 --> 00:07:36.000]  我們把我們自己放在一個什麼樣的地位
[00:07:36.000 --> 00:07:40.000]  我們把我們自己放在一個審判官的地位
[00:07:40.000 --> 00:07:44.000]  好像我們就是這個立法的法官一樣
[00:07:44.000 --> 00:07:48.000]  所以我們現在再回到馬太福音第七章
[00:07:48.000 --> 00:07:50.000]  我們在那裡我們可以看到一些
[00:07:50.000 --> 00:07:52.000]  主所講的話
[00:07:52.000 --> 00:07:55.000]  第七章他說你們不要論斷人
[00:07:55.000 --> 00:07:58.000]  免得你們被論斷
[00:07:58.000 --> 00:08:01.000]  接下去他說因為你們怎樣論斷人
[00:08:01.000 --> 00:08:03.000]  也必怎樣被論斷
[00:08:03.000 --> 00:08:05.000]  你們用什麼良器良給人
[00:08:05.000 --> 00:08:08.000]  也必用什麼良器良給你們
[00:08:08.000 --> 00:08:10.000]  在這裡我們可以看到
[00:08:10.000 --> 00:08:12.000]  當然我自己相信也是
[00:08:12.000 --> 00:08:14.000]  當我們在論斷別人的時候
[00:08:14.000 --> 00:08:17.000]  你要知道我們很可能在別的地方
[00:08:17.000 --> 00:08:19.000]  也被人家論斷
[00:08:19.000 --> 00:08:22.000]  對不對呀
[00:08:22.000 --> 00:08:24.000]  但是在這裡也讓我們知道
[00:08:24.000 --> 00:08:27.000]  我們會被神論斷
[00:08:27.000 --> 00:08:29.000]  將來會被神judge
[00:08:29.000 --> 00:08:32.000]  如果我們再繼續看下去的話
[00:08:32.000 --> 00:08:35.000]  他說為什麼看見你弟兄眼中有刺
[00:08:35.000 --> 00:08:38.000]  卻不想自己眼中有良目呢
[00:08:38.000 --> 00:08:40.000]  你自己眼中有良目
[00:08:40.000 --> 00:08:44.000]  怎能對你弟兄說容我去掉你眼中的刺呢
[00:08:44.000 --> 00:08:46.000]  你這假冒為善的人
[00:08:46.000 --> 00:08:48.000]  先去掉你自己眼中的良目
[00:08:48.000 --> 00:08:50.000]  然後才能看得清楚
[00:08:50.000 --> 00:08:54.000]  去掉你弟兄眼中的刺
