
[00:00:00.000 --> 00:00:02.000]  領事會午安
[00:00:02.000 --> 00:00:06.000]  這個星期是很特別的一個星期
[00:00:06.000 --> 00:00:09.000]  好像很多事情都發生得很快
[00:00:09.000 --> 00:00:13.000]  但也都是集中在這個星期
[00:00:13.000 --> 00:00:16.000]  就是有一些除了教會的聚會
[00:00:16.000 --> 00:00:20.000]  甚至我預先沒有計劃的一些白事又出現了
[00:00:20.000 --> 00:00:24.000]  總之紅事白事都有
[00:00:24.000 --> 00:00:29.000]  好像人生很多的交織的片段
[00:00:29.000 --> 00:00:31.000]  全部就在這個星期發生了
[00:00:31.000 --> 00:00:35.000]  我自己今天其實是很早起床
[00:00:35.000 --> 00:00:38.000]  我其實這個星期很多天都是很早已經
[00:00:38.000 --> 00:00:42.000]  應該說是相反的
[00:00:42.000 --> 00:00:44.000]  前幾天就是很遲才睡
[00:00:44.000 --> 00:00:46.000]  今天就很早起床
[00:00:46.000 --> 00:00:52.000]  但是因為看上帝要我今天宣講的訊息
[00:00:52.000 --> 00:00:56.000]  我也都知道今天是一時間會有這個儀式
[00:00:56.000 --> 00:01:02.000]  我自己心裡都是懷著一個成王成孔的心
[00:01:02.000 --> 00:01:04.000]  在六月初的時候
[00:01:04.000 --> 00:01:08.000]  執事會邀請我去接受這個職任的時候
[00:01:08.000 --> 00:01:10.000]  作為堂主任
[00:01:10.000 --> 00:01:12.000]  當時我都是憑信心
[00:01:12.000 --> 00:01:15.000]  靠賴主的恩典我去領受
[00:01:15.000 --> 00:01:19.000]  但同樣都有不同的一些領事會跟我說
[00:01:19.000 --> 00:01:23.000]  林牧師帶領港督堂
[00:01:23.000 --> 00:01:27.000]  是非常不容易的一件事
[00:01:27.000 --> 00:01:28.000]  其實我知道的
[00:01:28.000 --> 00:01:31.000]  因為我在這裡11年了
[00:01:31.000 --> 00:01:35.000]  我們都看到我們的永休牧師
[00:01:35.000 --> 00:01:37.000]  他由黑髮變成白髮
[00:01:37.000 --> 00:01:43.000]  你都很明白背後的過程是怎樣進化了
[00:01:43.000 --> 00:01:45.000]  演化了
[00:01:45.000 --> 00:01:50.000]  我們看到在一個很特別的時代
[00:01:50.000 --> 00:01:56.000]  我看到神要港督堂在我們這個世代裡
[00:01:56.000 --> 00:02:00.000]  有什麼使命要我們繼續履行呢?
[00:02:00.000 --> 00:02:02.000]  我相信離不開一件事
[00:02:02.000 --> 00:02:06.000]  亦都是我們去年經過詳細的討論
[00:02:06.000 --> 00:02:08.000]  跟所有的教牧和執事
[00:02:08.000 --> 00:02:11.000]  一起理定的一個新的使命宣言
[00:02:11.000 --> 00:02:15.000]  我們讓我們的教會成為一個建立門徒的教會
[00:02:15.000 --> 00:02:19.000]  讓我們的門徒能夠成為主所喜悅的神的兒女
[00:02:19.000 --> 00:02:21.000]  亦都透過這個平台
[00:02:21.000 --> 00:02:24.000]  我們能夠讓教會能夠
[00:02:24.000 --> 00:02:27.000]  將神給我們各樣的恩賜我們匯聚
[00:02:27.000 --> 00:02:31.000]  亦都同時間我們能夠去祝福我們這個城市
[00:02:31.000 --> 00:02:33.000]  祝福我們的國家
[00:02:33.000 --> 00:02:38.000]  我很深信上帝今天讓我們可以走在一起
[00:02:38.000 --> 00:02:42.000]  能夠在同一個教會裡面敬拜和服侍
[00:02:42.000 --> 00:02:43.000]  一定不是偶然
[00:02:43.000 --> 00:02:49.000]  我很深信上帝要我們一起去肩負這個大使命的時候
[00:02:49.000 --> 00:02:54.000]  我們需要去明白今天你活在一個什麼時代
[00:02:54.000 --> 00:02:59.000]  所以其實當我去考慮今天這個題目的時候
[00:02:59.000 --> 00:03:04.000]  我其實在安息連假已經想了這個題目
[00:03:04.000 --> 00:03:08.000]  一直在思想
[00:03:08.000 --> 00:03:15.000]  我覺得我們需要憑主的帶領和用信心
[00:03:15.000 --> 00:03:17.000]  我們繼續向前走
[00:03:17.000 --> 00:03:19.000]  有很多人跟我說
[00:03:19.000 --> 00:03:23.000]  港督堂是有很多很厲害的弟兄姊妹
[00:03:23.000 --> 00:03:24.000]  其實我也知道
[00:03:24.000 --> 00:03:27.000]  因為其實很多弟兄姊妹很有恩賜
[00:03:27.000 --> 00:03:29.000]  很有一些的知識
[00:03:29.000 --> 00:03:31.000]  這個我們要感恩的
[00:03:31.000 --> 00:03:35.000]  但我們要一起匯聚這些弟兄姊妹
[00:03:35.000 --> 00:03:40.000]  但我們同時間要學習去尋求主的心意
[00:03:40.000 --> 00:03:43.000]  成就在教會當中
[00:03:43.000 --> 00:03:47.000]  故此我今天將這篇信息擺在大家面前
[00:03:47.000 --> 00:03:50.000]  講後現代的門徒觀
[00:03:50.000 --> 00:03:54.000]  就是我們要正視我們今天活在一個什麼時代
[00:03:54.000 --> 00:03:59.000]  我們今天的基督信仰絕對絕對不是抽離現實的世界
[00:03:59.000 --> 00:04:03.000]  我們需要將神的話語去詮釋的同時
[00:04:03.000 --> 00:04:09.000]  必須能夠有效和實用地應用在我們今天的處境
[00:04:09.000 --> 00:04:10.000]  在我們的文化
[00:04:10.000 --> 00:04:14.000]  甚至我們所接觸的一些未信主的朋友
[00:04:14.000 --> 00:04:18.000]  教會絕對不能夠關上門自說自話
[00:04:18.000 --> 00:04:22.000]  教會需要的是知己知彼
[00:04:22.000 --> 00:04:25.000]  我們要將上帝的恩典和說話
[00:04:25.000 --> 00:04:31.000]  與我們周圍說未信主的很多朋友一起去分享
[00:04:31.000 --> 00:04:34.000]  究竟什麼是後現代呢?
[00:04:34.000 --> 00:04:37.000]  你認識後現代之前當然有現代
[00:04:37.000 --> 00:04:40.000]  現代主義是怎樣走出來呢?
[00:04:40.000 --> 00:04:42.000]  這是1890年的時候
[00:04:42.000 --> 00:04:47.000]  在歐洲他們開始倡導對啟蒙運動作出的反省
[00:04:47.000 --> 00:04:52.000]  啟蒙運動是發生在所謂的文藝復興之後
[00:04:52.000 --> 00:04:56.000]  當時歐洲他們開始因為印刷術的出現
[00:04:56.000 --> 00:04:58.000]  文字開始普及
[00:04:58.000 --> 00:05:04.000]  很多人就有興趣返回很多典籍的原文裏面
[00:05:04.000 --> 00:05:06.000]  包括聖經研究
[00:05:06.000 --> 00:05:10.000]  這種原初是好的一件事
[00:05:10.000 --> 00:05:15.000]  可惜當慢慢進入所謂的工業革命
[00:05:15.000 --> 00:05:17.000]  我們看見的一件事實
[00:05:17.000 --> 00:05:20.000]  就是慢慢人高舉理性
[00:05:20.000 --> 00:05:22.000]  過於聖經的權威
[00:05:22.000 --> 00:05:27.000]  西方的世界特別是歐洲的宗教界裏面
[00:05:27.000 --> 00:05:31.000]  很多的教會慢慢就失守
[00:05:31.000 --> 00:05:33.000]  甚至以前很興旺的教會
[00:05:33.000 --> 00:05:36.000]  到了20世紀的時候他們沒落
[00:05:36.000 --> 00:05:38.000]  一個很宏偉的Cathedral裏面
[00:05:38.000 --> 00:05:40.000]  再不是坐滿人
[00:05:40.000 --> 00:05:43.000]  而是只剩下幾十人的老人家
[00:05:43.000 --> 00:05:45.000]  這種悲涼的情況
[00:05:45.000 --> 00:05:47.000]  是叫我們引以為鑑
[00:05:47.000 --> 00:05:52.000]  我們今天需要明白我們的時代
[00:05:52.000 --> 00:05:55.000]  究竟現代主義他們作出了什麼
[00:05:55.000 --> 00:05:57.000]  他們顛覆了一些傳統
[00:05:57.000 --> 00:06:00.000]  特別在這個主義裏面
[00:06:00.000 --> 00:06:03.000]  他們有一些代表性的人物
[00:06:03.000 --> 00:06:09.000]  都是在這些藝術的創作領域裏面很有成就
[00:06:09.000 --> 00:06:12.000]  他們認為寫實的風格
[00:06:12.000 --> 00:06:16.000]  會限制了藝術家的創作和空間
[00:06:16.000 --> 00:06:20.000]  他們亦都認為文本的研習
[00:06:20.000 --> 00:06:23.000]  是需要把它拆解為不同的片段
[00:06:23.000 --> 00:06:28.000]  以致去認識今天這個時代
[00:06:28.000 --> 00:06:32.000]  他們質疑現代性這種現象
[00:06:32.000 --> 00:06:36.000]  故此現代主義其實我們看這兩幅畫
[00:06:36.000 --> 00:06:41.000]  就是表達他們反對寫實的一種畫作
[00:06:41.000 --> 00:06:43.000]  包括右手邊那幅畫
[00:06:43.000 --> 00:06:45.000]  不知道大家知不知道
[00:06:45.000 --> 00:06:47.000]  是一個很著名的一幅畫
[00:06:47.000 --> 00:06:51.000]  是一個荷蘭很傑出的畫家所畫的
[00:06:51.000 --> 00:06:53.000]  就是梵高
[00:06:53.000 --> 00:06:55.000]  他這幅叫向日葵
[00:06:55.000 --> 00:06:58.000]  我不覺得他很超現實
[00:06:58.000 --> 00:07:00.000]  其實都很寫實
[00:07:00.000 --> 00:07:01.000]  這是一個過程
[00:07:01.000 --> 00:07:06.000]  他們開始要脫離的那種所謂寫實的風格
[00:07:06.000 --> 00:07:09.000]  左手邊那幅其實是畢加索
[00:07:09.000 --> 00:07:11.000]  畢加索這個都不是很抽象
[00:07:11.000 --> 00:07:13.000]  我都看到是一個人
[00:07:13.000 --> 00:07:17.000]  二次世界大戰之後
[00:07:17.000 --> 00:07:19.000]  世界秩序開始崩潰
[00:07:19.000 --> 00:07:24.000]  人類不再是盲目的單一的相信理性的力量
[00:07:24.000 --> 00:07:28.000]  他們以懷疑去面對一切客觀性的真理
[00:07:28.000 --> 00:07:34.000]  所以他們對客觀的真理是有一種質疑
[00:07:34.000 --> 00:07:40.000]  他們也是以一個懷疑的態度去面對一切客觀的真理
[00:07:40.000 --> 00:07:43.000]  他們說要追求相對和多元
[00:07:43.000 --> 00:07:45.000]  因為人的自己經驗
[00:07:45.000 --> 00:07:49.000]  常常影響我們去判斷事物的角度
[00:07:49.000 --> 00:07:51.000]  如果你從這個前提
[00:07:51.000 --> 00:07:54.000]  你就會看見為什麼跟著那幾樣東西就會出現
[00:07:54.000 --> 00:07:56.000]  是很邏輯的
[00:07:56.000 --> 00:08:01.000]  當人不去接受一個客觀真理的存在的話
[00:08:01.000 --> 00:08:04.000]  真理就變成是相對主義
[00:08:04.000 --> 00:08:09.000]  真理也變成是很片面的多元化的一種思維
[00:08:09.000 --> 00:08:11.000]  你覺得是這樣
[00:08:11.000 --> 00:08:14.000]  他覺得道德的標準可以是這樣
[00:08:14.000 --> 00:08:21.000]  所以他完全是摧毀過去人對上帝的尊重
