
[00:00:00.000 --> 00:00:02.000]  我們先低頭禱告
[00:00:02.000 --> 00:00:06.000]  願主祢藉祢自己的話語
[00:00:06.000 --> 00:00:08.000]  教導我們
[00:00:08.000 --> 00:00:10.000]  怎樣作領袖
[00:00:10.000 --> 00:00:14.000]  怎樣去到選舉領袖
[00:00:14.000 --> 00:00:16.000]  怎樣成為祢自己
[00:00:16.000 --> 00:00:19.000]  信服祢話語的兒女
[00:00:19.000 --> 00:00:21.000]  願祢幫助我們
[00:00:21.000 --> 00:00:23.000]  打開我們的耳朵
[00:00:23.000 --> 00:00:25.000]  打開我們的心
[00:00:25.000 --> 00:00:27.000]  聽到祢對我們的說話
[00:00:27.000 --> 00:00:29.000]  奉耶穌基督的聖名
[00:00:29.000 --> 00:00:31.000]  阿門
[00:00:31.000 --> 00:00:33.000]  提摩太前書
[00:00:33.000 --> 00:00:37.000]  是保羅寫給提摩太的書信
[00:00:37.000 --> 00:00:39.000]  通常我們說這封書信
[00:00:39.000 --> 00:00:41.000]  是教牧書信其中一卷
[00:00:41.000 --> 00:00:44.000]  教牧書信就是提摩太前後
[00:00:44.000 --> 00:00:46.000]  和提多書
[00:00:46.000 --> 00:00:49.000]  都是保羅寫給一些年輕的牧者
[00:00:49.000 --> 00:00:53.000]  教導他們怎樣做一個傳道人
[00:00:53.000 --> 00:00:55.000]  提摩太前書第一章第三節
[00:00:55.000 --> 00:00:57.000]  就告訴我們
[00:00:57.000 --> 00:01:00.000]  當保羅要去馬其頓的時候
[00:01:00.000 --> 00:01:05.000]  他就留提摩太在爾忽所這個地方
[00:01:05.000 --> 00:01:07.000]  所以這封書信就是
[00:01:07.000 --> 00:01:11.000]  保羅寫給在爾忽所的提摩太
[00:01:11.000 --> 00:01:17.000]  指導他怎樣去建立爾忽所教會
[00:01:17.000 --> 00:01:21.000]  包括怎樣興起一些當地的領袖
[00:01:21.000 --> 00:01:24.000]  來牧養一間教會
[00:01:24.000 --> 00:01:28.000]  一般的教會裡面都有兩類的領袖
[00:01:28.000 --> 00:01:32.000]  教牧和執事
[00:01:32.000 --> 00:01:34.000]  封聖生命堂都是一樣
[00:01:34.000 --> 00:01:37.000]  有教牧有執事
[00:01:37.000 --> 00:01:40.000]  而提摩太前書第三章提到
[00:01:40.000 --> 00:01:43.000]  當時也有兩類的領袖
[00:01:43.000 --> 00:01:48.000]  第三章的一至七節就說到監督
[00:01:48.000 --> 00:01:51.000]  剛才我們讀經文的時候提到
[00:01:51.000 --> 00:01:56.000]  第八至十三節就提到執事
[00:01:56.000 --> 00:01:58.000]  這個監督和執事
[00:01:58.000 --> 00:02:03.000]  是不是等於我們今天的教牧和執事呢
[00:02:03.000 --> 00:02:06.000]  其實我相信有些不同
[00:02:06.000 --> 00:02:10.000]  因為經過很多二千年的時間
[00:02:10.000 --> 00:02:14.000]  教會的體制各方面都有一些不同
[00:02:14.000 --> 00:02:16.000]  我們稍微了解一下
[00:02:16.000 --> 00:02:18.000]  在聖經裡面一個監督
[00:02:18.000 --> 00:02:21.000]  其實有另一個名稱就是長老
[00:02:21.000 --> 00:02:24.000]  史壇傳第二十章第二十八節
[00:02:24.000 --> 00:02:29.000]  當保羅對爾忽所教會的長老要離開他們
[00:02:29.000 --> 00:02:31.000]  他召集他們來
[00:02:31.000 --> 00:02:35.000]  然後跟他們說了一番語重心長的話
[00:02:35.000 --> 00:02:39.000]  他說對爾忽所教會的長老來說
[00:02:39.000 --> 00:02:45.000]  聖靈納你們作全群的監督
[00:02:45.000 --> 00:02:49.000]  所以監督其實就是等於長老
[00:02:49.000 --> 00:02:52.000]  長老是一個職稱
[00:02:52.000 --> 00:02:58.000]  而監督更多的時候是說到職能
[00:02:58.000 --> 00:03:01.000]  從功能的角度來說
[00:03:01.000 --> 00:03:05.000]  在提摩太前書第三章裡面也說到
[00:03:05.000 --> 00:03:08.000]  這兩種職稱
[00:03:08.000 --> 00:03:11.000]  監督和執事
[00:03:11.000 --> 00:03:15.000]  而很特別的是第三章第二節
[00:03:15.000 --> 00:03:18.000]  那個監督是單數的
[00:03:18.000 --> 00:03:20.000]  就是一個
[00:03:20.000 --> 00:03:24.000]  而第八節講執事的時候
[00:03:24.000 --> 00:03:26.000]  是眾數的
[00:03:26.000 --> 00:03:27.000]  很多執事
[00:03:27.000 --> 00:03:29.000]  有些人就說會不會爾忽所教會裡面
[00:03:29.000 --> 00:03:31.000]  只有一位的監督
[00:03:31.000 --> 00:03:34.000]  然後有很多的執事
[00:03:34.000 --> 00:03:37.000]  不過我相信未必是這樣
[00:03:37.000 --> 00:03:41.000]  如果從職能的角度來看
[00:03:41.000 --> 00:03:44.000]  這個監督可能說的是
[00:03:44.000 --> 00:03:48.000]  一個監督的團隊
[00:03:48.000 --> 00:03:51.000]  一個監督的團隊就不止一個人
[00:03:51.000 --> 00:03:54.000]  監督是負責什麼呢
[00:03:54.000 --> 00:03:57.000]  監督教會
