
[00:00:00.000 --> 00:00:03.000]  跟我們一起低頭祈禱
[00:00:03.000 --> 00:00:05.000]  恩主我們感謝讚美祢
[00:00:05.000 --> 00:00:08.000]  祢讓我們在這麼寒冷的天氣
[00:00:08.000 --> 00:00:11.000]  我們依然能夠來到這麼溫暖的地方
[00:00:11.000 --> 00:00:13.000]  主耶穌是祢的恩典
[00:00:13.000 --> 00:00:15.000]  我們知道不是必然
[00:00:15.000 --> 00:00:17.000]  讓祢的靈運行在我們當中
[00:00:17.000 --> 00:00:20.000]  讓我們珍惜神力給我們一起擁有
[00:00:20.000 --> 00:00:23.000]  讓我們能夠安心靜停處理自己的懷疑
[00:00:23.000 --> 00:00:24.000]  我們感謝祈禱
[00:00:24.000 --> 00:00:26.000]  奉我主耶穌名求
[00:00:26.000 --> 00:00:27.000]  Amen
[00:00:28.000 --> 00:00:33.000]  早兩三個禮拜前
[00:00:33.000 --> 00:00:38.000]  突然有一位基督徒的姊妹打電話給我
[00:00:38.000 --> 00:00:39.000]  跟我聊天
[00:00:39.000 --> 00:00:42.000]  她說其實不是她的問題
[00:00:42.000 --> 00:00:44.000]  是她的朋友的問題
[00:00:44.000 --> 00:00:47.000]  她說你覺得應該怎樣做好呢
[00:00:47.000 --> 00:00:50.000]  話說她的朋友也是基督徒
[00:00:50.000 --> 00:00:56.000]  她想起她有個好朋友
[00:00:56.000 --> 00:00:57.000]  不是好朋友
[00:00:57.000 --> 00:00:58.000]  是一個朋友
[00:00:58.000 --> 00:01:01.000]  即是她朋友的朋友有病
[00:01:01.000 --> 00:01:02.000]  她就想著
[00:01:02.000 --> 00:01:05.000]  因為她知道她的病挺嚴重
[00:01:05.000 --> 00:01:07.000]  就想跟她傳福音
[00:01:07.000 --> 00:01:09.000]  就打電話給她的太太
[00:01:09.000 --> 00:01:12.000]  她的朋友是一個男性
[00:01:12.000 --> 00:01:15.000]  打給她的太太說想去探望她
[00:01:15.000 --> 00:01:16.000]  她的太太說
[00:01:16.000 --> 00:01:18.000]  你們這些基督徒
[00:01:18.000 --> 00:01:21.000]  其實我現在已經照顧不了她
[00:01:21.000 --> 00:01:29.000]  她已經進了一些醫院
[00:01:29.000 --> 00:01:30.000]  不知道什麼醫院
[00:01:30.000 --> 00:01:31.000]  她也沒有詳細說
[00:01:31.000 --> 00:01:33.000]  或者是老人院各方面
[00:01:33.000 --> 00:01:37.000]  她就說其實我每天要去很累
[00:01:37.000 --> 00:01:40.000]  可不可以叫你們教會的人
[00:01:40.000 --> 00:01:43.000]  幫我每個禮拜找兩個
[00:01:43.000 --> 00:01:45.000]  去兩次
[00:01:45.000 --> 00:01:47.000]  每次就找兩個人
[00:01:47.000 --> 00:01:50.000]  她說其實她現在有兩個男人
[00:01:50.000 --> 00:01:53.000]  幫她先生起床
[00:01:53.000 --> 00:01:55.000]  照顧他
[00:01:55.000 --> 00:01:56.000]  幫他餵食
[00:01:56.000 --> 00:01:57.000]  因為他現在也吃不了東西
[00:01:57.000 --> 00:01:58.000]  就餵食他
[00:01:58.000 --> 00:02:01.000]  她說你們基督徒很有愛心
[00:02:01.000 --> 00:02:03.000]  可不可以叫你們教會的人
[00:02:03.000 --> 00:02:07.000]  每天派兩個女性
[00:02:07.000 --> 00:02:09.000]  她不喜歡男性
[00:02:09.000 --> 00:02:14.000]  這個基督徒的朋友聽到
[00:02:14.000 --> 00:02:16.000]  就有很大的掙扎
[00:02:16.000 --> 00:02:17.000]  掙扎什麼呢?
[00:02:17.000 --> 00:02:19.000]  一來她本著愛心
[00:02:19.000 --> 00:02:24.000]  想藉這個情況跟她傳福音去探望她
[00:02:24.000 --> 00:02:26.000]  但另一方面
[00:02:26.000 --> 00:02:30.000]  她又覺得好像善用了她基督徒的愛心
[00:02:30.000 --> 00:02:33.000]  所以她覺得好像很為難
[00:02:33.000 --> 00:02:36.000]  她說她應該怎樣去表達
[00:02:36.000 --> 00:02:39.000]  她應該做的態度呢?
[00:02:39.000 --> 00:02:42.000]  所以她就打電話給她的朋友
[00:02:42.000 --> 00:02:46.000]  她的朋友當然在她的角度來說
[00:02:46.000 --> 00:02:48.000]  也是一個難題
[00:02:48.000 --> 00:02:50.000]  她就打電話給我
[00:02:50.000 --> 00:02:53.000]  所以我們看到很多時候
[00:02:53.000 --> 00:02:55.000]  我們基督徒的愛
[00:02:55.000 --> 00:02:58.000]  在我們生活裏面
[00:02:58.000 --> 00:02:59.000]  其實是很大的挑戰
[00:02:59.000 --> 00:03:02.000]  什麼的愛心是表達合意
[00:03:02.000 --> 00:03:04.000]  我們應該要怎樣去做呢?
[00:03:04.000 --> 00:03:06.000]  今天想跟大家分享
[00:03:06.000 --> 00:03:09.000]  愛的挑戰
[00:03:09.000 --> 00:03:11.000]  在我們基督徒裏面我們也有
[00:03:11.000 --> 00:03:13.000]  沒有答案的有
[00:03:13.000 --> 00:03:18.000]  我們這個星期就有一個論壇
[00:03:18.000 --> 00:03:21.000]  講這個問題
[00:03:21.000 --> 00:03:23.000]  歡迎大家來參加我們再講
[00:03:23.000 --> 00:03:29.000]  在這篇經文裏
[00:03:29.000 --> 00:03:32.000]  羅馬書十二章
[00:03:32.000 --> 00:03:34.000]  從第九節到二十一節
[00:03:34.000 --> 00:03:39.000]  有人去對比哥林多前書十三章外篇
[00:03:39.000 --> 00:03:44.000]  其實兩段的經文都是講愛
[00:03:44.000 --> 00:03:47.000]  都是基督徒在生活上的原則的愛
[00:03:47.000 --> 00:03:50.000]  不過你們從來不會在婚禮裏面
[00:03:50.000 --> 00:03:52.000]  聽別人讀這段經文
[00:03:52.000 --> 00:03:56.000]  婚禮都是講哥林多前書
[00:03:56.000 --> 00:03:59.000]  其實這是一個很具體很實際
[00:03:59.000 --> 00:04:06.000]  是我們怎樣去面對生活的愛的表達呢?
[00:04:06.000 --> 00:04:10.000]  我們從第九節裏面看到
[00:04:10.000 --> 00:04:12.000]  愛人不可虛假
[00:04:12.000 --> 00:04:15.000]  愛要厭惡 善要親近
[00:04:15.000 --> 00:04:20.000]  這個愛就是我們基督徒生活的行為原則
[00:04:20.000 --> 00:04:24.000]  也可以說是我們基督徒的一個外在標籤
[00:04:24.000 --> 00:04:27.000]  有很多人特別對一些未信的人來說
[00:04:27.000 --> 00:04:30.000]  很多時候去分析他們是否基督徒
[00:04:30.000 --> 00:04:33.000]  就是看他們的行為表現
[00:04:33.000 --> 00:04:39.000]  其實愛是一個很自然的行為表現
[00:04:39.000 --> 00:04:43.000]  不過有些人可能心中沒有這個愛
[00:04:43.000 --> 00:04:46.000]  或者他個人的生活是我行我素
[00:04:46.000 --> 00:04:48.000]  他也不會去留意別人
[00:04:48.000 --> 00:04:52.000]  但是因著某個原因或者一些環境
[00:04:52.000 --> 00:04:56.000]  他要去扮演這個愛的表現
[00:04:56.000 --> 00:04:58.000]  以免招人物異
[00:04:58.000 --> 00:05:00.000]  或者滿足別人的期望
[00:05:00.000 --> 00:05:03.000]  或者某些角色別人對他的期望
[00:05:03.000 --> 00:05:05.000]  他應該要這樣去做
[00:05:05.000 --> 00:05:07.000]  去做這個模樣
[00:05:07.000 --> 00:05:10.000]  但其實他心裏未必真的有這個愛心
[00:05:10.000 --> 00:05:17.000]  所以很多時候無論在基督徒的情況
[00:05:17.000 --> 00:05:19.000]  或者在外面的朋友
[00:05:19.000 --> 00:05:22.000]  你會看到很多時候有兩副臉孔
[00:05:22.000 --> 00:05:26.000]  他可以本著很冷酷的臉孔
[00:05:26.000 --> 00:05:31.000]  但轉過頭來對某些人表現好像很熱情
[00:05:31.000 --> 00:05:35.000]  有時候你會看到心裏有很大的反感
[00:05:35.000 --> 00:05:37.000]  不知道你們有沒有經歷過這個
[00:05:37.000 --> 00:05:40.000]  我想起很多年前
[00:05:40.000 --> 00:05:43.000]  那時候我還在學生時期
[00:05:43.000 --> 00:05:46.000]  那時候我還在台灣
[00:05:46.000 --> 00:05:51.000]  有些同學寫信告訴我
[00:05:51.000 --> 00:05:53.000]  他要來參加旅行團來玩
[00:05:53.000 --> 00:05:59.000]  玩完旅行團後
[00:05:59.000 --> 00:06:02.000]  叫我聯絡他去探望他
[00:06:02.000 --> 00:06:04.000]  那晚我去了酒店探望他
