
[00:00:00.000 --> 00:00:02.760]  我們開始前祈禱
[00:00:02.760 --> 00:00:03.760]  天哥,我們很感謝祢
[00:00:03.760 --> 00:00:08.720]  因為祢的愛真的給萬族萬民
[00:00:08.720 --> 00:00:11.080]  不是只給我們,不是給一個族群
[00:00:11.080 --> 00:00:13.400]  求祢讓我們有祢的眼界去看
[00:00:13.400 --> 00:00:16.200]  有祢的愛去承載這個世界
[00:00:16.200 --> 00:00:20.360]  以致我們明白到我們來到去敬拜祢的時候
[00:00:20.360 --> 00:00:24.240]  我們不能夠不愛這個世界裏面的萬族萬民
[00:00:24.240 --> 00:00:26.920]  因為祢自己是一個這樣的上帝
[00:00:26.920 --> 00:00:30.560]  我們敬拜祢的時候自然會被祢所塑造
[00:00:30.560 --> 00:00:33.080]  慢慢去成為一個關愛世界
[00:00:33.080 --> 00:00:36.080]  關愛世界裏面每一個人的一個信徒
[00:00:36.080 --> 00:00:38.840]  幫助我們有這樣的洞察力
[00:00:38.840 --> 00:00:41.040]  由遠道聖靈感動我們每一位
[00:00:41.040 --> 00:00:42.880]  去回應上主的呼召
[00:00:42.880 --> 00:00:45.080]  奉主命求,阿們
[00:00:45.080 --> 00:00:50.640]  想問一下在座各位有沒有人喜歡踢球的?
[00:00:50.640 --> 00:00:53.360]  沒有,曾經喜歡踢球的
[00:00:53.360 --> 00:00:58.880]  你說我三十年前,四十年前,五十年前,十年前
[00:00:58.880 --> 00:01:01.160]  喜歡過踢球的都可以
[00:01:01.160 --> 00:01:06.080]  有,有,有人都會運動的,摩托邦有其他
[00:01:06.080 --> 00:01:09.680]  我不喜歡踢球的,我都沒有喜歡過踢球的
[00:01:09.680 --> 00:01:14.000]  通常如果人家要你踢球你穿什麼鞋?
[00:01:14.000 --> 00:01:16.000]  球鞋,真的不能踢球鞋
[00:01:16.000 --> 00:01:18.760]  我記得應該是穿白飯魚的
[00:01:18.760 --> 00:01:21.840]  石屎地多數是穿白飯魚的,或者球鞋
[00:01:21.840 --> 00:01:25.000]  因為香港踢球多數是石屎地
[00:01:25.000 --> 00:01:28.040]  如果是草地穿什麼鞋?
[00:01:28.040 --> 00:01:29.480]  釘鞋吧,球鞋吧
[00:01:29.480 --> 00:01:33.280]  如果你穿球鞋或者白飯魚去草地的話
[00:01:33.280 --> 00:01:35.200]  你會很滑的
[00:01:35.200 --> 00:01:37.600]  但是如果讓你選擇你會去哪裡踢?
[00:01:37.600 --> 00:01:39.520]  當然是草地踢
[00:01:39.520 --> 00:01:42.360]  好很多的,特別如果你手聾的話
[00:01:42.360 --> 00:01:44.280]  你手聾你撲那個球
[00:01:44.280 --> 00:01:47.680]  你石屎地就可能坑骨都斷
[00:01:47.680 --> 00:01:52.280]  但是如果草地不一樣的話,落地就安全著陸
[00:01:52.280 --> 00:01:53.680]  差很遠的
[00:01:53.680 --> 00:01:58.840]  話說我們的關愛體驗隊去年去了越南
[00:01:58.840 --> 00:02:00.920]  我們是全部男子組來的
[00:02:00.920 --> 00:02:04.560]  所以我們很史無前例的
[00:02:04.560 --> 00:02:06.480]  如果你在這個圈子內
[00:02:06.480 --> 00:02:10.760]  就知道全藍班的關愛體驗隊是近乎沒有的
[00:02:10.760 --> 00:02:12.360]  所以他們那邊很興奮
[00:02:12.360 --> 00:02:17.120]  為我們安排跟當地的足球士工有交流
[00:02:17.120 --> 00:02:19.480]  我們全部人都不懂得踢球
[00:02:19.480 --> 00:02:21.720]  但是也不要緊,我們照樣去交流
[00:02:21.720 --> 00:02:25.000]  所以很自然地我們就想,我們穿球鞋去吧
[00:02:25.000 --> 00:02:27.120]  因為我們都沒什麼
[00:02:27.120 --> 00:02:29.320]  我不知道你想起越南,你想起什麼?
[00:02:29.320 --> 00:02:32.760]  越南通常那些人,如果你問香港的弟兄姊妹或者朋友
[00:02:32.760 --> 00:02:34.840]  通常都是兩個,第一個越戰
[00:02:34.840 --> 00:02:36.960]  第二就是難民
[00:02:36.960 --> 00:02:39.800]  當然可能吃東西,越南粉那些當然會
[00:02:39.800 --> 00:02:44.720]  但多數會想起難民、越戰,都不是太好的東西
[00:02:44.720 --> 00:02:47.920]  所以我們都在想,我們去踢球鞋也可以
[00:02:47.920 --> 00:02:49.720]  我們當中其中一位的團友
[00:02:49.720 --> 00:02:53.280]  是很有經驗去一些比較落後的國家去服侍的
[00:02:53.280 --> 00:02:55.000]  他就很聰明
[00:02:55.000 --> 00:03:00.160]  因為他去的地方都試過類似有這樣的交流
[00:03:00.160 --> 00:03:06.280]  是泥地來的,所以他就很聰明地穿了一雙行山的涼鞋
[00:03:06.280 --> 00:03:09.800]  其實涼鞋行山的都挺好的,都挺舒服的
[00:03:09.800 --> 00:03:13.160]  還有一樣很重要的,如果球鞋在泥地踢球會怎樣?
[00:03:13.160 --> 00:03:14.880]  會骯髒的,你明白嗎?
[00:03:14.880 --> 00:03:18.560]  所以他就很聰明地去這樣做
[00:03:18.560 --> 00:03:25.080]  我們第三晚,如是者就這樣去了跟當地的弟兄去踢球
[00:03:25.080 --> 00:03:27.720]  去到那裡,是草地
[00:03:27.720 --> 00:03:32.200]  還有他們是全部穿制服的
[00:03:32.200 --> 00:03:35.720]  即是一些巴塞隆拿的制服,很有型
[00:03:35.720 --> 00:03:38.360]  穿上一些全副裝備
[00:03:38.360 --> 00:03:41.160]  我以為越南是很落後的
[00:03:41.160 --> 00:03:43.680]  去到那裡是有一個草地
[00:03:43.680 --> 00:03:47.760]  我們穿了一些球鞋,還有一個穿著涼鞋
[00:03:47.760 --> 00:03:51.520]  還有穿了一些,如果你看過周星馳的影片
[00:03:51.520 --> 00:03:54.680]  就好像踢拖底環,窄了一點的那些
[00:03:54.680 --> 00:03:58.960]  是一堆少林足球的樣子
[00:03:58.960 --> 00:04:03.400]  好像在街上拔回來的烏合之眾,不夠人踢腳的踢球
[00:04:03.400 --> 00:04:07.400]  但不要緊,雖然我們不會踢球,雖然我們的裝備很差
[00:04:07.400 --> 00:04:09.920]  但我們都很盡興,很開心,他們都很接納我們
[00:04:09.920 --> 00:04:13.000]  他們很機靈地分隊的時候,分一半給我們
[00:04:13.000 --> 00:04:15.880]  一人分一半,不然會被人數到不知如何是好
[00:04:15.880 --> 00:04:18.760]  所以我們很感恩,他們知道我們不太行
[00:04:18.760 --> 00:04:20.840]  所以只是交流而已
[00:04:20.840 --> 00:04:26.440]  但很有趣的是,香港有機會去踢草地
[00:04:26.440 --> 00:04:29.640]  其實是很開心的,很難預訂草地的
[00:04:29.640 --> 00:04:33.320]  我們去到草地竟然沒有裝備
[00:04:33.320 --> 00:04:36.360]  你說是不是浪費了?我們白白浪費了這個
[00:04:36.360 --> 00:04:38.600]  可以在草地裡穿球鞋
[00:04:38.600 --> 00:04:42.320]  在美好的草地上踢球的那種感受
[00:04:42.320 --> 00:04:46.720]  我們就浪費了,就穿了球鞋、籃球鞋
[00:04:46.720 --> 00:04:49.480]  有些是涼鞋,我們就白費了
[00:04:49.480 --> 00:04:55.040]  原因是因為我們對一個地方有一些既有的框框
[00:04:55.040 --> 00:04:59.640]  既有的期望,以致我們去參與的時候準備不足
[00:04:59.640 --> 00:05:04.400]  參與到的,但不能夠盡興,不能夠享受
[00:05:04.400 --> 00:05:07.760]  不知道這個會不會很多時弟兄姊妹都有類似的事情呢?
[00:05:07.760 --> 00:05:11.280]  就是因為有既有的框框,有既有的期望
[00:05:11.280 --> 00:05:13.920]  以致你不能夠完全的享受
[00:05:13.920 --> 00:05:15.600]  其實關愛年會也類似是這樣的
[00:05:15.600 --> 00:05:16.560]  我不知道你是怎樣
[00:05:16.560 --> 00:05:19.000]  我自己想,可能有不少弟兄姊妹心目中在想
[00:05:19.000 --> 00:05:20.760]  又是關愛年會
[00:05:20.760 --> 00:05:23.680]  年年都是的,我知道你想說什麼
[00:05:23.680 --> 00:05:26.560]  你叫我出去嘛,哄我樂達那些
[00:05:26.560 --> 00:05:29.280]  你是不是想我…可能在想這些
[00:05:29.280 --> 00:05:30.840]  我邀請弟兄姊妹
[00:05:30.840 --> 00:05:35.160]  今天放下你任何的猜拳或關愛服侍的概念
[00:05:35.160 --> 00:05:38.120]  嘗試用一個新的角度一起去看
[00:05:38.120 --> 00:05:40.480]  今天我選了很多經文,但是是陳丹章
[00:05:40.480 --> 00:05:44.120]  裡面其實有很大段的經文,全部都是在議會說的
[00:05:44.120 --> 00:05:45.560]  為什麼會這麼大段呢?
[00:05:45.560 --> 00:05:49.880]  因為都記得你們祖宗堂之前都有查到
[00:05:49.880 --> 00:05:52.560]  說過這個系列是司徒行傳
[00:05:52.560 --> 00:05:56.520]  所以我不會花很多時間去咬文嚼字
[00:05:56.520 --> 00:06:01.080]  反而會特別想從一個大圖畫去看司徒行傳
[00:06:01.080 --> 00:06:05.280]  和從一個關愛服侍的角度去看司徒行傳
[00:06:05.280 --> 00:06:09.280]  一開始是很熟悉的,第一章是說
[00:06:09.280 --> 00:06:10.960]  一開始耶穌給他們的使命
[00:06:10.960 --> 00:06:14.520]  門徒問耶穌什麼時候復興以色列國
[00:06:14.520 --> 00:06:18.040]  耶穌跟他們說,父憑著自己的權柄所定的時候
[00:06:18.040 --> 00:06:19.760]  日期不是你們所知道的
[00:06:19.760 --> 00:06:23.000]  但接著是很金句的,這個大家經常都極背的
[00:06:23.000 --> 00:06:26.360]  但聖靈降臨在你們身上,你們就必得著能力
