
[00:00:00.000 --> 00:00:04.000]  我今天是按照常理
[00:00:04.000 --> 00:00:06.000]  每個月第一個主日
[00:00:06.000 --> 00:00:09.000]  我要講這個星期發光
[00:00:09.000 --> 00:00:11.000]  做得勝者的信息
[00:00:11.000 --> 00:00:13.000]  這是今年我們的意象
[00:00:13.000 --> 00:00:17.000]  這是從以賽亞書六十章第一節出來的
[00:00:17.000 --> 00:00:19.000]  他說星期發光
[00:00:19.000 --> 00:00:21.000]  因為你的光迎來到
[00:00:21.000 --> 00:00:25.000]  彼岸華的榮耀發現照耀你
[00:00:25.000 --> 00:00:27.000]  哇!多麼棒!
[00:00:27.000 --> 00:00:31.000]  神祂的榮耀發現照耀我們
[00:00:31.000 --> 00:00:36.000]  祂的光再一次彰顯出祂的榮耀來
[00:00:36.000 --> 00:00:38.000]  我們身為小基督
[00:00:38.000 --> 00:00:40.000]  我們像鏡子一樣
[00:00:40.000 --> 00:00:46.000]  來把神的榮光反射來照亮這個世界
[00:00:46.000 --> 00:00:51.000]  所以說耶穌說我們是光是炎
[00:00:51.000 --> 00:00:53.000]  不是說我們要做光做炎
[00:00:53.000 --> 00:00:55.000]  我們本來就是光
[00:00:55.000 --> 00:00:57.000]  我們是反射神的榮光的
[00:00:57.000 --> 00:00:59.000]  祂來了要照我們身
[00:00:59.000 --> 00:01:02.000]  所以在今年第一月
[00:01:02.000 --> 00:01:03.000]  第一個主日的時候
[00:01:03.000 --> 00:01:06.000]  我就分享了一個新年的意象
[00:01:06.000 --> 00:01:10.000]  那是從生命紀十一章十二節出來的
[00:01:10.000 --> 00:01:13.000]  是葉和華你神所眷顧的
[00:01:13.000 --> 00:01:15.000]  從歲首到年終
[00:01:15.000 --> 00:01:19.000]  葉和華你的眼目時常看顧你
[00:01:19.000 --> 00:01:21.000]  哇!葉和華的眼睛
[00:01:21.000 --> 00:01:26.000]  祂的眼目帶著一個關愛的眼光
[00:01:26.000 --> 00:01:29.000]  祂不斷地眷顧我們
[00:01:29.000 --> 00:01:30.000]  祂看護我們
[00:01:30.000 --> 00:01:31.000]  祂保守我們
[00:01:31.000 --> 00:01:33.000]  祂祝福我們
[00:01:33.000 --> 00:01:35.000]  我自己最清楚
[00:01:35.000 --> 00:01:41.000]  因為就光講說眷顧那地好了
[00:01:41.000 --> 00:01:43.000]  我們以前我們弟兄姊妹
[00:01:43.000 --> 00:01:46.000]  都是稱為叫做Sunday Christian
[00:01:46.000 --> 00:01:48.000]  都是禮拜天的基督徒
[00:01:48.000 --> 00:01:52.000]  因為我們都是禮拜天到學校去聚會
[00:01:52.000 --> 00:01:57.000]  平常人家都不知道我們教會在哪裡
[00:01:57.000 --> 00:01:59.000]  我記得那個時候
[00:01:59.000 --> 00:02:02.000]  弟伯母、弟伯伯都是禮拜天
[00:02:02.000 --> 00:02:06.000]  我們都到教會裡面去聚會去了
[00:02:06.000 --> 00:02:08.000]  到學校
[00:02:08.000 --> 00:02:10.000]  平常學校不讓我們用
[00:02:10.000 --> 00:02:12.000]  所以我們就必須要
[00:02:12.000 --> 00:02:14.000]  平常不知道在哪裡
[00:02:14.000 --> 00:02:17.000]  所以我們都是禮拜天的基督徒
[00:02:17.000 --> 00:02:19.000]  但是神眷顧我們
[00:02:19.000 --> 00:02:23.000]  祂為我們帶從這裡到那裡
[00:02:23.000 --> 00:02:25.000]  經過了每一個地方
[00:02:25.000 --> 00:02:28.000]  神都大大的賜福
[00:02:28.000 --> 00:02:30.000]  祂是從歲首到年終
[00:02:30.000 --> 00:02:32.000]  祂都眷顧我們
[00:02:32.000 --> 00:02:33.000]  哈勒勒藏
[00:02:33.000 --> 00:02:35.000]  您相信嗎
[00:02:35.000 --> 00:02:37.000]  如果神不眷顧我們
[00:02:37.000 --> 00:02:39.000]  我們連命都沒有了
[00:02:39.000 --> 00:02:41.000]  如果神不眷顧我們
[00:02:41.000 --> 00:02:43.000]  你所有的財產
[00:02:43.000 --> 00:02:45.000]  所有的家當
[00:02:45.000 --> 00:02:47.000]  都有可能一夕之間
[00:02:47.000 --> 00:02:51.000]  一個月就讓你完全的就沒了
[00:02:51.000 --> 00:02:53.000]  但是我們的神是
[00:02:53.000 --> 00:02:56.000]  豐富偉大奇妙的神
[00:02:56.000 --> 00:02:59.000]  所以我們就再一次為神
[00:02:59.000 --> 00:03:02.000]  來興起得著地業
[00:03:02.000 --> 00:03:03.000]  眼看呢
[00:03:03.000 --> 00:03:06.000]  我們也快要得著這個地方了
[00:03:06.000 --> 00:03:08.000]  固然不是很完美
[00:03:08.000 --> 00:03:12.000]  再來我們的地方也要坐滿了
[00:03:12.000 --> 00:03:15.000]  甚至於我們經常進聚會的人
[00:03:15.000 --> 00:03:17.000]  如果今天都到的話
[00:03:17.000 --> 00:03:19.000]  這個地方也都坐滿了
[00:03:19.000 --> 00:03:22.000]  但是神也給我看到臆想
[00:03:22.000 --> 00:03:25.000]  就是說將來你們要有兩場的國語崇拜
[00:03:25.000 --> 00:03:27.000]  還要有英語崇拜
[00:03:27.000 --> 00:03:30.000]  還有小孩子的聚會等等
[00:03:30.000 --> 00:03:32.000]  我們要如何做到這個
[00:03:32.000 --> 00:03:33.000]  我到現在不知道
[00:03:33.000 --> 00:03:35.000]  但是我相信
[00:03:35.000 --> 00:03:37.000]  藉著神賜給我們的臆想
[00:03:37.000 --> 00:03:41.000]  還有靠著我們地球姐妹不住的禱告
[00:03:41.000 --> 00:03:43.000]  所有美麗的我們各位地球姐妹
[00:03:43.000 --> 00:03:47.000]  你每次當你要進入這個教堂的時候
[00:03:47.000 --> 00:03:49.000]  你就一面走
[00:03:49.000 --> 00:03:51.000]  一面向神禱告
[00:03:51.000 --> 00:03:52.000]  向他呼求說
[00:03:52.000 --> 00:03:53.000]  神啊
[00:03:53.000 --> 00:03:55.000]  你把這個地方賜給我們
[00:03:55.000 --> 00:03:59.000]  到了有一天我們兩場聚會都坐不滿的時候
[00:03:59.000 --> 00:04:02.000]  神我們要有一個更大的地方
[00:04:02.000 --> 00:04:05.000]  你就像每次都來這樣
[00:04:05.000 --> 00:04:07.000]  向神來呼求
[00:04:07.000 --> 00:04:10.000]  你看他要為我們做怎樣的大事情
[00:04:10.000 --> 00:04:13.000]  我們的神是又真又活的神
[00:04:13.000 --> 00:04:15.000]  二月份的時候
[00:04:15.000 --> 00:04:16.000]  第一個主日
[00:04:16.000 --> 00:04:18.000]  我分享了一個信息
[00:04:18.000 --> 00:04:21.000]  是從喜事錄第二章
[00:04:21.000 --> 00:04:25.000]  講到小雅西亞的七間的教會
[00:04:25.000 --> 00:04:26.000]  這七間的教會呢
[00:04:26.000 --> 00:04:29.000]  第一間講的是以弗所的教會
[00:04:29.000 --> 00:04:31.000]  以弗所的教會呢
[00:04:31.000 --> 00:04:35.000]  它是保羅創建
[00:04:35.000 --> 00:04:41.000]  那個時候他的同宮有阿婆羅跟百吉拉
[00:04:41.000 --> 00:04:44.000]  跟百吉拉跟雅居拉
[00:04:44.000 --> 00:04:45.000]  他們是同宮
[00:04:45.000 --> 00:04:48.000]  就一起興建了這個教會
[00:04:48.000 --> 00:04:50.000]  那麼保羅走了以後呢
[00:04:50.000 --> 00:04:53.000]  大家就心冷下來了
[00:04:53.000 --> 00:04:56.000]  甚至於經上說
[00:04:56.000 --> 00:04:58.000]  只因不法的事增多
[00:04:58.000 --> 00:05:02.000]  許多人的愛心才漸漸冷淡
[00:05:02.000 --> 00:05:05.000]  所以神斥責他們說
[00:05:05.000 --> 00:05:08.000]  你們離棄了起初的愛心
[00:05:08.000 --> 00:05:12.000]  神說你要想起你是在哪裡跌倒
[00:05:12.000 --> 00:05:14.000]  你在那裡再站起來
[00:05:14.000 --> 00:05:19.000]  得勝的我必讓他吃勝利樹的果子
[00:05:19.000 --> 00:05:21.000]  這是我第二次講的
[00:05:21.000 --> 00:05:23.000]  得勝的哈雷諾亞
[00:05:23.000 --> 00:05:25.000]  掀起發光做得勝者
[00:05:25.000 --> 00:05:27.000]  我們要得勝
[00:05:27.000 --> 00:05:30.000]  講到我們的始祖亞當夏娃
[00:05:30.000 --> 00:05:33.000]  他們吃了尊別善惡樹的果子
[00:05:33.000 --> 00:05:36.000]  但是從來沒有吃到勝利樹的果子
[00:05:36.000 --> 00:05:40.000]  想想看將來我們要吃勝利樹的果子
[00:05:40.000 --> 00:05:42.000]  何等的偉大奇妙
[00:05:42.000 --> 00:05:44.000]  感謝神讚美神
[00:05:44.000 --> 00:05:47.000]  第三次我講的是
[00:05:47.000 --> 00:05:50.000]  得勝的施美娜的教會
[00:05:50.000 --> 00:05:52.000]  我特別強調
[00:05:52.000 --> 00:05:55.000]  施美娜教會它的英文叫Shemera
[00:05:55.000 --> 00:05:57.000]  Shemera跟另外一個字
[00:05:57.000 --> 00:05:59.000]  是同一個字根叫做Mera
[00:05:59.000 --> 00:06:01.000]  Mera就是末曜
[00:06:01.000 --> 00:06:02.000]  記得嗎
[00:06:02.000 --> 00:06:04.000]  耶穌出生的時候
[00:06:04.000 --> 00:06:07.000]  三個東方的智者
[00:06:07.000 --> 00:06:10.000]  帶著黃金、末曜、乳香
[00:06:10.000 --> 00:06:13.000]  來朝見小基督
[00:06:13.000 --> 00:06:16.000]  那麼這個末曜就是表示
[00:06:16.000 --> 00:06:19.000]  這個用來膏死人的
[00:06:19.000 --> 00:06:21.000]  讓死人能夠
[00:06:21.000 --> 00:06:23.000]  屍體能夠防腐
[00:06:23.000 --> 00:06:25.000]  能夠防臭
[00:06:25.000 --> 00:06:28.000]  那麼表示這個施美娜的教會
[00:06:28.000 --> 00:06:31.000]  是許多的逼迫患難
[00:06:31.000 --> 00:06:34.000]  神特別眷顧他們
[00:06:34.000 --> 00:06:36.000]  所以說你們是貧窮的
[00:06:36.000 --> 00:06:38.000]  但是你們心裡是富足的
[00:06:38.000 --> 00:06:42.000]  所以說你們在忍受時日不多的時日
[00:06:42.000 --> 00:06:45.000]  我就必定把各樣各樣的祝福
